,CHE_RDVar,CHE_RDSkew,CHE_RDKurt,CHE_DR
2013-03-05,4.3375770219082114e-05,-0.25682307669248583,3.246610880000493,
2013-03-06,7.977248988552578e-05,0.07982311946996377,3.4001840486746544,0.0019288323680983765
2013-03-07,9.386051021780347e-05,-0.7636695393501471,4.275788314488155,-0.0027015502402152336
2013-03-08,0.00010869100906022313,0.7429457189853488,5.162776075370623,0.020653759927501625
2013-03-11,0.00018577623161051635,0.3846381010754208,8.748698086785172,-0.0008839672170974922
2013-03-12,8.90068310399825e-05,-1.6655608027612039,11.977843920014738,-0.0010110275526553636
2013-03-13,0.00013249580595235894,-0.49422180970499346,11.545759946087413,-0.007104621912310982
2013-03-14,0.00011638251888423057,-0.5879633401341066,6.7511835451866276,-0.0002548294613120561
2013-03-15,9.305259609736044e-05,0.31039971030333435,4.721696858996098,0.001654372405586635
2013-03-18,0.00010800005877145086,0.7665238026638465,6.97474577062537,-0.010095294378534625
2013-03-19,0.00019260225629054366,0.45240207343164024,3.7727128474873277,0.005507433129232631
2013-03-20,9.232776768470499e-05,0.12672462607169135,3.215953288549258,0.0054774787525806445
2013-03-21,0.00011647228204662543,0.016746990654608017,3.21192645252231,-0.0114986610082779
2013-03-22,0.0001305277175249382,1.5932808141741592,8.349279546163114,0.00908198800013782
2013-03-25,0.00012125263623837736,0.1482594210883983,3.5957635259199243,0.009883650737705807
2013-03-26,0.0002113423526047376,0.47579207147224073,5.363969390310113,0.0013858729464280017
2013-03-27,0.0001636166766083546,0.3925379419723768,3.9027121412260763,0.0015098512343376669
2013-03-28,0.0001088816467393792,0.31659405358113724,4.913990548637462,0.005516534222303804
2013-04-01,0.00013870510333160391,-0.480770269088019,3.212009390710293,-0.005642443573138145
2013-04-02,0.00013935140955840215,-1.2169510280467168,5.572162986936439,-0.002517929816212572
2013-04-03,0.00013617305085477475,-0.1412793621440055,5.889232540973286,-0.0037887301090071546
2013-04-04,0.0001325731679984666,0.080921875545662,3.719492950183328,0.002527475598878226
2013-04-05,0.000142031917113497,1.0494289432748665,5.499667232276966,-0.00963851867777521
2013-04-08,0.00010043598500574056,-1.1205930663082053,7.22165490679565,-0.0010198749447489774
2013-04-09,0.0001032568946074445,-0.5299890608991129,3.147773612695331,-0.006142110793271982
2013-04-10,9.222606773967233e-05,0.2008022114685456,4.45602544229154,0.016295443916789942
2013-04-11,7.619347161524808e-05,0.7524467551962294,3.4699106173654446,0.0062942583083289705
2013-04-12,0.00011594811842277814,-1.2750283183938427,5.44440103562304,-0.019002197857467706
2013-04-15,0.00024107735917201388,-1.18405806068629,4.334083652831637,-0.023420688303728454
2013-04-16,0.000193933011509983,0.1983205234768599,3.214642988688407,0.009511571636008576
2013-04-17,0.0002702933746959732,0.06070676814455009,3.170555374224904,-0.013447342569701703
2013-04-18,0.0001528434734053189,-0.33119340967462674,2.6788860111607313,-0.014297546909149084
2013-04-19,0.0005807126246149173,1.8651386277039852,9.19907004530279,0.048155362689326964
2013-04-22,0.00026228124279881963,-1.1716237557749718,4.3139740176746955,-0.009190797522340866
2013-04-23,0.00029562630628568193,-1.0320598397566056,17.260160707647824,0.013501355515184166
2013-04-24,6.930036450429676e-05,-0.2150560656856819,4.093825777141702,0.0007589387441475637
2013-04-25,6.944509972932949e-05,0.8893383092042874,4.237824685533832,0.0016421467683978008
2013-04-26,6.805301597338428e-05,0.2873295496411284,2.7913472105500903,0.006667106125971323
2013-04-29,0.00012807314367921458,0.5968591981850414,3.4906518743039427,0.018754854038277813
2013-04-30,7.670939290347856e-05,0.3717205297367104,2.683834085460171,0.004297421814316138
2013-05-01,0.00012562933002229602,-1.2667523838049755,6.97536645545065,-0.012327537650310028
2013-05-02,0.0001222655023351977,0.95330077682204,3.8034438037608704,0.014408183020413468
2013-05-03,0.002867395092942305,-0.5029528657576647,5.588950201010617,-0.184647340350236
2013-05-06,0.0003074271678566185,2.6477804826080193,17.088990617073087,0.011405345163534086
2013-05-07,0.00022224490031718213,-0.18674311321853315,3.626788668940521,-0.008908493722580069
2013-05-08,0.0003512376436709046,-1.9897683442610279,11.082643794742632,-0.009580527401979566
2013-05-09,0.00039526861102968843,-1.306184195474052,11.069470175702271,-0.006537877557915017
