,PSB_RDVar,PSB_RDSkew,PSB_RDKurt,PSB_DR
2013-03-05,0.00011965203804399668,1.0110680829370713,5.170572050810263,
2013-03-06,0.00017146161578539664,-4.430409371185502,29.809320931803722,-0.005286648174088526
2013-03-07,9.258119873720344e-05,0.6297558829629761,5.981273594078393,-0.0021225922380478934
2013-03-08,0.00013068868231046142,-3.090383230819026,20.555637976402043,0.0003982788277330229
2013-03-11,5.0379993916417715e-05,0.6175483305597361,3.499358502207286,0.0029332318479173836
2013-03-12,9.696378945969392e-05,0.569740367059528,7.029460594766343,0.005841019701953165
2013-03-13,6.306577608536007e-05,-2.0487060329944633,12.70790702081266,-0.00026492712835768373
2013-03-14,9.935726958891809e-05,0.797223328684555,5.210647095519619,0.005414047021320201
2013-03-15,5.129692627818654e-05,0.0027614458865717804,2.9998908929588675,0.0006578449622818283
2013-03-18,0.00011067247995211398,0.8637248359604877,8.749099446128621,0.0
2013-03-19,0.00017325685987193523,0.42833405105533456,3.1264230212665285,-0.0034273433737030956
2013-03-20,0.00013063580688571304,-0.22605831690850406,4.011608217648845,0.007498631084007279
2013-03-21,0.00010930445566369122,0.12924310919847637,3.1266250030103238,0.00183313817380526
2013-03-22,9.122387969765576e-05,0.48965978429466805,3.426371267221084,0.0069098242536957954
2013-03-25,0.0001915296764817378,-0.6579221170704109,4.762804597703934,0.0046663211560220574
2013-03-26,0.00011311756949422961,0.41034116141317467,4.63395903528075,0.01208236063785506
2013-03-27,8.91065413584056e-05,1.0925015457770197,4.4929735786211475,0.004970187340728849
2013-03-28,5.526717790863939e-05,0.31935176483609123,2.311714343073994,0.0032999031630955855
2013-04-01,0.00015817930569567417,-0.45993129534096905,3.655729549217195,-0.004317515295157115
2013-04-02,0.0001921335348390012,0.14588918105878138,3.6206310949221696,0.001145089542151645
2013-04-03,0.00016743716072515938,-0.8510322077020462,4.769123385967504,-0.008809708885795686
2013-04-04,9.972048749086895e-05,0.36221482224067864,6.163310622820444,0.0012815304385016546
2013-04-05,7.594423042297296e-05,1.063664190249416,5.33694346911229,-0.002564837383867591
2013-04-08,0.00012324507743607024,-0.004585845226851925,3.3308673602392425,0.011870426514344778
2013-04-09,0.00017114525446991776,-0.47066974854256133,5.254795121623079,-0.005470895278232746
2013-04-10,6.553477800779854e-05,1.0197909703828163,3.2584327435990916,0.008258649437930643
2013-04-11,0.00021792596914022095,0.5303801580483937,3.132539696160466,0.005803980374749607
2013-04-12,8.063324853582176e-05,0.3481864281584399,4.0333572360433125,-0.0034024312404108414
2013-04-15,0.00016734215306349497,-1.018267281743849,5.039158619927113,-0.024923395208552357
2013-04-16,0.0001876177302615161,0.575144306824098,7.123658761262265,0.010043921732678207
2013-04-17,0.00021538350916647082,-0.27743718543820084,2.9398841103008935,-0.01250581138863982
2013-04-18,0.00011230101186801338,-0.5765790715096334,3.2105717403037612,-0.002857934787741101
2013-04-19,0.00012870087425867233,0.3514065416023022,5.418610027292135,0.01485104893324074
2013-04-22,0.00013499525479763856,-1.3968808539005408,5.663203662994153,-0.0037241171687503183
2013-04-23,0.00012746129594818143,-0.20991648064760957,5.194050867417234,0.005261669680225012
2013-04-24,9.633921056549988e-05,-0.607463687303621,3.826930223117293,-0.002691544243282884
2013-04-25,0.00019526334628129286,0.8048986841210466,11.715540312545748,0.0011539917318081905
2013-04-26,0.0001407528714902783,1.162533254706208,8.389726888148193,0.0007690717641741784
2013-04-29,0.00012633986012240965,-0.7822020869451094,8.725657812781346,0.006129394653106246
2013-04-30,4.5286745554696904e-05,1.1449562067473447,3.697816527903177,0.01578827984150788
2013-05-01,0.00015989053510923239,-1.135575282912506,6.3618980993740015,-0.010708970289877051
2013-05-02,0.00011040465276613301,0.5209354705244299,4.633492028194415,0.003540523881355284
2013-05-03,9.886874806718586e-05,1.1014218654424024,4.893481509714219,0.02246429418666729
2013-05-06,8.451537850436118e-05,0.8714095376844732,4.371510297196662,0.009335652615977352
2013-05-07,0.00038705323391196466,3.2557412886102175,18.225251321041135,0.0228449340148007
2013-05-08,9.412233687223191e-05,1.3870196052497303,6.235606709192297,0.0035785291384913265
2013-05-09,4.523071862757583e-05,-0.44872976373189005,3.0172976710252617,-0.0011912390618933344
2013-05-10,5.162254751179492e-05,-0.17234933489650386,2.6804426063441236,0.0016674029306900096
2013-05-13,6.703200917014086e-05,-0.7658340426481582,4.967903839818373,-0.0011906716341743007
2013-05-14,4.068375034990448e-05,0.9908160156965481,4.621074573486802,0.00011897029264851255
2013-05-15,0.00017089986203035605,0.5596674057716987,3.7615605926603366,0.01759722878814607
2013-05-16,0.00011303320230625519,0.8839166225464538,5.936502621289147,-0.008346744678070728
2013-05-17,7.060422044115821e-05,0.5263386491333732,6.980665320827882,0.005180983435756126
2013-05-20,7.532924153116465e-05,0.5520133808768563,4.105529367132427,0.004803649067211424
2013-05-21,4.5168394949757684e-05,-0.31866387353736986,5.276732014760583,0.0018680746803418913
2013-05-22,0.0002140060903099629,-0.11141651048914085,4.763279343993953,-0.019674230223177602
2013-05-23,0.00010961656257077495,-0.7626783636338677,4.3081125828792795,-0.01498393088104688
2013-05-24,9.144216052937634e-05,-1.8214572802035618,6.645779497879359,-0.016438864377438023
2013-05-28,0.00010705145779691901,-0.04612921329985739,3.2452676571269654,-0.006157578054917678
2013-05-29,0.00024238800306134587,-0.3670798149768387,2.4404459907848457,-0.016315141620883544
2013-05-30,0.0003298154952280582,-0.948150780411024,3.80187289537739,-0.02607796360972614
2013-05-31,0.0001640091264178033,-0.29822037231151427,3.480576943816381,-0.016634326631871588
2013-06-03,0.00016761952670692727,0.0005681125746957667,4.282294793397622,0.009520733134205095
2013-06-04,0.00018247228331063782,-0.6189305999813929,2.337371816468332,-0.014644717958729458
2013-06-05,0.0002803852470841533,-0.5696453569965912,3.75527416060304,-0.0206272732357764
2013-06-06,0.0007949385000626488,2.179649640740012,14.28186090334849,0.007768337079353316
2013-06-07,0.00011507199469092923,0.45220511307347117,3.6542180998341265,-0.0001332254375991937
2013-06-10,0.00020855739031723245,-0.6171412113440368,5.727117845641179,-0.005923682560203147
2013-06-11,0.00023829875018554963,-1.7174859455995064,9.418075612268073,-0.01867183429091579
2013-06-12,9.975548765160758e-05,-1.419635617600134,3.4963419125815016,-0.0246512422498677
2013-06-13,0.0003320572724538773,0.6096692827529283,2.93419054337939,0.03682064210504876
2013-06-14,0.0002822939738751121,1.3439043530876977,9.586647020263623,-0.004494963858843626
2013-06-17,0.0002754711536916626,-0.09068619376355488,5.780712110263834,-0.001912946833349416
2013-06-18,0.00016841244228322017,-0.4495535441613156,7.927354682179058,0.004095180103165674
2013-06-19,0.0005546645730163963,-1.0383231860394744,5.91600932442117,-0.021340699796771112
2013-06-20,0.00020003864989754535,-1.051823932262792,4.448118609806265,-0.05080991771637855
2013-06-21,0.00039368406343996226,0.031367068977165194,4.020213606363115,-0.007937750211255867
2013-06-24,0.0004860086309421553,-0.602042862520473,3.6265611188189215,-0.02631735660978496
2013-06-25,0.0004246288836648509,0.4240848324150047,4.2151290367064185,0.016380208156352438
2013-06-26,0.00024136038431608257,0.7150151157794131,5.023693857097004,0.01362001590707429
2013-06-27,0.00025506103691484727,1.9601921878432302,8.42379736478132,0.054508049688868354
2013-06-28,0.00031257624999048937,0.7572309287344371,6.7957113069227315,0.004861335498701713
2013-07-01,0.00023099731743280575,0.040412115235846,4.003679921839323,0.010064456631811325
2013-07-02,0.00012286171391006143,0.1525637124446552,2.539559416704955,0.0013706983273316098
2013-07-03,0.0001586340685684985,0.011480556537728455,2.019256502986842,-0.013376929886228517
2013-07-05,0.00046632542882095034,-1.3707567653764166,6.9264786331092525,0.01022097160354285
