,FFIN_RDVar,FFIN_RDSkew,FFIN_RDKurt,FFIN_DR
2013-03-05,0.0003262928411557274,-0.46723626483167674,3.068150770783144,
2013-03-06,0.00015737735618233495,-0.2647662893291178,3.2650765694993704,0.013853029562355346
2013-03-07,0.00025501417844851125,1.0711696795438779,6.407947388328271,0.010052702394533153
2013-03-08,0.0008590476918785858,2.5712654906511747,19.206243299171884,0.011426092737945481
2013-03-11,0.00017546802161082817,-1.5725650332878371,7.606327846906879,-0.00908817659411465
2013-03-12,9.968453768503071e-05,-0.8682265896109005,5.35423107124243,-0.010243278488462515
2013-03-13,0.00014886091388759666,-0.39694540858007665,4.089799126533035,0.013139655363201275
2013-03-14,0.0003231271565905649,1.4421235077113261,7.725292072216424,0.013180689444500349
2013-03-15,0.00037827565361231577,-2.223612672631756,10.91601763651884,0.012174846019940677
2013-03-18,0.0005345733138395434,5.735271617431612,43.21919762411228,-0.016195736321278797
2013-03-19,0.00015397801931612716,0.343745029330115,2.4907110722800185,0.012642391381733287
2013-03-20,0.00022860760663635422,1.057292890456995,6.802361180531342,0.005220688953499142
2013-03-21,0.00023790443605036624,0.7854034723789083,4.716386582145885,0.0014572151773442066
2013-03-22,9.836674652778215e-05,-0.5608606261083388,4.723166042515525,0.004979197144499015
2013-03-25,0.0005585852049972468,2.3637267018607258,14.1892684793125,0.007011948595397666
2013-03-26,0.00012908859238338325,-0.058744645633134335,2.213410143161144,0.0028726340753761903
2013-03-27,0.0002072268484934372,0.553601354937312,3.9703737778033465,-0.006166468624480448
2013-03-28,0.00017749323093997025,0.4393685559493751,3.4425634112839605,0.002059732867761621
2013-04-01,0.00031254742946168896,0.0033530040894846854,3.6485206715935647,-0.002059732867761621
2013-04-02,0.0002393623610637509,-0.28996609586411154,2.836114135295878,-0.012448199204663002
2013-04-03,0.00037914150673536937,-0.04380801691381195,4.808471841024145,-0.01450977255914454
2013-04-04,0.00025669825065312426,0.5070909384993559,3.997356081287915,0.01200156075705694
2013-04-05,0.0003576594589943308,1.0347139726618833,6.438965160888077,0.005218461913947703
2013-04-08,0.0002656129032628971,-1.2750815415339776,5.273519271736517,-0.0008330942439678246
2013-04-09,0.00033093744607214115,-0.8959202520636937,3.1173491432216704,-0.015328320113742855
2013-04-10,0.0002619119801643895,0.1398052071038829,5.055319120180276,0.012406613654850407
2013-04-11,0.0003522474078657244,0.4947643433893871,5.027159568673238,-0.005238097369419048
2013-04-12,0.00012375373928784925,0.5403984930380448,4.499733677480997,0.01044927339445767
2013-04-15,0.00038534257871712354,-0.3295701530831614,3.339977140718891,-0.03555178255996605
2013-04-16,0.0002567177756997293,-0.11883777757391303,2.4053488657393585,0.02510250916550838
2013-04-17,0.00037885139985008743,-2.1876031084031347,8.761256606979547,-0.017590866920293102
2013-04-18,0.00045807105330958716,-0.47358152635292783,6.191284772503561,-0.009668015759538573
2013-04-19,0.00020056504272177188,1.2330089556765111,2.965066243246995,0.031451619045877344
2013-04-22,0.0002822685661181547,-0.9578928607873645,4.974026113086065,-0.009881308877071948
2013-04-23,0.00035084490858424116,0.4347017227589658,5.137981106421385,0.03508403598168819
2013-04-24,0.00030071628564029763,2.231149895488395,10.717070330360164,0.0020380426917374628
2013-04-25,0.0001361358044492222,-0.99345637407899,4.834709758652704,-0.0040799262292257055
2013-04-26,0.00019144012605442192,-0.2907121661369496,3.4308421226601435,-0.009653983801706012
2013-04-29,0.00036723831119848905,-0.6350841065414258,9.797752847657112,0.01617400904550781
2013-04-30,7.930683769581719e-05,0.9525012204814702,5.190933768804444,0.00344636238314866
2013-05-01,0.0003649317043321078,-0.948160523663777,4.086422665561485,-0.04237495509172984
2013-05-02,0.00025878547000622197,0.2338084406861201,3.2851712843935728,0.014047885603885035
2013-05-03,0.00012631549679346878,1.69019835296778,8.440549357676073,0.030550996193097202
2013-05-06,0.00030925703995881524,0.8417969783920851,5.1485559550688595,0.016025801367688608
2013-05-07,0.0008773644635344879,-0.05755194586751494,4.518877006094393,0.04031317356499864
2013-05-08,0.00016755536750689086,-1.6568632532349605,9.715107860661101,-0.010553831547059467
2013-05-09,0.00018910140316793117,-0.14203500400741012,5.231418439624099,-0.006385988329371983
2013-05-10,0.00011782353985982335,-0.4111502201309565,3.0712640566455365,-0.00019428231609275315
2013-05-13,0.0002860246549031429,0.28302586598067353,3.2194111792526585,-0.0025272316647027004
2013-05-14,0.0002371290428947459,1.3860501026572842,5.499987316782668,0.02859252117393707
2013-05-15,0.00038792351099730543,0.09750039585154081,3.4273689654584714,0.013902098265666574
2013-05-16,0.00030465491120698076,0.5437238772331859,3.751304619598389,0.00521037470171537
2013-05-17,0.00025476159689230424,0.21747801180480814,4.092193494251297,0.019846219402676724
2013-05-20,0.0002451082732003197,0.4944082089979672,5.0290148027364,0.011577576441859527
2013-05-21,5.888070916656834e-05,-0.24225183714425916,2.9586938067737445,0.0017968648444117719
2013-05-22,0.0002031776854491303,0.6605161416461202,4.688978311112283,0.0017940040279285085
2013-05-23,0.00032613155790375,0.008625097908076307,5.7583376890497995,-0.020458983908006267
2013-05-24,0.0003256951733364884,0.5476997011672282,3.407883838966816,0.008560385532191184
2013-05-28,0.0003247388488239563,-1.1904964025690543,6.526799636155576,0.01279399292117489
2013-05-29,0.0003984189221420097,0.11729582802471279,6.672978172128699,-0.0061062029295695375
2013-05-30,0.00020674287610075877,0.17368354455274596,3.8897643182733597,0.006464353381143262
2013-05-31,0.00023113156715186438,-0.10067346496142913,4.510179286826496,-0.01569442857181569
2013-06-03,0.0008021934606619236,-0.14979889651421543,3.3185875101215623,0.02265059114288226
2013-06-04,0.0006210751814684925,0.2478234239786212,2.8647644200321185,-0.004453416117401243
2013-06-05,0.0005650395938306144,0.4115775172465099,4.726791338349227,-0.014748619840020183
2013-06-06,0.0003325062115143024,0.2675119177702857,2.6111593977550505,0.017779046715587832
2013-06-07,0.00027912880262481943,0.07138675505100094,2.825266332736662,0.002843876763205966
2013-06-10,0.0005559867041105171,-0.6440248225188094,6.594928397944376,0.006722087949417421
2013-06-11,0.0004624132118258097,-3.098571704624652,19.86914499933603,-0.015099138041856364
2013-06-12,0.0003226500186558373,-1.2129182522360846,4.768442799644969,-0.005253061138623227
2013-06-13,0.00034374580989500903,0.1910412161646016,2.3215998947946477,0.017106710366168176
2013-06-14,0.000497323542945826,-0.3277739563029819,2.661007211559273,-0.030453768698853967
2013-06-17,0.0002897616862249163,-1.201365906117468,6.725371026848953,0.008430992465608078
2013-06-18,0.00031275405350083906,-1.11496114112239,6.701378581938613,0.00872267606197008
2013-06-19,0.0004161932254673165,1.2832595553721478,6.159066754627758,-0.012379496716185212
2013-06-20,0.0003399595431660828,-0.24109538374129458,3.2463510180869903,-0.009941291792664675
2013-06-21,0.00021572411710464993,-0.4539357120767589,4.5964900681632,0.003877851121008913
2013-06-24,0.0005214453173466731,-0.9609281772180511,5.819604386816248,0.002392912327191965
2013-06-25,0.00030022035796213966,-0.10756569185328343,4.583594214308951,0.03291451941438517
2013-06-26,0.0002639271896075862,0.5449592105850187,4.676574722905624,-0.009832879547673201
2013-06-27,0.00017756939016005916,0.3791623627130977,6.64292453618004,0.011965480981990684
2013-06-28,0.00010721028350940783,-0.742214411393419,6.2932547181487974,-0.011965480981990684
2013-07-01,0.0003711683263437315,1.176285694392673,8.211339723410777,0.017630243868913542
2013-07-02,0.0004961248272500735,1.027655186782545,3.996358758288445,0.03367194778212035
2013-07-03,0.0002696198435483787,0.9492999822786229,2.5910991506506202,0.038997370568505385
2013-07-05,0.00033041140125301846,1.200284517343892,5.223160779373575,0.019345532431345625
2013-07-08,0.0001556271645816684,-1.3848804609548377,4.571317437060259,-0.022304453776412547
2013-07-09,0.00025239297142294647,-0.7125928837057438,6.2528008394750465,0.010970214889538088
2013-07-10,0.0002531352115175387,-0.3778569089267859,3.6335043032327667,-0.011464251300048023
2013-07-11,0.0002612862083565931,-2.0477461380180264,11.142499351031594,-0.01043147365378072
2013-07-12,0.00025404661728657674,-0.16340257678280995,3.100712921940881,-0.0006658605482274815
2013-07-15,0.00015796667426012137,0.03625622508558895,4.187668966633732,0.015698876536624162
2013-07-16,0.00024489385401271893,0.6481686617640274,6.536978672834397,-0.0037782838605595614
2013-07-17,0.00035097102243161207,1.9591771973075114,10.01125554615867,0.0008225812770108476
2013-07-18,0.00043488028743919057,1.0322143066816658,5.143985445636134,0.01209553091563409
2013-07-19,0.0006190462247739316,0.7761873927152136,4.626840615852332,0.01034437940035593
2013-07-22,0.0002850473108619613,1.7651302427751014,7.564572346225445,0.022733592507554246
2013-07-23,0.00019452791480703088,0.663227181846774,7.226104607980091,-0.010110546713243185
2013-07-24,0.00031436341788629584,0.4458830834192923,4.539440446784955,-0.006851025746844375
2013-07-25,0.00032306734747023733,0.21723311334021098,5.105129813837682,-0.0007996898142113018
2013-07-26,0.00011154158259700522,1.0608581631569856,4.203343395021646,0.0020778293226713096
2013-07-29,0.00014466871408961467,-0.5215146801378001,3.020691617684072,-0.0073718460443683576
2013-07-30,9.259770189420534e-05,0.15374207573949863,3.1420193483632177,0.004173197388314787
2013-07-31,0.00041551345275848023,0.05325373830009074,4.265143483203015,-0.012572493742521562
2013-08-01,0.0004733364381836392,1.1402299100279325,6.070467195004395,0.017047650351565746
2013-08-02,0.00020235379536253615,0.4291044116612625,2.737278355713547,-0.008165952460357229
2013-08-05,0.00024181716888408038,-0.2795525862986597,3.377246909375511,0.011668103071295732
2013-08-06,0.0001665056464748953,-0.7545178325435984,3.928049982278172,-0.030985444729649814
2013-08-07,0.00028840946937150276,-0.8268428480280365,3.803088921777362,-0.025061222751711743
2013-08-08,0.00019021495171401827,-2.5707683173528504,13.755055067131579,-0.01763357610591232
2013-08-09,0.0001687754296784197,-1.0629213327743938,5.9725779470889995,-0.006349342546596137
2013-08-12,0.0002459980753340535,0.20264596796409254,3.634486760010474,-0.004485837481776667
2013-08-13,0.00018455767860698648,0.7601781539628163,2.68183100476163,0.02138485358832254
2013-08-14,0.0003310708496480012,-0.7549970705128495,5.97462470979135,0.006411249863541357
2013-08-15,0.0004674882531448092,-0.03422288512140693,4.817111281324704,-0.002863082165797781
2013-08-16,0.0002427616450309885,0.44372642737207935,4.828611995451984,-0.0016880694248579964
2013-08-19,0.00028761035897947185,-0.40900874000328014,2.3677365763030633,-0.01053004073628383
