,ASGN_RDVar,ASGN_RDSkew,ASGN_RDKurt,ASGN_DR
2013-03-05,0.0005071105631672995,0.8462122971748786,3.9443363061948986,
2013-03-06,0.0005293183159675407,0.7152605150932023,4.820533536507557,0.019777585109737927
2013-03-07,0.00019021816673452875,0.0800778551762205,3.5239817962512254,-0.0037570488777123323
2013-03-08,0.00015047135591187457,0.9370732550212221,3.838314085778069,0.03856097107240419
2013-03-11,0.0002218707095311145,0.43840459876254384,4.340725445226222,0.0016083236600845652
2013-03-12,0.00022219221868412614,-0.5308150640576603,2.5423931851230663,-0.0028162964262610224
2013-03-13,0.0002490889220100369,-0.8459969356375684,13.482625521866309,-0.004441800245388983
2013-03-14,0.0001564850479776793,0.2691259116763366,5.333727427642445,0.007659823939589749
2013-03-15,0.0002636825560682839,-0.619508678523725,3.8264250327569127,-0.014563323438101072
2013-03-18,0.00031298745283815085,-0.19565445938389708,4.1967108833159354,-0.011475576516656538
2013-03-19,0.00030376884960768113,-0.20051028699513845,3.9511968593747526,-0.011191826664301185
2013-03-20,0.0004866080353914597,1.0262167004593392,3.332126825869102,0.06729628233588736
2013-03-21,0.0005086044935973893,0.6111786509377322,7.96334465324266,-0.0015600236868968942
2013-03-22,0.0003822822957432338,-1.2351368837466241,6.9702570058849735,-0.028104006226504552
2013-03-25,0.0004604999226076517,0.03328287140949273,4.128331070820574,-0.002411576731451426
2013-03-26,0.00018509862636085275,-0.8034240854999555,5.667895379349573,0.015968403178731272
2013-03-27,0.00032679370091960065,0.3527273770856182,3.9847676965449126,-0.008351569553369576
2013-03-28,0.00025284759812435153,0.8791399671643226,9.303342775456986,0.010724948878957363
2013-04-01,0.00035831687285028333,-0.03535148751873866,5.956468591783574,-0.01874427798167888
2013-04-02,0.0007155594624010921,0.835819850424083,6.838617897187009,0.009615458699442136
2013-04-03,0.000352735181988439,-0.7453494186220863,3.3244096969429786,-0.0369585210493284
2013-04-04,0.0005193641484869015,-1.757381164168316,12.022817967408765,0.007419654813207277
2013-04-05,0.0012571681730833536,-5.050671539911878,38.99921624397005,-0.032557132580559145
2013-04-08,0.0002435265736298669,0.44255989956437064,5.077177439095973,0.011809500386310567
2013-04-09,0.00020394204365530914,-0.285505666079609,2.839976188115386,0.009597403106269997
2013-04-10,0.00023099045662488508,0.9100476851662191,4.9427938190013565,0.017699577099401065
2013-04-11,0.0002534513849821121,-0.04224494103153064,2.990068563318461,-0.016454463870376745
2013-04-12,0.00038229453165409616,-0.12087838584042981,5.548345673526267,0.005377427531469081
2013-04-15,0.0009204131861626988,-0.9771766737671203,5.254101022582522,-0.07315636237169754
2013-04-16,0.0004904297189033211,1.8185760573422518,9.371893403584421,0.031027133154294173
2013-04-17,0.0008024261091969851,0.413755495391094,3.598884411895606,-0.02087032272557998
2013-04-18,0.0006586880154679972,-1.187490864104478,5.369316420797456,-0.027167112766985912
2013-04-19,0.0003681712425597654,-0.061672497370206324,3.5423308623903016,0.006749137131878413
2013-04-22,0.00043138024648685136,0.28612808707969295,6.871710264250687,0.014247881273615537
2013-04-23,0.0006377499004761793,-1.6047482585408592,16.765888881623592,0.004851122967813648
2013-04-24,0.00042254644645431356,-0.3364787915702824,3.7123218606506545,-0.014624679003457874
2013-04-25,0.002172988916409116,-1.2028889241212128,10.265811194924874,0.08100382532229178
2013-04-26,0.00027604914455861334,-1.56028571712552,9.465120533031168,-0.0020606229821722444
2013-04-29,4.55475359919086e-05,-0.3141876193660946,5.003238441910652,0.0020606229821722444
2013-04-30,0.00019973964809638178,-0.018147234626323023,3.2433737482399585,-0.0008237644447759429
2013-05-01,0.000374348176693476,-0.7765766803204306,3.5545869148333398,-0.04767834118819225
2013-05-02,0.0005366238375776501,-0.5657993248168114,8.550733143683333,0.01373412204926483
2013-05-03,0.00034842076249921134,1.058393547288306,5.228858868127826,0.04541501290774885
2013-05-06,0.00020016256081390555,1.0260219140606488,5.794906867183607,0.0073052680259935165
2013-05-07,0.0005089977189047355,-0.12795208425397114,5.310267842287058,0.023182453513631796
2013-05-08,0.0002787119745563157,-0.09816992621129558,3.478995010991051,0.00354963897753402
2013-05-09,0.0002750995496967815,-0.49415894426989865,6.080959261531511,-0.0039448178167087455
2013-05-10,0.00020861899423417444,0.5882231747782548,2.6451724673804344,0.034955092727207315
2013-05-13,0.00024071061519099197,0.03375746167648767,3.2728760974771105,-0.0030581062419203775
2013-05-14,0.00028450424744627954,-0.07255871647620248,5.913445054533951,0.022336646989638442
2013-05-15,0.00038486015835777687,-0.010749701076746285,3.3799382755578535,-0.019660292980575367
2013-05-16,0.00039902399551838423,1.0781838303886786,5.15595277217048,-0.018108836212962665
2013-05-17,0.00011182282067144848,-1.8554864094357948,10.555234270017747,0.006587894649324522
2013-05-20,8.525374085036072e-05,0.5756060613386472,4.1553957751114385,0.0038550935149048726
2013-05-21,0.00024183466306667976,-0.1691825480961841,2.5716472468077103,0.010335020221251323
2013-05-22,0.0002909511703823119,0.19808301933656872,2.4032173990194723,0.009097864117526555
2013-05-23,0.0004457550698821856,0.021322385424926097,4.520270849214964,0.00938974034983886
2013-05-24,0.0003382506085285969,0.38125134460178794,10.29169619856085,-0.004871622809310416
2013-05-28,0.00013918228577334074,1.936459537556164,11.073939401650795,0.02412434632479199
2013-05-29,0.00032371027225558874,0.25233615030242074,3.4078100961834408,-0.010320769827583565
2013-05-30,0.000248756815184426,-0.3415118969167819,3.5216577709537225,-0.014179304460459008
2013-05-31,0.00030595526137357134,-0.13136723149653512,6.464042828307888,-0.021653266826628936
2013-06-03,0.0007397023491655109,-0.6610127570261096,4.138925748224614,-0.012364995253656197
2013-06-04,0.0005521188740924836,-0.2612134198883929,3.318438470983658,-0.012519686464678603
2013-06-05,0.0004868050092574674,-0.42581928041619116,3.6816122947349816,-0.015073668985725597
2013-06-06,0.000493183918049008,-0.22413634539255864,3.670281531360582,0.03031135362920656
2013-06-07,0.0002572701658708818,-0.029657974494860212,4.041453954988979,0.015390838034160303
2013-06-10,0.00039589797931471757,0.6056223198311868,4.456804193516265,0.014781356582967309
2013-06-11,0.00047503933944158933,0.21858559807957595,3.1787639716844525,0.0026300973267541217
2013-06-12,0.0003824885506411539,-1.0959767309995925,5.028331360215195,-0.00942514045958287
2013-06-13,0.0003268131221242513,-0.8405136430362414,4.9467906519511935,-0.0018957351648989373
2013-06-14,0.00029823667318728945,0.20108505600428186,2.696072806112735,-0.004183310911483495
2013-06-17,0.00021423728385907136,-0.30474463424259246,2.8033747122859918,0.009104766992919178
2013-06-18,0.00021458897551507962,1.4931976780819547,6.415778052711451,0.021297237255105905
2013-06-19,0.0003938844658446986,-0.5947061130306941,3.614257019436676,-0.015273160189262835
2013-06-20,0.0003212519577947204,-0.2280630132481294,3.134061818393676,-0.03397918102490527
2013-06-21,0.0004747062554006646,0.5133915300506768,3.199337388492376,0.006580244374328803
2013-06-24,0.00034170086493509486,0.2152174220542363,2.887086374427818,-0.018692093703977175
2013-06-25,0.00018163928787285637,-0.9316166502202435,4.418854498971999,0.010557204602329229
2013-06-26,0.00048165691861987874,-0.5987899191138146,4.3246098386528935,0.006976772756067895
2013-06-27,0.0002159751088392741,0.5096669390890861,2.8301439268249244,0.037525723314073556
2013-06-28,0.0002820814149189221,-0.4968181539429721,4.239400694990662,-0.005970167209272681
2013-07-01,0.0002203250307464275,0.1592634193915654,2.48952350005507,0.02000811502509192
2013-07-02,0.00028934017637908556,0.9049697171953925,3.7943243916677756,0.006945778117025014
2013-07-03,0.00018414089252374638,1.1600264199142156,3.781661030568307,-0.015788871853358977
2013-07-05,0.0004947526881796928,0.2975526781307113,6.086776606283792,0.03097354484267889
2013-07-08,0.00025006244047299375,0.7184849579529359,4.117804684629234,0.020245762722051808
2013-07-09,0.00038125978336261447,1.0096857709620262,6.028265224797004,0.020877584295073248
2013-07-10,0.00043602273793016445,0.7827304140479855,3.4523052102728684,0.020113103444038494
2013-07-11,0.000488722183823635,0.2314542836912706,4.066065088484702,-0.004736105008710467
2013-07-12,0.0003542558753884621,0.11626383859249727,4.997448866922991,0.01980927625445439
2013-07-15,0.00035381655204207,1.5681288845099823,10.3794382762185,-0.008010723746078696
2013-07-16,0.00026355517157073094,-0.564402333456922,3.1409417811080034,-0.011120586380712005
2013-07-17,0.000374873338753899,0.5123813656678472,2.9350441672601715,0.009779170999463016
2013-07-18,0.0005117340395483837,-0.013656395333590372,3.1586324255288396,0.022890401045851938
2013-07-19,0.0002895784249751131,0.3718806753013319,3.9781970121662122,0.0058862171259970175
2013-07-22,0.00034698060693008555,-0.6321285032055884,4.0124048860893415,-0.030119768161269267
2013-07-23,0.0002468793084462681,-0.50405321050653,4.285614703121355,-0.010131832874738844
2013-07-24,0.00041015574755234267,-0.5293187118250847,2.4160803969146993,-0.020923384136043666
2013-07-25,0.0013899946588377535,1.4750385036252929,6.289618618695448,0.12036013956819014
2013-07-26,0.00041995911639813085,-0.12127259329672518,5.332841980127231,-0.009572436694952113
2013-07-29,0.0003092522129688766,-2.1920673603585805,14.26327202500432,-0.015950330586551154
2013-07-30,0.00031217958227565255,3.680820089890714,23.98647726953899,-0.03594735628246015
2013-07-31,0.00011020979479006811,0.7284774758886041,8.74728519627568,-0.002290169456881763
2013-08-01,0.0001093528167678208,-0.7489207494800114,11.149930263314294,0.005227061714094372
2013-08-02,0.00016362371881986136,0.14866778372237122,4.8953235771059385,-0.0032637430527358013
2013-08-05,0.0002129768009163337,-0.03290842174417271,3.0193469738747463,0.013314046322334239
2013-08-06,0.00013835612601577877,0.2973738896457977,5.7963247015920665,0.013457428342328992
2013-08-07,0.0004064026467448046,-1.0776834188830546,6.022415002521672,-0.01378006102781848
2013-08-08,0.000167914000566843,-0.07175421964135448,3.7884969109839,0.0064329908816125325
2013-08-09,0.0002633953389308259,0.9390821305120644,5.813309300647719,0.0019218135011414006
2013-08-12,0.00013673810225601249,0.8007115496523374,3.580003126772352,0.015558338915852232
2013-08-13,0.00014704180123902496,-0.6771843814265254,3.192117877262248,0.0025173078113778224
2013-08-14,0.00018782707318112712,-0.7882573095527872,3.4454236325488616,-0.015518917945540611
2013-08-15,0.0004936372146352166,-0.8756237527426092,3.590616127874451,-0.021291126837939878
2013-08-16,0.0003662317639883909,1.5419867910358527,6.770053466497698,-0.005558294512794326
2013-08-19,0.00036173120773319415,0.5886639439202827,4.339682400904883,-0.0065790041013436
2013-08-20,0.00019457573024178363,1.2608284089237953,5.958491194668547,0.012137298614137926
2013-08-21,0.00027250032951422044,0.3368243215743866,3.0962681963955245,-0.001958192499777134
2013-08-22,0.0003013725899560681,0.573952103039971,6.379412814349128,0.014593999898407262
2013-08-23,0.0002361102498690869,-0.7587798869876151,4.750852857401464,-0.011332483634743262
