,BCPC_RDVar,BCPC_RDSkew,BCPC_RDKurt,BCPC_DR
2013-03-05,0.00037686638164252976,2.6825181107702534,16.87198275868326,
2013-03-06,0.0002835029142023226,-0.1715916063563989,7.119846880041294,0.023552681130437403
2013-03-07,0.0004903300853987517,-0.9141562412272277,4.724226487074269,-0.023791046789955583
2013-03-08,0.00030632687526309805,-0.17254239708032448,3.494881310687278,-0.00023842249125261006
2013-03-11,0.00022603578351664433,-0.024969606734211374,5.407165219664336,-0.007659148471848454
2013-03-12,0.0002594522540029233,-0.47944204037918675,2.8890997359181414,-0.0004807825325503501
2013-03-13,0.0003924141506263213,0.2857138482781085,3.1427029696615936,0.008855028010040122
2013-03-14,0.0003333205729067886,1.1903942487778498,6.453318884371226,0.011842813810977848
2013-03-15,0.00041991769759661617,-0.6699314711574847,6.203300985873866,-0.0007065545258386763
2013-03-18,0.00026977448732274907,0.6415662771268894,3.358185113465092,0.0070439713987364705
2013-03-19,0.00023852861679585146,0.5309564672965681,4.397976364408244,-0.0011706949465812855
2013-03-20,0.00011568964444864765,0.5575242574831468,2.5085706467006825,0.014649812565970866
2013-03-21,0.0003722628933074271,-0.3623655011771866,3.52257375303476,-0.01347911761938958
2013-03-22,0.00027075437803764367,-0.12668478319889703,2.690035366923509,0.005599611966913276
2013-03-25,0.00048433564884994634,-0.04784778150830112,3.66634617499733,-0.0046642189951788815
2013-03-26,0.0002821948526638812,0.005686127648826807,2.549705178064501,0.008611732627506363
2013-03-27,0.00025105896532749017,0.23136187822068618,2.390256315419661,0.005777080086019293
2013-03-28,9.591563945755328e-05,0.024276965501160284,3.3292801768272633,0.012365537748737054
2013-04-01,0.00018107234323193582,-1.1894140185145066,9.968930185149818,-0.023021193550742947
2013-04-02,0.0003790661696325587,-0.15761230738811172,2.520392038647592,-0.006307781981196747
2013-04-03,0.00031972666713309686,0.8977593327957201,4.303261558907104,-0.017017673100321762
2013-04-04,0.00038624412013965305,1.5585348397985272,9.406824904983091,0.002856498647049399
2013-04-05,0.00029986636402908854,0.5577686736335639,4.645164102394841,0.014864017841796251
2013-04-08,0.0003194876751176171,-0.00045335078814603947,3.53657709308665,0.002105523202023729
2013-04-09,0.0001771284714352901,-0.7865808755001693,4.837322343156038,-0.011044665694122546
2013-04-10,0.0004391627231443478,0.06214003797538135,4.3315058669084525,0.0325459283140761
2013-04-11,0.00043484398728567706,-0.16051073308559644,3.7020834294540657,-0.004584997442699912
2013-04-12,0.00013176400606024468,-0.4659085098618536,3.8488434092949904,-0.0034527917023572385
2013-04-15,0.0006449026475544164,-0.9459884333188877,3.1688424562682056,-0.039986605224879845
2013-04-16,0.00031290021698578493,-0.19577404755265046,4.12159380909888,0.034205588040321366
2013-04-17,0.0013026492827254623,0.18970782674100645,2.7609150068611936,-0.026317259851057262
2013-04-18,0.0006634782348507259,-0.2152049378615363,3.6653061755753646,0.0035651448076934322
2013-04-19,0.000633952993945632,0.7969227897659493,4.214354492360567,0.022056119896193938
2013-04-22,0.0009763258298208104,0.8260889434638874,5.7975504136990645,0.0055543501638486426
2013-04-23,0.0004919420275375058,-1.2336565327212343,8.85054347043171,0.01375219761888502
2013-04-24,0.0002040982584826157,-0.2971231678835485,2.7226617690085075,-0.0013667123559697458
2013-04-25,0.00025269880774747897,-0.28815620943967657,2.5889092886292655,-0.004798409326574493
2013-04-26,0.0004390845167247038,-1.1418930117141113,4.851995136521924,-0.02246771668254377
2013-04-29,0.00042764511493476775,0.11223164501394586,2.7133916395537114,0.010717820545822043
2013-04-30,0.0001530072750693634,-1.819131525152928,11.168874451526255,0.00439359511126014
2013-05-01,0.0006236764255827421,-0.5138474688516907,3.1853871726953606,-0.03857481713775668
2013-05-02,0.0005750740826038729,0.8688485143456325,5.513791735993053,0.023931791165984873
2013-05-03,0.0005563895569788582,-0.6255616486649264,4.527951530300939,0.016717465568544476
