,FCFS_RDVar,FCFS_RDSkew,FCFS_RDKurt,FCFS_DR
2013-03-05,0.00020288369651091676,0.37226408929262217,5.312034039833797,
2013-03-06,0.0001938758467901035,0.38095555634819356,3.2811109082205068,0.003830368725376232
2013-03-07,0.00018197114323538626,-0.4855484887345303,3.351809844238045,0.0032716348063095424
2013-03-08,0.00010808814166582844,-1.6218653076539797,7.406266541668216,-0.002907536656717724
2013-03-11,9.414170466672903e-05,-0.06775001767266459,4.096987592915455,0.0003638906807013065
2013-03-12,0.00010210519150230196,0.6979531129809299,5.0672089818918655,0.0029065550916538285
2013-03-13,0.00022606150175378926,1.0460222512580346,4.427898360619016,-0.009660297460427625
2013-03-14,0.00014898887560255172,1.1612190392668915,6.9445750412895695,0.009115781573715509
2013-03-15,0.0002522946758849974,0.10297957108692427,6.583752948389061,-0.017391578736325464
2013-03-18,0.00021163220999212033,0.10127564333137166,3.798919733926271,-0.003515175853435526
2013-03-19,0.00021859776091965745,-0.295765978234764,2.4616462263428454,-0.0052024105068024795
2013-03-20,0.00011624779837184628,0.5423861944351417,7.508815977346557,0.012404159565163386
2013-03-21,0.0002496798399875613,1.362528749332764,7.906766552619111,-0.0023947488538373918
2013-03-22,0.00019495141922997345,0.568698264534149,3.3052096636557136,0.02008459996718548
2013-03-25,0.0005045797808327184,-0.13744953470560967,5.250186521777254,0.003068351262582869
2013-03-26,0.00017286579762063669,1.2454303265462714,6.792553711778521,0.029301572292647293
2013-03-27,0.00017739564350585765,-0.4071528454800083,5.337493103779219,0.011138268785160221
2013-03-28,0.00019678852246546216,-0.49657443999133943,4.844085121831136,0.009645314782741998
2013-04-01,0.00025137326197717774,0.04670931524311372,7.089651383652354,-0.020958539560066214
2013-04-02,0.000228107526008954,-0.8030810589346555,3.324486885811705,-0.011974104030985977
2013-04-03,0.00019593520037430165,-3.019802952883858,20.01189218118858,-0.00746803631629156
2013-04-04,0.00021996188164627236,-0.17726236395156278,2.460440022777845,-0.01401907884005782
2013-04-05,0.00020537083877453024,1.3945781681994305,9.207401440284658,0.003072288818154245
2013-04-08,5.6434176334696053e-05,-0.25830036555348657,4.285022543432057,0.005936859957584861
2013-04-09,0.00011588456118805398,-1.6159136952211737,12.288290947124116,0.005009930064318713
2013-04-10,0.00017642864611111251,0.051927972491113326,3.365844225207454,0.021365712560229788
2013-04-11,0.00026163244316093365,-0.27465997309485807,3.3853274929752843,0.00017461980450406145
2013-04-12,0.0003128815870820711,-0.85007180527626,4.0921784840371735,-0.0406400443674122
2013-04-15,0.0009668549038712332,-0.8671358616177298,4.312043207367383,-0.08086170581585117
2013-04-16,0.0005516383311962271,0.513023724619994,4.528480864379349,0.04077460464242577
2013-04-17,0.0008163138351726505,0.646115861126044,5.826161709967389,-0.009704185265823284
2013-04-18,0.00023810097997811674,0.7630340473252494,6.274684219623013,0.00704976645448685
2013-04-19,0.0003008873168753463,0.6062100315640876,5.295765867421996,-0.00018988380543083494
2013-04-22,0.0003223219393942372,-0.12721950228153622,3.6704286575672427,-0.007625050772468445
2013-04-23,0.00022461666245910495,1.2536135542038775,15.191015459152522,0.014060724984990447
2013-04-24,0.00013310413329399758,-1.2190231060088168,4.910226777602342,-0.01808702643687443
2013-04-25,7.545081582620263e-05,-0.7370429584221735,3.599283073953486,-0.012177735460927153
2013-04-26,0.00012497813789214988,-0.5080834290185304,3.4163028707092793,-0.009967681890630686
2013-04-29,7.229409734346324e-05,-3.4662543128254786,22.385834832929127,0.004703172196980354
2013-04-30,9.800032641057039e-05,-0.19780340445056926,8.810829293686785,0.00623646406561118
2013-05-01,0.000110096376766424,-0.3232104416139342,4.613083447799121,-0.012118989895020249
2013-05-02,9.037699172490381e-05,0.8430704900892425,3.9248773222621343,0.02926291575532103
2013-05-03,0.00016071897762443796,0.35761117588202307,2.6344433686635265,0.015539374166138487
2013-05-06,0.00015765069173270945,0.7764525119369846,4.125943983649565,0.01047524752386586
2013-05-07,9.346469058334333e-05,-0.8101296715683107,7.687868698174303,0.009261044458972023
2013-05-08,0.00015166732053029745,1.1572287201518319,5.874503827026314,-0.0016605944371494985
2013-05-09,7.027620159421981e-05,0.1002223963555466,5.52060395029743,-0.0037003670648445564
2013-05-10,6.878304930919833e-05,0.2682346899024332,4.38000065916877,0.012159377319496123
2013-05-13,9.540774339693153e-05,1.0119068480306042,5.863523592076999,-0.008274445936325314
2013-05-14,0.00013573665422313637,0.38939554622804723,4.475547499689683,0.01974474148395977
2013-05-15,0.0001338520238960998,0.4097637579256356,4.136393329079386,-0.0010867848315800899
2013-05-16,7.324177052697987e-05,-0.05913708982263305,3.9043090983874746,-0.002540433895830141
2013-05-17,0.0002397042058171871,0.7773328858145865,6.206813572274473,0.012817234394867594
2013-05-20,0.00010654744939547398,-0.8322891005608462,4.700527767589789,-0.008285393403417274
2013-05-21,0.00018782991143272498,0.5610646947098844,4.422619460191126,0.0012653546841954189
2013-05-22,0.00024641324589769686,-0.3886229821172103,3.758102277622153,-0.015289776554898715
2013-05-23,0.00026346108558442517,-0.7100432010550656,4.260433024626231,-0.008843108698970426
