,KS_RDVar,KS_RDSkew,KS_RDKurt,KS_DR
2013-03-05,0.00019750212394377414,0.39922606105788827,4.95095094769478,
2013-03-06,0.0001822900939818817,-0.25185941823422414,3.661666741714762,0.012372609993672512
2013-03-07,0.00010954968083133886,0.8754581709990643,5.839064933131568,0.0061295611529370575
2013-03-08,0.00013523728643499006,-1.290798656130436,6.656444609346556,-0.000719232113862045
2013-03-11,0.00010018407599968826,-0.03456158903969315,4.455544211432631,-0.0028818039665874373
2013-03-12,0.00011039239554321944,-0.5712815543672172,4.834885794035962,-0.007968129527816892
2013-03-13,0.00013083390122653674,0.20284291224449869,3.1354846341797793,0.012647044780402794
2013-03-14,5.2005011715048745e-05,-0.03227219427132815,4.686845627981141,-0.00793109615556098
2013-03-15,9.657119612803244e-05,0.0222824220041731,4.705316784728622,0.0025305076270831783
2013-03-18,0.0002222146889894917,1.2523675141548698,9.686761103584896,-0.009066460841144597
2013-03-19,0.0006039611213644954,0.47400801801573506,10.476885385386185,0.005087301182528314
2013-03-20,0.0001509186916611556,2.04110477109344,12.215123448558938,0.005061551490392002
2013-03-21,0.00014448329585151946,0.17996506711120497,3.968929681377812,-0.014529878285504338
2013-03-22,0.00021346035470160346,0.27947705817164686,3.71476830236368,0.00656463396697804
2013-03-25,0.00015470274094599195,-0.4829105477583575,4.017393096757552,0.0003635493227105435
2013-03-26,8.4708775046068e-05,-1.1573663804882475,4.375177830918459,-0.0051003512505989335
2013-03-27,6.209367257378154e-05,0.7153723950933372,5.389295727885348,-0.0010963138983055565
2013-03-28,0.00013913836606500258,1.7807370849928883,9.336155617490816,0.01631944555542386
2013-04-01,0.00029244883153254026,-1.988617568454887,10.4633236996226,-0.014493105014917962
2013-04-02,0.00023073681622853113,-0.4138301268112642,3.3747370893018123,-0.0032898340178295626
2013-04-03,0.00028762129790455373,-2.4583517398236507,13.843094529703196,-0.027470325859008327
2013-04-04,0.000246613371839269,0.20646716219470979,3.7223418517980873,0.011227737629727397
2013-04-05,0.0002043244737839189,1.1178766185436864,3.7624037215318014,-0.002981774813864302
2013-04-08,0.00016350950039817317,-0.09731223603931245,2.4277220730222595,0.011505073140406719
2013-04-09,0.00012040965897637108,-0.11097761821136753,3.3453463227394518,0.0036831125261311826
2013-04-10,0.00024395153839081526,0.056164064561710074,3.2687863433125317,0.01677049632488803
2013-04-11,0.00014356594689656426,-0.13532226507904072,3.046220434958173,-0.009079554320578165
2013-04-12,0.000212777910317829,0.28398727450043276,5.870909015717996,0.001094071407035102
2013-04-15,0.0005777219319140219,-0.9420583602057582,3.809151506309111,-0.04015413556612435
2013-04-16,0.00047387807875716085,3.104160034341141,18.781371649111634,0.06640987248439645
2013-04-17,0.00046587810507015904,0.4041095323498137,4.362822957657759,-0.025891572003886143
2013-04-18,0.0004497640891795627,-0.06081660575651768,5.6473359803929934,-0.01209464541252947
2013-04-19,0.0002957681679499776,0.0005776758043141631,4.204886318927832,0.01209464541252947
2013-04-22,0.0001846992356540174,-0.5296883896552844,8.085582915829429,0.025181203237347294
2013-04-23,0.0003655719344545087,-0.2974493540244624,15.348042600152597,0.019001372862643695
2013-04-24,0.0001637236967921371,-0.4293325584506704,3.339654059492034,0.0076388879745881155
2013-04-25,0.00019476782693091848,0.5301453302604607,4.081426198405117,-0.0020776808019302706
2013-04-26,0.00020325159688079947,-0.5452466411546886,3.5569266271728646,-0.012907829803051385
2013-04-29,0.00010037876245788584,1.195164100882136,5.941244953554539,0.019127892934144075
2013-04-30,0.00013847701772938626,0.4280524517111104,4.3874573358155695,0.018768511672242916
2013-05-01,0.00034834510075056616,-1.6597759865481345,8.365581902543228,-0.04494362218593784
2013-05-02,0.0001640029518745883,0.7371458277754054,5.524546412505419,0.008801308079896764
2013-05-03,0.000211299896668182,-0.37206712712885387,3.8611242495100133,0.02081247098402894
