,CACI_RDVar,CACI_RDSkew,CACI_RDKurt,CACI_DR
2013-03-05,0.00018110640266898588,1.942077586202993,17.01413912222567,
2013-03-06,8.82815418660944e-05,-0.048832678433581675,4.583563574322887,0.006498493569011998
2013-03-07,6.182212650815332e-05,0.3497834007316656,4.06847197906486,0.010989083473100347
2013-03-08,5.681899685901408e-05,0.861380505849126,4.1191842055592485,0.011614948969231875
2013-03-11,0.0001611203439176274,-2.940249399866373,17.26245832282928,-0.014256459939139265
2013-03-12,0.0001630822691865026,-0.28452278915407003,5.9711828774416995,-0.003216995928288835
2013-03-13,0.000219315007488508,1.2800899891516337,8.472906148395095,0.013928363960353352
2013-03-14,0.00018282556602506174,1.4133621296288883,8.497537565427868,0.026013827388819966
2013-03-15,8.394680380978213e-05,1.6350318545025746,7.228271759857307,0.01715309712814772
2013-03-18,7.798228618310754e-05,0.9487863546884431,4.941851488239563,0.0
2013-03-19,0.00018792377781901747,1.5156963151677396,7.58835347470902,0.0028601914130339523
2013-03-20,0.00010174150798828421,-0.2348362656502122,4.994220558348161,0.009062683165514507
2013-03-21,0.00011501842974673106,0.5189594918700557,2.8931733613440684,-0.00727921558217659
2013-03-22,0.00011576467550887242,1.6491812835855206,9.9492847226957,-0.004106782025981914
2013-03-25,0.00011138667016757498,0.8262019816560309,4.488437491052818,0.0008942145081993758
2013-03-26,0.00011395683413505074,-0.9658646835959043,5.5311277592924935,0.0012505406163132449
2013-03-27,0.00014395285449451722,1.0828618887054224,3.5486820416825644,0.01541359256202579
2013-03-28,0.00012215504026280593,0.7866253684780016,4.2699527220059394,0.017255295229779755
2013-04-01,0.00027587820770778903,-0.2729254580007283,3.1278798601644953,-0.00693600838560382
2013-04-02,0.0001979426577121001,-0.3292084188187795,7.119993374304322,-0.012431272864272813
2013-04-03,0.00018935632706476102,-1.5393063161082892,6.813692390906278,-0.012052538666087464
2013-04-04,0.00018428843467318466,-0.29623821797537114,3.156857268760352,-0.013644771593114946
2013-04-05,0.00016114015556684157,0.7001995776768364,4.541267060454738,-0.003984826935329977
2013-04-08,0.00013868861445440786,-0.874872264022641,6.8523431035280185,0.01118948699725486
2013-04-09,0.00016470459562265493,-0.18934278816935346,3.2501656628764577,0.001972228286819977
2013-04-10,0.00029934566569139314,0.9257719708494699,4.259170747013909,0.018983981136367234
2013-04-11,0.00012252644557042962,-0.42629191989659193,4.037417584208778,0.0007026880058749185
2013-04-12,0.00014006646450629028,-0.5091094567356729,7.364364164033998,-0.010770775875863059
2013-04-15,0.00015438757003682834,-1.4204903312218633,7.140546047808247,-0.01088812155319907
2013-04-16,0.0001128734370950637,0.41713918001162315,3.71495140805056,0.00483397222298354
2013-04-17,0.00021588362867676155,-0.6676489889228826,5.88193366541728,-0.011496516060515383
2013-04-18,0.00023865160822239865,-0.3795077845379647,4.15948451132113,-0.003619841056707429
2013-04-19,0.00011038667506476,0.6678082270689215,5.148810006345523,-0.0025418314339029635
2013-04-22,0.00017227465539083284,0.8866741839424336,3.6673707235268664,0.017479533556967297
2013-04-23,0.00023264248237846635,0.0753081653352117,14.745842587625551,0.011544413696890743
2013-04-24,0.00010032395220785608,0.7178283553476591,4.44620871522107,0.004932174830834413
2013-04-25,0.0002315626223723564,0.27414644151939294,17.863027260534224,0.0012292564547298213
2013-04-26,7.26801617564589e-05,-0.4242093400273878,3.7553565022690663,0.000350938764787756
2013-04-29,0.00012916974805046372,2.577822494246992,11.851516281185573,0.01894226416989131
2013-04-30,0.0001239713597469312,0.3135257027498021,3.119133214908275,0.006862301644371627
2013-05-01,0.00012158070275555576,-0.8697654766429592,3.2673875343580314,-0.021428191214464043
2013-05-02,0.0006531602374545355,0.5161973497625204,10.384819737623234,0.011289776686914443
2013-05-03,0.0005380778963602868,1.4547767311396875,8.354498462153549,0.05640964963563455
2013-05-06,0.00014169783298614863,0.2617778174299781,6.431073581003172,-0.017620859811274592
2013-05-07,0.00018647731321189232,0.3998286685321289,6.839939708084983,-0.0036617550902011686
2013-05-08,0.00018024836097518438,0.4569434468004649,3.3915227328240536,0.0253552768498162
2013-05-09,0.00012056575244548451,-1.4413907964467927,5.99356472425224,-0.01128104845601996
2013-05-10,0.00011900514601184159,0.1826303512350988,4.441834454875072,-0.00345876978709736
2013-05-13,0.00011353763942985936,0.4243738782042222,4.23438252639995,-0.003470774408770083
2013-05-14,6.495952315684159e-05,-0.16677551439905838,3.404570745309147,0.008572357143668441
2013-05-15,6.56781029429301e-05,0.8229564075034211,3.2089967007283606,0.009800830000369132
2013-05-16,0.00023678136693871006,0.8135222203696728,3.6169809549778895,0.002435231375332414
2013-05-17,0.00013438236960035266,-0.014476648587500238,7.851708946042638,0.025613726586072083
2013-05-20,0.00012731014873881795,0.6816021490715778,3.4857800933902485,0.019408998388302123
2013-05-21,0.0001539327365085281,0.7327960143506639,10.039986069278488,-0.0048171175801527966
2013-05-22,0.00032307240589656347,-0.3622521340113776,4.482181658419332,-0.020774999942683614
2013-05-23,0.00016458181367297672,1.300601020298976,4.6103672956044965,0.01217119240099418
2013-05-24,0.00012814117810519457,-0.14507135780127164,4.634119796115413,-0.003147146504415055
2013-05-28,0.00013773185045644275,0.29616047089417974,3.951723098277221,0.0064409930250519665
2013-05-29,0.00015331674196398848,0.3986781445730485,4.623844573516616,-0.004079764046355017
2013-05-30,7.237117252621746e-05,0.6603062783383399,4.746574662363725,0.00845473977457889
2013-05-31,0.00012163954255908439,-0.5314933566806262,3.915577676551979,0.0
2013-06-03,0.0002965429916294542,0.18539665765188126,5.431586770248423,0.009002109527296298
2013-06-04,0.00024058857677440636,-0.29837807181722614,3.861871056130196,-0.0010821520477364288
2013-06-05,0.00012333896780256792,0.3927825306277009,3.8514857483233853,-0.0066734319208334725
2013-06-06,0.00013868498750637488,2.441416039043138,13.776131253219036,0.0035749786046439525
2013-06-07,9.984731203083625e-05,0.46523747440370394,3.5685499580403275,0.009112797777224735
2013-06-10,9.159573837374624e-05,-0.28082607225708234,3.101498330688108,-0.004932192413298786
2013-06-11,0.00028747350844615866,-0.20593311062060757,3.2591140881482445,-0.01087480052005052
2013-06-12,0.0002015052885401715,-1.8052277162697787,8.990987606934114,-0.018444584466902114
2013-06-13,0.0002198268152825199,0.5990854500288604,5.071389031376957,0.02280877468541398
2013-06-14,0.0003235654229287602,-1.0409467757876947,5.27132545645195,-0.025038769291362506
2013-06-17,0.00011858936948403618,-0.2390809755153894,2.7083128057941894,0.006991971858615997
2013-06-18,0.00015166948696206244,-0.8353784973410481,6.538782613667134,-0.0087476343099544
2013-06-19,0.00010513220952944796,-0.6018167105352277,5.252533723378313,-0.006249503704828463
2013-06-20,0.00018741781436714856,1.5598811956368523,8.63162182319699,-0.020625985304362437
2013-06-21,0.0001805328841730798,-0.20661001244064092,3.9913531129912125,0.007682931193327747
2013-06-24,0.0001931313646096029,0.3609211406407084,5.722955336747297,-0.008011193144287887
2013-06-25,0.00012700300116830958,0.24788856855287955,5.1983253735410795,0.003114040073738167
2013-06-26,0.0002009603363330999,-0.005981861537607844,5.63044836660792,0.018483000074058786
2013-06-27,0.00017922614312115948,0.3056817509785773,3.5273291406874203,0.001284347563219157
2013-06-28,0.00015639480571683426,0.4768173353254185,3.677540033597531,0.018439561775346114
2013-07-01,0.0001561796479877999,0.3197101100220285,3.6035449560316097,0.01174359382187351
2013-07-02,0.00032454619512618354,-0.44288331037110396,4.6577773042336,-0.046846211876303556
2013-07-03,0.00015807454467369373,-0.8930946713907927,4.192297017814662,0.0008153119281306687
2013-07-05,0.00020003472587169045,0.30537386185304316,7.25044779280125,0.019530973664627638
2013-07-08,9.431390041815837e-05,-0.442996889565777,3.615390475408007,0.0
2013-07-09,7.110243993701386e-05,0.0222058301757713,4.2570302365056225,0.0036697288304106124
2013-07-10,0.00011790394110604319,0.3954869005117501,4.883711155659791,0.0023860346959923007
2013-07-11,0.0001282732212011649,0.9888143128791941,7.312397818625768,0.006808671806974864
2013-07-12,0.00014593948632422429,-0.37546451244259166,2.9076910950733974,-0.004745326879527667
2013-07-15,0.00013463424993021578,-0.8993118431693049,6.6774085642382195,0.00427182043493346
2013-07-16,9.770637850313774e-05,0.615680780059061,5.9608192127718365,-0.00427182043493346
2013-07-17,0.00011050973061565713,0.9934583410853124,5.279735677666543,0.01666700570523183
2013-07-18,7.640871269646209e-05,0.6078309280790309,4.65332520204677,0.008539808328114518
2013-07-19,0.0001760260960503502,1.3564124208614576,8.876456135955046,0.0030873288590393955
2013-07-22,7.367271507808864e-05,0.13935294024166536,2.3637832841219044,0.007218045897847247
2013-07-23,7.124456173385737e-05,0.5296871225694585,3.898225145111378,0.00214001922515461
2013-07-24,0.00013818479211486902,1.086075554238979,6.822795289640199,-0.006741177614063787
2013-07-25,0.0001228941812463881,2.3137065098929916,8.845981132238,0.02579804620347481
2013-07-26,0.00013343252470362477,0.5168804505658297,3.798758696891149,-0.0005994455491915573
2013-07-29,0.0001097188180020614,1.7973094407629018,11.653364371032216,0.0010487678097979014
2013-07-30,0.00011300497620381118,-0.07185189876050395,5.066898975451002,0.0061208371574270615
2013-07-31,9.898863274421165e-05,-0.8871741725672815,4.637931735475033,-0.011827370095522483
