,AVA_RDVar,AVA_RDSkew,AVA_RDKurt,AVA_DR
2013-03-05,9.569625408268064e-05,0.8394820104065387,5.1312936944663035,
2013-03-06,8.332993886499622e-05,0.28716049389087206,5.034837582987344,0.004947492493045491
2013-03-07,9.644552883605248e-05,0.8618162191551183,10.480583239624172,-0.003422564239172754
2013-03-08,8.880520125807958e-05,1.3520385521262648,8.870944953421027,0.007968034808540914
2013-03-11,4.133512297376977e-05,0.21683477311025226,4.410653989253866,-0.002648841662872048
2013-03-12,7.100145094058037e-05,-0.006080982115636538,6.6886773545072264,-0.0030362436840345453
2013-03-13,3.1777577938915133e-05,-0.07060510054364648,3.8384371426499855,0.004172314276464917
2013-03-14,6.528757164574082e-05,0.17988210346197353,7.590705843276913,0.005661390946277045
2013-03-15,3.753801390663614e-05,-0.05126132805731114,4.36884996958346,0.0015045996793263683
2013-03-18,9.380359297880427e-05,1.4900997782155576,10.417614216605147,-0.004142551562711372
2013-03-19,0.00012198540346886572,-0.39388499122799026,3.7021180245741805,-0.0015106679924503652
2013-03-20,4.9099900399350116e-05,0.9171403566573458,3.677738210378643,0.006779495534298352
2013-03-21,9.247755626395419e-05,0.008984455143307798,4.090332870071171,0.0007507644533362168
2013-03-22,8.229711557133278e-05,0.8666973720018087,6.357553011713161,-0.0015014590507984593
2013-03-25,7.810793193223111e-05,-0.017944177789308305,3.1394230936603047,-0.005273113396122575
2013-03-26,5.1460618973553766e-05,0.6925141836454606,3.5615032349746008,0.017964674380503975
2013-03-27,5.4339088390285714e-05,0.3502273630911863,2.2143100211320723,0.0070226935928348055
2013-03-28,5.5751582633168825e-05,0.6138521875937963,3.6629296244443155,0.009165882919916157
2013-04-01,6.303219062222998e-05,-0.5385842134606109,2.764652726058568,-0.0010955032318822333
2013-04-02,7.188288932433813e-05,0.47549450109035424,5.1740289028465245,0.009092586023122351
2013-04-03,8.855552972092618e-05,-1.193441302247291,4.546908932827366,-0.013119700836773163
2013-04-04,0.00014862442364381472,2.210522859183293,10.969490340431468,-0.007733200591885758
2013-04-05,8.542473057950202e-05,-1.2165517256580043,12.751573396427078,0.0018464918972025401
2013-04-08,4.100618925570177e-05,0.07489304441655532,3.676005416488692,0.005152917299710236
2013-04-09,5.629405072353592e-05,-1.4264402752177112,5.079630633910839,-0.006630069583963838
2013-04-10,4.721507687203657e-05,0.499532797668892,3.603650031064575,0.006997010470869647
2013-04-11,6.463712678675592e-05,0.4470782709967399,5.322618525693362,0.0
2013-04-12,4.604807002399275e-05,-0.5149767890129122,8.158078614672524,0.00036685050806717356
2013-04-15,0.00010508380908488977,-0.7658171011802536,4.615016934146167,-0.01440986076963302
2013-04-16,6.754606320112454e-05,0.8698865985158211,2.9150635700407546,0.014043010261565847
2013-04-17,0.00010070815044380945,-0.7529129036534382,4.19584166399601,-0.014043010261565847
2013-04-18,9.67763022523712e-05,0.7739992259492208,5.234791011444749,0.0007438023042318775
2013-04-19,7.367193592534274e-05,0.292295439219117,3.8363681200874518,0.01696228801012456
2013-04-22,9.94751187903483e-05,0.9234458371631001,6.986852848747801,-0.0018299069104958932
2013-04-23,0.00012957314934688386,-0.13155900313108515,7.977417147257815,0.006571754366092808
2013-04-24,6.144756351563965e-05,-1.0188434768950174,8.883262497410932,0.005805628666857299
2013-04-25,8.900717744509187e-05,-0.058699499336127225,3.5851928726574576,0.0032508116302096823
2013-04-26,6.579623760613661e-05,0.6408476322321538,3.100369991218571,-0.0018048080878561024
2013-04-29,7.157247014985297e-05,2.1306910680494333,11.190067066228147,0.008991383479751924
2013-04-30,4.313501540195221e-05,-0.2728317719083766,3.7376561406953934,0.004287215916949361
