,WWE_RDVar,WWE_RDSkew,WWE_RDKurt,WWE_DR
2013-03-05,0.00036632275863522824,0.27859304346361796,5.771441442927248,
2013-03-06,0.00024621075235679656,0.30320181318337003,3.003903291992332,0.006857405874481692
2013-03-07,0.000779085547000716,0.17659272843441767,3.685906361674624,-0.004566419711263148
2013-03-08,0.0001303793470101445,0.2128960380363223,3.498330698752099,0.003426668047312287
2013-03-11,0.00031907030079467695,-0.5000652559648452,9.04055866272572,0.012464540264509605
2013-03-12,0.00042070190425445804,-0.37733645644283254,10.427837739763744,-0.02277983812752815
2013-03-13,0.00033682638251419483,-0.8725839444285706,5.611586426835333,-0.005858390082873477
2013-03-14,8.538889683935605e-05,0.35609636123293736,3.503083848550265,0.004689427495727649
2013-03-15,0.00018354258252754226,0.8943272397053097,7.190154921624186,0.0
2013-03-18,0.00016089000627800767,-0.3549346961629233,3.5929402456116155,-0.01769959880596428
2013-03-19,0.0003027008822958474,1.2766082372088337,5.94550900507871,0.02932765085388711
2013-03-20,0.000330977086242649,0.0667543986641231,4.0225988874244605,-0.004635088559212797
2013-03-21,0.00010833884112615888,0.9416949568077683,5.245976196317667,0.0023202966884587894
2013-03-22,0.00017307914188478466,-0.15257033493897812,3.1952533857894303,0.008078370758369147
2013-03-25,0.0002772006632942171,0.2593908653038123,4.355583838534672,0.0034423752079457692
2013-03-26,0.00030677756596983604,-0.74981726164326,3.1647302875791237,-0.008050764433558122
2013-03-27,0.00028113897628542474,1.2412051209988824,4.96631608066806,0.008050764433558122
2013-03-28,0.00011492935420262143,0.5935562163311994,2.969321858983108,0.010256461023620211
2013-04-01,0.00048597331954805637,-0.4809212112534808,3.783452880396648,-0.007968153937758071
2013-04-02,0.00026736125505697487,0.5359521458682273,3.5297606834811996,0.002283346039155365
2013-04-03,0.0001882228619503243,0.2055191739203009,3.1886777466110185,0.009080688492982159
2013-04-04,0.00012329331265259553,0.2325147678895725,5.39381299820136,0.006756582122825261
2013-04-05,0.0001225810432049474,-0.04579552066136644,4.839936178161231,-0.01583727061580742
2013-04-08,9.671628611587994e-05,0.52912952272379,4.111014869128997,0.006818006320279846
2013-04-09,0.00013082608713926467,-0.630662418244333,4.3285105966199975,-0.005678482742549118
2013-04-10,0.00011412096680681048,-0.35673206157263826,4.386246388529147,0.020293610602645895
2013-04-11,0.00043319224226273206,-0.6448321939756948,6.789760705510331,0.015504410593622175
2013-04-12,0.00023454682130019948,1.0825914045261322,6.521741956645568,0.0
2013-04-15,0.00027583591855374624,-0.8094503956454057,3.463141330112882,-0.04036432374910648
2013-04-16,0.00029976596206821135,0.8474644424243053,4.218538287891777,0.011376831664052123
2013-04-17,0.00033554644139403747,0.5470683543738871,3.9760215270984296,-0.003399597730551207
2013-04-18,0.0005974945092851354,-0.7764906454273515,4.623933215893784,-0.014865690649545904
2013-04-19,0.00014214833581562125,-0.1103747710718811,3.53882260869142,-0.0011529255478377465
2013-04-22,0.0003196998889361639,-1.5198831369393269,7.332083711901867,0.014883106265175972
2013-04-23,0.0004758077045957815,-0.1317748249781172,6.30545190797912,0.02358316953644346
2013-04-24,0.00023722104788130225,0.2869428985034318,2.9272736804210635,0.00883961872666772
2013-04-25,0.00021514611029473015,0.9185818156265099,4.205406466445144,0.006579157283843173
2013-04-26,0.00016277923477737494,-0.4961197215399088,4.899046257434408,0.002183510478502182
2013-04-29,0.00021559530553289102,0.3429686684600127,4.766714638902353,-0.002183510478502182
2013-04-30,0.00015616897710531396,-0.08640066338691385,3.042639188275395,0.0032734804221892233
2013-05-01,0.0002517532178352863,-0.4495599398381751,4.462419021308209,-0.019802931717734396
2013-05-02,0.0004621960796215892,0.5460491117057755,2.885454155007179,0.013245726483311238
2013-05-03,0.0003219598635180908,-0.11892559120535713,4.236827055237255,0.01954414186900877
2013-05-06,0.0002053626136322768,-1.1031494385429637,8.174972381179218,-0.01516819192158314
2013-05-07,0.0001692769126378025,0.6518165631350404,5.702107257780641,0.0076128549408687185
2013-05-08,0.00014299260212331062,-0.04933317752401183,4.974112026469297,0.007555336980714422
2013-05-09,9.643787653334105e-05,-0.17928083429881994,4.556330119243339,-0.001075649916461252
2013-05-10,0.00015565281523169055,0.22384020804614788,3.5284636685112107,0.010706506876618338
