,NSP_RDVar,NSP_RDSkew,NSP_RDKurt,NSP_DR
2013-03-05,0.00021834421873712133,-0.7787186880495492,4.754118371437091,
2013-03-06,0.00013398437799831448,1.0405583339330482,4.225921061878648,0.006686515743958399
2013-03-07,8.89998957419807e-05,-0.25312595103045915,3.1538963672781337,0.0007014600784027714
2013-03-08,9.212831788663079e-05,-1.0737960081489508,4.463312336530203,-0.0010522414897677912
2013-03-11,6.805767596459794e-05,-0.16273348386180367,2.821059856097185,0.00035078141136501984
2013-03-12,4.985664940540888e-05,0.4906532634471968,3.9752027645075003,0.00035074716562677466
2013-03-13,0.0001598828780198443,-0.6500866387854171,4.1155374686704045,0.0010512379626641533
2013-03-14,8.872797002009062e-05,0.5877057939590316,8.093780148314448,0.003496608412774993
2013-03-15,6.485520970355288e-05,1.1488018256124153,7.6587998101780075,-0.0020965860952735227
2013-03-18,5.8653888579942335e-05,0.4204836314931321,4.6561324066820635,-0.00631554923828892
2013-03-19,0.0002519883670127832,-0.14157789964181267,3.5880649241255744,-0.001056510005918554
2013-03-20,8.726959293943271e-05,0.8488760289558378,6.991656045181174,0.005622013136679538
2013-03-21,0.00014848967749015742,-0.3348910692336119,4.811767473594327,-0.010567415071730757
2013-03-22,6.058470052564813e-05,0.9568316972414447,5.061636346381837,0.0035349238016300077
2013-03-25,0.00012717596815281845,-1.376881197591586,5.002177830444129,-0.014572869976054115
2013-03-26,8.573376018994573e-05,-0.37699580674788785,3.0174686646917137,-0.0021506006092408825
2013-03-27,0.00012552362231119224,0.4845016122645382,3.637673135734269,0.0010758330743194655
2013-03-28,0.00020238405847855008,0.18456734098656333,3.585054042419076,0.01670572719199015
2013-04-01,0.00014418299152062943,-0.15267732894211375,3.7098430986732627,-0.0010580896810146179
2013-04-02,0.0001818744926390328,-0.15389515920219227,4.388482852428913,-0.007437602171227908
2013-04-03,0.0001667320227353314,-0.20647000936387114,3.0191313794720176,-0.009644615647877774
2013-04-04,0.00011553531982414525,0.19696891203822917,3.427592267362862,0.005726556343535805
2013-04-05,0.00026998792072015036,-0.6818736739843659,4.748947506566194,-0.014016396480394988
2013-04-08,0.00013429222678417666,-0.6877864140452614,4.943884640406646,0.005414126165223632
