,FIVE_RDVar,FIVE_RDSkew,FIVE_RDKurt,FIVE_DR
2013-03-05,0.0002178048444886987,-1.0253239939483105,5.464050674440651,
2013-03-06,0.00024636092552103144,0.8850612903236074,4.753962061815848,0.02718982155224836
2013-03-07,0.00035393846571664004,-0.056233886709703175,5.882148131180549,-0.011120450705875307
2013-03-08,0.00023915798624661653,-0.543241665894171,4.002627871682526,0.00023794457112380485
2013-03-11,0.00016156731848786043,-0.4711393510606815,4.118322255769935,-0.003813159915538211
2013-03-12,0.0003163035209154261,-1.2805400430831448,7.072610835810826,-0.009838111507974645
2013-03-13,0.0001427398392423608,-0.6747063642013403,5.441421426439358,-0.006046698649726068
2013-03-14,0.0002480544945607545,1.3457375746797726,8.330443660253694,0.017077961460290503
2013-03-15,0.0005157742408919176,-1.7408921221377065,7.563658751071207,-0.020723633214204007
2013-03-18,0.0005392846832703403,0.4195916570875907,3.4036309029333496,0.018096766032020373
2013-03-19,0.0005423254084116453,-1.4868255141530158,7.2573711421069,-0.019314941356253
2013-03-20,0.00035206658852959827,0.5531338303431518,3.2955097651553698,0.018357979549287418
2013-03-21,0.0002621028755412009,-0.3884898517750967,3.768929271589691,-0.01010347781539922
2013-03-22,0.0005170087596759153,0.8597859255398387,6.483105624605623,0.005064498886423241
2013-03-25,0.0010328733231874706,-0.6919611221447962,2.9699554000410577,-0.00048125603047788346
2013-03-26,0.0005601264345600001,-1.0207205259462009,5.031671254320026,-0.041273360922319924
2013-03-27,0.00045308414360413295,-1.0217270475446598,4.473696913687705,-0.017968318649438597
2013-03-28,0.0010657580358231001,2.3215964743489157,13.24701518952294,-0.0329686190239884
2013-04-01,0.0003329109160514691,-0.5738206469960452,4.937092757596417,0.002372506745818459
2013-04-02,0.000359150448046908,-0.4051336154764426,3.632277576444083,-0.019676199269582195
2013-04-03,0.0005035915749584974,-0.8474215176983102,4.294371503798814,-0.04111294042356839
2013-04-04,0.0003949525875478168,1.2060469959854665,3.89513559611085,0.03383623430650973
2013-04-05,0.000199551654263465,-1.6774161321765624,6.066527641078044,-0.04226570247732342
2013-04-08,0.0005344433830077775,-0.6242823053801096,5.21722122812184,0.007029411962840015
2013-04-09,0.0003730389713490103,0.2807843574189468,4.319975392928952,-0.0033679235226515836
2013-04-10,0.0002698938631603388,-0.36956966536324176,4.83372261177596,0.01589767153354682
2013-04-11,0.00032574285657294334,2.6378166440662003,10.047492766803076,0.023517655150313566
2013-04-12,5.477428290231571e-05,0.24431674547210427,4.294604223640526,-0.0016229649440564486
2013-04-15,0.0003373041623597736,-0.8119582401407114,2.817922270446468,-0.04682941844189026
2013-04-16,0.0002434072960835643,1.6646538907494093,9.064722522795579,0.030728619700616466
2013-04-17,0.00027706610720086566,-1.0603040543728455,3.6578526771689184,-0.019725574414647173
2013-04-18,0.0005385747571035943,-0.10527450722027454,3.172186192659412,0.018349139178348572
