,QLYS_RDVar,QLYS_RDSkew,QLYS_RDKurt,QLYS_DR
2013-03-05,0.009950126688080763,3.4735586541578924,29.76825292228901,
2013-03-06,0.0025524571424958885,-0.3021868423034947,5.043091682235115,-0.004103411584592376
2013-03-07,0.0017635141311198503,2.4005821984279967,10.382252991419582,0.059075434829605644
2013-03-08,0.0012132091012817005,-0.34317483425998235,2.3357936203126672,-0.027506645789833417
2013-03-11,0.0006422533968966986,0.5206896864006666,5.4643051462709264,0.0
2013-03-12,0.0006637054702447036,0.83736482268529,6.833851868611453,-0.0007971303730185397
2013-03-13,0.0046812041714164475,-2.0380094736584433,18.847972419561426,-0.02503158550569351
2013-03-14,0.0016435315734055938,0.4952534035258524,6.634394694147466,-0.010686497096385583
2013-03-15,0.0015708401050330424,-1.157859043065541,5.972105185581251,-0.03276227499306961
2013-03-18,0.0014328040434747676,-0.7518122952552282,6.102569357943556,-0.022453447609377175
2013-03-19,0.0015374910378811114,-3.377184979229392,19.20610314551075,-0.03014412634871011
2013-03-20,0.0013537487326189608,0.30292502937143023,4.153920979238573,0.04574236287903455
2013-03-21,0.005261063968788831,2.0199954286217072,8.744815292668754,0.06330172911047782
2013-03-22,0.0014454663710220489,0.16191294306314907,2.9234067469813336,0.007237667300230566
2013-03-25,0.0006898810926862071,-0.09974343951919963,2.4901981997787725,0.00399840596669554
2013-03-26,0.0011548858332414323,-1.0087638459151425,3.5562137804822034,-0.02833050662622627
2013-03-27,0.0019897624898260005,1.094274140531785,6.748532443646182,-0.004113539325791837
2013-03-28,0.0009508329097596206,0.604970995864831,4.222999254938823,0.017164295521282735
2013-04-01,0.0010929302893240573,0.14184031470787506,4.900973306251221,-0.014694141939220806
2013-04-02,0.001101805590978622,0.5241714014095461,4.698831653303125,-0.014913283850717551
2013-04-03,0.0005277574714705408,-0.09308657549696311,5.032816326635733,0.0016680571006970624
2013-04-04,0.000877712312042221,0.15770738710471163,2.23347944261634,0.008298802814695083
2013-04-05,0.0002960047548453226,-1.7532629061194298,9.539316219419254,-0.027651531330509904
2013-04-08,0.0032585082766242637,-0.7309967357300737,16.418010608124774,-0.007675943872104352
2013-04-09,0.0010990669562795992,0.4379456110424756,4.403570221752253,-0.02426462199963142
2013-04-10,0.000955084651026899,3.4310263195567727,16.13660155480787,0.03702532258984581
2013-04-11,0.000837266244263235,0.315550031165894,3.9933518857551618,0.01176484157958635
2013-04-12,0.0005248198281122232,0.5099385202830079,3.0966727238835023,-0.005865119452398204
2013-04-15,0.002224698383988939,2.6124486227113914,12.311246562518889,-0.03942241416583192
2013-04-16,0.0004892823400757394,-0.004615045657757203,2.798403803607278,0.004361105909012508
2013-04-17,0.002614844357747143,-0.8644114783654416,3.522781481653596,-0.04905129486682913
2013-04-18,0.0024440831801570665,2.484633105649113,12.13387685734469,0.035910501305771
2013-04-19,0.001541058214493893,-0.23092013167143627,4.590144613759041,0.0448350952699732
2013-04-22,0.001240332586550725,-1.0539632714843827,3.1377365780650424,-0.03955803816912962
2013-04-23,0.0005671867177603061,-0.05566600155293181,3.253229869371095,0.0
2013-04-24,0.0016925763092797237,-0.10986859903260626,4.760087578439819,-0.018592833076616078
2013-04-25,0.0020798129967928014,-1.4692998394674912,9.658461959158004,-0.01530871859906524
2013-04-26,0.0011871633564950182,-0.15701197749571433,5.075318314435741,-0.012785562296971698
2013-04-29,0.0005620240961776877,0.2846413516699895,4.131383691271667,0.010969031370573923
2013-04-30,0.0006627788616783171,0.5237787940273022,2.964411321144996,0.0
2013-05-01,0.00043480769014645886,-1.2102424873572868,5.524433503363909,-0.021130781630073425
2013-05-02,0.0002977246960256896,-1.424046610927331,10.304908745618253,0.0
2013-05-03,0.0002758288454993255,-0.722082736141819,5.21084930546721,0.0009280743125539281
2013-05-06,0.00032661991848391685,0.3134435501356405,3.4243535033912598,0.0009272137891920273
2013-05-07,0.004861398045451893,1.926812613036099,11.954186251545426,0.012891522918403897
2013-05-08,0.0021014154986579185,0.38106845267876643,3.759068399315945,-0.016605547614775507
2013-05-09,0.0015887568313573582,1.2166602524630892,5.857116875612619,0.05607255318877291
2013-05-10,0.0009543151885290191,-0.08308926924629349,4.851788602098143,-0.00972168505090032
2013-05-13,0.002648619754849687,0.5130975575452584,5.2978655938646,0.13906666636121034
2013-05-14,0.001894080705278036,-3.5365041116561264,23.65169315532447,-0.010097173164111517
2013-05-15,0.0013199833457322846,0.9234795033485762,5.884516520778949,0.03377143652358816
2013-05-16,0.0012048004612069043,0.5763890699513506,6.279893847651712,0.04428768020111651
2013-05-17,0.000969213376129167,-0.19936967196508612,3.2843785772932095,-0.01381337849070352
2013-05-20,0.0007382837670906095,-0.9782166166266707,6.586961993560218,-0.016980843607497853
2013-05-21,0.0005935217447535649,-1.7575245795903351,13.76842716334221,0.0133138061282283
2013-05-22,0.0013158104740132175,1.2308166482036045,5.281178740305718,0.0339505340665216
2013-05-23,0.0020212975544909653,0.6184317750495691,4.242991572298416,0.02801303622767426
2013-05-24,0.0008598094625314574,-1.052215893837503,5.057700134136521,-0.018822444848561215
2013-05-28,0.000976481616008881,-0.08997798297124322,2.4267513067227524,-0.00211342100502776
2013-05-29,0.0008669400136771405,-0.8250363495285775,4.3969938347627275,-0.01778773331226713
2013-05-30,0.0010012359596161657,0.388924080327121,3.3765185190891875,0.01990115431729489
2013-05-31,0.0012085098080827665,-0.20009063694406795,2.956040250653878,-0.014888612493750841
2013-06-03,0.0015396355936125284,0.20566316382969857,5.742918642838291,-0.010050335853501124
2013-06-04,0.00042836669635329123,-0.9515332155017083,3.4225674477763137,-0.026317308317373556
2013-06-05,0.0005610626870539738,0.8591889449507459,3.745657287878939,0.003696861881326452
2013-06-06,0.000579415195349543,0.2676138433723525,3.83042680373585,0.031241189479954024
2013-06-07,0.0012031787947630605,-1.8537462330617784,11.837900623001811,0.03858774077652738
2013-06-10,0.0010275640819229351,-0.25122258057429503,9.170292118198233,0.03582674478955594
2013-06-11,0.0003656105409046523,0.2788415212333919,9.13420421191491,-0.013369183082134306
2013-06-12,0.0010151552835060294,-0.4270851984536852,4.3478185047014035,-0.010825545504922651
2013-06-13,0.000296152070381037,-1.1373961056343838,4.295294466000136,-0.009569451016150587
2013-06-14,0.0003749227216392468,-1.284534072709645,5.671129299432411,-0.010355632757109046
2013-06-17,0.000825940025461885,1.1697182786520608,7.938690681821756,0.03343880293998236
2013-06-18,0.000655699026332642,1.3561197016485842,8.997310530553165,-0.0033613477027047978
2013-06-19,0.0009638018236263973,3.4111367617902286,21.179601948123324,0.008048333182828493
2013-06-20,0.00039273380447481005,6.50005515445448,51.4783114788248,0.008646545389341842
2013-06-21,0.0006742438972203612,-0.49933054600314736,5.14057273517556,0.004625049539562109
2013-06-24,0.0010144335730421276,-0.851458372252784,7.870525729390912,0.03242826300748858
2013-06-25,0.000640354280035977,0.4554887287632156,3.848434898951631,0.030790996725019948
2013-06-26,0.0016251293199831378,-0.7386967542035344,2.864230189092733,-0.048171543673365846
2013-06-27,0.0003641022943819003,0.11773521804133964,5.1211338310015755,0.023741891555363548
2013-06-28,0.001029555726205876,0.4161056504048399,4.305738937200613,0.021951398138272626
2013-07-01,0.0033904860561037218,-1.6681978013950345,20.384573481255124,-0.021951398138272626
2013-07-02,0.0007628026604800276,0.5979637598118053,3.113955680493494,0.01697626380755901
2013-07-03,0.0004708222407782885,0.549971141090244,3.396872884843542,-0.0006236357780147195
2013-07-05,0.00023437035328911296,0.8255361587376003,4.9209149633472595,0.020988423465905015
2013-07-08,0.0003924091223132507,0.15911227525610666,2.8360311167895444,0.004266997984886167
2013-07-09,0.0006905241822368389,0.7794007182832516,4.085755757529407,-0.004266997984886167
2013-07-10,0.00025549950069476285,0.9775024054632203,6.453386727760654,0.029493559415292303
2013-07-11,0.0007509325941828129,-0.4512843054710729,3.8944261115525065,-0.029493559415292303
2013-07-12,0.0006704536531897037,0.3516217664563664,4.710849151795735,-0.022236925461772916
2013-07-15,0.001961919987506638,-0.7652579018852712,17.196572672272946,0.009944146580392221
2013-07-16,0.0004597332307949728,-0.9689600629308549,3.9226400198157276,-0.023147733556094785
2013-07-17,0.0034033603600395223,0.948759372564685,15.871569640936046,0.015075724749585184
2013-07-18,0.0005011164838392632,-1.0869970156425457,3.542226325604538,-0.023975974219849316
2013-07-19,0.0004265983296441774,1.7804436589267347,11.378072329034541,-0.008980175807584256
2013-07-22,0.00039858783932362053,1.0787964524352704,3.1312712782235113,0.021670701451629082
2013-07-23,0.0007925448230287746,0.9584829085403538,10.230632452926365,0.006911746020219489
2013-07-24,0.0007452427432740524,-0.5333842330402366,2.892284723697063,-0.008805088334000288
2013-07-25,0.0004905059273761658,0.209178181871692,2.8747517126989126,0.01130665311570267
2013-07-26,0.0027256950675280125,0.3820198784288431,10.092072015175797,0.0
2013-07-29,0.0012766973243255864,2.225352686101951,14.950106010965378,-0.006265684658928183
2013-07-30,0.0008425316822227093,0.371489253615096,3.5219132989904964,0.01249241691243208
2013-07-31,0.00016408151102356692,0.3165431880819887,8.719453619168023,-0.00685153702234631
2013-08-01,0.001638264498344033,1.4750437368746108,6.2774811846674,0.041621674690819344
2013-08-02,0.0010659035613199987,-0.912163044457026,6.200142792370476,0.013103224998427088
2013-08-05,0.0003265642406628597,1.8418815038606704,7.431666555164819,0.04228831775925235
2013-08-06,0.0014466668579635263,1.5894773815839953,5.206675778310596,0.08270077593837488
2013-08-07,0.001332190131880742,-0.2897561440647637,6.443377856144748,-0.05583838851322254
2013-08-08,0.0012224699689043846,-0.41455636344654356,4.243631029858453,0.006055509833636563
2013-08-09,0.00027276416258714627,0.048455636887860434,4.562474856030657,-0.009374207569842419
2013-08-12,0.0006028467660673789,0.7800873224797905,7.226608425771933,0.02083414230450531
2013-08-13,0.000382530609812593,0.04040759371062436,4.105781798231622,0.00270929453180635
2013-08-14,0.0008619449856188255,1.8330471823911472,8.643754551697178,0.03195159980660245
2013-08-15,0.0003432910206383434,-1.1960822706808842,5.943835346860399,-0.03792171235652653
2013-08-16,0.0006207957637193265,0.8562169507074437,7.745700395061692,0.010289719815128606
2013-08-19,0.0005923813980978264,0.7502979283098915,6.062375058028451,-0.0048609334094469325
2013-08-20,0.00047132716296765484,0.08583751925081043,7.581573695565321,0.021425672305332544
2013-08-21,0.0004402773273430074,-0.10563675366580826,4.276215457413853,-0.0005300821470486383
2013-08-22,0.0002674681963425751,0.6835005436736467,3.509380666430349,0.011073089384748158
2013-08-23,0.0008819196626095658,0.6921207528300769,5.633959550658271,0.040087587520871715
2013-08-26,0.0003791818951933709,1.1477102252917508,10.30397651697052,0.01846815700314064
2013-08-27,0.0007745730664608883,2.40961984706664,13.96767534234048,-0.023518672789209383
2013-08-28,0.0003140899987869347,-1.0783666514100054,7.5151576221319925,0.002528395848306886
2013-08-29,0.0005403137315661379,-0.8027009849961363,4.071119389236863,-0.002022194875715755
2013-08-30,0.0004084852492416853,2.223654443399423,11.466114695370738,0.011572456192586955
2013-09-03,0.0004099300431240538,2.363982392108672,16.30577941831049,0.01932183021455547
2013-09-04,0.0014350110775481523,-0.17993429515611326,6.923056951027603,0.03471906175515649
2013-09-05,0.0002454064194620548,-0.09030723058326623,3.495603641105216,-0.007134346381178158
2013-09-06,0.0008741305500912436,-2.819882731359571,18.004979065733718,0.012805391959640033
2013-09-09,0.00041511822951098565,0.8520317049078747,8.435676238219386,0.01403864923310083
2013-09-10,0.0010715586242692199,1.420175227215328,5.33660848295916,0.056461144782064654
2013-09-11,0.0005683077776366445,-1.2414087747538474,4.756076038036301,-0.01727622187462252
2013-09-12,0.0018717022228815776,-1.8637523067707034,9.22912304062031,-0.07706828907229246
2013-09-13,0.0012434069736485015,2.194263618351758,13.525885507897152,0.02901516335452614
2013-09-16,0.0005135944202787177,-1.5746820991822232,5.848604003057083,-0.008001925493160478
2013-09-17,0.0008065858029775141,-0.6326166169674523,7.319010750123436,0.031172563571753464
2013-09-18,0.0007350056810925272,0.8716505560630445,3.2435153922900235,0.04040046730259972
2013-09-19,0.0003203001318968377,0.15757936314756257,6.36912636142718,0.010938634556157734
