,JBT_RDVar,JBT_RDSkew,JBT_RDKurt,JBT_DR
2013-04-08,0.00012687092583046875,-0.28025757128577583,4.055642864287015,-0.0014723498929893886
2013-04-09,0.0001433609598643342,-0.12806510844731273,3.209209548670825,-0.0014743152157032924
2013-04-10,0.00011615934446406919,1.7397274471597592,8.726585788267492,0.015133157187088297
2013-04-11,0.0001219020854351867,0.7285525533079064,3.07292875982193,0.010122962957622939
2013-04-12,0.00012149483030398689,-0.45199920139247174,3.3963942165571877,-0.010122962957622939
2013-04-15,0.0003965780414812538,-1.165464140521634,4.0467113229474,-0.057842631270584643
2013-04-16,0.00032214029586879014,1.214706323216725,6.2463955223059795,0.03331956200327291
2013-04-17,0.0004380589200323345,-0.5887870915545069,2.87735537822321,-0.030756279651627416
2013-04-18,0.00044977588881399194,-0.7706409063438221,6.263808043347554,-0.0005123988860535889
2013-04-19,0.00035200402943259926,0.7290356834054859,6.606279760052523,0.011207589487600256
2013-04-22,0.0004446885011957671,0.4805519331807299,3.995636138601338,0.003035026784797612
2013-04-23,0.00023579930474510165,1.2745060198036307,3.812542781646864,0.03034327626201705
2013-04-24,9.71765263850988e-05,0.5773407130687406,4.83946010597906,0.0048873837873877335
2013-04-25,9.386955819869924e-05,0.5427059789159497,2.510521132304622,0.005348970304552836
2013-04-26,0.00025060889696450905,0.20551560154591791,3.6182926960526034,-0.01219833369449086
2013-04-29,0.0002903535674589252,0.9152537318326581,3.291848097322235,0.007824163604825518
2013-04-30,0.0002805923715097509,0.18840799561560947,4.795162175432652,0.010177027282936901
2013-05-01,0.0006399862900633647,-0.498318074210527,2.6153048154116214,-0.039336376385650684
2013-05-02,0.00038341155386390846,0.012797792538079307,3.2345175875481353,0.019369863183928082
2013-05-03,0.00035416894521700257,2.281658696234372,12.212129885826334,0.03004106106827331
2013-05-06,0.00030079736034508727,-0.13056881840501086,3.26800363741671,-0.0038262295345457
2013-05-07,0.00021429810499275229,0.5347085684059015,2.3536584928878725,0.017573589712286175
2013-05-08,0.0009670889835551611,-0.5060344926868716,7.303598107727204,-0.0315665919569601
2013-05-09,0.0002981945805123911,0.5245350527240124,4.3813064069911904,0.014951045604536084
2013-05-10,0.00025105117721990256,-0.3218925384655211,3.299550014273366,-0.0019167547488785353
2013-05-13,0.00019360834882675004,-0.09942763804168893,4.077072532453562,-0.002400907902599947
2013-05-14,0.00017507891855098566,1.0195114123159552,4.488590443177547,0.013846116620827242
2013-05-15,0.0001686987027177657,0.6878240697582925,3.0622574481292273,0.01272103895551524
2013-05-16,0.0002812670765912691,0.45223213134256113,3.495751379070231,0.004204605133748984
2013-05-17,0.00013291746863534613,-0.3596850446854049,3.499579922056773,0.011587452677895183
2013-05-20,0.00027791654492323784,-0.5465130786680888,7.057712378367525,0.003679957423837088
2013-05-21,0.000258353631961073,0.8399584903165237,4.607545878327551,0.00412378750290765
2013-05-22,0.00046479345686792903,-0.30071498109788314,2.4948247487711397,-0.012422732713685214
2013-05-23,0.00021494558667043814,0.35603019319954254,2.9858660159065367,-0.008872290634491797
2013-05-24,0.00016096595643779344,0.7995629118412261,3.7679403033823196,0.004679350554301909
2013-05-28,0.00039205359727049723,0.5278599667359106,2.7889101511110987,0.013908618144028218
2013-05-29,0.00017303987210882702,-0.27408090286016945,4.22308331278052,-0.005540197151368442
2013-05-30,0.0003505449201297615,0.06454129723327595,3.0546219585129704,0.01516224595948712
2013-05-31,0.00046175134357179064,-0.6305578648081575,3.2470229667516,-0.01516224595948712
2013-06-03,0.0004887346199568985,-0.19394067157029718,2.9986184852056903,0.0009256287362786608
2013-06-04,0.0006676712469580238,-0.6280746138806071,3.0432634773657345,-0.005566086977197404
2013-06-05,0.00046693951193714137,-1.0851384773874888,4.428824311001769,-0.022578492238567893
2013-06-06,0.0003692691968200135,-0.17258883550424037,3.328848175688725,0.008998348533782341
2013-06-07,0.0004010318722368909,0.24791225849825993,4.074668839294861,0.012649491466792728
2013-06-10,0.00019071803698797202,0.41276600245294703,3.366083953579328,0.004644768885241124
2013-06-11,0.0003908598302654073,1.3680144410658757,7.431025104425278,-0.01918206436848857
2013-06-12,0.0009365257646444344,-0.8369427448567691,5.644083903182933,0.01732670621105159
2013-06-13,0.0003894088201045883,0.3163022864541438,3.2802985298945933,0.022039385159850156
2013-06-14,0.0002898946527270416,-1.0228062288793947,4.025233387903798,-0.013717488257374288
2013-06-17,0.0002085170938458331,0.3499311344106986,3.48339937374731,0.012809012497870143
2013-06-18,0.00029805984524836944,0.27186207175403515,2.658040412628968,0.003176792039396137
2013-06-19,0.0003135157695189694,-1.2040689977202466,4.998096502105364,-0.01230947790950454
2013-06-20,0.0003430928310656346,-0.9932039341891689,6.171906947113115,-0.02367251787371849
2013-06-21,0.0006090628384870862,0.39489195163850405,3.9662447739837514,0.01445599409458831
2013-06-24,0.0006269545459700695,-0.7403697963298466,5.129237566194184,-0.031032055802913128
2013-06-25,0.0001961847235873838,-0.8800808650500693,3.7186660640101254,0.003813105323426491
2013-06-26,0.00047775773333471076,-0.08926352830563636,2.7942312492639783,-0.0004759676554710879
2013-06-27,0.0003942325116596181,-0.13045541607874236,3.403601074701076,0.015116243913787741
2013-06-28,0.00024132480135307475,-0.05450853000157003,3.9251663951118996,-0.015116243913787741
2013-07-01,0.000186806023966968,-0.794329325433915,6.124377465197878,0.010417006043209387
2013-07-02,0.00027742615787397474,0.054956004635483946,3.893045080590909,0.010309464212221897
2013-07-03,0.00014703321968128916,0.18142651614514332,2.9003972589557465,0.00974219091936357
2013-07-05,0.0003038058576355394,-0.28378997623361524,4.283495518261924,0.029119544874459447
2013-07-08,0.00022450889593551818,1.0525989308414154,5.029015640082883,0.012034903469192226
2013-07-09,0.00028736803955183455,1.7268991643076343,6.815321746515233,0.04377737910188273
2013-07-10,0.000288713610179986,-0.6044162678599644,5.39558760603354,-0.003824241067492018
2013-07-11,0.00020555819775080382,-0.12108460773738093,4.712542952090908,0.0004257715045863364
2013-07-12,0.00014229840977119296,-0.20093765781649917,5.071741616199765,-0.0029830147991605216
2013-07-15,0.00020708329464880996,-0.7040199664597936,4.944449914561161,0.0029830147991605216
2013-07-16,0.0003719917079700502,1.2500544636485447,9.556091399122614,0.0033984695629056816
2013-07-17,0.00010530209514364192,-0.34312909482644544,4.467209664422245,-0.004675751667841066
2013-07-18,0.0003090504922567497,-0.1247004021519388,3.290633839437074,0.02066257673750105
2013-07-19,0.00048498563745760353,1.341481602963185,4.716543464035864,0.032843634558899826
2013-07-22,0.00039955112129830825,-0.7781101794369361,3.197059127840698,-0.032009183265974794
2013-07-23,0.00013289560823131152,-0.5717928084429508,5.111897771608425,-0.005016791772517681
2013-07-24,0.0002451806038122664,-0.4805394181975482,3.513593554078179,-0.005463465478751761
2013-07-25,0.0003736690551002077,0.36281303247921026,4.506420089735429,0.015886657828324324
2013-07-26,0.00018052163896137993,-0.22688276684877412,2.575429768392985,-0.014623185922434168
2013-07-29,0.00018242216887701386,-0.44457826596405353,6.464837465477706,-0.006756686217388896
2013-07-30,0.00022542464124882826,-3.2618369211271476,19.75062210797938,0.0042284954357207916
2013-07-31,8.652274448850747e-05,0.4296831874991669,5.607339096152601,0.0004215604399218087
2013-08-01,0.00016456028893005068,1.059391961137133,6.499223951300524,0.01714459795306089
2013-08-02,8.397979207358995e-05,0.1366692527729456,5.125579174144815,0.0074347869783317755
2013-08-05,0.00026405828302271004,0.30289418301080895,3.297997558688795,0.002876669038794688
2013-08-06,0.0002807845029979993,-0.8449028103727102,3.759090910761572,-0.01863795343123087
2013-08-07,0.0006124231775148013,-0.27272480200861593,8.495877629158464,-0.047515862009456455
2013-08-08,0.0003047294985999562,-0.49377115331424626,6.1931387817089085,-0.005715360929892999
2013-08-09,0.00017541597000492572,-1.0127792446492094,6.9537748899456036,0.007905065655929189
2013-08-12,0.0001926311596557295,0.5358418610372602,4.703858029993247,0.006540265274295631
2013-08-13,0.00010337437660733091,-1.2281299597681954,8.81659821620644,-0.012243409835745567
2013-08-14,0.00011330290596037456,-1.4269281419051871,5.484835320892319,-0.01328628477878624
2013-08-15,0.00018693697565457296,-0.005939320565522281,2.9438846624237667,-0.029866328928302543
2013-08-16,0.00024875810242742263,1.1781030327410686,5.423035712785335,-0.004142951145064355
2013-08-19,0.0004848852004623197,-0.899416055434856,7.394425391457969,-0.011131779449008228
2013-08-20,0.0005305271722953895,1.050420988072115,3.4889423023852144,0.053576223269840906
2013-08-21,0.00022402480166399942,-0.12721785730770815,4.701492565329519,-0.0017701172181783242
2013-08-22,0.0007587362191581569,0.9713838307240843,11.710203202850138,0.037379689502809565
2013-08-23,0.00020589547595663968,-0.5173694735403751,5.755382200292356,-0.007307314047716673
2013-08-26,0.00041330527883902873,0.41066414111557586,4.566972987988377,0.019650250991470664
2013-08-27,0.0003357496484337514,-0.2791129305281271,4.916848363906475,-0.04543280694526297
2013-08-28,0.00018668630314406788,-0.23753925434176715,4.232679966317303,-0.006662069876488541
2013-08-29,0.0001941541334600896,0.3851224316663265,3.3263418934441535,0.008431353096008731
2013-08-30,0.0003056378517356404,-0.9985854251744328,4.445607970312424,-0.03233341977863935
2013-09-03,0.000183600644978294,-0.16230543790069574,3.3988451613122503,0.008181869481426407
2013-09-04,0.00010300635483776416,0.29802196639132783,4.87075788877451,-0.007725261055671506
2013-09-05,0.00013368357308993144,0.2789446899152904,3.626545173862232,0.013593327454692883
2013-09-06,0.00021515968962064597,0.16710600907665094,4.642952878440008,0.018725247306483173
2013-09-09,0.0002371664070246747,0.22912417770345223,6.411771335993287,0.008357136580909419
2013-09-10,0.00018560143639689077,1.4129990148331573,5.641088963632147,0.015214372745071092
2013-09-11,0.000252301301249058,0.23586982924555636,4.471643733253249,0.014136078380880157
2013-09-12,9.537188439747185e-05,0.6457334638065747,3.615182602930216,0.011839483735131218
2013-09-13,0.00010755835001728148,-3.2811891169344616,21.23064906151138,0.011285349977314674
2013-09-16,6.0319529366486846e-05,0.9925178637633052,4.79797195118243,0.014032657441215957
2013-09-17,0.00012455582472578275,-0.21461957701504128,4.3598697609294845,0.0004097239507179218
2013-09-18,0.00040607349440072025,3.450773051071727,21.39544457549013,0.011000109334208474
2013-09-19,0.00014776410702843683,0.08118117136423939,5.036455741396535,0.0056566957953450014
2013-09-20,0.0001894071250508143,-0.819841663507924,4.889922121738152,-0.010530668025201084
2013-09-23,0.0002276512572295711,-0.4701449497695981,10.345472306861698,-0.004080201272371298
2013-09-24,0.0001715928157869284,0.4636858811437256,3.919419420545738,0.006926241430159852
2013-09-25,0.00018618629743646982,-0.1342220337564094,4.178853550297733,-0.004476047316405829
2013-09-26,0.00017041270305877664,1.2439676033067666,4.391531253800065,0.011354311189254673
2013-09-27,0.00012263433814182906,1.3186026950442769,5.789388160656541,-0.0008065962360372936
2013-09-30,0.0002923808488158679,0.8351871897554912,4.136167304671747,0.004027199507032009
2013-10-01,0.0002427363200832318,0.2727760238865009,2.407571416932246,0.013969779603479449
2013-10-02,0.00017992955652116715,0.5945863382407904,3.455524584200113,-0.006361908786078452
2013-10-03,0.0002467284867162476,-0.068573556294401,4.378372382319271,-0.0007979884808033688
2013-10-04,0.00020635656097754113,2.8813293676575267,16.669892952103545,0.0059700873909931396
2013-10-07,0.00016729209644692004,1.466436831975522,7.3701045205198055,-0.0059700873909931396
2013-10-08,8.86778749794803e-05,0.032553430004976264,3.5395259804390875,0.0
2013-10-09,0.00021163713431936095,0.3371180720260571,3.252441184655842,0.0019939644246216304
2013-10-10,0.00014887520302860695,1.0460070447374428,4.382209525254105,0.02517830155079981
2013-10-11,0.0003071318477474025,1.4154191651673893,6.41230758976313,0.03324086229065193
2013-10-14,0.000169579087710332,1.0045297204032535,6.961222655285797,0.004499408988104303
2013-10-15,0.00011330352122167774,-0.13376357462224456,5.151607236904384,-0.005627480368892268
2013-10-16,9.157306269593591e-05,0.5110974196848804,5.372219677630339,0.010479195797260754
2013-10-17,0.00011547669766120073,1.3365384050627342,3.5700083659648754,0.018443785660635648
2013-10-18,0.00019976038941236962,-0.4164344350755872,4.584366301813658,0.024906777828203275
2013-10-21,0.00015664278973294578,0.4565092988469944,3.846993462939347,-0.007155656369065344
2013-10-22,0.00013656053509545677,0.3304450911745982,5.27662893847446,0.001793450648611472
2013-10-23,0.0002122879991895124,-1.133366347290175,5.497284188447253,-0.005390628223604477
2013-10-24,0.00014938069088602272,0.597817210540671,3.3232685316594655,0.006465542895655485
2013-10-25,0.00015557213451518416,-1.1113509036481504,5.754067864318505,-0.009714283390658274
2013-10-28,0.0002462620567904335,0.03378013954353672,3.331448068914992,0.001445362537460415
2013-10-29,0.00037255666679718443,-0.49963422899987975,4.330445812011039,-0.0039792021170854674
2013-10-30,0.00019351188625976834,-0.8502995847472615,3.7004739860579474,-0.010932984255223932
2013-10-31,0.0005760762496088354,0.23054788880432087,5.407670216017892,-0.004038915483250527
2013-11-01,0.0008134264393632952,-1.710479927652893,9.829397956962442,0.0073312887842766905
2013-11-04,0.00017321888400189796,-0.013364844660402678,4.35034973201358,-0.008067344299083068
2013-11-05,0.00028126986868262947,0.22924821535825812,3.125223139044344,0.008067344299083068
2013-11-06,0.0001982734947374968,-1.0580725368574824,3.707623580647365,-0.008067344299083068
2013-11-07,0.0005041471777895013,0.013767715977813354,3.124067666059316,-0.015584971311537466
2013-11-08,0.0002700992984221515,0.5284036377305887,3.4670618657957277,0.01925999521508137
2013-11-11,0.0003674009350779417,2.1249200546958003,16.218954740779363,-0.003675023903543906
2013-11-12,0.00014234174459245286,-0.56095548585714,4.368098492217638,0.005141389318208844
2013-11-13,0.0002730597881442714,0.43226659483040697,3.383510619250015,0.019946323584692838
2013-11-14,0.0003012077265412523,-0.17007579191828062,4.705076661968688,0.01248900470432801
2013-11-15,0.0002231015141505032,-0.2396383282229447,4.761557717767562,-0.0031968157956625554
2013-11-18,0.00020892641953073552,0.13642202997563857,4.300264865378203,-0.0028499723061914395
2013-11-19,0.0002561258993942782,0.2869526550421835,3.7895706311998727,-0.007879751530037282
2013-11-20,0.00024088664192529541,1.2183400264208106,7.496456337902248,0.004663849547835941
2013-11-21,0.00021416288079076907,1.3597194200162914,6.529373100026508,0.015272768646499735
2013-11-22,0.00034639056884009186,0.6256591138575517,4.013343894135697,0.025749691296095722
2013-11-25,0.00027469079400724484,-0.9720957532582254,13.19936689560454,0.009232240644727163
2013-11-26,0.0001919410893470207,0.6490895709239001,7.009154879560291,0.0030585927180148964
2013-11-27,0.00018918558784470363,0.7732432129319858,3.8734217050514563,0.008783834377597888
2013-11-29,0.0001090972144702692,-0.022813945601229672,3.8751002319011434,-0.00573467337985889
2013-12-02,0.0003062712524522679,-0.4440335016968475,3.0990763785125965,-0.020161109573213487
2013-12-03,0.00023990696565921624,0.6070417070857158,5.352217245972657,-0.01916745785089269
2013-12-04,0.0002655163327430622,0.4189838651399714,2.9438283113560106,-0.0031720663075467392
2013-12-05,0.00014675690385318823,0.10571904516608173,3.033216050832194,-0.0007062029647557644
2013-12-06,0.00018768342499509604,-0.14625848290143093,4.128379586466634,0.014726710956361355
2013-12-09,0.00018879675425361722,-0.7066414298274527,5.527537032405257,-0.0024392834329769464
2013-12-10,0.00015945416976720966,-0.2692543116712683,4.458814194543375,-0.015471508749454799
2013-12-11,0.00027121217334310024,-0.6990365094534632,4.44610385765018,-0.012480136814269294
2013-12-12,0.00023246192806350004,-0.0884508462415567,3.245839150716379,-0.003967472279980289
2013-12-13,0.00024052123648285887,0.10466622447855976,2.4578341827604735,0.00863611922673746
2013-12-16,0.00021984466569905658,0.4552651155471593,3.4599445915180107,0.010336963348469563
2013-12-17,0.00011553017035771487,-0.5704045220458882,4.13107679120695,-0.006403540096870497
2013-12-18,0.00032100029319059176,0.7106377543257665,2.9546649784241708,0.015229813238634815
2013-12-19,0.0003063747377625533,-0.18587048734690753,5.833873453482679,-0.004226853488878746
2013-12-20,0.0002249417091033711,-0.17822682719686317,3.901866937188049,0.0322999825357142
2013-12-23,0.00023027719564946343,0.7869088277853724,3.7811406403429992,0.004092993208651752
2013-12-24,0.000281373284731346,0.9510545425215873,5.803134489778835,0.0044148875474312455
2013-12-26,0.00017758735987322645,-0.023271409178103192,3.9014956520398956,0.005407056625120088
2013-12-27,0.0002094711032429106,-0.9288533357440917,4.428880214366947,0.003364810440502186
2013-12-30,0.00014733360750647902,-0.26452515649438246,3.2693820310730195,-0.014890271048141113
2013-12-31,0.00026507326373342193,-0.3654756940969434,3.805674439555171,0.0
2014-01-02,0.0002002273471591938,-1.5600491965354741,4.748263833688543,-0.021713698761526512
2014-01-03,0.00023705209877816115,-0.4017267933085134,4.874926866121397,0.014871315843958843
2014-01-06,0.0003093088645441933,0.7236122005752957,3.071441075206423,0.021060603973353853
2014-01-07,0.00034170201575024203,0.5598099447067872,4.867249026507522,0.014018791222461857
2014-01-08,0.0002919951681790364,0.2731690683240181,3.5289347252935066,0.004629754534770214
2014-01-09,0.0003260848315641603,-0.45304454036755315,4.398316674977031,0.007232122670018271
2014-01-10,0.0003054667210057815,-1.2125202604634133,6.838058592228141,0.002943715213614695
2014-01-13,0.00044438077135824315,0.3328104441947778,4.464718421443966,-0.005567487129453763
2014-01-14,0.00021338520750805218,0.6186310386459495,3.726046754605471,0.02304936247424605
2014-01-15,0.00032301774365344247,0.8584331315236615,5.049315614879326,0.0328311431518733
2014-01-16,0.00010104138989579397,0.1935797086199547,4.418239965643619,0.001861639253122327
2014-01-17,8.605957459393001e-05,0.5638718763265258,4.699215156460209,-0.00031003263474804754
2014-01-21,0.00010363010414547125,0.7264025125049062,5.528143807086571,0.013245330078758055
2014-01-22,0.00011820617965507638,1.2715962773976406,7.558561518704456,0.0
2014-01-23,0.000306250801775098,-0.4690361957375449,4.3814771380552635,-0.012315584432720073
2014-01-24,0.00014792592779632163,-0.6825032577912494,3.5205038652008716,-0.022874165358540033
2014-01-27,0.0003211451779623084,-0.2520466346949621,3.192904214222118,-0.029920205402537814
2014-01-28,0.0003067574632276894,-0.5706226417649484,4.733395204144744,0.013301056821456214
2014-01-29,0.0002126166418000764,1.0471131626857522,6.059419973195861,-0.008739289462981858
2014-01-30,0.0002284279897211736,0.20197594484210224,4.451094304117058,0.009061309808337192
2014-01-31,0.00022131823273658028,-0.09042340416820699,3.1308717409588787,-0.005491613014216856
2014-02-03,0.0006688075550383407,-0.7228462414737121,3.131906075479453,-0.0329302713520212
2014-02-04,0.00031263587752938685,0.09675178838883092,4.388143209996737,0.005342338952392556
2014-02-05,0.0005023562240928321,-0.4715498402950024,3.8945492465030167,-0.010040243491620693
2014-02-06,0.0002554475955012799,0.5214244914685362,5.0315719849597915,0.0026871939902397557
2014-02-07,0.00017813501826446958,0.3563386862868971,3.182497505791519,0.011340891234047579
2014-02-10,7.399124904091031e-05,-0.05612900258007926,2.7654966500957965,-0.004987352254824717
2014-02-11,0.00018047709038279377,-0.0605452482155577,3.5475087512989307,0.012587141002268432
2014-02-12,0.0007780689617368893,5.277836698662982,41.18967787050081,-0.048905459322066136
2014-02-13,0.00020732701186455433,2.041236160652037,7.488054931020899,0.01611557865491786
2014-02-14,0.00014618269930448323,-0.3262597191593231,7.809868751195591,0.0037345177199394897
2014-02-18,0.00013544580350428068,4.017074499129512,26.151057545927213,-0.00033885899438867995
2014-02-19,0.00010678027447579775,-0.3073280957653917,3.2182565342617906,-0.02262707595390978
2014-02-20,0.00021118257849781337,0.683098838326551,4.49279960112397,0.01889086811177698
2014-02-21,0.0001196550105958086,-0.5029966965098792,3.33131391734132,-0.013358258141533685
2014-02-24,0.00018863478449659605,-1.6581433252725144,12.892530487769724,0.010291578736149276
2014-02-25,0.00019452999022495304,0.3595267345857313,4.251601185818061,-0.004789551993883645
2014-02-26,0.00017666891256545245,0.4175118668616123,2.7875505627359556,0.011253184959705731
2014-02-27,0.0001970051578579658,0.9077185119032181,2.819625179591734,0.01347278856844536
2014-02-28,0.0003263189616913558,0.19824017539977007,2.384803160695377,0.008992590866794714
2014-03-03,0.0002936444204427986,-0.35935964090245887,4.298567098013744,0.0003313421365729319
2014-03-04,0.0003343607543377786,-0.5707732648763508,4.20792895757742,0.029716679525940926
2014-03-05,0.0004952560266885649,0.08164730514977825,6.010390293199403,-0.035367065876729775
2014-03-06,0.0001657945547350637,0.9853336357127492,3.734102633089447,0.021826307625503194
2014-03-07,0.00019466239759149948,-0.5518459818424672,8.035808481069978,0.018473977042914758
2014-03-10,9.136733003928307e-05,0.3679652299628837,3.5100612823096893,0.006720994956044279
2014-03-11,0.0001919246427474779,-0.05664290803717134,4.710802497339035,-0.014457835820377962
2014-03-12,0.00023738649101239935,-0.5224891769365198,5.882420737341283,0.0003233384563428032
2014-03-13,0.00023234987278653916,-0.25759938668370985,2.6500736212033527,-0.024563154788043384
2014-03-14,0.0003413992992807209,1.2478183259558353,6.313298314401604,0.012848163126071288
2014-03-17,0.00027990878441359017,0.5810277824633563,5.768868712997317,0.017199722568704168
2014-03-18,0.00014528275136389943,1.0527572675056451,5.805183991004537,0.010243259486836465
2014-03-19,0.00020708516488873564,-1.5866162807969149,8.701818082415041,-0.0022316216405271483
2014-03-20,0.00015647305132465104,0.10956660810831102,3.3838054688117936,-0.005761920198755988
2014-03-21,0.00033119950698506473,-0.46799869045578524,5.244770988998238,-0.0038597299773361904
2014-03-24,0.0002503090935564386,0.2700656167677521,4.33982516332355,-0.0009671733067655452
2014-03-25,0.0003370800225580157,-0.541305234877657,3.7359567787092764,-0.005499157293329837
2014-03-26,0.0005919258817005954,-2.231321839196925,13.174128264789674,-0.022303264939512957
2014-03-27,0.00021214643789006017,0.3386633763203949,5.573260971545942,0.0
2014-03-28,0.0002789059001021758,0.5114148664505292,3.4302918434795733,-0.002656889443700017
2014-03-31,0.0002584046166089301,1.088605631493149,4.959852046675366,0.027228427950016343
2014-04-01,0.00024238645686073808,1.538442169884451,9.216775026900365,0.012861667810485145
2014-04-02,0.00016097636644645712,0.5911965491372918,3.791911326332333,0.010171822352349924
2014-04-03,0.00021861302425790524,-0.27833154947695504,2.4845975581474167,-0.011450428838743143
2014-04-04,0.0004710432901344779,-0.23243765132897112,2.4880984824412793,-0.02166641180707174
2014-04-07,0.0004618131310207908,0.6455784711721396,5.391794380391148,-0.019142310070052293
2014-04-08,0.00033470422233044736,1.1969651139204909,5.625965382576071,0.01060658305631712
2014-04-09,0.00028649435686308963,-0.16611276818367207,3.1837124277963507,0.014727959718797479
2014-04-10,0.0003277651819869022,-0.381499645374917,3.2919172053650088,-0.024002645552610335
2014-04-11,0.0008010951966141016,1.736666594437254,9.425735016854862,-0.017794504358997543
2014-04-14,0.0004706958715454212,-0.7826921950690029,3.2757131632752743,-0.0033934559159178868
2014-04-15,0.0003969213841449755,0.0653566274428064,4.145695409158633,0.003054575669025006
2014-04-16,0.00021616317748598062,-0.6147672582459491,5.264254618386606,0.016468175594534173
2014-04-17,0.0002970342356869545,0.4833684662993794,4.433863290550645,0.00995038867605924
2014-04-21,0.00019608694351212674,-0.19685322026578522,2.7396318914775466,0.005594806762265758
2014-04-22,0.00024876948919215144,-1.7540934868331526,11.08878839028747,0.00882216972688843
2014-04-23,0.00038808680638419363,-0.2322022435966646,4.909307981610315,-0.004237980739138614
2014-04-24,0.0004111551160475762,-0.6144679227143186,3.8942982717204613,-0.014810228415891302
2014-04-25,0.0002877374278970655,-0.6692137108280892,4.736815046350794,-0.022465471760393374
2014-04-28,0.00035440935390925414,-0.037667599194973686,4.36666768074291,-0.007829714700218204
2014-04-29,0.0003228258696741638,-0.21443039919462914,2.94168850105065,-0.00789146773579219
2014-04-30,0.0004822809107131587,-0.03746345223413605,2.666965327409825,-0.001379117939215302
2014-05-01,0.000504569122972799,0.4844330965515271,4.331261201113614,-0.011797381730362044
2014-05-02,0.00047073651300914664,-0.04994512015571871,4.802773537673495,0.0
2014-05-05,0.0003654668461258776,-0.9047873987689319,4.624731062066716,-0.01335229485573386
2014-05-06,0.0008816520688031561,1.359787977069701,8.111043715097697,0.019615428776806887
2014-05-07,0.0003079976777180613,-0.08560726554330307,3.1775223014375125,0.0017328005794996493
2014-05-08,0.0003310695569593647,-0.015744015514643966,3.1321797125398887,-0.013596332220083607
2014-05-09,0.0003372541271415503,0.4145648554242219,3.4179827606420243,0.006647005208956891
2014-05-12,0.00033624338989445723,1.4776215496939842,8.64704051953743,0.03528367354957407
2014-05-13,0.00036284812243607986,1.2174485760623472,5.543250223605608,0.009713716816777573
2014-05-14,0.000371684040112786,-0.8250319474099269,5.021593198973848,-0.016807170720180675
2014-05-15,0.000703684534604433,-0.24993497286293756,5.391585081346364,-0.0071439899336853685
2014-05-16,0.00025737192563679416,-0.8278996943051986,6.777023599891276,-0.0027350767352971594
2014-05-19,0.0002044911900132102,0.7289977608817441,3.047823183268134,0.007163486125604024
2014-05-20,0.0004518226091992452,0.10837791006802357,3.2676816731769556,-0.01610435340044214
2014-05-21,0.0005907001191890413,0.48147488795886445,3.6514180241070453,0.005873168673278695
2014-05-22,0.0005720311947447112,0.6659788038304916,3.991799777756881,0.011984378157638531
2014-05-23,0.00040234736699183753,0.11715313382553541,3.734443774184043,0.022548455510358778
2014-05-27,0.000347400837257426,0.40406447857975686,7.094796519522186,-0.006677842790431487
2014-05-28,0.00029400472369717115,-0.9706050540872913,6.564409671586982,-0.013830441213080746
2014-05-29,0.00011283117570918635,-0.5778172600700342,6.010391289624879,-0.01195987688602651
2014-05-30,0.00010285674014398905,-0.6155558699924316,3.5465997641523956,-0.01698782034089863
2014-06-02,0.0005798305970048327,-1.426951628642591,6.284102078930158,-0.004204551262049883
2014-06-03,0.00016652721641908727,-0.4234291155722618,5.54801473569238,-0.006340505480524783
