,NEOG_RDVar,NEOG_RDSkew,NEOG_RDKurt,NEOG_DR
2013-03-05,0.00019491764383417712,-0.42495976417424314,4.200451639589366,
2013-03-06,0.00038296932535689674,-0.8661051999405551,5.324212711430202,-0.003472979208613669
2013-03-07,0.00031241975459267955,0.16732986012148804,3.9539515710341213,0.0
2013-03-08,0.00022247036254545465,0.5932032412287598,4.2362807272699,0.017031789372084827
2013-03-11,0.00042089046990551905,-0.6231958448233729,4.449542886612556,0.008090292797418464
2013-03-12,0.00022201141264000733,1.2076974390549569,5.916238708523323,0.012433001202281968
2013-03-13,0.0001640370905901036,-0.666878670401199,4.607130074087431,0.006471173445018685
2013-03-14,0.00012880452204353204,1.4018046223502936,6.046430218829397,0.006222815724209685
2013-03-15,0.00010646574045850705,-0.10638046182455685,3.912822198832895,-0.00041367111867218753
2013-03-18,0.00024531389655892203,-0.31935219474002297,2.9882176227694046,-0.00352298554616981
2013-03-19,0.00024982437199755814,0.662562011059739,3.610412335469112,0.005589549466573196
2013-03-20,0.00018506696996394852,1.3331564200127601,5.52314301017935,0.01739529046722188
2013-03-21,0.00014358755652867658,-0.15601053180478056,3.2226965254824087,-0.009376403397237887
2013-03-22,0.000211366188581348,-0.7483655927190151,4.552577445398723,-0.0028711462506323393
2013-03-25,0.00020196326972728022,0.29595013021617267,2.728827493176434,-0.002261756747586219
2013-03-26,0.0004167859137689886,0.15079656011150472,3.8392112827065494,0.008608353604352637
2013-03-27,0.0002427414700204146,-0.34298624772774117,3.270385807828732,-0.0034754506061340784
2013-03-28,0.00021594193180555975,-0.16351401653520276,7.418582116751793,0.015041034648334506
2013-04-01,0.0003337458226672538,-1.0674744736800441,4.948709623267241,0.001008115749082883
2013-04-02,0.0001948585825992286,0.3617103736166599,4.833056230037741,0.008028946702456796
2013-04-03,0.0001593980604571903,-0.8036596133380661,4.151944041817404,-0.018360254465933146
2013-04-04,8.719339134288948e-05,0.5515846814200662,3.8824737862048067,0.008717753658644245
2013-04-05,0.00040386635525088623,1.25167273465731,15.012234980971868,-0.0028299794579060844
2013-04-08,0.0002096533783157832,-1.976569886193565,12.041365920397125,0.004241991700318248
2013-04-09,0.00013825209512042128,-0.5430836166263816,3.277967372625097,-0.006268354960253575
2013-04-10,0.00019399679145111443,1.0489174134611794,3.598395440788954,0.019882138118060944
2013-04-11,0.0001714376410764928,0.38717397985906576,3.3298628692197902,-0.000994678245546332
2013-04-12,0.00023482240197472963,1.3590097773701082,4.81483165116917,0.019904123550887665
2013-04-15,0.0005170967610099209,-0.40942178750036173,3.0888022042696606,-0.035955871716364385
2013-04-16,0.0003464483092281664,0.5926576695581602,3.22826898167445,0.03224165612047081
2013-04-17,0.0003500218316692386,-0.2563181738093343,4.019582848046277,-0.026393066623762618
