,VAC_RDVar,VAC_RDSkew,VAC_RDKurt,VAC_DR
2013-03-05,0.00041719989906952026,-1.5794104471736663,6.274041561950061,
2013-03-06,0.00035756332434091126,0.16752990790507777,12.924301394076926,0.004238490347805435
2013-03-07,0.00010038913049403465,-0.9977311127197106,6.148390877462895,-0.0028237294656285883
2013-03-08,0.00022629289041254736,-0.5416022945805101,4.696687811705963,0.004232337597937619
2013-03-11,9.232628712609556e-05,-0.14449585676497617,3.3463437013652952,0.0016410081580744418
2013-03-12,0.00010160642532654876,-0.17919970347489073,2.672623373474799,-0.0025796616160964625
2013-03-13,0.00018531350044899842,-1.9022247823410117,8.82280859743324,0.004451825599566472
2013-03-14,0.00014909016470552564,-0.17477429003003733,3.79493607103013,-0.0011695466575973867
2013-03-15,0.00014835705774829717,0.6976300715972377,10.263657624954293,0.006300506947860107
2013-03-18,0.00040979510117976825,4.446336826403598,32.05081592468204,-0.017126696655088036
2013-03-19,0.00035050732555514963,0.021116496695133404,3.1644211589772655,0.01176196602950208
2013-03-20,0.00015942742799954443,-1.307336988653057,6.253738507053563,0.003035817317168288
2013-03-21,0.00024111866732369475,0.2365081157172042,4.215408108554368,-0.008664275688858414
2013-03-22,0.00018207954244277305,2.268496314937507,13.414132796673835,0.007030753909989862
2013-03-25,0.000270091515835044,0.2274078613317897,3.6642241902878285,0.004194954811120422
2013-03-26,0.0001775771724420592,-0.11193776086709167,3.2979317322531063,-0.005363480014096922
2013-03-27,0.0004513032792277185,-1.5393414086195358,15.181695815393471,-0.0007012529519654365
2013-03-28,0.00016053768900546573,-0.20777480538254672,2.7184747993823324,0.003969270944715664
2013-04-01,0.000260968181441423,0.34720113975051997,5.356248546041921,-0.009600765571029957
2013-04-02,0.00018171359152145455,-0.25707594815767615,4.06290473708164,-0.007557867419153652
2013-04-03,0.00021572640072960227,0.04494954423737743,3.715350760644015,-0.013605549995605593
2013-04-04,0.00023923795992236442,0.672478365643619,3.2264638527662846,0.020928186617682254
2013-04-05,0.00021196823431104733,0.1823841040445992,3.081617250031178,-0.006848449047450966
2013-04-08,0.0002729817339940744,1.0644060390432495,8.060040606898184,0.007083679844527957
2013-04-09,0.0001694925849819867,0.37753208810466854,4.991485656367577,0.014482842280421071
2013-04-10,0.00031246023619200576,-0.5027042582255548,5.203989813055658,0.016559691850487113
2013-04-11,0.00018069261380008821,0.8172153482216231,3.7347488559536077,0.01134072028518851
2013-04-12,0.00019926070903243735,1.5449325921218227,7.268257357927709,0.007862313802613041
2013-04-15,0.00044590083381349844,-1.4746382972119798,4.021165121768463,-0.05780343563786339
2013-04-16,0.0004602083919147716,0.5512375943305738,3.8423292894239967,0.037231019596317694
2013-04-17,0.00029682601724264403,0.18523152739924142,2.877135675343955,-0.0004570463714910211
2013-04-18,0.0003350617451058509,-1.3621217607251412,6.529263526297683,-0.02148121788298507
2013-04-19,0.00031105809224423603,1.7116441317441606,8.322710148668728,0.017129867802145426
2013-04-22,0.00043191664843350303,0.5491028233044155,3.423436565397614,0.009820849633470186
2013-04-23,0.00023727581831140104,0.07703338872270324,3.8388592548949494,0.012198169195659414
