,COLB_RDVar,COLB_RDSkew,COLB_RDKurt,COLB_DR
2013-04-29,4.430287823566804e-05,-0.6417333855757171,5.561989695354752,0.005605143325286388
2013-04-30,5.4032720891183425e-05,-0.06825865279535888,7.705017741765128,0.0
2013-05-01,0.0003279416133283267,-1.2883683307649396,6.588372033583933,-0.02213424838237188
2013-05-02,0.000154113259553958,0.505077425729633,4.568388628638169,0.0075902343521478954
2013-05-03,0.0001225413831274497,1.196172587739448,8.556213360732732,0.012212188843323535
2013-05-06,0.000348333437489906,-2.7124373855739203,19.36473119655703,0.004679478231185197
2013-05-07,0.00013487811059565924,-0.1679104475584251,3.283763848103306,0.003728097998175972
2013-05-08,0.00013905737187356278,1.0022649744661631,5.033747522054909,0.0
2013-05-09,7.58843924369427e-05,-0.22457705447396606,2.9604150960930578,-0.00419497828020976
2013-05-10,7.431301775541883e-05,0.8315649464762539,5.109959857391554,0.0032642170175902763
2013-05-13,9.581226970469797e-05,0.20834130743986118,5.074774170026459,-0.0018639693916258082
2013-05-14,6.976486438954206e-05,0.8219272331381352,3.8334711769154506,0.014355529791880706
2013-05-15,0.00010940516407917378,-0.007712780930081792,3.1886639442394387,0.004586868891627738
2013-05-16,8.83428611095445e-05,0.49413804040523274,2.8845851485561247,-0.0027495958409398114
2013-05-17,7.197275176598762e-05,0.7412334793090902,3.5165335549508163,0.010953969067044156
2013-05-20,6.475931327841708e-05,-0.9686798817684582,5.5570297844153345,-0.001362619744766036
2013-05-21,7.191410575653069e-05,1.0672502188283148,8.13045736558662,0.0009087207752873638
2013-05-22,0.00025514232206429914,-0.21836629022297951,4.3151867244347075,-0.013717722031641788
2013-05-23,0.00027028321142826846,-0.14473115842001386,3.083241493443978,-0.0046147463896693
2013-05-24,0.0002202187077281097,-1.224008092716821,10.982508254398404,0.006454657541924647
2013-05-28,0.00017063878021978779,0.34685229153930647,3.539020890923414,0.004585123670235891
2013-05-29,0.0001492853870475653,0.40152254962603207,3.383410926827541,-0.013355242601023054
2013-05-30,0.00013805528870531076,1.4056654919953144,5.195548718358451,0.013355242601023054
2013-05-31,7.942726368957438e-05,0.6326821742297265,3.5740365633749094,-0.0009152728850518876
2013-06-03,0.00034593930833163596,0.6262398303078256,4.919911360816669,0.012739117605542472
2013-06-04,0.00048536191403447974,1.3031208812097919,12.052749910555653,-0.006349374824419218
2013-06-05,0.00021993761116892313,0.7627422190732138,5.459295300949508,-0.011439337829073803
2013-06-06,0.00032960161820150643,0.32415972372364465,4.113576201574142,0.007336106499937323
2013-06-07,0.00021302258927221847,-1.6649814684350002,8.95662794591597,0.0086427173402992
2013-06-10,7.758254926222026e-05,0.16627059404313674,3.7062800956205693,0.011258370689851915
2013-06-11,0.00012097899063375715,-0.16271001763043763,4.223123834466558,-0.019901088030151115
2013-06-12,0.0001430981799864916,-0.529542450236832,2.3573923356841537,-0.010100855880453175
2013-06-13,0.00016326124460503333,1.4594288829194528,4.86369170720407,0.017383586229227532
2013-06-14,0.00015363169127263318,-1.0209310465105852,5.398847379764217,-0.013239092585945134
2013-06-17,7.725607781332804e-05,-0.05511242668199443,2.735029407660244,0.008238267734783644
2013-06-18,0.00017008673769412007,0.674648930006376,3.519087332737714,0.014929021307044099
2013-06-19,0.0002991993343323418,-0.04239097335087554,4.292001169748352,-0.007663082784592934
2013-06-20,0.0003706256363274529,0.4910280853114353,5.0192150145987355,-0.005444612690927553
2013-06-21,0.00026412059755417635,0.5496888523006863,4.48126231914824,0.02515854324094935
2013-06-24,0.0002953766699673807,0.4011213367820386,3.9487549208117945,-0.00578409615193376
2013-06-25,0.0001854243457618635,1.7118935561721222,9.63294163804147,0.026421242921309318
2013-06-26,0.0002025473847769605,-0.10147641433543703,5.168022507895066,0.0
2013-06-27,6.508458903122886e-05,0.5201105297669983,2.4598478022116974,0.02319724577525717
2013-06-28,0.00017473830172149435,0.6052069365470603,3.5485308221306457,0.010979698240795699
2013-07-01,0.00019132769106186605,1.0892997790092203,4.271879729975993,0.02324719375509865
2013-07-02,0.00020368237240889447,1.3532071515753141,5.7728356128320515,0.013855125182182348
2013-07-03,8.594493601172966e-05,0.48841787229966654,2.800355975159381,0.0
2013-07-05,0.00010450631538459475,0.45489265117166594,3.462491999468554,0.025570979302959262
2013-07-08,0.00010089699357628425,-0.266155164219058,3.382473828421005,0.0011824800800095403
2013-07-09,0.0001730366822257029,-0.31813233255257484,4.606013933102976,0.005892697006168568
2013-07-10,0.00015392818826247617,-0.8763328595994384,4.187343774685151,-0.020978249419668415
2013-07-11,0.00035215621640075637,-2.7694298420772916,13.657117961829444,-0.012072431443646447
2013-07-12,9.792143233038787e-05,1.7359166172380802,9.738145512564403,0.0108718776085861
2013-07-15,4.660790443283226e-05,2.407423947479278,14.476250684691507,0.00040019589493001106
2013-07-16,0.0002368274495721804,-0.11548850444052704,4.9512787546779675,-0.008038649333244052
2013-07-17,0.0001479963959757776,-0.6450813019442926,3.3619389999033102,0.00402713305854796
2013-07-18,0.0001294861096282693,-0.06759978449376879,4.427665992845117,0.0088038167150426
2013-07-19,5.157709957075754e-05,-0.046218930893332705,2.509411952870713,0.0011945174285279414
2013-07-22,0.00012340619698122845,0.6428864326464728,4.228804201714124,0.001193180951271522
2013-07-23,0.00011648875846183734,-0.48035501411875847,3.8630167112583256,-0.000795310553623807
2013-07-24,0.00011032033508252901,1.0658102963824423,5.085739633442832,0.000795310553623807
2013-07-25,0.0004350321046475708,-0.6824769674788319,4.239745164291403,-0.008381693368167298
2013-07-26,0.00022087122731243546,-1.774213978690782,9.047874963448567,-0.008048354142252467
2013-07-29,0.00013569034952894623,-1.4447486270747303,7.323521273822992,-0.013832531328088482
2013-07-30,0.00017009351942169534,1.0768223133005854,6.161897038237201,0.014236464148222439
2013-07-31,0.00036684328683763963,-0.23551436761336755,3.4696307629324967,0.008846115870139837
2013-08-01,0.00014609206523866184,0.26340255016579933,3.0234313416946383,0.013124156420452948
2013-08-02,0.00018599701098971416,-0.1889490318562614,7.631593069753023,0.006301572405171374
2013-08-05,0.0001994889953222068,0.6157436229026533,6.271694765552593,-0.0019727096566599656
2013-08-06,0.00011005993684190563,-0.6601871783425699,2.7549022051367102,-0.015121328689269742
2013-08-07,0.00012599166058327864,-0.8853081378001664,4.915393582824808,-0.012914088712173477
2013-08-08,0.00013940019422032559,0.13866115751637395,4.194905846909786,-0.0036623465477925166
2013-08-09,0.00021975345080169434,2.916485382735839,18.106766103283316,-0.0004077062195375625
2013-08-12,0.00013629167636002883,1.8926993855560217,9.359251818995851,-0.0012242530962476295
2013-08-13,0.00014606385061440656,1.0018566612454283,5.7824754902270366,0.002446873420373752
2013-08-14,0.00010914725486359592,0.12548371981549888,5.303199206616546,0.0008143410258982797
2013-08-15,0.00015074674555711309,0.3355156599556275,3.1239507712736807,-0.011873027971984307
2013-08-16,0.0003123821862006266,0.1343756234409366,2.6087582594261,-0.007856186464175074
2013-08-19,0.00012848553609386606,-0.12124188864327975,3.931877762038659,-0.00791848817732932
2013-08-20,0.00018168053860735545,1.4780605852988065,5.010550019527641,0.013713221553913968
2013-08-21,0.00023509109882078122,-0.1744164001244157,3.477198716448798,-0.017906051359299457
2013-08-22,0.0003479021056417567,0.9526937522887251,4.320611297217043,0.01542668505793765
2013-08-23,0.00021526711829472558,-1.586154264275021,7.9435085595779515,-0.004146125374981935
2013-08-26,0.00014782555641959616,-1.3851256025221914,7.2371722822090865,-0.0058332734866564095
2013-08-27,0.00020679074502158405,-0.6729353672726622,3.775262092049769,-0.01813243976239587
2013-08-28,0.00012913297418714622,0.7692782967115743,4.712989842453567,0.0025498232163232437
2013-08-29,0.00020880874518484338,0.21060462215337328,4.641184714197165,0.0055029060590938705
2013-08-30,0.00024514549183421626,-0.7673786890037021,5.375983422044947,-0.020900721926263355
2013-09-03,0.00031676858714823914,0.921323891849074,8.352233743355473,0.014123835038692079
2013-09-04,0.0001127221532743538,0.5014623048987179,3.0010322928300277,0.003394042991291535
2013-09-05,0.00012099305157636914,-0.23309701291206275,3.4494669134781155,0.005912101986945473
2013-09-06,0.0004361817435239909,-0.5482987893125623,10.37794747287035,-0.006759286052576474
2013-09-09,0.00017691303846595861,-0.00877682041732192,4.802849178186621,0.008862452252590192
2013-09-10,0.00013483579139862567,0.41824701607399983,4.185417810233852,0.019555462072482932
2013-09-11,0.00016371345260702915,0.24797580812530431,5.052602903237639,-0.008690309534559848
2013-09-12,9.475923372405077e-05,-0.5009235120234892,3.443836219811576,-0.0020803224376280127
2013-09-13,0.00012477002139475173,-0.21526946960904686,4.704702462529793,0.004985476290358726
2013-09-16,0.0001530560357305827,-0.4909070424614366,6.2805959698131515,0.00041443251681760884
2013-09-17,0.00013951636309785824,-0.4113477204935383,7.0648777529545175,0.01235077520631167
2013-09-18,0.0002494624938501614,-1.2507791433926647,7.89825169537139,0.008961548903784866
2013-09-19,0.0005080107965519813,-1.1370825616874907,5.7460692410703365,-0.016766012061938174
2013-09-20,0.00026057546741173196,2.5133682497979004,14.270354813512503,0.024843461361898633
2013-09-23,0.00015558073192948447,0.09178838122946585,4.892920042676791,-0.0016104130076723955
2013-09-24,0.00010184106703017289,0.8511361230702604,5.248069316055653,0.0032181028545270607
2013-09-25,0.0001910969672340708,0.20770217217546727,4.006561195565906,-0.0016076898468546652
2013-09-26,0.0001636710254607098,-0.1971786142806656,5.621562472223197,-0.00040220365215049014
2013-09-27,0.00012214243005004717,-0.8891303265008498,5.070171027917414,-0.005245175223844711
2013-09-30,0.00015259147610533196,-0.8691807312718782,7.493447286694735,-0.0008092175314780015
2013-10-01,0.00010049030760321477,-0.1085924852707841,7.866419426893499,0.003637229810478093
2013-10-02,0.00014682300492133425,0.7059368043485558,10.708819002427974,-0.0016152777589804046
2013-10-03,0.0002717111112761588,-0.49642013059394446,4.153381197024105,-0.013832480291883886
2013-10-04,2.7785316280557628e-05,0.6409568595784783,8.853651726099763,-0.0004098930785660926
2013-10-07,7.125800054115737e-05,1.8794851782903665,13.366077240488767,-0.01819746284648982
2013-10-08,0.00016524547913821278,-1.6461610086067417,10.01551177680829,-0.011754903292152008
2013-10-09,7.878975697063569e-05,0.7342395843317039,5.867382486492914,0.002109423579399916
2013-10-10,0.00011744993359412774,1.0903155167147824,3.7457969561231335,0.03803677422026652
2013-10-11,0.0001397614529391889,0.5970579315833758,3.3905289832367593,0.017293909079345138
2013-10-14,8.847922416886392e-05,-0.3745159152967164,3.4988415912309314,-0.0011970339625650972
2013-10-15,0.00016961029241285128,0.05672974102907558,3.896479008773625,-0.0060059992045244925
2013-10-16,0.00013564602542943862,0.729931095759441,7.578266850386951,0.009990066543543286
2013-10-17,6.860701389767415e-05,1.062451488720449,4.426743127354459,0.005551179390207661
2013-10-18,0.00024364596631591023,5.060374769730821,37.39559958662631,0.0019750914235197037
2013-10-21,8.062695487797537e-05,0.9755115463288115,6.004680492616074,0.00039469088873556046
2013-10-22,8.216743319119773e-05,0.4033644894099301,2.5275602455885604,0.001576638552872378
2013-10-23,0.00017250015543791226,-1.7687245265005913,11.541246558079115,-0.0011822786784914108
2013-10-24,0.000422925424213028,-1.3486367712260725,8.787284679678379,0.0082466164416366
2013-10-25,9.278149863778669e-05,0.4137900257989463,4.855834558953234,0.0162920603871477
2013-10-28,0.0001175700996842077,0.685856340627794,5.731356919514439,-0.00038492706513792996
2013-10-29,0.0001519469019993058,0.643878931304488,5.1805491142492786,0.004991552623417217
2013-10-30,0.00011291025413155017,-0.6027959963175106,3.0731560430972507,-0.006146666875500362
2013-10-31,0.00013183068569794432,-1.6480523362314463,7.250845415407542,-0.01006981772823723
2013-11-01,0.00020522001453012172,1.1703893411114195,4.994068862377974,0.004272639288834146
2013-11-04,0.0001583066478897074,1.632515352633105,11.55690914205527,0.008141111014674518
2013-11-05,9.660206462668705e-05,0.9801819845508669,5.12960969588129,0.0015430510680634058
2013-11-06,6.722681992744496e-05,-0.052337704027043574,4.234433244962234,0.008063136424996564
2013-11-07,0.0001814886459473326,0.8346891647902704,8.028234465943669,-0.010378735104346504
2013-11-08,0.000520661183364031,2.1183200594069733,11.368228615640682,0.03194194996118327
2013-11-11,0.00012145761872592764,-1.746099391882079,6.345577353076812,-0.006759370324799008
2013-11-12,5.394159953270023e-05,-0.24486330493529437,3.0239887465914914,-0.003396958895951041
2013-11-13,0.00014927661246690223,0.24060245825879165,4.216252153846233,0.009032914858162044
2013-11-14,5.556147017170286e-05,0.36560523276035356,3.6082995436833176,0.00037458406931811794
2013-11-15,0.00015709126174519037,-0.16365256360985633,3.9806831396649067,-0.0033766513440749435
2013-11-18,0.0001014463034551088,0.24652357985986434,2.9264994447423898,-0.002257229598222832
2013-11-19,0.0001378538789792222,0.6768231667999476,4.234330870360572,-0.004908297330428191
2013-11-20,0.00019826939904363594,-0.1660004937920361,3.7020411205275243,-0.004172466375542694
2013-11-21,0.00011557921267967697,1.6801041354306208,5.104691176225985,0.025517402370703657
2013-11-22,7.039510670834493e-05,-0.5107903000880555,5.091655253825681,0.006647128256126678
2013-11-25,9.149372060061775e-05,0.7829827264128365,4.159839929924847,0.008429349783107831
2013-11-26,0.00012796038907931574,1.5449779176146001,7.546689896014352,0.0032794146779639988
2013-11-27,0.00014200006991022334,-0.047604396206211035,9.157358183223382,0.010133995952402497
2013-11-29,0.00014725723732810604,0.46756128584840245,5.621108828739354,-0.0018021207291289976
2013-12-02,0.00016413239338190796,-0.7692948941417687,4.00186446884901,-0.024467131896798833
2013-12-03,0.00025149881317053813,0.48997509000282763,4.773103266813645,-0.013397977835426289
2013-12-04,0.00021613992299061573,0.13456237377563982,3.2547488440155234,0.0011234143625880044
2013-12-05,8.366140488659146e-05,-0.5865712721470338,3.432991398021822,-0.002623404498673043
2013-12-06,0.00023737969380465304,0.28941454297460034,7.856226220142881,0.010823123380440336
2013-12-09,0.000161944443865487,-0.11525353970193156,3.7227546880230884,-0.001114358601602028
2013-12-10,0.00022850717012931233,-1.1205843765397083,4.306538590541226,-0.01875496538950161
2013-12-11,0.00017090107997838388,-0.3701355508521845,2.696425011644671,-0.012573977280888826
2013-12-12,0.0002064993832436226,0.14353946880568716,3.478159455941299,0.00687801415009659
2013-12-13,0.0002468515409506646,-0.09991653026452446,3.5219086979689695,-0.006494797669482466
2013-12-16,0.00016251690968558015,1.0855161808659652,4.95741094025499,0.02348602085632523
2013-12-17,0.0003429375524845777,0.5345393864917823,4.8294039417149985,-0.007516021496166925
2013-12-18,0.00044546222844499836,1.3383037635621702,4.749987853219096,0.021273278972592458
2013-12-19,0.00014095197784020366,-0.24761887951268033,3.103760730447739,-0.010020180626076236
2013-12-20,0.00015693831535549125,0.31132940265945486,4.8585090109738145,0.02213267433954913
2013-12-23,0.00026031661468179935,1.4018855316092143,7.063496013732738,0.030539558788748256
2013-12-24,0.00016905237838367392,2.3000663356857123,10.28687506627544,-0.008528861251596354
2013-12-26,0.0002260182314245046,-0.725995609682706,6.915032779858401,0.00604890784822576
2013-12-27,0.00020598058977376208,0.30476047368569437,3.2902219018694137,-0.00998229216428781
2013-12-30,9.05728600666259e-05,-0.3215664897141209,4.049896845861521,-0.011894244074584392
2013-12-31,9.899072967131909e-05,-0.3671542464139388,2.905006631640727,-0.0032686551367544503
2014-01-02,0.00018375974403197234,-0.1939923069808237,3.9182241727978595,-0.01060522669655306
2014-01-03,7.586877971325773e-05,-0.22406653369314924,4.420587615652454,-0.0073803676815207275
2014-01-06,0.000122231651909752,-0.5842000920337131,3.855387951425926,-0.0007407338499056948
2014-01-07,0.00018190749639575965,0.3945917249161048,6.0731014450288505,-0.00037098310351924013
2014-01-08,0.00021875153186426028,0.08991361250476818,3.047633808817436,-0.010061339108134781
2014-01-09,0.0002439659945836755,2.035621625948669,14.888844297961077,-0.002249653549713404
2014-01-10,0.0002607785454114803,-0.039372082708850197,4.350512536744233,0.009340467392215945
2014-01-13,0.00018268286556430766,-0.06300544971819641,6.545844029750344,0.001486447820738146
2014-01-14,0.00023645750951572535,-1.1502755838802357,6.39821533210945,0.004815609208213001
2014-01-15,0.00015243737327931762,2.466918620063295,15.909494724066718,0.006262874182826561
2014-01-16,0.000155273445442807,-0.31354047850632,8.449634505426806,-0.008482688992720533
2014-01-17,0.00013056406473665119,-1.0567615576653329,10.512187197089423,0.014341368979847058
2014-01-21,0.0002850300322203758,3.5034279675256443,22.18595248505511,0.024879523882841426
2014-01-22,0.0003215270807421133,1.5717991736055845,17.297403200182043,0.009216724524290232
2014-01-23,0.00047898483415425663,0.4967271009822034,2.883018701610775,-0.006371829491710113
2014-01-24,0.0003787175150204547,0.5270573911521028,3.1330461223340413,-0.005340963090866513
2014-01-27,0.0004018819317692309,-1.4526282381419362,5.4251274369563065,-0.03709512314352681
2014-01-28,0.0003333781125582697,0.8096581295636498,7.227633768992414,-0.005200563302112382
2014-01-29,0.0003272169809846934,-1.1483432691251612,6.198634133300551,-0.024506407749511183
2014-01-30,0.0002199191345404569,-0.514909515715235,5.819219929647594,0.011762677073005712
2014-01-31,9.752658968374633e-05,-0.16232945937096732,3.7429426321364274,-0.015203582847961528
2014-02-03,0.0008125284583972909,-1.9379021031322465,11.226862797814682,-0.030074475783612442
2014-02-04,0.00033912065605188707,1.5521124346567723,8.401482845276561,0.00198060049068971
2014-02-05,0.0004566318416363467,1.716252354598672,11.57533271268154,-0.009542651275342706
2014-02-06,0.00019545404699151565,0.39614334215211905,4.177181866382317,0.01585424456553186
2014-02-07,0.0001987943099982817,0.40944954127606187,3.639569230023871,0.0035329481932273588
2014-02-10,0.00024216874981955916,-2.010495539344265,13.097392700451907,-0.007078422376138427
2014-02-11,0.00014389180878346633,0.8891495653313819,3.7695943954402766,0.016826864649466255
2014-02-12,0.0002509680363538731,1.8730076216655023,10.81639184000376,-0.008965322379594909
2014-02-13,0.00016956026685492314,-0.47683645492692467,5.176743397433273,0.006634187415509363
2014-02-14,0.00017728071032755248,-0.04000353294499207,3.548543599520313,-0.0015568283763149893
2014-02-18,0.00033795213288071986,-1.7765917634973967,9.844817238591682,0.011233705684642992
2014-02-19,0.00028570608345127176,-1.463930440209393,5.834249794467075,-0.04008378917027411
2014-02-20,0.00029997817080414807,-0.6967730021816652,6.757051524893938,0.00440068029851437
2014-02-21,0.00024361360624593667,-2.6841679075524736,14.453756595642334,0.0051764201338895255
2014-02-24,0.00030867102902870007,1.1919311698030086,6.5925314849505545,0.020440831499743073
2014-02-25,0.0003571096133367628,-2.4683400235123663,12.88484445029845,-0.008204763323198527
2014-02-26,0.0002231774488697654,-0.3472143243408631,2.649478860626488,0.014024444337678688
2014-02-27,0.0002740360715379152,0.4306976011512778,8.107442573785718,0.0061704583546560166
2014-02-28,0.0003594958630269127,1.2088050525675331,5.63557635206768,0.008041472577090314
2014-03-03,0.0002573726177832676,0.573679958880494,4.655474093156043,-0.0011447581699788323
2014-03-04,0.0004350917118889012,0.7302904419516196,4.090277962902879,0.044069768642224005
2014-03-05,0.0002471149939820064,0.49399840234788556,5.0123405085541135,-0.007702291208299794
2014-03-06,0.0003024104080916108,1.506403913373911,8.432210661842984,0.012804536541413558
2014-03-07,0.00020847156024716545,0.374490803426786,3.6660644152323925,0.009406366468909244
2014-03-10,0.0004316120897284526,0.9295085624285174,9.100227214589358,0.01536561426979155
2014-03-11,0.0002571036993987954,-0.7175306508475796,5.763267301960156,0.0010635195727788371
2014-03-12,0.00027161414142104533,-2.0717442596417928,11.38376409671695,0.004594303372022601
2014-03-13,0.0002807279484301302,0.6598307075215439,4.378098754142322,-0.00388617813026082
2014-03-14,0.00023436680144660535,1.5612409959843785,9.718364621466888,0.004591252706281246
2014-03-17,0.00019790988960262138,-0.16771132896716195,3.5821362686396854,0.0052715583470086536
2014-03-18,0.00033448888430964144,-0.3505229754953639,8.577324575446545,0.011500383384361434
2014-03-19,0.00039738739305132225,0.5781478476204359,7.657212539246483,0.005183956372245557
2014-03-20,0.0004495519311661215,0.8512806270098686,6.795750263006759,0.02653227784042622
2014-03-21,0.00043291179002258464,-0.2129418972704005,3.0333671594191394,-0.0020161692667888254
2014-03-24,0.0006523827946846122,-1.8800582820700504,8.172802305894484,-0.026931868231026
2014-03-25,0.00038342560926546936,-0.22466632146856877,4.356115435977716,-0.0034615021757438136
2014-03-26,0.0003016403561735624,0.6316405037329906,5.7199163062866365,-0.019254985293694293
2014-03-27,0.00020730356675002833,-0.6289632417617647,6.099722890670198,-0.01066113595657825
2014-03-28,0.00016432962413145537,1.2934778005134369,7.807107331799569,0.0
2014-03-31,0.00034230237884838333,1.4654391825925035,6.580027926265535,0.018758518268381152
2014-04-01,0.00026580788007756514,1.0954985386289877,5.783077485884661,0.02527385141991534
2014-04-02,9.591312161473952e-05,0.0926088669547938,3.6028281218506057,-0.011346248776698431
2014-04-03,0.0002230155256486823,-0.5198562194852241,2.8035298544795215,-0.003116756310684199
2014-04-04,0.000787249658727027,-0.45218565086170787,5.632637735865937,-0.02138582059308325
2014-04-07,0.0009169658776952077,-4.680263238830518,34.439568254505176,-0.0014181815359952665
2014-04-08,0.000491747742515315,-0.626680529009368,7.71124048143028,-0.006050931503000179
2014-04-09,0.00019330821546810787,-0.30801570915729587,3.1895674981935787,-0.001429136415551202
2014-04-10,0.0004109922287942884,-1.2662726595429465,4.953517446626475,-0.036036562910333636
2014-04-11,0.000534661093447781,0.07117140054016656,3.77788016997593,-0.005575254926793338
2014-04-14,0.00034518926706040887,-0.7295049258437416,3.9940032157108196,-0.0003728623747005777
2014-04-15,0.0007266605127930635,-0.9987453362299387,5.425183589713239,-0.004484112441552224
2014-04-16,0.0002801967458671371,0.11284545625160562,5.474432576785836,0.0048569748162528015
2014-04-17,0.00035740167533146385,-0.10153630337825846,4.364257871730796,0.01956142034861763
2014-04-21,0.00033703895303375414,-2.6672747436593887,12.286656243977902,-0.011764721510794995
2014-04-22,0.00029845446509994003,0.11460381104614387,3.7811992849465415,0.009569247328014452
2014-04-23,0.0002865975533623162,-0.2019281128445169,5.605468419782104,-0.010679352432024558
2014-04-24,0.0007817352322535183,-1.1194214144171881,9.635107256559033,-0.03965047424316115
2014-04-25,0.00026670674906503566,-0.5532936699690336,3.074906256274737,-0.017094184617570285
2014-04-28,0.0005914434646310588,-1.3559993420393572,6.445541662786967,-0.011032623010864828
2014-04-29,0.00033472281428092326,-0.5576864527831673,3.2145917586924178,-0.00915426878951564
2014-04-30,0.0005826816620307314,-2.8334341539548444,17.141578647537273,-0.007625879349319575
2014-05-01,0.0004215965883353006,-0.2528894239551648,6.471810827753628,0.00361935509976119
2014-05-02,0.0005377955813888404,-0.038661603059515555,12.11884721902576,0.003606655090474753
2014-05-05,0.0007530313870257519,-4.502711822069509,33.99078012115088,-0.006047270488067635
2014-05-06,0.0002353816885404508,0.015992448944739966,4.129205375868189,-0.010977979854411846
2014-05-07,0.00047727982933445413,-1.0353223290558673,7.27830386062168,0.01259428533259177
2014-05-08,0.0001833927779659903,-0.22614209207637456,3.4455193605560916,-0.0032350944269747828
2014-05-09,0.00031865828738211635,0.9136942926622337,4.339970080111153,0.014475532362693055
2014-05-12,0.00027513451592309007,1.0176359636784351,5.276110757928564,0.017804656039750455
2014-05-13,0.00016333458753333706,-0.6401586060416081,4.827405820120463,-0.015014036152462662
2014-05-14,0.0004032816856650816,-1.494874665342537,10.966111230694262,-0.028261970778730383
2014-05-15,0.0003655537516897297,-0.3074559895881992,4.160870031154054,-0.014851857547330205
2014-05-16,0.00019134978174016747,-0.31475009381868113,2.6717516540519632,-0.004999815258704299
2014-05-19,0.00019438719272527608,0.7881837621878626,5.319020335860579,0.020261226733033766
2014-05-20,0.0005587982893970061,0.20449159640214742,3.9626454387531926,-0.01194174776629131
2014-05-21,0.0002458044643068263,-0.6689935778474649,3.667179273277521,0.010713031724425726
2014-05-22,0.000106034630741613,0.38159698494227545,5.107513317820345,0.004497915368859129
2014-05-23,0.0001282100205562445,-0.46721595003969996,3.9298881170613216,0.007722141396761195
2014-05-27,0.0001775757678491623,0.4442861856190106,3.138465435228021,0.01725913231186116
2014-05-28,0.0002773022229918033,-0.5775533853488855,5.332899569769133,-0.010400117612946236
2014-05-29,0.00016358881264218224,0.6669583859075366,3.925757679231276,-0.0048367561377666846
2014-05-30,0.0001606271357391956,-2.0963136806164506,9.052305078395674,0.0008077597438220785
