,SIGI_RDVar,SIGI_RDSkew,SIGI_RDKurt,SIGI_DR
2013-03-05,0.00014765755949510626,1.7461135287971938,8.172473001343464,
2013-03-06,0.00011622652311767642,0.29900316588630765,6.312102255601342,-0.0035648052264107832
2013-03-07,7.65437366986141e-05,-0.1450626616952206,3.536437870575071,-0.002234736921766789
2013-03-08,0.0001443193276192507,0.7593298318500307,4.901498378722319,0.0031271669003820612
2013-03-11,4.6604626038393044e-05,-0.6709955966828893,4.96879785173552,-0.0013390659865679666
2013-03-12,3.7699812154128155e-05,1.966597102042559,10.423566623208172,-0.0026832782866370586
2013-03-13,4.1850077245394205e-05,0.7478887598127938,4.563161228598067,0.008028525478097404
2013-03-14,4.7956248999289327e-05,1.4716260731184698,5.780404463591195,0.010605439324464339
2013-03-15,7.162957041134655e-05,0.8741466380817954,6.502663236927811,0.012666736900701636
2013-03-18,0.0001064321251455579,1.156876409434956,5.272567598534766,0.0021678362862895817
2013-03-19,0.00012938690265747432,0.26808452616018286,2.920907336911472,0.005614384415069562
2013-03-20,0.00013460688099478622,1.597743312751766,9.219971179753518,0.008149113352278192
2013-03-21,0.00010207378037234274,-0.014766274312709701,4.058404550056498,-0.0017101716739280626
2013-03-22,4.135846349347107e-05,0.7454158429255049,3.110738305233891,0.008097392990489727
2013-03-25,0.0003927590325725213,5.037058151024729,36.426229559779216,0.004658169208650698
2013-03-26,6.950500975966273e-05,0.03810009646568513,3.3258542668286815,0.003795063613967198
2013-03-27,0.00014458486312523685,1.477537185642111,7.251043548745852,0.005874958199756364
2013-03-28,9.911142951170499e-05,-0.1818150914239139,4.04821520874663,0.004591780421101532
2013-04-01,0.0001699925599206506,0.5843402117757045,5.379851108798933,-0.008364847314076496
2013-04-02,0.0001241058240461631,0.8073287242492451,5.004750752502174,-0.002522772598423373
2013-04-03,0.00012551357273072705,-1.5275032836959925,6.8614760546067055,-0.017414154694980866
2013-04-04,0.0001091879166090051,-0.21387134797844032,3.807385251857615,0.0072572125813796795
2013-04-05,0.00010560409141909837,0.16993101539038272,3.586500209030509,-0.0072572125813796795
2013-04-08,8.232419172214377e-05,1.2361166282871416,6.979723105269164,0.02287253008886614
2013-04-09,6.575129651128279e-05,-0.29213962630203316,3.804454653440168,-0.003355554207519429
2013-04-10,0.00016910271027575634,-0.2278719234749678,8.260259564772689,0.01666710834073193
2013-04-11,0.000125195865149268,2.56770977033291,15.480580015047325,0.0008260331612426342
2013-04-12,0.00018128766348312565,-0.04056428120969586,4.849149115591698,-0.009124932060733393
2013-04-15,0.0002907197296306164,-1.126072754880211,3.5813122674302975,-0.033901622423721633
2013-04-16,0.00016613013642603647,0.25361309889621086,3.145673628469283,0.020478759203201857
2013-04-17,0.0001955237866376049,-1.1358576046605993,7.864639581289986,-0.013605678008945965
2013-04-18,0.00017977740611656518,-0.3990714264402031,3.93646315812319,-0.0042901543769313655
2013-04-19,0.00015040850829343137,0.23313159758124288,3.3879931889385393,0.016627970075285603
2013-04-22,0.00019177118693326518,-1.8351657545372317,6.663018152998968,-0.004237250958129657
2013-04-23,0.00021538542940236256,-1.5087206613120392,12.59163506084827,0.01391532125551942
2013-04-24,0.00016949571091611626,0.5891123585169096,3.6149262386227607,0.001673861470514737
2013-04-25,0.018143937305113697,8.59587282048524,74.60955753696149,-0.017714676548889585
2013-04-26,0.00011170539364179599,-1.526623740871418,4.828659563132237,-0.007689046649280051
2013-04-29,6.143511857845276e-05,0.4941631744963573,3.746776610420814,0.006411746304443078
2013-04-30,8.560757591830334e-05,-0.20886764265854807,5.300741736293101,-0.0017058424899687452
2013-05-01,0.0001945426740314039,-0.349542203517267,4.409743923163609,-0.03165218726691066
2013-05-02,0.0001110206026583718,0.144825418378058,3.4602832065564084,0.014432778628532983
