,HAE_RDVar,HAE_RDSkew,HAE_RDKurt,HAE_DR
2013-03-05,6.120532923068377e-05,0.16736627574375312,3.1334378984813145,
2013-03-06,7.710500104986278e-05,-0.40409116456797395,3.3245046032771515,-0.004805415244257372
2013-03-07,7.186834066824613e-05,-1.0662826033199957,5.933585460561815,-0.005554874740695492
2013-03-08,5.989882902920161e-05,-0.40752477552233923,5.686351466541773,0.006517826175686192
2013-03-11,0.00011687231338192618,-1.2284516200416729,8.411634350204679,-0.0036157927351481156
2013-03-12,8.222191156842915e-05,-0.7743521901821413,3.5888420864403128,-0.013860404261011094
2013-03-13,8.403714566196602e-05,-0.035539161662753366,6.067862364056911,0.007561982429285852
2013-03-14,3.917963881988922e-05,-0.22269812459557564,2.884157152352461,0.004606578527871719
2013-03-15,5.8150091319489816e-05,-1.8193999043955154,14.315747971079727,0.003862872983030119
2013-03-18,5.598137502892964e-05,1.6234126321613753,12.281018216497822,-0.006527280517843792
2013-03-19,7.26179467443395e-05,0.46816685279068315,3.3799156817122884,0.0029062263832968505
2013-03-20,6.51368693478797e-05,0.18818632790593123,3.5286648545510504,0.0036210541345469416
2013-03-21,0.00017422092724008769,-0.10517048671372758,4.729950926498653,-0.009442002001883942
2013-03-22,5.1281890884342764e-05,0.23636760014505073,4.327502382697259,-0.007569368334456872
2013-03-25,0.00010660053700458281,0.931827223654462,6.589365068488563,0.0007350974147621869
2013-03-26,6.766732063419429e-05,0.07480587952334979,4.707245615313473,0.010960942633426729
2013-03-27,6.367948494179627e-05,0.6470600412170028,2.895468746166434,-0.00024225318400983298
2013-03-28,6.030251019370105e-05,0.17093150487437922,3.1450572172443874,0.009405592068335356
2013-04-01,0.00012524636122801026,-0.0851843705445531,3.054317052314184,-0.0012008888052918998
2013-04-02,0.00010812250562068606,0.12708270056394735,2.730077817426847,0.004555768579731279
2013-04-03,0.00011844908886796055,-1.0401210475064955,6.2612364152290505,-0.019080424971891663
2013-04-04,5.902339943802229e-05,-0.842920857487811,3.4249805837577534,-0.0066054307449134875
2013-04-05,7.108851298657875e-05,-0.75479978657943,4.600680551411522,-0.01036283612734712
2013-04-08,5.084543429126116e-05,-0.8154210754754331,5.107128873997866,-0.0017376198985408209
2013-04-09,8.167065559669048e-05,-0.5663541860926642,3.690766565879021,0.000993320158737987
2013-04-10,0.00010453162225074571,0.4377152939147393,3.522444833736581,0.018931111922079857
2013-04-11,3.224632339003264e-05,0.10982277448835828,2.992897631655313,0.002918265654253016
2013-04-12,9.600860818800613e-05,-0.7341639858800276,5.7291573034055245,-0.004868558788889477
2013-04-15,0.00012274606632626492,-0.8042555159746706,2.672783732260634,-0.023954769929114494
2013-04-16,0.00010950615700137942,-2.281997223143904,14.989576940795542,0.002994836316199123
2013-04-17,0.00016313260448095587,-0.2548505357625515,2.8644979715425087,-0.010017639371330933
2013-04-18,0.00018558536361435024,-0.1546163827790322,5.886893446518879,-0.016239890021644054
2013-04-19,0.00010436035347903341,0.2080325372172657,3.520569097359505,0.01548453307719777
2013-04-22,0.0001014360953332169,-1.7865647025183105,8.673622662579875,-0.014461751103900689
2013-04-23,0.00016581377172808617,-0.33819668560591837,10.612520386228917,-0.0012785834265072182
2013-04-24,6.183719938162831e-05,-1.3461039998535111,4.276576403693297,-0.012099542175482814
2013-04-25,8.24392483521341e-05,-0.2511429594942163,5.129233277106097,0.00516663497119918
2013-04-26,6.077183812073233e-05,0.0421537361148335,3.2448377724975925,0.0061648795301305626
2013-04-29,5.1357380285129175e-05,-0.9293807995110559,5.83552725507373,0.0030682459407542773
2013-04-30,0.00015232439699947213,-0.9766856225081705,5.148262285928605,-0.017252855324515703
2013-05-01,0.0003593730203998791,-2.4256659336892636,10.441017165079138,-0.019672765598705233
2013-05-02,0.0001256798911011449,0.4546622488244893,5.872198874155973,0.005547471703173823
2013-05-03,0.00013104637826305456,-1.9462830825342001,12.947813776475195,0.013345795360277357
2013-05-06,0.00012319912925507244,0.29827866386319835,9.049228971134088,0.008799228388884917
2013-05-07,9.368727464402039e-05,1.3304445574481467,9.206839011942664,0.009743615547456841
2013-05-08,8.120883135876288e-05,1.506261851011452,6.015630568278573,0.010660050185148595
2013-05-09,5.2588163618788845e-05,0.2539877872813948,2.7655217247679595,-0.0025278830767732074
2013-05-10,4.096891101282589e-05,0.057299248463840484,4.053089579922096,0.007313133361561697
2013-05-13,3.4711346710976396e-05,-0.3647060280376399,5.025122931753116,-0.005542896459774127
2013-05-14,5.588457600113223e-05,0.21911531286657268,4.694570773282525,0.0007576461749856378
2013-05-15,5.950866462830025e-05,-0.31080777206647103,3.525031189587687,-0.0002525691245920392
2013-05-16,7.836180932882938e-05,1.3802338995933192,5.166247253930137,0.0072965730929923645
2013-05-17,0.00010969473421791356,1.266288991312984,4.38490916572636,0.030855219069191975
2013-05-20,9.888217251127932e-05,-0.45636863909022135,6.74878753859333,-0.002677377835883288
2013-05-21,0.0002112758652849814,2.5707865114591804,14.831085853094828,0.018832087204512238
2013-05-22,0.00019341341835210586,-0.2900908346153542,3.3477367644872027,-0.012273093532284562
2013-05-23,9.936004401423564e-05,-0.5475210904835992,3.562182361030268,-0.0004843788054111897
2013-05-24,0.0001387549966810263,-1.3582187799313552,9.004002428953957,-0.004856663202652545
2013-05-28,0.00011512138887531952,1.0812708453028355,4.469059476637215,0.017374881861417446
2013-05-29,8.225424344662644e-05,0.3090020114377002,4.05360317482326,-0.0028749181621541275
2013-05-30,8.09672654935738e-05,0.8070966377079773,6.11263831877792,0.00550306449186877
2013-05-31,0.00014837160391089824,0.055808097588831714,4.323106618013273,-0.015146364988479544
2013-06-03,0.00014510015309726043,0.13686943770129045,3.1091189133896915,-0.005343661003110345
2013-06-04,0.00016289614115146898,-0.4309682287561952,3.08510772075805,-0.011020069622707407
2013-06-05,0.0002520989553888146,-0.2869214551342883,4.360807858990705,-0.005679728673256612
2013-06-06,0.00016612938326576312,-0.016427723340666427,2.782769844675468,-0.0044676171488293726
2013-06-07,0.00012684742865123723,-2.142880184401056,14.661772735728386,0.0017397543627661882
2013-06-10,0.00011572559743907669,-0.16565318616637137,3.4250219253288052,-0.0012423656556053153
2013-06-11,0.0002543188919842353,-3.5469318943589694,27.287498843517124,0.00989612232606607
2013-06-12,6.680398032153635e-05,0.18703247036178758,2.534555681175992,0.009555359101550032
2013-06-13,9.646772693788365e-05,1.1498224728538409,4.109994168322216,0.024329804781480835
2013-06-14,6.66392050210471e-05,0.6046472379863873,4.093534694441407,0.005221991329634967
2013-06-17,8.64195706303917e-05,-0.06800352554441959,3.1191559854258437,0.0014193756650806577
2013-06-18,4.640887143491636e-05,1.668066789880988,10.314462831679906,0.009645999028084162
2013-06-19,0.00011053700847386015,-1.3231563351734186,7.253687413840158,-0.008464687567093954
2013-06-20,8.633468379129186e-05,0.42971838357520636,4.744772680991556,-0.01786825468226727
2013-06-21,0.00015205003955056585,0.7811246752842534,3.923327589819883,0.013371785042813666
2013-06-24,0.0001536648827527934,-0.7363269850516762,4.814004631747779,-0.014574406999038558
2013-06-25,0.00014671635323008117,-1.8497337457959302,8.56835664004278,-0.0014450146849065426
