,HI_RDVar,HI_RDSkew,HI_RDKurt,HI_DR
2013-03-05,8.533297497577334e-05,1.4760917594463603,9.255688354557597,
2013-03-06,7.420730189108341e-05,-0.3744191097739209,5.721884191280741,0.002877805276569667
2013-03-07,9.40718805313502e-05,0.2922625000552228,4.175642978238781,0.0012305530168545964
2013-03-08,0.00016418820042454662,-0.6183827032023409,4.862119454138867,0.00286616370484305
2013-03-11,9.691468382135699e-05,0.663592763286709,6.914006455766724,0.00489385976593093
2013-03-12,6.519171790502451e-05,0.1735220719319242,2.7065867996063107,-0.001221174865751351
2013-03-13,0.0001504079593695213,0.5245303056894892,3.676831344336713,0.020522813590561295
2013-03-14,6.941453129170427e-05,0.12939373239335097,7.126337269508748,0.004815640340262384
2013-03-15,9.014893484447129e-05,0.9260570339825749,5.421414845196944,0.006782360066144744
2013-03-18,0.00018422186361760162,0.4835309202111079,5.476314944473037,-0.006782360066144744
2013-03-19,0.00019791847968104822,-0.10651206172660348,3.652472496712307,-0.0008010965385567559
2013-03-20,0.00011040391851200782,-0.19851401964235013,2.6906433666197773,0.0051949236213553185
2013-03-21,0.0001449673193551272,0.48491662829598237,9.274693566041124,-0.0007974924220728319
2013-03-22,0.00017177947264866922,1.3748478884596904,12.759398705620686,0.004378223510852486
2013-03-25,0.00014212908005752884,0.09080280550868644,5.528506742243266,0.0019836187883672807
2013-03-26,0.00013790226671404806,-1.179640140402358,6.285320154207936,-0.0019836187883672807
2013-03-27,7.622196185965402e-05,0.1471529520874016,2.526273697918977,0.0007938296567226999
2013-03-28,0.00013265547812040286,-0.3918713698099977,4.641151443833259,0.0031693462571031894
2013-04-01,0.00024069799419088012,-2.8470186773645874,17.779780770217712,-0.008341399424678375
2013-04-02,0.00017834186068708643,-0.26502013170059024,4.545952086902819,0.004378223510852486
2013-04-03,0.00019131703103140917,0.025759961260083272,4.02849832872618,-0.017224721710068724
2013-04-04,0.00010468378556856084,1.0150583937755433,4.278837090933562,0.003629740797988834
2013-04-05,0.00011507559823553924,0.587176521435722,3.9880948226894026,-0.009708710247744001
2013-04-08,7.531923233500974e-05,0.272605785306088,5.222520275479415,0.014127292889905885
2013-04-09,9.90230916805015e-05,-0.6459905226296112,3.323811140160363,-0.0040159734440572414
2013-04-10,9.836729484744027e-05,0.6958670106783456,3.0825890086387444,0.017155547627801138
2013-04-11,4.0167598958188e-05,-1.5844982686144975,6.157829554102701,-0.011137732843553128
2013-04-12,0.00011031896020487064,0.41731089248112874,4.2395267476207685,-0.005615641582113362
2013-04-15,0.0002130857734688603,-0.5841853407372972,2.9688052029769274,-0.028975601918097116
2013-04-16,0.00015257043579441242,-0.16157434440612822,6.017996632075601,0.0008277666214140389
2013-04-17,0.0004273352745292833,-0.015611769568483267,5.4432197714902975,-0.028537313051607338
2013-04-18,0.00027297764979722627,-0.5274557645993215,5.546722904187639,-0.008980334916452115
2013-04-19,0.00013062053976698983,0.71326277092042,4.408831318612897,0.017458639437635703
2013-04-22,0.00019967360677819535,-0.7905767622840917,5.27314886686985,-0.0012673258085427186
2013-04-23,0.00027932760060574434,0.7331635805912128,10.477817449399016,0.022979861707748128
2013-04-24,0.00027938841730408266,0.9085001658001369,5.10966342234085,0.007407432800119018
2013-04-25,6.347019085735135e-05,0.7377057629253058,3.7463652950238138,0.012630269858442844
2013-04-26,0.00012000974978882518,-0.21031543984142584,3.032964699406674,-0.0077221048760560684
2013-04-29,8.303178412591325e-05,-0.0794455721395102,3.7357479766709196,0.012568314209447262
2013-04-30,6.0848714541257784e-05,1.0706974999558012,3.7029662129391547,0.01241262655884734
2013-05-01,0.00020018429443329443,-0.8160905215698545,3.4713378154723853,-0.031530466576800364
2013-05-02,0.00016112989821254726,0.7153698008602397,4.853207805303629,0.02313897769583484
2013-05-03,0.0010114780459477585,-0.7433178533477909,3.9157879700793745,-0.04977394419368242
2013-05-06,9.85400443210376e-05,1.9232584683423695,8.008628780261123,0.007981573663610408
2013-05-07,9.776269224500496e-05,0.6177759353522575,5.050310285463482,0.015774582917626123
2013-05-08,9.968283456664848e-05,2.500318813884492,14.72315674657675,0.011466030791722925
2013-05-09,6.76391436019265e-05,0.013970917188604506,4.363573475706992,0.008514199558699698
2013-05-10,5.2555012959828395e-05,-0.5323897078506706,4.274236099475371,0.006037557262023263
2013-05-13,0.00014239181644829624,0.38461845490525753,3.7143188185983274,-0.00040152362648049333
2013-05-14,6.207161310639098e-05,0.6971489726140039,4.064155273648989,0.011971353612648894
2013-05-15,0.0001641958324346012,-0.02272474577912757,3.534445092480527,0.007902271167913089
2013-05-16,0.0001537909559819441,0.024370387574833143,3.628074827759913,-0.010682738530410685
2013-05-17,5.9298959311559864e-05,-0.527284133459285,3.348096260071328,-0.004385115433111153
2013-05-20,9.777534774081029e-05,-0.1628991923377958,3.026145250834732,-0.0011993473503797425
2013-05-21,0.00010074704143145227,-0.3566812241085835,3.1369523589464863,-0.004008062791291067
2013-05-22,0.00029198359451429326,-1.125389232601666,5.038051002699275,-0.01701109676950452
2013-05-23,0.00014837149689082824,-0.11087266026173247,4.1689721685515115,-0.01315816196315378
2013-05-24,0.00014096954705498563,1.4850663980325414,6.432240928518753,0.00906478694730195
2013-05-28,0.00010477120846969134,0.429278825835254,3.262638391979295,0.0069488836368005735
2013-05-29,0.00010889028291621279,-0.19065727825908213,3.0947904394398247,-0.00941285425530669
2013-05-30,9.908533984341784e-05,0.198536335633782,4.884631609647939,-0.002882506156621556
2013-05-31,9.52513219150479e-05,-0.7253605856606505,3.9821531991774006,-0.01621329937521354
2013-06-03,0.00026168099856859953,-0.24058483996631275,4.199243616933393,0.010838272315658148
2013-06-04,0.00038837592983121424,-0.9419090109309084,4.457856003194863,-0.0054045473455111015
2013-06-05,0.0002513509604059838,0.16295906171899194,4.310215271442269,-0.015119967270610601
2013-06-06,0.0002481769241563159,-0.13354839696768775,3.3155346845692573,0.002958120960445676
2013-06-07,0.0001768198827684214,-0.3323824275942304,4.567691947214726,0.012161846310164925
2013-06-10,0.00014799556568796614,-0.1406466103138469,2.7561650393255253,0.003744704070158811
2013-06-11,0.00021578947717056007,-0.7888011004510207,4.982167656477178,-0.008759382060197218
2013-06-12,0.000326119529421406,-0.5330347875014488,3.7752422839160804,-0.0019025804856034334
2013-06-13,0.0001603160118578976,-0.1479183757817919,3.605975199631874,0.01010550594100934
2013-06-14,0.00021777843182414636,-1.0484208315700285,4.836944494788553,-0.01010550594100934
2013-06-17,0.00017399275529286147,-0.3436280070568585,4.317604228422411,-0.01965854808649592
2013-06-18,0.00016735854420679155,1.0415479699963572,4.661707689332759,0.020081741350796545
2013-06-19,0.00012576834533635633,0.7357295843289312,5.019672060967073,-0.0004231932643006253
2013-06-20,0.0001948538164733223,-1.3295916143001372,10.537428277294273,-0.01192006102997345
2013-06-21,0.00021211754709928642,0.11050085584851053,4.125053739638366,0.0021390213522431978
2013-06-24,0.0003557613871118939,-1.073622834060119,5.853224267654223,-0.02247257810406733
2013-06-25,0.0002135934313986109,1.1508358321145513,7.396712390519602,0.013457924111380581
2013-06-26,0.00016821483828872302,-1.1931670786398147,4.844069740263524,-0.0038885508896537857
2013-06-27,0.00013282645882932157,0.11588353016992192,3.2843702070526963,0.01716776172784229
2013-06-28,0.00023901771470331327,0.05556570994178176,5.529502796873551,0.00889626518517117
2013-07-01,0.00016019315797800824,0.16055602080181178,4.004957910930406,0.010906157323135268
2013-07-02,0.00019471941563371068,1.282988678640389,9.880079973052037,-0.005018508409474265
2013-07-03,0.00011630472414629001,0.7024430635685176,3.365527319958198,-0.0020987614156715573
2013-07-05,0.00015744964676063115,-0.08615831559809216,2.5291232393228373,0.00041984001718464725
2013-07-08,6.921466608186218e-05,0.34116937811373516,2.813866260710017,0.01169129912245559
2013-07-09,0.00019281565448452944,0.8963021604531421,4.752072152545056,0.015651029466925426
2013-07-10,0.0002117233291263154,-0.6684298326079827,4.008459114654519,0.010569257456246373
2013-07-11,0.0001324483970283025,-0.6777076471053326,3.7206732305879187,-0.008120020612777168
2013-07-12,0.00015130398302916145,-1.2745328646712042,7.875520446729338,-0.004085216071032516
2013-07-15,0.00010036157143144743,0.4460488314448149,2.5604916908641195,0.010586380214999025
2013-07-16,0.00013291095607155656,0.45587936172004,3.5872642365393768,-0.0044651639153863165
2013-07-17,7.627540521642688e-05,0.6539523158063636,4.398946506754559,0.006488393610532217
2013-07-18,6.385452378356047e-05,2.667881015496675,13.541090050384026,0.010454284063968977
2013-07-19,0.0001535732214732781,-0.1680652623176955,4.440409514114086,0.0007998988634851933
2013-07-22,0.0001181828394299825,-0.42577749544914034,5.01533163544672,-0.0016001676537675813
2013-07-23,5.689490182142345e-05,-0.3182360266408505,4.5129306894751515,-0.002404927216601127
2013-07-24,0.00015054335322206312,-1.3282264684799623,4.602177064065109,-0.00805804363826157
2013-07-25,0.00021854500470234114,-0.238903535076697,5.691474005837004,0.008860328845958332
2013-07-26,9.049848045924792e-05,-1.2156800396225014,5.027600044252433,-0.009669392387816167
2013-07-29,4.308265921022406e-05,-0.3678858444913946,3.982901478113476,-0.0016207326631980656
2013-07-30,4.213846890871666e-05,-1.18532053409353,5.122783763500739,0.0060641597992030505
2013-07-31,8.304553036654836e-05,0.019154010862556272,2.8008854039573374,-0.0008064905924864973
2013-08-01,9.554946054015314e-05,0.8107349514440956,6.684010694351782,0.002819717528403043
2013-08-02,0.00012194536090640312,-3.2907653159612864,20.353036670462718,-0.005647590530063695
2013-08-05,5.0422812427472545e-05,-0.6237896780369385,4.482654702207501,-0.004866014137661523
2013-08-06,0.00011359325853074139,-0.21461547016505758,7.21997369695554,-0.006525256201589613
2013-08-07,9.972586427105087e-05,-0.6124171881791277,5.6167221222007235,-0.000818797330833565
2013-08-08,0.00012014673758619125,-1.3526329475768966,9.48509272299845,0.007344053532423178
2013-08-09,6.056470083649208e-05,0.36827570636717094,4.564169514245671,0.012121128389822378
2013-08-12,4.8449918787615816e-05,1.3629625634674054,6.562103956237796,-0.003620750658013705
2013-08-13,6.160752423785166e-05,0.3529673502138913,3.7455419541143344,0.00442368004411442
2013-08-14,7.54315581979812e-05,-1.0143608556107586,4.209805416815436,0.0
2013-08-15,0.00016745426107328282,-0.08119270286144734,4.636595351787877,-0.012111386464181084
2013-08-16,0.00015360617219801584,0.22884269687489112,3.4793615254274117,-0.006111332275485992
2013-08-19,0.00011624056413686575,-0.5789498327224764,2.7653437644581813,-0.016066175598504095
2013-08-20,8.645901241365079e-05,0.3144247730581397,4.475839849585973,0.005384154082126447
2013-08-21,0.0001844805912805364,-0.6691782234841646,4.0265764743615025,-0.008712011346341253
2013-08-22,0.0002122215774318758,1.8291018546386,7.909893110822139,0.025505365138204894
2013-08-23,9.589314488650488e-05,-0.9260554239301081,8.833097293640618,0.0032442792840616796
2013-08-26,5.048730410047448e-05,0.3973995066547144,4.242553609467632,0.006054187820372814
2013-08-27,0.00011394427351916345,-0.2652474819216692,3.191336120956329,-0.02155857092663105
2013-08-28,3.846455478638603e-05,-0.06540810403575877,3.7077964108268224,0.014288988661582458
2013-08-29,0.00014021851824795522,0.6170827576468548,3.516780109850276,0.014886451368452125
2013-08-30,0.000112513875339217,0.05256318016142318,3.517985924746404,-0.011245099868252062
2013-09-03,0.0002043516327869895,0.48238265220291193,10.659511361543842,0.008445680112228793
2013-09-04,7.769546695125772e-05,1.4377093224378323,8.081589107406874,0.008375081705028986
2013-09-05,9.059593291262715e-05,0.4316838431789356,6.383561053995206,0.0011905243153345069
2013-09-06,5.756370421544192e-05,-0.8551956958970616,6.928801956877601,0.006326760070013648
2013-09-09,7.785955375273556e-05,0.5632310349511942,3.746549241155894,0.018356159203542166
2013-09-10,0.00013474395889266383,0.1498407363003085,6.2749986177862,0.025221027606595392
2013-09-11,9.30739147389834e-05,2.5802284350572426,14.507295267085766,0.014981771570549807
2013-09-12,4.029792699371261e-05,0.45722530565455916,3.860367851747106,0.003550956019459761
2013-09-13,5.8053512824310105e-05,0.8174013085051947,3.468405506416381,0.012975098494129256
2013-09-16,0.00010069030150515503,0.5726912454134043,5.825946173214292,-0.003320450747718251
2013-09-17,8.497760057063296e-05,0.31953649761113273,9.250457681763217,0.0069971194560394245
2013-09-18,0.00022531702050582563,2.1653506515327305,13.996988061587142,0.011311852319569216
2013-09-19,7.502644090722681e-05,0.2884558640674261,3.75202473626956,0.010826528436508998
2013-09-20,0.00014098345358890346,0.8128912660310051,9.940554506700925,-0.01409750078327221
2013-09-23,0.00015125528611087185,-1.2665990904957776,11.942183299225029,-0.0010927467899288779
2013-09-24,0.00011065561512854678,-0.7816743157053371,6.563308088647422,-0.0036510012099593148
2013-09-25,0.00014280834747655945,-0.11985996193358094,3.2965383847990424,-0.0021970162137230353
2013-09-26,6.72767178023043e-05,0.5132294293821653,3.9354406249055494,0.008395688241061183
2013-09-27,7.413597851257764e-05,-0.35976513176817765,6.674512686321142,-0.004371505197054759
