,SKYW_RDVar,SKYW_RDSkew,SKYW_RDKurt,SKYW_DR
2013-03-05,0.000238049734626873,-0.3979243478220821,2.667372796489303,
2013-03-06,0.0008353116837100855,1.499817766793372,14.227710870881662,0.014251804357330755
2013-03-07,0.00042659024691883517,-1.4995021241612203,7.846500749813497,0.008721949391236716
2013-03-08,0.00029933257170129354,0.743542237483137,4.308718268291489,-0.0020060487242146152
2013-03-11,0.00027651237785193325,0.3912321683704925,3.819600254429308,-0.0013394635910826125
2013-03-12,0.0005541495603597786,1.9490614968992184,15.992724317093439,0.013315693303518561
2013-03-13,0.000168587695392062,0.6208205249715832,3.74862557596577,0.026111120987963865
2013-03-14,0.00029787862737253203,0.37844046909942114,4.605588284392019,0.009618550114316449
2013-03-15,0.00016604015330620102,-0.0771594651104016,2.633178041579191,-0.001916417363547307
2013-03-18,0.0004906079250187573,1.8865624438456092,9.456288181080415,0.028366318736529283
2013-03-19,0.00044580128769361503,-0.19807356604108411,4.0346064530209285,-0.0012437342161466525
2013-03-20,0.0002462169921118815,0.6917449173430181,5.055473658151625,0.0018651200063675155
2013-03-21,0.0001722437531809366,0.28491533059128876,3.0673041108891663,-0.008107298727295209
2013-03-22,0.00020432049277705684,-0.20283976463986708,3.34288911410843,0.0006259874115501773
2013-03-25,0.00040327264913593146,0.19088835115282138,4.043966224563584,-0.01895194048743054
2013-03-26,0.00023822956221224362,0.3828142281693192,4.4001791605409615,0.01081086474392512
2013-03-27,0.0002546973372755094,1.0390506379140443,4.459822914732761,0.013819296883606391
2013-03-28,0.0002586052311707122,-0.6062472097882533,3.738456195897578,0.0012468693771081618
2013-04-01,0.0003098485070421136,-0.5538598320756043,2.5780526903331094,0.003731307082763813
2013-04-02,0.0015906395679787834,-1.1028604769323689,4.620005161668923,-0.08887530209752592
2013-04-03,0.0009146523267069855,-1.0834404281683025,4.436231658071415,-0.05436871078356509
2013-04-04,0.0005982535061323698,0.704113556091854,3.2687322576242495,0.0365721151460594
2013-04-05,0.000588021363914148,0.5074946895231351,3.176626193693115,0.015079232185170266
2013-04-08,0.0006575093486842348,0.4027074677009679,3.112008445805402,0.032790026008366446
2013-04-09,0.0003700544261452031,0.4535847070490786,3.9359142785160697,-0.016595303581408594
2013-04-10,0.0003910443471080951,0.745092834260942,2.9673369336758024,0.02381059815209907
2013-04-11,0.00035809928767453064,-1.6836900131213557,11.36744856322104,0.015564687270622102
2013-04-12,0.00034223223833427954,-1.3323939506529392,4.569314556969174,-0.03071147683695541
2013-04-15,0.0007447963874071791,-1.9712913261962313,6.395984423124602,-0.0779436301450569
2013-04-16,0.00034752793322652604,0.3749249199328459,3.41706298257504,0.02619634837168716
2013-04-17,0.0008992589373054665,-0.5111740587437484,3.1679779108702544,-0.026913807043448923
2013-04-18,0.0006064157604321592,-0.4784694089106557,6.084226444843521,0.0042978783804894505
2013-04-19,0.00045974877075952283,0.1560193016438624,3.7181068591178454,0.02051716781270807
2013-04-22,0.0010004782191614697,-0.6713032111599988,6.050732015518895,-0.017662168462019956
2013-04-23,0.0010170920062959503,0.17537600570713469,5.049190488426763,0.0078098311656948916
2013-04-24,0.0006166812023082403,0.37351368229866344,7.870058702676745,0.007749531568199242
2013-04-25,0.0004343169728812169,-0.03495021912022976,3.7422803228165176,-0.029916955000203416
2013-04-26,0.0004913466486548591,0.2806488664883066,2.834238460327234,0.010071917802710662
2013-04-29,0.00038220653634467376,0.843706978608545,5.445795976752434,0.009262524120039028
2013-04-30,0.0003987053919069757,0.32526863237923626,3.273804563750327,0.01478407965583095
2013-05-01,0.0004404604025417556,0.03187652179345302,4.784951497574371,-0.0219014706701266
2013-05-02,0.0004055172923159717,-0.37371975943273394,4.024124190315801,0.037846319472542245
2013-05-03,0.0003604227977025532,0.39935194917957684,3.6847962860549575,0.010263477390884734
2013-05-06,0.00038563938484752013,0.79147589461296,5.401259872415676,0.008810604550437695
2013-05-07,0.0005924511167353981,-0.5647654447594271,5.899163648743591,0.028601850875978663
2013-05-08,0.0012204944117849474,-1.3387735367572982,8.775870991152138,-0.05943679436809335
2013-05-09,0.00039052470496862997,-0.5985440385250553,3.652885800475145,-0.021097970253467047
2013-05-10,0.0002401963290149152,0.4669029289204159,3.2347734182764682,0.02318330787993883
2013-05-13,0.00028689902329838933,0.5226371289046452,3.314946319575562,0.009675523924320473
2013-05-14,0.00033547759069870527,-0.4359954150782839,3.194158011716931,-0.006901481064077064
2013-05-15,0.0005252906198284004,0.09518355059447664,4.488641826970929,0.0062132768686642414
2013-05-16,0.0006683396628361662,-1.170431690564027,6.413898914699504,-0.02508829826640424
2013-05-17,0.00016333307165298128,-0.10714421848054444,2.6192690802528156,0.0021148137471178607
2013-05-20,0.0002433184319948665,-0.33177661080401727,4.899404392950183,-0.001409354043409472
2013-05-21,0.00034632174822535393,-0.2812063966569156,3.7132612047171625,0.005625980259771346
2013-05-22,0.00034026491796542867,-0.23841548232014614,3.0263124691973307,-0.007743928507618403
2013-05-23,0.0003354783931539636,0.7370616450084857,4.10932873586064,0.025123463510473343
2013-05-24,0.00042547311939065366,-0.160222813108198,8.051796109584503,-0.00830460152868362
2013-05-28,0.00033761671360669495,-0.4191791252849818,3.2448954145082287,-0.004178233749114302
2013-05-29,0.0005139181367525676,-0.8345395550240277,6.776903214214744,-0.017599772890035226
2013-05-30,0.0002335759517585634,-0.5839773185588614,5.25058263525884,-0.007127761136140887
2013-05-31,0.00043698295373845793,-0.3464131633962264,4.049573465312876,0.0028573390244699404
2013-06-03,0.0008746390016721551,0.25696969011680154,4.600676174426942,0.030209350291208192
2013-06-04,0.0007230765329110332,-0.6168453741253409,2.8327617565706396,-0.023810610970271373
2013-06-05,0.0010207581345662309,-0.1483746280077829,3.967698843408957,-0.06364137412604753
2013-06-06,0.0007617858832273011,-0.09292712617993377,3.112417614975818,-0.003783383569332166
2013-06-07,0.00042183925533211496,-0.19123096497751482,3.415527091339416,0.038666496065450584
2013-06-10,0.000268740470281352,-0.2503918148534097,4.190505447429418,0.007267547313443146
2013-06-11,0.0005069883410027784,-0.3231596347616851,3.5077674087100514,-0.004354248477842937
2013-06-12,0.00031720562181859426,-0.07537993205543105,3.3183043338379594,0.013006125402514002
2013-06-13,0.0004003315068615886,0.6787205911898991,4.496864962967597,0.02481504619319752
2013-06-14,0.0005453828396589897,0.6113669221715919,10.328841609767696,-0.005618079062032155
2013-06-17,0.000273978590811862,-0.19471631320343014,3.62937982019085,0.01676020765062214
2013-06-18,0.00019358336642798737,1.155017502745225,6.26961842976371,0.007588922701925682
2013-06-19,0.00029069888709726195,0.3505125628010232,5.929132886262768,-0.018731051290515666
2013-06-20,0.0004039521787471796,-0.2831425195954933,4.396384005736282,-0.0370940181672732
2013-06-21,0.00064161765131589,-0.25097736054035313,3.5722143495984686,-0.010961126411833
2013-06-24,0.00039242320453964236,-0.1103221228303335,2.6391231633274757,-0.008115042399409411
2013-06-25,0.0009071357186864631,-3.799261533181002,27.1118790048967,0.019802411817644305
2013-06-26,0.0004131452645599698,-0.5580127883151526,4.55775166099458,-0.012458747987412533
2013-06-27,0.00025300277071032016,-0.09577177078034198,4.154945456167731,0.02260390824923153
2013-06-28,0.00027689040720268283,0.6730442984533895,4.711338075637836,-0.02408003287359861
2013-07-01,0.000624765352326285,0.9069107371524101,4.039488069426637,0.03269462409785495
2013-07-02,0.000532903957193691,-0.500771628623339,3.4354382600686715,-0.03048136942962687
2013-07-03,0.00034288153738200913,0.17797217968676202,3.7925825620479916,0.011721694354385193
2013-07-05,0.0005831679531202247,1.4205026066445634,5.983786070932825,0.01947415660972185
2013-07-08,0.00025407915055777295,-0.17974083804985397,4.460032143656029,0.0007141960661578572
2013-07-09,0.0002587244796350406,0.8774671754520109,4.042542301041855,0.01698539549480582
2013-07-10,0.0003774803180547126,-0.07039272161501454,3.041186293879662,0.019458485388410107
2013-07-11,0.00029880196017419066,-1.7890825488233688,10.06232962151159,0.008224965471884005
2013-07-12,0.0002356404595038174,0.6056643794906241,2.530845290143385,0.010862457171989082
2013-07-15,0.00023864875909388922,1.2372375411265282,4.71060069638717,0.027964376717074746
2013-07-16,0.0002082661094179349,-1.596373151292132,5.122616476014994,-0.030668966966126643
