,KFY_RDVar,KFY_RDSkew,KFY_RDKurt,KFY_DR
2013-03-05,0.0002513947423484984,0.8904787923761716,4.391064348276581,
2013-03-06,0.0003114701805785003,0.024487190660027778,2.7714508324384224,-0.0005511953211700948
2013-03-07,0.000845618898223822,-1.1218779170329956,4.533584484134757,-0.012759982788739688
2013-03-08,0.0002570102582434529,0.5289567708039226,4.168291294457541,0.014962886211207227
2013-03-11,9.986504482366532e-05,0.014742806914763902,3.381886698142907,-0.0011008737977942218
2013-03-12,0.00019606769600824834,1.5531826378383593,14.104479700359589,0.0
2013-03-13,0.00020525827705720183,0.6013726959828911,4.348440429692858,0.0005507030636149324
2013-03-14,3.411183688633777e-05,0.008248044529273546,5.250589194791416,0.0
2013-03-15,0.00011896909920325258,-0.23717400531922214,3.8886712824145135,-0.003307741207308368
2013-03-18,0.00018191269922240337,1.0139864170545363,4.828649578643588,0.001655008519020118
2013-03-19,0.00031425446859426325,0.7010206233923851,5.784883278919063,-0.01052917003094711
2013-03-20,0.00012432119672578878,0.4853433109562916,3.5872292815398987,0.007769145266296906
2013-03-21,0.00015439786181206466,-0.32127285676148676,3.0039102818227064,-0.007769145266296906
2013-03-22,0.00011019914901208108,-0.0743860631503293,3.040575367416279,-0.008391815615684806
2013-03-25,0.00027147150519966017,0.5061857230293132,5.062727942112454,0.006161002857892228
2013-03-26,0.0001676270799190726,1.5316170464614471,11.292730725109143,0.0
2013-03-27,0.00022954039946673766,-0.4391860920909175,3.0782189825501445,-0.0203054233676494
2013-03-28,0.0002986841901282657,-1.6243741491042938,11.09916911069618,0.01750967216915189
2013-04-01,0.00048764404711709746,-1.6784137861289212,7.400192442975288,-0.04056546214155077
2013-04-02,0.00030405618127345055,-0.6739385360497763,5.524379102252483,-0.01409295760593432
2013-04-03,0.00036819582914429834,-0.03995810406446505,4.803648685897705,-0.0065265358845914
2013-04-04,0.0002652923118708248,-1.100457593759915,9.245528975612427,-0.0005951288194667725
2013-04-05,0.0006624420737620175,1.2348078946234067,12.0506725846417,-0.02228349774012539
2013-04-08,0.0002453107097058173,0.4603017401179782,4.851261470593069,0.021687766184288026
2013-04-09,0.0003841955497393704,-1.8313446829154014,9.532634852899129,-0.013801708196135465
2013-04-10,0.00021184487102575048,0.7854156210526673,7.119451696997806,0.018557776637330825
2013-04-11,0.00011712916485952463,0.04063010079794673,5.6065086158025785,-0.00714279892140901
2013-04-12,0.0003227704052581166,-0.30591467586934284,3.7642196513524206,-0.0035904984392067796
2013-04-15,0.00043464385905598896,-1.2790277261951404,4.759893422517787,-0.02796563273608399
2013-04-16,0.0002514704609949765,-0.6062109202440314,3.548738462125976,0.0018480617125318233
2013-04-17,0.0005520904292056381,-0.9762788564747158,7.108923413853939,-0.014255144863642766
2013-04-18,0.0003727198729285727,-0.6319064137201673,4.647645488966353,-0.015728311753436586
2013-04-19,0.00035991337909443716,0.21690479303084628,5.010275862341977,0.004428896910024349
2013-04-22,0.0010528370557500322,-1.6605185258677486,10.83838793135282,-0.003161683496464285
2013-04-23,0.00035973136861937245,-0.07948013462764011,6.239475688891446,0.020684075642499078
2013-04-24,0.00018530978160313146,-1.2738533433422754,11.772651969656152,0.009261972509976513
2013-04-25,0.00013421541063354017,-0.2981698763158304,3.8622499133820574,0.0036811318548393146
2013-04-26,0.00021892319856242992,-0.9540040657028319,5.478010547755227,-0.01480588943642891
2013-04-29,0.00022570463848636143,0.3755435135898234,4.311800907952,0.025162266426745017
2013-04-30,0.0002227241537184752,-0.8195268574154313,6.916429373929091,0.003025777952725406
2013-05-01,0.0005708184581094792,-0.5769927155393273,3.8138072096142834,-0.04827654836391648
2013-05-02,0.00028155993204246943,0.9540770517603204,5.551749919855287,0.01385395271843981
2013-05-03,0.00031928454489272813,1.574860336660433,6.9545123706201,0.03984583066750247
2013-05-06,0.0002113483007439239,-0.09249497412396397,5.727381581072359,-0.0030091370230467263
2013-05-07,0.00026924189755930057,0.3516487165069343,3.414534772080408,0.010195143499816872
2013-05-08,0.00017612937504033385,0.6512334291950247,4.431135798368711,0.011272688823783739
2013-05-09,0.00010240007675225272,-0.10493602211430585,2.6823008349719784,-0.005917225725156516
2013-05-10,0.00018099386470160677,1.4765720660011852,4.37748035865531,0.03498891744283483
2013-05-13,0.000314589141224237,-0.6336839657398429,4.823106938640122,-0.022017016499248587
2013-05-14,0.0001825921133218804,0.40153505603413703,5.321207262208323,0.01972197084752292
2013-05-15,0.0003986681856950087,1.1146766970770612,4.031476042185959,0.028872621843047952
