,IART_RDVar,IART_RDSkew,IART_RDKurt,IART_DR
2013-03-05,0.00046843530823212137,1.6338294594843508,9.454081563273048,
2013-03-06,0.00023611364397874217,-1.1083325706493197,11.458799169475222,-0.009485757615530055
2013-03-07,0.0002513610249439799,0.3643636244833684,4.618083830816146,-0.0056365793460977365
2013-03-08,0.00017539180565539312,1.6072195501886026,6.891044149593991,0.016573619267636897
2013-03-11,0.00037528791658025725,-1.0648413541002886,11.998611406902308,0.0014493239602022534
2013-03-12,0.00019026462972402568,0.6282787105656605,5.064959434356331,0.0
2013-03-13,0.00017837665273885995,0.7287413752005911,4.9291995515204,0.003854497665509715
2013-03-14,0.0001470416418662873,-0.1510534099860856,5.358559263430766,0.007426120905967615
2013-03-15,9.759380518908408e-05,-0.45812003530143486,3.1375982746471744,-0.00646476541162766
2013-03-18,0.00017411330152104863,-1.579611226193565,6.882598845398225,-0.030734223926050852
2013-03-19,0.0004344745686819532,0.14886722548669032,4.969406448069783,-0.003225309829837819
2013-03-20,0.0001680957783219829,0.6368814685314734,4.714823237553812,-0.0079841741502098
2013-03-21,0.0001579624852095354,0.1839176257055044,4.386805992896313,0.0022519715385778127
2013-03-22,0.000130723437256186,0.22002334628549303,8.221943519232621,0.001997553772775884
2013-03-25,0.0001849455148769592,-0.02536291199416224,4.608902621420803,-0.021175482425998204
2013-03-26,0.00019721595017071608,0.881089486855354,4.237459458082528,0.007867113082209887
2013-03-27,0.00018166388556267005,1.4072386579249831,8.506760712077797,-0.011184763268756281
2013-03-28,0.0001369939293589727,-0.24919712396940896,3.293551610404361,-0.002815821792212514
2013-04-01,0.00013699246797107824,-0.05447347905884148,4.377256788783978,-0.0012824934753239425
2013-04-02,0.0001870888695831149,0.5673163413040684,3.9742805447770193,0.011737772214571063
2013-04-03,0.0004735981001700876,-0.6346290769779848,4.878591229542247,-0.01071160485925926
2013-04-04,0.00018495592891213723,-0.5241194112663211,3.053687306081919,-0.004626068388782212
2013-04-05,0.00012193023022874834,-0.11457334934147707,4.356074688823167,-0.016100062128334258
2013-04-08,0.00011408798901563636,-1.3679034346587473,7.69079181671353,-0.0026212859733143468
2013-04-09,0.00028787550954677705,-0.9234766592045159,6.891011764633591,-0.005263064780387516
2013-04-10,0.00016134016769696845,-0.20335507978309347,3.2813909909884944,0.01258537783119884
2013-04-11,0.0007974854920293708,-0.28922869321959765,5.674691307081891,-0.1179459462594723
2013-04-12,0.00027156132946570116,-1.110869904750519,8.321198896100206,-0.0067656676148253325
2013-04-15,0.00012555374358395836,-0.3768527960688596,2.5279455335503207,-0.0257114903237472
2013-04-16,0.00033534140525333215,-2.7787759726577335,14.896258382815002,-0.03639007751579948
2013-04-17,0.0004211837667229813,-0.45462604214560676,5.481245753478332,0.0031357818106840796
2013-04-18,0.00021982874142193926,-0.2301516900177135,2.640238194405362,0.003125979413292068
2013-04-19,0.00036727529819541256,0.5698262567847989,5.75833022910821,0.016406497087983585
2013-04-22,0.00028679840180969186,-0.8762159495451568,4.4364487370624355,-0.00801477755139679
2013-04-23,0.0005619090646163526,1.5989549828417327,12.274317256304393,0.032879612218817744
2013-04-24,0.0002511079240862639,1.1848010322374793,6.787749561688865,0.002094241603114888
2013-04-25,0.00014095303348858016,0.9882537903169527,4.930049119637578,0.009222138838798521
2013-04-26,0.000250628886477913,0.21578496440698294,5.685739779502137,0.0017752075142638546
2013-04-29,9.620970614854238e-05,2.8892662133944085,15.005516059177317,0.01408887325065944
2013-04-30,0.00012444305110014437,0.3541503350454014,3.6678898345031423,0.0207678649530747
2013-05-01,0.000222524440795897,-0.3265816756579351,4.973234501323369,-0.011773288137487903
2013-05-02,0.0012241710166675276,-4.698999554034369,32.41596068932826,0.010916569511427276
2013-05-03,0.00020828838036825634,0.10054413572686592,3.2296454665882126,-0.008608374536600127
