,GDOT_RDVar,GDOT_RDSkew,GDOT_RDKurt,GDOT_DR
2013-03-05,0.0004547844715818017,-0.7218346950914173,6.305947880902712,
2013-03-06,0.0003099628280792515,0.5862745936892986,6.444365488424217,0.005287520580683491
2013-03-07,0.00025235728488001886,0.5196742344471879,11.098758446416335,0.008533035037948888
2013-03-08,9.475850204370404e-05,-0.2736098574658062,3.432826578602916,0.0
2013-03-11,0.00012710658693169654,-0.45946025639741733,4.958783258340241,-0.007874056430905885
2013-03-12,0.00033615626925517913,-1.099642761774998,5.872245302954491,-0.026703856447428453
2013-03-13,0.00026464333639865194,-0.8260730375115944,8.712338259886792,0.007414931175862005
2013-03-14,0.00014846185422669322,-0.8666634816090864,4.955080666552365,0.012016165942486445
2013-03-15,0.0001300878017469621,-0.47420034488067464,3.201375878578376,0.007272759329080003
2013-03-18,0.000280573387291818,0.6241200191032987,4.57250246570394,0.02729214228800725
2013-03-19,0.0005619972863269311,0.4557851948313106,4.086971728862622,-0.014202950177993223
2013-03-20,0.00039595643775700305,1.6230453041709805,7.028829331958816,0.01868009229043155
2013-03-21,0.0003988455357935368,-0.8590515603184671,14.99516499095799,-0.008974419207333995
2013-03-22,0.00025046915411175565,0.9176509297648779,4.467682180025157,0.010249929584345452
2013-03-25,0.0002142508325899303,0.600158100325272,3.4951194059945676,0.018939960100921915
2013-03-26,0.0005065698448106547,0.09262556155901557,5.303801832043185,0.04822423378795104
2013-03-27,0.00041951057482721735,1.3530840753831654,15.272645430129224,-0.015615992540981782
2013-03-28,0.00013900717007796145,0.8248664609939078,4.95182152478235,0.011435514670063984
2013-04-01,0.0004193877410816851,-0.5565537548966591,4.241079468555052,-0.008413451324424503
2013-04-02,0.00023367397156193542,-0.6578074362192002,5.232649585630553,-0.0066606969428910645
2013-04-03,0.0002773425335412943,0.15242624611305844,5.045411837027833,-0.0073170450637238815
2013-04-04,0.00046454501286372145,-0.08331735699369916,3.2103948498796773,-0.01107703633890722
2013-04-05,0.00018007819410561024,-1.336116300575961,5.5691449456238855,-0.04169902916774859
2013-04-08,0.00038101248674292083,0.16512873811771064,5.0734975794777695,0.03984080621563457
2013-04-09,0.0006589188957307292,-0.4103573725568409,6.448557128522861,0.01109752518000695
2013-04-10,0.0004438156416510674,-1.5262586818911938,12.712249116110824,0.02303144226901699
2013-04-11,0.0006311743486724503,0.5223272382832536,8.484313435817942,-0.02364475112683806
2013-04-12,0.0006094909888258707,-0.3451978677540413,3.673593930969442,-0.024845937236835258
2013-04-15,0.00047108850214258276,-1.3614226860129768,4.9106065184818455,-0.03846628082779624
2013-04-16,0.00020002219002691532,0.21085575274996482,3.527336210350312,0.013632148790057474
2013-04-17,0.00030356311629954575,0.5915733009688959,5.031176703542595,-0.004523432591817311
2013-04-18,0.00044421677597799924,0.855976331341799,4.792932943427354,-0.001296176461446752
2013-04-19,0.00021177995590664834,-0.37098096122213126,5.790653611844848,0.004529286293593948
2013-04-22,0.00022168440064690382,-1.3957440245351551,7.594305845481662,-0.006476706577989155
2013-04-23,0.0002480803923458265,-0.17775301530923968,5.712196051708853,0.009055689309807491
2013-04-24,0.00021460958505044878,0.3587731950971284,4.007723666872397,0.0038560459090897226
2013-04-25,0.00031626155195209045,2.041048649476134,14.721711343610563,0.01590870331659433
2013-04-26,0.000333040061486207,0.5710118185873869,5.759912201385359,0.005037794029957521
2013-04-29,0.00014393850557837344,0.01407418615823492,4.024128797978484,0.0025094116054256155
2013-04-30,0.000357561767472026,-0.2635227487987836,4.088201915405664,-0.015788139754132846
2013-05-01,0.001628102872491336,1.037229840605166,5.240655262759717,0.1254625888858074
2013-05-02,0.0007798939809623318,0.6584781918982384,5.437710560566531,-0.01242948240387065
2013-05-03,0.00033093171843835695,0.0349781887836055,4.96530002244358,0.013551873125582148
2013-05-06,0.0005799475274961844,2.3211452786276916,8.762346185506464,0.03742869471035748
2013-05-07,0.0001641062020412704,0.6264692130871888,6.056584908585145,-0.0027049516818826724
2013-05-08,0.0004450569532483191,0.010191517777905187,3.9498670971405865,0.005402498575219017
2013-05-09,0.00035987966351576947,-0.832660100366013,6.884830894996886,-0.01848883653167377
2013-05-10,0.0002741116247246658,0.23842222053627943,3.6212261593587463,-0.008820344329216745
2013-05-13,0.0002708128941356576,-0.8129932382486222,4.956331062890337,-0.0038834446554103508
2013-05-14,0.0003681345388244903,1.9845070802127163,9.319325499002517,0.03442027759217048
2013-05-15,0.0004916401433548706,0.19238110765449112,3.3403884722307766,-0.020071245526111614
2013-05-16,0.0002143480491829551,0.6583871033784257,4.900779270183673,0.021681066061324028
2013-05-17,0.00014361071193812834,-0.8951563904807722,4.345649482052482,-0.009157079876286556
2013-05-20,0.00018470069109638595,0.23639669487765916,3.633485510459755,0.022472855852058604
2013-05-21,0.0003525169690397017,-1.4638623373024322,10.546151282839226,-0.00530510542118412
2013-05-22,0.0005748501088982434,-0.8668421457124279,4.1825297791427,-0.030239831998227107
2013-05-23,0.00024061936861897044,-0.4959797374003339,4.042177942643094,-0.007705046374405278
2013-05-24,0.00011715281439361277,0.06598632424964491,4.302025327543836,0.0049601092335103125
2013-05-28,0.00029746694450623015,0.5710368637363971,5.228533134207841,0.006028957697274517
2013-05-29,0.0002849595835494019,0.5782299612494053,3.636540661990314,-0.0005464881251064924
2013-05-30,0.0002676914364722872,1.986920137626452,10.628474440156818,0.003275057423120842
