Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
Summary,111.56,12.79,98.31,111.6,93.97,38775,4593958
03JUN2014_00:00:00.000000,,,,,,,
09:30 - 09:35,98.31,-0.46,98.31,98.31,98.31,1,386
09:35 - 09:40,98.5,0.19,98.5,98.5,98.5,1,100
09:50 - 09:55,98.27,-0.23,98.27,98.27,98.27,1,100
09:55 - 10:00,98.47,0.2,98.47,98.47,98.47,1,200
10:05 - 10:10,98.46,-0.01,98.46,98.5,98.46,6,600
10:10 - 10:15,98.475,0.015,98.36,98.475,98.33,5,500
10:15 - 10:20,98.3,-0.175,98.35,98.35,98.3,3,300
10:20 - 10:25,98.26,-0.04,98.31,98.31,98.26,4,400
10:25 - 10:30,98.26,0,98.26,98.26,98.25,5,500
10:30 - 10:35,98.25,-0.01,98.415,98.415,98.25,2,200
10:35 - 10:40,98.25,0,98.25,98.25,98.25,1,100
10:40 - 10:45,98.25,0,98.25,98.25,98.25,6,600
10:45 - 10:50,98.25,0,98.25,98.39,98.25,9,1000
10:50 - 10:55,98.21,-0.04,98.26,98.39,98.2,8,800
10:55 - 11:00,98.2,-0.01,98.2,98.2,98.2,3,300
11:00 - 11:05,98.2,0,98.2,98.21,98.2,4,400
11:05 - 11:10,98.3,0.1,98.2,98.3,98.2,12,1200
11:10 - 11:15,98.32,0.02,98.3,98.32,98.3,3,852
11:15 - 11:20,98.25,-0.07,98.25,98.25,98.25,7,850
11:20 - 11:25,98.36,0.11,98.25,98.36,98.25,11,1236
11:25 - 11:30,98.25,-0.11,98.35,98.35,98.25,8,1000
11:35 - 11:40,98.19,-0.06,98.25,98.25,98.19,5,500
11:40 - 11:45,98.24,0.05,98.25,98.25,98.24,5,625
11:45 - 11:50,98.11,-0.13,98.25,98.25,98.11,5,700
11:55 - 12:00,98.25,0.14,98.15,98.25,98.11,6,600
12:00 - 12:05,98.26,0.01,98.26,98.26,98.26,1,100
12:05 - 12:10,98.15,-0.11,98.15,98.15,98.15,1,100
12:10 - 12:15,98.13,-0.02,98.27,98.27,98.13,3,320
12:15 - 12:20,98.13,0,98.13,98.13,98.13,1,100
12:30 - 12:35,98.15,0.02,98.15,98.15,98.15,1,100
12:35 - 12:40,98.13,-0.02,98.14,98.14,98.13,3,300
13:00 - 13:05,98.27,0.14,98.27,98.27,98.27,1,100
13:05 - 13:10,98.32,0.05,98.32,98.32,98.32,1,100
13:15 - 13:20,98.41,0.09,98.41,98.41,98.41,1,100
13:30 - 13:35,98.41,0,98.41,98.41,98.41,2,300
13:40 - 13:45,98.41,0,98.41,98.41,98.41,1,100
13:50 - 13:55,98.23,-0.18,98.23,98.23,98.23,1,100
14:00 - 14:05,98.49,0.26,98.45,98.49,98.45,3,300
14:05 - 14:10,98.6,0.11,98.6,98.6,98.6,1,100
14:10 - 14:15,98.57,-0.03,98.57,98.57,98.57,1,100
14:25 - 14:30,98.4,-0.17,98.4,98.4,98.4,1,100
14:30 - 14:35,98.4,0,98.43,98.43,98.4,3,300
14:35 - 14:40,98.36,-0.04,98.4,98.41,98.36,5,600
14:40 - 14:45,98.64,0.28,98.41,98.64,98.41,2,200
14:45 - 14:50,98.665,0.025,98.665,98.665,98.665,1,100
14:50 - 14:55,98.66,-0.005,98.66,98.66,98.66,1,100
15:00 - 15:05,98.13,-0.53,98.43,98.43,98.13,9,900
15:05 - 15:10,98.47,0.34,98.47,98.47,98.47,1,100
15:20 - 15:25,98.37,-0.1,98.37,98.37,98.37,5,500
15:25 - 15:30,98.37,0,98.37,98.37,98.37,3,300
15:35 - 15:40,98.58,0.21,98.58,98.58,98.58,1,100
15:40 - 15:45,98.88,0.3,98.63,98.92,98.63,4,500
15:45 - 15:50,98.62,-0.26,98.815,98.815,98.62,11,1100
15:50 - 15:55,98.56,-0.06,98.49,98.61,98.33,4,400
15:55 - 16:00,98.48,-0.08,98.38,98.538,98.35,15,1794
04JUN2014_00:00:00.000000,,,,,,,
09:30 - 09:35,98.23,-0.25,98.23,98.23,98.23,1,308
09:35 - 09:40,99.15,0.92,98.82,99.15,98.82,2,931
09:45 - 09:50,98.35,-0.8,98.78,98.78,98.35,5,500
09:50 - 09:55,98.35,0,98.35,98.35,98.35,1,100
09:55 - 10:00,98.416,0.066,98.36,98.416,98.35,5,504
10:00 - 10:05,98.38,-0.036,98.67,98.67,98.38,4,400
10:05 - 10:10,98.35,-0.03,98.37,98.37,98.35,14,1400
10:10 - 10:15,98.6,0.25,98.4,98.6,98.4,2,200
10:30 - 10:35,98.5,-0.1,98.5,98.5,98.5,1,100
10:45 - 10:50,98.53,0.03,98.53,98.53,98.53,1,200
10:50 - 10:55,98.58,0.05,98.52,98.73,98.52,8,800
10:55 - 11:00,98.75,0.17,98.51,98.75,98.51,2,315
11:00 - 11:05,98.56,-0.19,98.56,98.56,98.56,1,396
11:05 - 11:10,98.566,0.006,98.566,98.566,98.566,1,200
11:10 - 11:15,98.6,0.034,98.5,98.6,98.5,2,200
11:20 - 11:25,98.61,0.01,98.6,98.92,98.6,8,800
11:25 - 11:30,98.68,0.07,98.68,98.68,98.68,1,100
11:30 - 11:35,98.658,-0.022,98.658,98.658,98.658,1,200
11:35 - 11:40,98.75,0.092,98.62,98.75,98.62,4,400
11:50 - 11:55,98.735,-0.015,98.663,98.735,98.662,3,1117
11:55 - 12:00,98.8,0.065,98.72,98.86,98.72,7,700
12:00 - 12:05,98.8,0,98.8,98.8,98.8,1,100
12:15 - 12:20,98.8,0,98.84,98.84,98.8,2,243
12:20 - 12:25,98.8,0,98.8,98.81,98.8,3,350
12:30 - 12:35,98.75,-0.05,98.8,98.8,98.75,9,950
12:40 - 12:45,98.77,0.02,98.77,98.77,98.77,1,100
12:45 - 12:50,98.8,0.03,98.8,98.8,98.8,2,200
12:50 - 12:55,98.66,-0.14,98.751,98.77,98.501,13,1685
