Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
Summary,110.86,-22.64,133.72,137.45,107.91,42656,5297472
02OCT2017_00:00:00.000000,,,,,,,
09:30 - 09:35,134.42,0.92,133.72,134.42,133.72,2,459
09:40 - 09:45,132.83,-1.59,133.88,133.88,132.83,5,539
09:45 - 09:50,133.34,0.51,133.34,133.34,133.34,1,100
09:55 - 10:00,133.64,0.3,133.71,133.71,133.64,2,200
10:05 - 10:10,133.84,0.2,133.84,133.84,133.84,1,138
10:15 - 10:20,134.26,0.42,134.21,134.26,134.2,4,400
10:20 - 10:25,134.31,0.05,134.4,134.4,134.31,3,300
10:25 - 10:30,134.18,-0.13,134.18,134.18,134.18,1,100
10:30 - 10:35,134.46,0.28,134.46,134.46,134.46,1,100
10:55 - 11:00,134.29,-0.17,134.28,134.29,134.28,2,200
11:00 - 11:05,134.23,-0.06,134.23,134.23,134.23,1,100
11:05 - 11:10,133.95,-0.28,134.17,134.25,133.95,5,500
11:10 - 11:15,133.86,-0.09,133.87,133.87,133.86,2,200
11:15 - 11:20,133.965,0.105,133.965,133.965,133.965,1,200
11:20 - 11:25,133.95,-0.015,134.03,134.03,133.77,6,600
11:25 - 11:30,133.71,-0.24,133.57,133.71,133.57,3,309
11:30 - 11:35,133.58,-0.13,133.68,133.73,133.575,8,830
11:35 - 11:40,133.81,0.23,133.81,133.81,133.81,1,100
11:50 - 11:55,134.01,0.2,133.97,134.01,133.97,4,400
12:00 - 12:05,134.07,0.06,133.89,134.07,133.89,2,200
12:05 - 12:10,134.1,0.03,134.08,134.1,134.08,2,200
12:10 - 12:15,134.17,0.07,134.1,134.17,134.06,7,700
12:15 - 12:20,134.41,0.24,134.18,134.41,134.18,7,856
12:30 - 12:35,134.495,0.085,134.57,134.57,134.495,2,200
12:35 - 12:40,134.5,0.005,134.54,134.54,134.33,4,400
12:40 - 12:45,134.01,-0.49,134.25,134.25,134.01,2,200
13:05 - 13:10,133.88,-0.13,133.88,133.88,133.88,1,100
13:30 - 13:35,134.14,0.26,134.34,134.34,134.12,3,300
13:35 - 13:40,134.31,0.17,134.31,134.31,134.31,1,100
13:40 - 13:45,133.96,-0.35,133.96,133.96,133.96,1,115
13:55 - 14:00,134.5,0.54,134.5,134.5,134.5,1,100
14:05 - 14:10,134.325,-0.175,134.415,134.56,134.325,5,500
14:10 - 14:15,134.39,0.065,134.39,134.39,134.39,6,1500
14:15 - 14:20,134.59,0.2,134.52,134.59,134.52,6,700
14:20 - 14:25,134.68,0.09,134.68,134.68,134.635,4,500
14:25 - 14:30,134.72,0.04,134.62,134.72,134.62,2,200
14:30 - 14:35,134.74,0.02,134.72,134.77,134.69,13,1946
14:35 - 14:40,134.8,0.06,134.81,134.85,134.79,12,1200
14:40 - 14:45,134.98,0.18,134.91,134.98,134.887,7,700
14:45 - 14:50,135.21,0.23,134.91,135.21,134.91,3,377
14:50 - 14:55,135.36,0.15,135.32,135.37,135.32,4,400
14:55 - 15:00,135.57,0.21,135.37,135.57,135.37,8,1100
15:00 - 15:05,135.54,-0.03,135.48,135.54,135.48,6,600
15:05 - 15:10,135.64,0.1,135.59,135.64,135.53,5,500
15:10 - 15:15,135.58,-0.06,135.64,135.74,135.53,15,1643
15:15 - 15:20,135.685,0.105,135.56,135.685,135.56,2,300
15:20 - 15:25,135.75,0.065,135.675,135.8,135.665,12,1411
15:25 - 15:30,135.73,-0.02,135.74,135.74,135.73,7,700
15:30 - 15:35,135.87,0.14,135.74,135.87,135.63,25,2813
15:35 - 15:40,135.78,-0.09,135.88,136.09,135.75,22,2511
15:40 - 15:45,135.55,-0.23,135.84,135.84,135.55,13,1373
15:45 - 15:50,135.655,0.105,135.49,135.74,135.35,22,2474
15:50 - 15:55,135.68,0.025,135.53,135.83,135.53,4,400
15:55 - 16:00,135.73,0.05,135.83,135.86,135.58,96,10610
03OCT2017_00:00:00.000000,,,,,,,
09:30 - 09:35,135.54,-0.19,135.54,135.54,135.54,1,553
09:35 - 09:40,135.92,0.38,135.92,136,135.92,3,300
09:45 - 09:50,136.11,0.19,135.71,136.11,135.71,2,200
09:50 - 09:55,135.64,-0.47,135.64,135.64,135.64,1,100
09:55 - 10:00,135.01,-0.63,135.22,135.22,135.01,4,400
10:05 - 10:10,135.54,0.53,135.53,135.58,135.5,6,748
10:10 - 10:15,135.54,0,135.51,135.54,135.51,2,300
10:20 - 10:25,135.19,-0.35,135.19,135.19,135.19,3,300
10:25 - 10:30,135.1,-0.09,135.1,135.1,135.1,2,200
10:30 - 10:35,135.05,-0.05,135.05,135.05,135.05,5,594
10:45 - 10:50,135.2,0.15,134.87,135.2,134.82,5,500
10:50 - 10:55,135.12,-0.08,134.99,135.12,134.85,6,600
10:55 - 11:00,135.06,-0.06,135.15,135.24,135.06,5,507
11:00 - 11:05,135.24,0.18,135.13,135.24,135.125,4,400
11:05 - 11:10,135.14,-0.1,135.14,135.14,135.14,1,100
11:20 - 11:25,135.21,0.07,135.21,135.21,135.21,1,100
11:30 - 11:35,135.465,0.255,135.46,135.61,135.46,5,500
11:35 - 11:40,135.48,0.015,135.48,135.48,135.48,1,100
11:40 - 11:45,135.65,0.17,135.565,135.65,135.565,3,400
11:45 - 11:50,135.74,0.09,135.69,135.74,135.69,7,700
11:50 - 11:55,135.67,-0.07,135.7,135.72,135.67,6,600
12:00 - 12:05,135.48,-0.19,135.53,135.53,135.48,3,300
12:15 - 12:20,135.11,-0.37,135.25,135.25,135.11,2,200
12:20 - 12:25,135.65,0.54,135.39,135.65,135.26,5,608
12:30 - 12:35,135.335,-0.315,135.12,135.335,135.12,2,200
12:40 - 12:45,135.22,-0.115,135.32,135.32,135.19,3,300
12:45 - 12:50,135.41,0.19,135.41,135.41,135.41,1,100
12:55 - 13:00,135.51,0.1,135.36,135.51,135.36,4,400
13:00 - 13:05,135.34,-0.17,135.7,135.7,135.34,2,200
13:05 - 13:10,135.24,-0.1,135.24,135.33,135.19,18,2000
13:10 - 13:15,135.185,-0.055,135.25,135.25,135.185,2,200
13:15 - 13:20,135.27,0.085,135.27,135.27,135.27,1,100
13:20 - 13:25,135.28,0.01,135.28,135.28,135.28,1,100
13:25 - 13:30,135.4,0.12,135.27,135.4,135.27,2,200
13:30 - 13:35,135.24,-0.16,135.3,135.3,135.24,2,200
13:35 - 13:40,135.19,-0.05,135.32,135.33,135.18,5,599
13:45 - 13:50,135.28,0.09,135.21,135.28,135.21,2,200
13:50 - 13:55,135.26,-0.02,135.2,135.26,135.2,4,400
13:55 - 14:00,135.26,0,135.29,135.34,135.26,3,367
14:00 - 14:05,135.5,0.24,135.26,135.5,135.26,5,500
