,ASGN_RDVar,ASGN_RDSkew,ASGN_RDKurt,AVA_RDVar,AVA_RDSkew,AVA_RDKurt,B_RDVar,B_RDSkew,B_RDKurt,BCPC_RDVar,BCPC_RDSkew,BCPC_RDKurt,CACI_RDVar,CACI_RDSkew,CACI_RDKurt,CBU_RDVar,CBU_RDSkew,CBU_RDKurt,CHE_RDVar,CHE_RDSkew,CHE_RDKurt,COLB_RDVar,COLB_RDSkew,COLB_RDKurt,FCFS_RDVar,FCFS_RDSkew,FCFS_RDKurt,FFIN_RDVar,FFIN_RDSkew,FFIN_RDKurt,FIVE_RDVar,FIVE_RDSkew,FIVE_RDKurt,GBCI_RDVar,GBCI_RDSkew,GBCI_RDKurt,GDOT_RDVar,GDOT_RDSkew,GDOT_RDKurt,HAE_RDVar,HAE_RDSkew,HAE_RDKurt,HI_RDVar,HI_RDSkew,HI_RDKurt,IART_RDVar,IART_RDSkew,IART_RDKurt,JBT_RDVar,JBT_RDSkew,JBT_RDKurt,KFY_RDVar,KFY_RDSkew,KFY_RDKurt,KS_RDVar,KS_RDSkew,KS_RDKurt,NEOG_RDVar,NEOG_RDSkew,NEOG_RDKurt,NSP_RDVar,NSP_RDSkew,NSP_RDKurt,PDCE_RDVar,PDCE_RDSkew,PDCE_RDKurt,PSB_RDVar,PSB_RDSkew,PSB_RDKurt,QLYS_RDVar,QLYS_RDSkew,QLYS_RDKurt,SIGI_RDVar,SIGI_RDSkew,SIGI_RDKurt,SKYW_RDVar,SKYW_RDSkew,SKYW_RDKurt,STMP_RDVar,STMP_RDSkew,STMP_RDKurt,TREX_RDVar,TREX_RDSkew,TREX_RDKurt,VAC_RDVar,VAC_RDSkew,VAC_RDKurt,WWE_RDVar,WWE_RDSkew,WWE_RDKurt,ASGN.Adjusted,AVA.Adjusted,B.Adjusted,BCPC.Adjusted,CACI.Adjusted,CBU.Adjusted,CHE.Adjusted,COLB.Adjusted,FCFS.Adjusted,FFIN.Adjusted,FIVE.Adjusted,GBCI.Adjusted,GDOT.Adjusted,HAE.Adjusted,HI.Adjusted,IART.Adjusted,JBT.Adjusted,KFY.Adjusted,KS.Adjusted,NEOG.Adjusted,NSP.Adjusted,PDCE.Adjusted,PSB.Adjusted,QLYS.Adjusted,SIGI.Adjusted,SKYW.Adjusted,STMP.Adjusted,TREX.Adjusted,VAC.Adjusted,WWE.Adjusted,ASGN_logr,AVA_logr,B_logr,BCPC_logr,CACI_logr,CBU_logr,CHE_logr,COLB_logr,FCFS_logr,FFIN_logr,FIVE_logr,GBCI_logr,GDOT_logr,HAE_logr,HI_logr,IART_logr,JBT_logr,KFY_logr,KS_logr,NEOG_logr,NSP_logr,PDCE_logr,PSB_logr,QLYS_logr,SIGI_logr,SKYW_logr,STMP_logr,TREX_logr,VAC_logr,WWE_logr
2013-03-05,0.0005071105631672995,0.8462122971748786,3.9443363061948986,9.569625408268064e-05,0.8394820104065387,5.1312936944663035,0.00022854567339300325,0.9680370612499919,7.062123950598082,0.00037686638164252976,2.6825181107702534,16.87198275868326,0.00018110640266898588,1.942077586202993,17.01413912222567,0.00013287763536010093,0.41736694680437825,4.054805514634989,4.3375770219082114e-05,-0.25682307669248583,3.246610880000493,0.00026064059216306617,1.8837772227884673,8.950462212849121,0.00020288369651091676,0.37226408929262217,5.312034039833797,0.0003262928411557274,-0.46723626483167674,3.068150770783144,0.0002178048444886987,-1.0253239939483105,5.464050674440651,0.00019620561793843783,-0.40640088351765663,3.182632489215178,0.0004547844715818017,-0.7218346950914173,6.305947880902712,6.120532923068377e-05,0.16736627574375312,3.1334378984813145,8.533297497577334e-05,1.4760917594463603,9.255688354557597,0.00046843530823212137,1.6338294594843508,9.454081563273048,0.00018115867372464297,-0.006425008594627271,2.1047660118880125,0.0002513947423484984,0.8904787923761716,4.391064348276581,0.00019750212394377414,0.39922606105788827,4.95095094769478,0.00019491764383417712,-0.42495976417424314,4.200451639589366,0.00021834421873712133,-0.7787186880495492,4.754118371437091,0.00036899544480617,0.510590662677578,4.2217339284019895,0.00011965203804399668,1.0110680829370713,5.170572050810263,0.009950126688080763,3.4735586541578924,29.76825292228901,0.00014765755949510626,1.7461135287971938,8.172473001343464,0.000238049734626873,-0.3979243478220821,2.667372796489303,0.00021150498476524496,-0.21009191196260935,2.5965099553367876,0.00021051178204866175,0.24229797407439457,3.6283974622890165,0.00041719989906952026,-1.5794104471736663,6.274041561950061,0.00036632275863522824,0.27859304346361796,5.771441442927248,23.530001,21.744436,25.59096,40.958767,52.150002,24.461514,74.701645,18.162621,53.126419,20.216242,41.360001,14.586571,15.09,41.720001,21.228334,20.655001,17.611013,17.421494,12.76898,23.08077,11.187493,47.459999,65.985947,12.21,20.544006,13.869036,25.049999,25.295,40.187542,7.446768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-06,0.0005293183159675407,0.7152605150932023,4.820533536507557,8.332993886499622e-05,0.28716049389087206,5.034837582987344,8.615850441251762e-05,1.3590390983098335,5.09399931578821,0.0002835029142023226,-0.1715916063563989,7.119846880041294,8.82815418660944e-05,-0.048832678433581675,4.583563574322887,5.5565644021387706e-05,0.8285459663132412,3.3821582587440173,7.977248988552578e-05,0.07982311946996377,3.4001840486746544,9.074765503405688e-05,-0.41582995382102966,3.353095003221137,0.0001938758467901035,0.38095555634819356,3.2811109082205068,0.00015737735618233495,-0.2647662893291178,3.2650765694993704,0.00024636092552103144,0.8850612903236074,4.753962061815848,0.00014385106875414202,0.019038780824172277,2.5806165918133477,0.0003099628280792515,0.5862745936892986,6.444365488424217,7.710500104986278e-05,-0.40409116456797395,3.3245046032771515,7.420730189108341e-05,-0.3744191097739209,5.721884191280741,0.00023611364397874217,-1.1083325706493197,11.458799169475222,0.00014957406330278535,0.943231663294345,8.013650793716312,0.0003114701805785003,0.024487190660027778,2.7714508324384224,0.0001822900939818817,-0.25185941823422414,3.661666741714762,0.00038296932535689674,-0.8661051999405551,5.324212711430202,0.00013398437799831448,1.0405583339330482,4.225921061878648,0.0003853296459213289,-0.449218685736895,4.028538365579899,0.00017146161578539664,-4.430409371185502,29.809320931803722,0.0025524571424958885,-0.3021868423034947,5.043091682235115,0.00011622652311767642,0.29900316588630765,6.312102255601342,0.0008353116837100855,1.499817766793372,14.227710870881662,0.0004588107198677354,0.3276981559006101,3.656195163556304,0.0002923861474216134,-0.9226027059267348,3.565104549187889,0.00035756332434091126,0.16752990790507777,12.924301394076926,0.00024621075235679656,0.30320181318337003,3.003903291992332,24.0,21.852283,26.014811,41.934906,52.490002,24.647528,74.845871,18.242907,53.330303,20.498247,42.5,14.711382,15.17,41.52,21.289513,20.459999,17.801609,17.411894,12.927947,23.00075,11.262549,47.110001,65.638023,12.16,20.470901,14.06811,25.5,25.275,40.358238,7.498009,0.019777585109737927,0.004947492493045491,0.016426865554274084,0.023552681130437403,0.006498493569011998,0.007575586166125969,0.0019288323680983765,0.004410655994670609,0.003830368725376232,0.013853029562355346,0.02718982155224836,0.00852016897124086,0.005287520580683491,-0.004805415244257372,0.002877805276569667,-0.009485757615530055,0.010764401483561947,-0.0005511953211700948,0.012372609993672512,-0.003472979208613669,0.006686515743958399,-0.007401915998376918,-0.005286648174088526,-0.004103411584592376,-0.0035648052264107832,0.014251804357330755,0.017804664553667138,-0.0007909828373646732,0.004238490347805435,0.006857405874481692
2013-03-07,0.00019021816673452875,0.0800778551762205,3.5239817962512254,9.644552883605248e-05,0.8618162191551183,10.480583239624172,0.0001464145602189954,0.4780006228095383,3.8191777393960273,0.0004903300853987517,-0.9141562412272277,4.724226487074269,6.182212650815332e-05,0.3497834007316656,4.06847197906486,8.397886663045551e-05,-0.11447751294796078,4.1695779312780425,9.386051021780347e-05,-0.7636695393501471,4.275788314488155,0.00011900979285071713,1.3869624076778653,5.05895235947703,0.00018197114323538626,-0.4855484887345303,3.351809844238045,0.00025501417844851125,1.0711696795438779,6.407947388328271,0.00035393846571664004,-0.056233886709703175,5.882148131180549,0.00014337266240103987,1.1513779297946931,5.371774898116048,0.00025235728488001886,0.5196742344471879,11.098758446416335,7.186834066824613e-05,-1.0662826033199957,5.933585460561815,9.40718805313502e-05,0.2922625000552228,4.175642978238781,0.0002513610249439799,0.3643636244833684,4.618083830816146,0.0005854265865450454,2.039370036458905,8.097695744504923,0.000845618898223822,-1.1218779170329956,4.533584484134757,0.00010954968083133886,0.8754581709990643,5.839064933131568,0.00031241975459267955,0.16732986012148804,3.9539515710341213,8.89998957419807e-05,-0.25312595103045915,3.1538963672781337,0.0007481947138317704,2.1037092468656637,9.228520382756642,9.258119873720344e-05,0.6297558829629761,5.981273594078393,0.0017635141311198503,2.4005821984279967,10.382252991419582,7.65437366986141e-05,-0.1450626616952206,3.536437870575071,0.00042659024691883517,-1.4995021241612203,7.846500749813497,0.00023525714744544293,1.337356437381169,7.755737922041318,0.00024303246190590652,-0.5682467883814516,4.222334613712358,0.00010038913049403465,-0.9977311127197106,6.148390877462895,0.000779085547000716,0.17659272843441767,3.685906361674624,23.91,21.77762,26.108995,40.949005,53.07,24.765903,74.643944,18.474842,53.505066,20.705349,42.029999,14.936049,15.3,41.290001,21.315727,20.344999,19.112095,17.19113,13.007433,23.00075,11.270452,49.700001,65.498848,12.9,20.425205,14.191348,25.700001,25.075001,40.244438,7.463848,-0.0037570488777123323,-0.003422564239172754,0.0036138612941467585,-0.023791046789955583,0.010989083473100347,0.004791216641033991,-0.0027015502402152336,0.012633567752927899,0.0032716348063095424,0.010052702394533153,-0.011120450705875307,0.015156207003771627,0.008533035037948888,-0.005554874740695492,0.0012305530168545964,-0.0056365793460977365,0.07103253423894973,-0.012759982788739688,0.0061295611529370575,0.0,0.0007014600784027714,0.05351963928444192,-0.0021225922380478934,0.059075434829605644,-0.002234736921766789,0.008721949391236716,0.007812578647298896,-0.007944391178177579,-0.0028237294656285883,-0.004566419711263148
2013-03-08,0.00015047135591187457,0.9370732550212221,3.838314085778069,8.880520125807958e-05,1.3520385521262648,8.870944953421027,8.780894042745573e-05,-1.0805019176130775,5.1376413854416585,0.00030632687526309805,-0.17254239708032448,3.494881310687278,5.681899685901408e-05,0.861380505849126,4.1191842055592485,0.0001304721971614126,-0.5834484094188195,6.6979634876110214,0.00010869100906022313,0.7429457189853488,5.162776075370623,0.00022119312411518371,-0.27188496253784855,3.3504051098982375,0.00010808814166582844,-1.6218653076539797,7.406266541668216,0.0008590476918785858,2.5712654906511747,19.206243299171884,0.00023915798624661653,-0.543241665894171,4.002627871682526,0.0002347875330928933,-0.7165276754332777,4.679969969151021,9.475850204370404e-05,-0.2736098574658062,3.432826578602916,5.989882902920161e-05,-0.40752477552233923,5.686351466541773,0.00016418820042454662,-0.6183827032023409,4.862119454138867,0.00017539180565539312,1.6072195501886026,6.891044149593991,0.00027397472434634453,0.26390935290151246,5.814183804424872,0.0002570102582434529,0.5289567708039226,4.168291294457541,0.00013523728643499006,-1.290798656130436,6.656444609346556,0.00022247036254545465,0.5932032412287598,4.2362807272699,9.212831788663079e-05,-1.0737960081489508,4.463312336530203,0.00037684126878769554,-0.6656987465078182,5.7839478437389085,0.00013068868231046142,-3.090383230819026,20.555637976402043,0.0012132091012817005,-0.34317483425998235,2.3357936203126672,0.0001443193276192507,0.7593298318500307,4.901498378722319,0.00029933257170129354,0.743542237483137,4.308718268291489,0.0003603570291493881,-1.0564211068986458,4.974880486227376,8.84783119178177e-05,-0.43623818362181305,6.1406981177430096,0.00022629289041254736,-0.5416022945805101,4.696687811705963,0.0001303793470101445,0.2128960380363223,3.498330698752099,24.85,21.951838,26.212599,40.939243,53.689999,24.723629,76.201653,18.448084,53.349724,20.943287,42.040001,14.96101,15.3,41.560001,21.376909,20.684999,19.896477,17.450293,12.998081,23.395849,11.258599,50.459999,65.52494,12.55,20.489178,14.162908,25.76,25.450001,40.415127,7.489468,0.03856097107240419,0.007968034808540914,0.003960282074317423,-0.00023842249125261006,0.011614948969231875,-0.0017084021033735297,0.020653759927501625,-0.0014493978448144595,-0.002907536656717724,0.011426092737945481,0.00023794457112380485,0.001669796738183127,0.0,0.006517826175686192,0.00286616370484305,0.016573619267636897,0.04022130017179926,0.014962886211207227,-0.000719232113862045,0.017031789372084827,-0.0010522414897677912,0.015175970171926956,0.0003982788277330229,-0.027506645789833417,0.0031271669003820612,-0.0020060487242146152,0.002331870424473692,0.014844408560904743,0.004232337597937619,0.003426668047312287
2013-03-11,0.0002218707095311145,0.43840459876254384,4.340725445226222,4.133512297376977e-05,0.21683477311025226,4.410653989253866,0.0001273808953149762,1.9454463008647573,9.710062847310581,0.00022603578351664433,-0.024969606734211374,5.407165219664336,0.0001611203439176274,-2.940249399866373,17.26245832282928,8.688733867733807e-05,-0.5367600099715957,3.6087764826145388,0.00018577623161051635,0.3846381010754208,8.748698086785172,7.846044889009012e-05,0.5800368493544826,5.168712776589721,9.414170466672903e-05,-0.06775001767266459,4.096987592915455,0.00017546802161082817,-1.5725650332878371,7.606327846906879,0.00016156731848786043,-0.4711393510606815,4.118322255769935,7.606567636210174e-05,1.0308325241501868,4.7843259014291935,0.00012710658693169654,-0.45946025639741733,4.958783258340241,0.00011687231338192618,-1.2284516200416729,8.411634350204679,9.691468382135699e-05,0.663592763286709,6.914006455766724,0.00037528791658025725,-1.0648413541002886,11.998611406902308,0.0002660510914521359,-1.3272173874553732,6.237725716382018,9.986504482366532e-05,0.014742806914763902,3.381886698142907,0.00010018407599968826,-0.03456158903969315,4.455544211432631,0.00042089046990551905,-0.6231958448233729,4.449542886612556,6.805767596459794e-05,-0.16273348386180367,2.821059856097185,0.00027550981254825243,0.8619290971085232,4.596272360122867,5.0379993916417715e-05,0.6175483305597361,3.499358502207286,0.0006422533968966986,0.5206896864006666,5.4643051462709264,4.6604626038393044e-05,-0.6709955966828893,4.96879785173552,0.00027651237785193325,0.3912321683704925,3.819600254429308,0.00032175557308564015,-0.5651806325438922,2.9381930616535192,0.00017591873115728926,-0.3576581120910961,4.730106675580474,9.232628712609556e-05,-0.14449585676497617,3.3463437013652952,0.00031907030079467695,-0.5000652559648452,9.04055866272572,24.889999,21.893768,27.20158,40.626881,52.93,24.596798,76.134323,18.314268,53.369141,20.753813,41.880001,15.069181,15.18,41.41,21.481781,20.715,19.666901,17.431093,12.960677,23.585896,11.262549,51.470001,65.717422,12.55,20.46176,14.14395,25.27,25.225,40.481503,7.583405,0.0016083236600845652,-0.002648841662872048,0.03703488680524902,-0.007659148471848454,-0.014256459939139265,-0.005143154157122076,-0.0008839672170974922,-0.007280088663353279,0.0003638906807013065,-0.00908817659411465,-0.003813159915538211,0.007204181141652111,-0.007874056430905885,-0.0036157927351481156,0.00489385976593093,0.0014493239602022534,-0.011605610461129956,-0.0011008737977942218,-0.0028818039665874373,0.008090292797418464,0.00035078141136501984,0.019818209698222233,0.0029332318479173836,0.0,-0.0013390659865679666,-0.0013394635910826125,-0.019204979836050295,-0.008880216049589329,0.0016410081580744418,0.012464540264509605
2013-03-12,0.00022219221868412614,-0.5308150640576603,2.5423931851230663,7.100145094058037e-05,-0.006080982115636538,6.6886773545072264,0.00018941102016943994,1.8662994841940874,9.699288788056773,0.0002594522540029233,-0.47944204037918675,2.8890997359181414,0.0001630822691865026,-0.28452278915407003,5.9711828774416995,8.058507178519197e-05,0.6102557414359232,3.3796118884032467,8.90068310399825e-05,-1.6655608027612039,11.977843920014738,8.940952491106402e-05,-0.1482123038324934,2.8316020305070246,0.00010210519150230196,0.6979531129809299,5.0672089818918655,9.968453768503071e-05,-0.8682265896109005,5.35423107124243,0.0003163035209154261,-1.2805400430831448,7.072610835810826,6.475562428409864e-05,-0.015558287293420821,4.4384688318306065,0.00033615626925517913,-1.099642761774998,5.872245302954491,8.222191156842915e-05,-0.7743521901821413,3.5888420864403128,6.519171790502451e-05,0.1735220719319242,2.7065867996063107,0.00019026462972402568,0.6282787105656605,5.064959434356331,0.00012019097663193387,-0.1066498264591381,5.2345432625831885,0.00019606769600824834,1.5531826378383593,14.104479700359589,0.00011039239554321944,-0.5712815543672172,4.834885794035962,0.00022201141264000733,1.2076974390549569,5.916238708523323,4.985664940540888e-05,0.4906532634471968,3.9752027645075003,0.0004418889198163035,0.10266451364294303,6.281150396688099,9.696378945969392e-05,0.569740367059528,7.029460594766343,0.0006637054702447036,0.83736482268529,6.833851868611453,3.7699812154128155e-05,1.966597102042559,10.423566623208172,0.0005541495603597786,1.9490614968992184,15.992724317093439,0.0005375481451689551,0.3768243927977871,3.817039709313266,0.00021955687588597552,-1.113667943152337,7.91632762685543,0.00010160642532654876,-0.17919970347489073,2.672623373474799,0.00042070190425445804,-0.37733645644283254,10.427837739763744,24.82,21.827394,27.032043,40.607353,52.759998,24.605249,76.057388,18.242907,53.524487,20.542311,41.470001,14.96101,14.78,40.84,21.455564,20.715,19.513851,17.431093,12.857815,23.88097,11.2665,51.990002,66.102402,12.54,20.406929,14.333546,25.08,25.040001,40.377209,7.412609,-0.0028162964262610224,-0.0030362436840345453,-0.00625211973215567,-0.0004807825325503501,-0.003216995928288835,0.0003435222962617779,-0.0010110275526553636,-0.0039040812447601603,0.0029065550916538285,-0.010243278488462515,-0.009838111507974645,-0.007204181141652111,-0.026703856447428453,-0.013860404261011094,-0.001221174865751351,0.0,-0.00781254930796571,0.0,-0.007968129527816892,0.012433001202281968,0.00035074716562677466,0.010052297771103724,0.005841019701953165,-0.0007971303730185397,-0.0026832782866370586,0.013315693303518561,-0.007547205635382692,-0.007360980071673406,-0.0025796616160964625,-0.02277983812752815
2013-03-13,0.0002490889220100369,-0.8459969356375684,13.482625521866309,3.1777577938915133e-05,-0.07060510054364648,3.8384371426499855,0.00014208410575010765,-1.326970708999505,8.907833288698804,0.0003924141506263213,0.2857138482781085,3.1427029696615936,0.000219315007488508,1.2800899891516337,8.472906148395095,7.288205059177515e-05,0.30631496015257875,3.1916548769960613,0.00013249580595235894,-0.49422180970499346,11.545759946087413,9.791802783452674e-05,0.0829959569356223,4.184828261205713,0.00022606150175378926,1.0460222512580346,4.427898360619016,0.00014886091388759666,-0.39694540858007665,4.089799126533035,0.0001427398392423608,-0.6747063642013403,5.441421426439358,0.00010951337723665665,-0.06438246007121398,10.655030158598516,0.00026464333639865194,-0.8260730375115944,8.712338259886792,8.403714566196602e-05,-0.035539161662753366,6.067862364056911,0.0001504079593695213,0.5245303056894892,3.676831344336713,0.00017837665273885995,0.7287413752005911,4.9291995515204,0.00011303507579956659,0.11342989843347794,4.093496608409901,0.00020525827705720183,0.6013726959828911,4.348440429692858,0.00013083390122653674,0.20284291224449869,3.1354846341797793,0.0001640370905901036,-0.666878670401199,4.607130074087431,0.0001598828780198443,-0.6500866387854171,4.1155374686704045,0.00046066222297438925,-0.5700215218193693,5.703039870312013,6.306577608536007e-05,-2.0487060329944633,12.70790702081266,0.0046812041714164475,-2.0380094736584433,18.847972419561426,4.1850077245394205e-05,0.7478887598127938,4.563161228598067,0.000168587695392062,0.6208205249715832,3.74862557596577,0.00029483465334168913,-0.6015088817146388,4.869454503246421,0.00033435461664588526,0.13660868522845654,3.028785836674787,0.00018531350044899842,-1.9022247823410117,8.82280859743324,0.00033682638251419483,-0.8725839444285706,5.611586426835333,24.709999,21.918655,27.248676,40.968529,53.5,24.8869,75.518944,18.439157,53.009914,20.814011,41.220001,15.119111,14.89,41.150002,21.900442,20.795,19.819948,17.440695,13.021461,24.036009,11.27835,52.23,66.084892,12.23,20.571426,14.71274,24.98,25.17,40.557362,7.36931,-0.004441800245388983,0.004172314276464917,0.00798199265486188,0.008855028010040122,0.013928363960353352,0.011381766450437425,-0.007104621912310982,0.010700154300967046,-0.009660297460427625,0.013139655363201275,-0.006046698649726068,0.010512089090130239,0.007414931175862005,0.007561982429285852,0.020522813590561295,0.003854497665509715,0.01556438417299244,0.0005507030636149324,0.012647044780402794,0.006471173445018685,0.0010512379626641533,0.004605611583647029,-0.00026492712835768373,-0.02503158550569351,0.008028525478097404,0.026111120987963865,-0.003995211067288285,0.005178222979225211,0.004451825599566472,-0.005858390082873477
2013-03-14,0.0001564850479776793,0.2691259116763366,5.333727427642445,6.528757164574082e-05,0.17988210346197353,7.590705843276913,6.23111087590073e-05,0.0124161088560284,4.316649073911657,0.0003333205729067886,1.1903942487778498,6.453318884371226,0.00018282556602506174,1.4133621296288883,8.497537565427868,4.95484985383427e-05,1.5541434671424441,7.007429127162893,0.00011638251888423057,-0.5879633401341066,6.7511835451866276,7.9140882093308e-05,0.037624105599489775,2.850592094005893,0.00014898887560255172,1.1612190392668915,6.9445750412895695,0.0003231271565905649,1.4421235077113261,7.725292072216424,0.0002480544945607545,1.3457375746797726,8.330443660253694,0.00011324306140104943,1.3718917907683652,6.86116985024086,0.00014846185422669322,-0.8666634816090864,4.955080666552365,3.917963881988922e-05,-0.22269812459557564,2.884157152352461,6.941453129170427e-05,0.12939373239335097,7.126337269508748,0.0001470416418662873,-0.1510534099860856,5.358559263430766,0.00024674603765890665,3.3136043632902985,21.642676137722265,3.411183688633777e-05,0.008248044529273546,5.250589194791416,5.2005011715048745e-05,-0.03227219427132815,4.686845627981141,0.00012880452204353204,1.4018046223502936,6.046430218829397,8.872797002009062e-05,0.5877057939590316,8.093780148314448,0.0004809826442692244,1.7238207100904923,6.877645780830485,9.935726958891809e-05,0.797223328684555,5.210647095519619,0.0016435315734055938,0.4952534035258524,6.634394694147466,4.7956248999289327e-05,1.4716260731184698,5.780404463591195,0.00029787862737253203,0.37844046909942114,4.605588284392019,0.00022129523803200688,0.47204850255909453,3.831114095366162,0.00017679876462777802,-0.19009870269808388,4.89237312311985,0.00014909016470552564,-0.17477429003003733,3.79493607103013,8.538889683935605e-05,0.35609636123293736,3.503083848550265,24.9,22.043097,27.305189,41.456596,54.91,25.1856,75.499702,18.778149,53.49535,21.09017,41.93,15.368732,15.07,41.34,22.006161,20.950001,19.973001,17.440695,12.918595,24.186047,11.317855,53.200001,66.443649,12.1,20.790756,14.854938,25.389999,25.370001,40.509956,7.403949,0.007659823939589749,0.005661390946277045,0.002071824616458162,0.011842813810977848,0.026013827388819966,0.011930842006916631,-0.0002548294613120561,0.01821740537390859,0.009115781573715509,0.013180689444500349,0.017077961460290503,0.016375483047351036,0.012016165942486445,0.004606578527871719,0.004815640340262384,0.007426120905967615,0.0076925062647372755,0.0,-0.00793109615556098,0.006222815724209685,0.003496608412774993,0.018401372696383866,0.005414047021320201,-0.010686497096385583,0.010605439324464339,0.009618550114316449,0.01627985163356982,0.007914603880598836,-0.0011695466575973867,0.004689427495727649
2013-03-15,0.0002636825560682839,-0.619508678523725,3.8264250327569127,3.753801390663614e-05,-0.05126132805731114,4.36884996958346,4.9785529625871566e-05,0.10971106118371984,3.7857866058291316,0.00041991769759661617,-0.6699314711574847,6.203300985873866,8.394680380978213e-05,1.6350318545025746,7.228271759857307,7.243529150527197e-05,-0.02561010361099049,3.552215520517796,9.305259609736044e-05,0.31039971030333435,4.721696858996098,5.8356689012626185e-05,-0.21477829193894404,4.418788373468713,0.0002522946758849974,0.10297957108692427,6.583752948389061,0.00037827565361231577,-2.223612672631756,10.91601763651884,0.0005157742408919176,-1.7408921221377065,7.563658751071207,0.00029930889740863794,-3.347583196155899,24.21430648259648,0.0001300878017469621,-0.47420034488067464,3.201375878578376,5.8150091319489816e-05,-1.8193999043955154,14.315747971079727,9.014893484447129e-05,0.9260570339825749,5.421414845196944,9.759380518908408e-05,-0.45812003530143486,3.1375982746471744,6.902303490435509e-05,1.5827671378961428,8.780203281484864,0.00011896909920325258,-0.23717400531922214,3.8886712824145135,9.657119612803244e-05,0.0222824220041731,4.705316784728622,0.00010646574045850705,-0.10638046182455685,3.912822198832895,6.485520970355288e-05,1.1488018256124153,7.6587998101780075,0.0007981042352159269,0.12205542548381408,2.861137030066967,5.129692627818654e-05,0.0027614458865717804,2.9998908929588675,0.0015708401050330424,-1.157859043065541,5.972105185581251,7.162957041134655e-05,0.8741466380817954,6.502663236927811,0.00016604015330620102,-0.0771594651104016,2.633178041579191,0.00033026870954477617,0.05929529178640008,3.7244122945907714,0.00013698889863349202,-1.2491908455553034,5.177655253838561,0.00014835705774829717,0.6976300715972377,10.263657624954293,0.00018354258252754226,0.8943272397053097,7.190154921624186,24.540001,22.076288,27.305189,41.427315,55.860001,25.347761,75.62471,18.920881,52.573025,21.348509,41.07,15.568432,15.18,41.5,22.155922,20.815001,20.288668,17.383101,12.951327,24.176044,11.294151,52.799999,66.487373,11.71,21.055782,14.826497,25.299999,24.84,40.765995,7.403949,-0.014563323438101072,0.0015045996793263683,0.0,-0.0007065545258386763,0.01715309712814772,0.006418000046624073,0.001654372405586635,0.007572220399455265,-0.017391578736325464,0.012174846019940677,-0.020723633214204007,0.012910218513962679,0.007272759329080003,0.003862872983030119,0.006782360066144744,-0.00646476541162766,0.015681092029653954,-0.003307741207308368,0.0025305076270831783,-0.00041367111867218753,-0.0020965860952735227,-0.007547243371769152,0.0006578449622818283,-0.03276227499306961,0.012666736900701636,-0.001916417363547307,-0.0035510001232195165,-0.021112155962545565,0.006300506947860107,0.0
2013-03-18,0.00031298745283815085,-0.19565445938389708,4.1967108833159354,9.380359297880427e-05,1.4900997782155576,10.417614216605147,0.0003232320778935482,1.9667510663006091,9.168292704055776,0.00026977448732274907,0.6415662771268894,3.358185113465092,7.798228618310754e-05,0.9487863546884431,4.941851488239563,9.016515913312554e-05,0.5276865120471417,4.813449450701805,0.00010800005877145086,0.7665238026638465,6.97474577062537,0.00025984769394312807,1.9885090948799025,15.47094953891115,0.00021163220999212033,0.10127564333137166,3.798919733926271,0.0005345733138395434,5.735271617431612,43.21919762411228,0.0005392846832703403,0.4195916570875907,3.4036309029333496,0.00016471053410971472,0.1957688757808611,5.737495002136481,0.000280573387291818,0.6241200191032987,4.57250246570394,5.598137502892964e-05,1.6234126321613753,12.281018216497822,0.00018422186361760162,0.4835309202111079,5.476314944473037,0.00017411330152104863,-1.579611226193565,6.882598845398225,0.0005296938452597055,1.8864790326954441,13.238674410609487,0.00018191269922240337,1.0139864170545363,4.828649578643588,0.0002222146889894917,1.2523675141548698,9.686761103584896,0.00024531389655892203,-0.31935219474002297,2.9882176227694046,5.8653888579942335e-05,0.4204836314931321,4.6561324066820635,0.0005886414976565132,1.3368527647962274,6.453763572069995,0.00011067247995211398,0.8637248359604877,8.749099446128621,0.0014328040434747676,-0.7518122952552282,6.102569357943556,0.0001064321251455579,1.156876409434956,5.272567598534766,0.0004906079250187573,1.8865624438456092,9.456288181080415,0.00027315245757241976,0.3032324082088639,3.6954432788842952,0.0003105373270361234,1.513750871591153,12.814453094152904,0.00040979510117976825,4.446336826403598,32.05081592468204,0.00016089000627800767,-0.3549346961629233,3.5929402456116155,24.26,21.985025,27.116812,41.720158,55.860001,25.21121,74.865097,18.572971,52.388546,21.005539,41.82,15.402022,15.6,41.23,22.006161,20.184999,20.020828,17.411894,12.834435,24.091022,11.223047,52.060001,66.487373,11.45,21.101477,15.253092,25.33,24.775,40.073753,7.274055,-0.011475576516656538,-0.004142551562711372,-0.006922852849311489,0.0070439713987364705,0.0,-0.00540166579037038,-0.010095294378534625,-0.018558775224026824,-0.003515175853435526,-0.016195736321278797,0.018096766032020373,-0.010746474785872095,0.02729214228800725,-0.006527280517843792,-0.006782360066144744,-0.030734223926050852,-0.013289371907090786,0.001655008519020118,-0.009066460841144597,-0.00352298554616981,-0.00631554923828892,-0.014114252997797117,0.0,-0.022453447609377175,0.0021678362862895817,0.028366318736529283,0.0011851078058020548,-0.002620176849226219,-0.017126696655088036,-0.01769959880596428
