,ASGN,AVA,B,BCPC,CACI,CBU,CHE,COLB,FCFS,FFIN,FIVE,GBCI,GDOT,HAE,HI,IART,JBT,KFY,KS,NEOG,NSP,PDCE,PSB,QLYS,SIGI,SKYW,STMP,TREX,VAC,WWE
2015-04-15,39.380001,30.106207,39.986858,55.770538,86.769997,32.330242,116.77739,27.157946,46.242901,27.18936,36.299999,22.995447,17.110001,41.669998,28.589735,30.865,34.792046,31.753983,28.527987,35.416355,24.36743,61.27,73.78495,51.73,27.342573,13.241792,67.5,52.549999,75.611099,12.675726
2015-04-16,39.299999,30.124231,39.503929,56.558399,86.75,32.466881,118.129456,27.232195,47.398243,27.020067,36.279999,23.031115,16.99,41.130001,28.459568,30.565001,34.56625,31.330334,28.452682,35.491371,24.042227,58.799999,73.647224,51.41,27.533379,13.563572,67.0,51.200001,75.38192,13.085522
2015-04-17,38.25,30.079178,38.624992,56.420521,85.940002,31.856529,117.365265,26.610331,46.398239,26.963646,35.330002,22.692291,16.690001,40.830002,27.985399,29.934999,33.692524,30.925949,28.000906,34.111027,23.341433,56.93,73.031967,50.27,26.617508,13.631828,66.330002,49.849998,74.455635,12.889936
2015-04-20,38.75,30.268402,39.349396,56.548546,87.330002,32.466881,119.510925,27.009439,47.864265,27.433884,35.240002,22.915203,16.959999,42.689999,28.189939,29.950001,34.1343,31.744356,27.727953,34.463615,23.767405,57.560001,73.647224,50.869999,27.094521,13.943858,67.400002,51.73,75.066795,13.066894
2015-04-21,38.68,30.088181,39.107922,55.859169,88.279999,32.339355,119.765656,27.083694,47.903103,27.217573,35.279999,22.906286,16.91,42.540001,28.19924,30.004999,34.016491,31.580675,26.466742,35.708927,23.758244,55.049999,73.096245,53.150002,26.798771,13.865851,68.099998,51.970001,75.802078,13.178658
2015-04-22,38.68,30.196321,39.417007,54.874348,88.949997,32.567093,120.010612,27.269325,47.077854,27.509123,35.27,23.120274,16.969999,42.330002,28.310808,29.875,34.16375,31.744356,26.664391,35.326332,23.469683,55.02,73.013603,52.380001,26.960957,13.865851,67.029999,51.48,75.782982,13.21591
2015-04-23,38.700001,30.46666,39.078949,53.968307,89.910004,32.703739,121.03933,27.984011,48.252617,27.546743,35.939999,23.075697,16.889999,42.610001,28.468864,30.235001,34.1343,31.42662,26.56086,34.92123,23.684959,55.970001,72.811584,53.700001,26.980042,13.466063,67.0,49.970001,76.460991,13.653647
2015-04-24,38.779999,30.709951,39.619831,54.037247,89.099998,32.075169,121.117729,27.69628,47.786591,27.132933,36.040001,23.33427,16.700001,43.349998,28.013287,30.655001,34.095028,31.253311,26.65498,35.168793,23.268148,55.5,72.986061,53.049999,26.894176,13.690334,66.230003,51.669998,76.757011,13.486004
2015-04-27,38.509998,30.331486,39.648815,53.810738,87.550003,32.002296,121.147118,27.473518,48.097275,27.311623,35.0,23.066782,16.67,41.68,28.078371,30.375,34.350273,30.839294,26.457327,34.531132,23.190281,55.889999,73.289078,52.82,26.69383,13.505067,65.849998,50.200001,75.973976,13.355613
2015-04-28,38.77,30.484684,39.600513,54.037247,88.470001,32.603531,118.403801,28.011852,49.165241,27.998177,34.82,23.512604,16.610001,41.639999,28.375891,30.84,34.517174,31.494017,26.457327,35.528881,23.332273,54.689999,73.582916,52.700001,26.712908,13.787845,65.209999,50.139999,76.327301,12.973759
2015-04-29,37.84,30.061155,39.600513,52.97364,86.379997,32.284695,115.435112,27.984011,48.272038,27.941744,33.82,23.815756,16.49,40.619999,28.022585,30.445,34.065582,30.916321,25.996134,34.613655,22.68644,56.860001,71.379036,52.09,26.378998,13.407557,63.16,49.16,74.961746,13.374241
2015-04-30,33.650002,29.394327,38.731236,51.624432,88.239998,31.838324,112.91716,27.566338,46.93222,27.236382,33.720001,23.485851,16.1,40.529999,27.325275,29.389999,37.884457,30.357887,26.306732,33.413353,22.058933,56.740002,70.111786,49.52,25.701635,13.310045,61.889999,46.919998,78.504539,12.49877
2015-05-01,34.139999,29.349272,38.924404,51.831242,89.639999,31.501261,114.641518,27.287884,46.971058,27.302217,34.459999,23.369938,16.34,40.849998,26.999866,32.740002,37.884457,30.665990999999998,26.909105,32.123032,24.61935,56.689999,70.019951,52.139999,25.959229,15.718534,62.009998,48.790001,80.59584,12.573277
2015-05-04,33.740002,29.691692,38.6926,52.205475,89.949997,31.692562,117.149712,27.35326,47.514751,27.650192,34.52,23.628515,16.440001,40.830002,26.767429,32.669998,37.108898,30.656361,26.758512,32.723183,24.688055,57.459999,70.07505,55.080002,25.997387,15.611272,61.5,49.09,80.605377,12.722293
2015-05-05,32.75,28.997839,38.180695,53.731953,88.690002,31.756329,116.022964,27.119791,46.815716,27.53734,34.639999,23.521519,16.24,40.110001,26.869698,32.439999,34.458267,29.972754,25.516121,32.018005,23.666637,55.16,68.330292,37.029999,25.901981,15.318744,61.279999,48.279999,79.889191,12.722293
2015-05-06,32.66,28.826626,38.084103,56.578094,88.260002,32.011402,117.012527,27.343918,46.796303,27.819483,34.34,23.824671,16.67,40.310001,27.064949,32.310001,36.588596,29.924616,25.666714,32.108028,23.872751,53.880001,68.201729,37.740002,25.968765,14.996962,61.150002,48.759998,80.175644,12.517395
2015-05-07,32.93,28.637392,38.200008,57.100048,88.419998,31.829212,118.217636,27.287886,47.466202,27.490313,34.490002,23.55718,16.719999,40.73,26.990568,32.145,37.06963,30.126806,25.384352,32.183044,24.298723,53.07,69.340424,37.07,26.121408,15.650275,60.669998,50.689999,80.662682,12.601217
2015-05-08,32.84,28.781569,38.460789,56.312191,89.82,32.002296,118.384201,27.502684,47.359409,27.452694,34.369999,23.637432,15.18,40.68,26.888294,32.400002,37.3936,30.560078,25.384352,31.905476,24.440714,55.599998,70.148521,36.98,25.978306,15.806291,73.050003,52.57,82.028206,12.461514
2015-05-11,37.610001,28.754539,38.373867,55.888718,88.809998,32.30291,118.766312,27.87623,47.077854,27.734837,34.759998,23.860342,15.44,41.049999,26.962673,32.564999,37.364159,30.848927,25.393763,31.920481,24.422394,55.689999,68.477203,37.139999,26.483938,16.459602,73.010002,50.860001,82.7062,12.517395
2015-05-12,38.290001,28.727503,38.132401,55.238735,87.309998,32.257366,118.442986,27.960281,47.097275,27.89472,34.310001,24.020836,15.39,40.720001,29.724024,32.470001,37.727386,31.060749,24.91375,31.785446,24.216278,56.759998,68.422119,37.91,25.901981,16.089066,70.93,49.16,82.286041,12.638471
2015-05-13,37.880001,28.565306,38.489773,55.327366,87.849998,32.394009,118.276436,28.203091,47.136105,28.007578,33.860001,24.225912,15.48,40.950001,29.463696,32.650002,37.658661,30.964464,25.318466,32.018005,24.193377,55.48,67.669121,37.630001,25.738956,15.747785,69.449997,48.799999,81.751289,12.722293
2015-05-14,38.549999,28.979816,39.31076,56.44022,88.68,32.412235,119.324768,28.49259,47.689507,28.148649,34.209999,24.341824,15.36,41.720001,29.975054,32.98,37.96299,31.619184,25.657303,32.835709,24.413235,54.84,69.083298,38.529999,26.103367,15.991561,69.989998,50.009998,82.104607,12.750234
2015-05-15,38.700001,29.142015,39.136898,56.784904,88.790001,31.892981,118.756508,27.932262,47.213776,27.565552,34.259998,23.958424,15.41,41.549999,29.37072,33.0,37.678299,31.53253,25.798481,33.36084,24.289564,55.060001,69.5149,38.610001,25.901983,15.991561,69.940002,50.23,82.209641,12.731606
2015-05-18,38.759998,29.367294,39.214169,58.183357,89.150002,32.530659,119.981209,28.399202,47.029308,28.214489,34.779999,24.493406,15.4,42.009998,29.798405,33.52,37.648846,31.609554,25.97731,33.990997,24.257502,56.98,69.918938,40.080002,26.208855,16.147573,70.970001,51.25,82.734856,12.955132
2015-05-19,38.799999,29.285362,39.388027,57.454586,89.230003,32.712852,121.539024,28.483253,46.757465,28.411985,34.290001,24.876814,15.45,41.66,29.658939,33.84,37.540859,31.936922,25.826717,34.141037,24.298723,57.450001,70.038322,39.959999,25.988289,16.488853,70.830002,52.18,84.262749,12.880624
2015-05-20,38.75,29.321777,39.465294,57.50383,89.0,32.521542,121.372467,28.613995,46.67979,28.411985,33.759998,25.099724,15.38,42.080002,29.761213,34.215,37.432865,31.936922,25.845537,34.23856,24.330784,57.5,69.946503,40.169998,25.988289,15.679525,70.889999,51.240002,84.931198,12.76886
2015-05-21,38.48,29.303566,39.986858,58.114414,87.940002,32.366688,121.392059,28.483253,46.194355,28.223888,34.23,25.26022,15.25,41.700001,30.058739,34.044998,37.364159,31.811752,25.920837,34.351089,24.248343,59.369999,69.30368,40.09,25.988289,14.957958,70.480003,51.560001,84.520569,12.722293
2015-05-22,38.18,29.194332,39.552219,57.228077,87.0,32.12072,121.42144,28.19375,45.854549,27.753649,34.709999,24.965979,15.24,41.389999,29.714724,33.759998,37.079445,31.648067,25.986725,34.433609,24.22086,58.68,68.963913,39.360001,25.643055,14.489912,69.980003,49.959999,84.59697,12.573277
2015-05-26,37.740002,29.030472,38.84507,56.962173,85.639999,31.965857,120.83255,28.156397,45.106972,27.753649,34.419998,24.707399,14.86,41.369999,29.026714,33.375,36.361092,31.234053,25.760834,34.028507,24.142992,57.939999,68.229286,39.75,25.393724,14.25589,69.040001,50.349998,84.348679,12.843369
2015-05-27,38.25,29.212538,39.358482,57.060654,86.489998,32.330242,121.048492,28.464573,45.815712,28.346151,34.639999,25.197805,15.06,41.59,29.212664,33.84,36.400452,31.494017,25.78907,34.433609,24.344528,58.889999,68.789436,39.860001,25.854034,14.47041,68.860001,51.529999,85.6092,13.076207
2015-05-28,38.0,29.221642,39.310047,56.509155,86.580002,32.503323,121.372391,28.445898,45.93222,28.51544,34.009998,25.251301,14.92,41.73,29.128986,34.075001,36.882633,31.185915,25.666714,34.84621,24.275824,58.869999,68.422119,40.139999,26.247215,14.314396,68.440002,51.700001,85.752426,13.318358
2015-05-29,37.490002,29.130608,39.000069,55.603115,85.620003,32.166267,121.89257,28.212427,45.233181,28.33675,33.25,25.090807,14.65,41.32,28.561842,33.584999,36.971195,30.897068,25.365526,35.063766,24.101768,59.639999,67.127327,40.720001,25.997879,14.431407,67.290001,50.599998,84.300934,13.318358
2015-06-01,37.66,29.094191,38.990376,55.987198,85.959999,32.04784,122.540344,28.081678,44.223476,28.487223,33.869999,25.046225,14.79,41.889999,28.468864,33.790001,37.010567,31.070374,25.412588,35.146286,24.243763,59.16,68.761887,40.41,25.882801,14.694683,68.559998,51.049999,84.998024,12.908564
2015-06-02,37.939999,28.766476,39.019432,56.607639,85.75,32.466881,122.324425,28.389864,44.699207,28.910444,34.259998,25.206718,14.9,42.240002,29.045311,34.035,36.882633,31.185915,24.772568,35.108776,24.445293,58.82,68.706802,39.810001,25.988289,14.606925,69.709999,51.040001,85.370461,12.824741
2015-06-03,38.32,28.5571,39.532848,57.986389,87.059998,32.885925,122.618881,28.819447,44.873962,29.568781,35.099998,25.688208,15.13,43.029999,29.417206,34.435001,37.148331,31.436253,24.970217,35.468868,24.596449,57.66,68.11908,41.330002,26.419828,14.56792,71.43,51.98,86.248985,13.430121
2015-06-04,37.689999,28.320414,39.00975,56.784904,85.019997,32.612652,123.040924,28.539286,44.46619,29.220802,37.77,25.518795,14.92,41.990002,29.036007,34.005001,36.557899,31.176292,24.744331,34.516129,24.358271,56.740002,67.329338,40.68,26.074598,14.158382,70.110001,50.75,84.396439,13.784036
2015-06-05,37.98,27.87435,39.193802,57.602314,85.32,33.532719,123.826134,29.202339,44.514729,29.822706,38.299999,26.142941,15.03,42.5,29.231256,34.490002,36.705505,31.051119,25.280817,34.823708,24.52774,57.209999,66.42025,42.389999,25.978701,14.460659,71.489998,51.32,83.58474,13.858545
2015-06-08,38.029999,27.901661,38.77726,57.750031,84.230003,33.286758,123.757423,29.295725,44.301144,29.916759,38.68,26.116196,14.92,42.470001,29.054604,34.630001,36.341404,31.128145,25.045517,34.891224,23.950619,56.18,66.714096,41.439999,25.738956,13.768341,70.400002,50.0,83.002251,14.491866
2015-06-09,37.970001,27.683184,38.583523,58.203049,84.220001,33.632919,123.60038,29.706633,44.000172,30.33057,38.810001,26.330193,14.92,42.650002,28.943037,34.200001,36.321716,31.243683,24.838451,34.906227,23.749083,57.849998,66.45697,42.200001,25.806086,13.622078,69.769997,49.650002,83.288719,14.631568
2015-06-10,39.0,27.746902,39.00975,59.581802,85.940002,34.042862,125.190414,30.210926,44.563282,31.572006,39.119999,26.455019,14.98,43.439999,29.361422,34.285,37.099133,31.320711,24.810219,35.618904,23.634571,60.110001,66.548798,42.639999,26.40065,14.090124,70.550003,51.310001,84.300934,14.873721
2015-06-11,39.200001,28.001795,39.164742,60.09391,85.510002,34.272438,126.073769,30.201584,44.495323,31.090063,38.900002,26.392605,15.04,43.400002,29.277742,34.419998,37.010567,31.542162,25.196108,35.618904,24.087311,58.669998,66.807709,41.959999,26.755472,14.119374,71.050003,51.720001,84.396439,14.423285
2015-06-12,39.009998,27.792421,38.854752,60.527229,85.230003,34.244907,125.661537,30.416378,44.46619,31.033089,39.029999,26.339106,14.97,42.84,29.221601,34.02,37.079445,32.05246,24.772568,35.408852,23.745449,58.360001,67.233063,41.810001,26.736292,14.392404,70.470001,51.330002,84.654259,14.601583
2015-06-15,39.060001,27.701389,38.593204,60.783291,84.260002,34.052048,125.553566,30.276295,44.747742,30.900143,38.970001,26.19644,14.99,42.59,29.146748,33.485001,36.794071,33.130825,24.527853,35.386345,23.315813,57.450001,66.918678,43.790001,26.448599,13.992616,70.150002,51.209999,85.341812,14.667272
2015-06-16,39.290001,27.956282,38.738514,62.122646,85.050003,34.318359,127.369331,30.659182,44.776875,31.868746,39.27,26.624434,14.94,42.599998,29.427458,33.439999,37.020405,33.564095,24.490206,35.678921,23.699245,57.950001,67.427246,44.790001,26.793833,13.778092,70.599998,50.860001,85.025787,14.836184
2015-06-17,39.169998,28.256689,38.544765,62.191586,85.040001,33.638794,126.682304,30.098858,44.029297,30.976112,39.0,26.071613,14.96,42.450001,29.436811,33.415001,36.744865,33.438923,24.518438,35.513878,23.546801,56.41,68.388908,45.389999,26.678753,13.84635,70.769997,50.549999,84.50869,15.436763
2015-06-18,39.720001,28.884819,39.058182,62.792324,85.419998,33.932655,128.498108,30.304316,45.262314,31.49839,39.619999,26.249945,15.18,42.799999,29.764303,33.825001,36.951515,33.795177,24.716095,36.376595,23.967197,56.080002,69.914619,47.349998,27.033573,14.402156,72.709999,51.73,84.661903,15.399225
2015-06-19,39.869999,28.739168,39.14537,63.028683,84.989998,34.299995,129.626801,30.210926,45.6992,31.697807,39.810001,26.249945,15.25,42.529999,29.642668,33.790001,36.853107,33.833683,25.318466,36.916729,23.851706,54.740002,69.729698,47.639999,26.918497,15.17248,72.889999,51.970001,84.594879,15.314771
2015-06-22,40.599998,28.748268,39.22287,62.910507,85.5,34.502029,129.234192,30.799263,45.67979,32.068153,39.880001,26.624434,15.31,42.360001,29.717524,34.91,37.158165,34.613571,23.963127,37.104275,24.535423,55.57,68.888229,46.5,27.014393,15.474761,73.089996,52.759998,85.466293,15.249082
2015-06-23,40.400002,28.466063,39.261608,62.841572,86.32,34.887741,129.214554,30.901991,45.796291,32.618931,40.41,26.820599,21.52,42.310001,29.876587,34.695,37.27626,34.420471,23.351343,36.826706,24.031872,56.689999,68.564606,46.900002,27.388397,15.465006,74.610001,52.599998,85.01622,15.737051
2015-06-24,40.16,28.320414,39.184116,57.533367,85.139999,34.795891,127.938629,30.836624,45.893383,32.628418,39.779999,26.499603,20.33,42.040001,29.792376,34.424999,37.27626,34.488056,23.03133,36.174042,23.385107,56.299999,68.102257,42.970001,27.378805,15.445506,74.169998,52.290001,84.987495,16.253174
2015-06-25,40.290001,28.047314,39.0485,57.060654,84.300003,34.970387,129.96051,31.042076,45.524448,32.941792,40.32,26.660097,20.370001,42.110001,29.474241,34.52,37.2369,34.739082,22.843094,36.63916,23.967197,55.419998,67.769386,44.0,27.273321,15.474761,73.989998,51.689999,86.021698,16.450241
2015-06-26,40.029999,28.293102,39.174423,57.661396,84.25,35.374454,130.343292,31.088768,45.621532,33.48307,40.689999,26.642265,19.950001,42.0,29.446169,34.490002,37.886372,34.700474,22.569012,36.571644,23.666916,55.09,67.436501,41.59,27.484295,15.171715,73.230003,51.040001,87.984787,16.412703
2015-06-29,39.049999,28.092831,37.789181,55.36676,81.769997,34.593857,128.419556,30.341669,44.679783,32.751877,39.560001,25.928951,19.17,41.34,28.538551,33.740002,36.853107,33.628757,22.238226,35.461365,23.338913,52.720001,66.65976,39.619999,26.765059,14.262588,71.949997,49.080002,86.663315,15.42738
2015-06-30,39.279999,27.901661,37.76981,54.874348,80.889999,34.685699,128.674728,30.388361,44.262306,32.894314,39.529999,26.232111,19.120001,41.360001,28.725691,33.685001,36.990879,33.570824,21.850735,35.588898,23.514465,53.639999,66.715256,40.349998,26.899319,14.702488,73.57,49.43,87.860313,15.483682
2015-07-01,39.779999,28.120142,37.779491,55.947811,81.620003,35.392818,130.470886,30.687204,44.864254,33.255165,39.73,26.562014,19.280001,41.049999,28.566622,33.134998,37.325466,33.889446,22.285479,35.183796,23.435928,51.360001,67.528961,40.040001,27.541832,14.350567,72.82,49.75,87.812424,15.624444
2015-07-02,39.32,28.466063,37.614815,55.553879,81.169998,34.795891,128.566772,30.098858,44.825413,32.666409,39.419998,25.857618,18.98,40.369999,28.276554,30.264999,37.128651,33.310135,22.143717,34.913727,23.750069,51.0,67.390259,38.57,27.445938,14.389668,73.059998,48.209999,87.343201,15.511838
2015-07-06,39.290001,28.720959,37.382324,55.327366,81.25,34.942833,130.500336,30.210926,44.932213,32.552456,39.130001,26.134029,18.940001,40.310001,27.677713,30.745001,36.675983,33.628757,21.973598,34.936234,24.115026,48.740002,68.037529,38.310001,27.704861,14.262588,73.360001,47.869999,87.812424,15.305387
2015-07-07,39.259998,29.258055,37.21764,54.500114,80.839996,34.961205,128.861221,29.725306,44.806004,32.011185,38.919998,25.679291,19.08,40.029999,27.66836,30.745001,36.548054,33.117031,22.011402,35.11628,23.994915,50.650002,68.851234,37.48,27.724041,14.487424,73.75,46.139999,87.496429,14.610966
2015-07-08,38.889999,29.121506,36.568615,52.678196,80.089996,34.731617,128.360657,29.426464,44.815708,31.973196,39.240002,25.643387,18.77,39.07,27.078871,31.0,35.750965,32.856339,21.548304,34.876221,23.708492,49.68,68.814247,36.5,27.819937,13.773807,72.139999,45.25,86.241959,14.535893
2015-07-09,39.630001,28.693651,36.646111,53.180454,80.970001,35.043842,126.819695,29.772001,45.485615,32.485989,39.509998,25.993437,18.99,38.709999,26.957233,31.040001,36.026505,32.779102,21.378185,35.108776,23.916376,49.720001,68.157738,37.549999,28.021322,13.597845,71.959999,46.98,85.724838,15.605672
2015-07-10,40.689999,29.003162,37.140156,54.647842,80.519997,35.61322,130.804596,30.126875,46.786591,32.818344,39.529999,26.352461,19.65,39.220001,27.219227,31.530001,35.957619,33.599781,21.935795,35.656414,24.239761,49.369999,68.388908,37.220001,28.424089,13.998645,73.330002,47.900002,87.822014,15.446146
2015-07-13,40.73,29.094191,37.372639,54.214516,81.660004,35.806072,132.394623,30.444389,47.136105,33.198181,39.509998,26.531977,19.74,39.68,27.228584,31.625,36.21347,33.908741,22.663521,35.858963,24.198187,50.02,68.49987,36.080002,28.644655,14.399444,74.82,48.950001,87.92733,15.22093
2015-07-14,41.060001,28.966751,37.59544,54.588753,81.919998,35.861176,133.228912,30.631166,47.097275,33.160202,38.650002,26.621735,19.66,39.73,27.0508,31.889999,36.183956,33.908741,22.625715,36.519131,24.198187,50.950001,68.638557,37.610001,28.615889,14.203933,74.860001,48.450001,87.898613,15.812123
2015-07-15,40.630001,29.085091,37.39201,54.746323,82.739998,35.870354,133.700012,30.948692,46.815716,33.027256,38.439999,26.702513,19.75,39.529999,26.93852,31.684999,36.026505,34.217712,22.068111,36.369091,23.823984,48.709999,68.897491,36.73,28.769325,14.076848,74.5,47.16,87.371933,15.915347
2015-07-16,41.189999,29.440121,37.895737,55.199341,83.900002,36.191776,133.847244,30.780586,43.223469,33.321632,38.369999,26.819197,19.610001,39.490002,27.135014,31.75,36.380768,34.391506,23.05101,36.729183,24.346016,49.099998,69.849892,37.169998,29.229635,13.959542,76.019997,47.439999,86.481354,16.009192
2015-07-17,39.990002,29.230745,37.924801,54.805416,83.120003,35.750973,132.590927,30.52844,41.077831,32.989277,38.470001,26.603783,19.74,39.259998,26.863661,31.559999,36.882633,33.754272,22.871445,36.556641,23.921,46.029999,69.62796,37.009998,29.181684,14.448322,76.089996,47.599998,87.027199,15.887197
2015-07-20,40.110001,28.948542,38.351032,55.159946,82.540001,36.402992,132.384811,30.752571,41.893368,33.597023,37.900002,26.729441,19.82,39.130001,26.582956,31.695,36.351234,33.483929,23.627525,36.339085,23.999537,44.400002,69.729698,36.73,29.085785,14.399444,76.360001,46.689999,87.247452,15.84966
2015-07-21,40.0,28.648132,38.166977,54.224365,81.68,36.219326,132.924606,30.565798,41.281708,33.729958,37.34,26.469151,19.91,39.25,26.667171,32.174999,35.721439,32.827377,23.296738,43.818455,23.500603,43.779999,70.081062,37.599998,28.836452,14.692712,76.239998,47.23,87.122955,16.168716
2015-07-22,39.970001,28.839304,38.128231,55.179642,81.970001,36.549927,132.296478,30.836624,40.883656,34.185783,37.389999,26.810219,19.83,39.389999,26.33968,32.810001,35.770641,33.638409,23.362894,45.498875,23.643816,42.84,70.487923,36.889999,28.95153,14.888224,75.879997,47.23,87.869888,16.525314
2015-07-23,38.84,28.50248,37.750435,54.470573,81.260002,35.705051,132.502594,30.57514,40.165203,33.359619,37.419998,26.370413,19.65,39.119999,25.984114,32.619999,35.101486,33.425995,22.937601,43.885971,23.260376,43.57,68.878998,39.029999,28.577526,14.594956,74.760002,46.5,80.00795,16.168716
2015-07-24,37.75,28.50248,37.479191,53.968307,80.349998,35.245892,138.990311,30.537779,39.2817,32.599937,37.650002,25.625437,19.65,38.509998,25.918619,32.555,34.766899,32.846684,22.512304,43.158291,23.329674,42.82,69.193367,38.959999,28.404913,13.852013,73.5,45.73,81.032585,15.577525
2015-07-27,37.220001,28.866611,35.958336,54.775864,79.209999,35.098953,142.042786,30.005472,38.815685,32.305557,36.27,25.212555,19.530001,38.099998,25.853119,32.470001,34.432327,32.219109,22.408342,44.216053,23.131023,42.169998,69.313599,37.130001,28.692606,13.764032,71.349998,45.490002,79.845154,15.023866
2015-07-28,37.66,29.075989,36.287685,55.563725,80.849998,35.126511,142.062424,30.136209,39.145786,32.115643,36.34,25.113827,19.93,39.07,26.096399,32.345001,35.062119,32.161179,22.814737,43.833458,23.061728,44.630001,69.202599,37.130001,28.356962,13.764032,70.470001,44.27,79.481255,15.417996
2015-07-29,37.5,29.467428,36.975468,55.228886,82.209999,35.025486,143.691681,30.192251,39.07782,32.087154,36.66,24.988169,20.0,39.25,26.283537,32.09,35.46558,32.34462,22.587914,43.27832,23.144884,46.540001,70.811554,37.529999,28.193935,13.783584,69.139999,44.869999,79.998367,15.464915
2015-07-30,38.740002,29.685907,36.956093,54.313004,82.220001,35.108131,144.153,30.500422,38.903065,32.191608,37.259998,25.140757,20.26,39.799999,26.180609,32.0,35.701763,32.257725,22.07756,42.700676,23.126406,47.66,70.672844,37.279999,29.267992,13.67605,68.93,45.07,79.126938,18.167521
2015-07-31,38.32,30.059149,37.711689,55.809929,82.129997,35.108131,145.713577,30.62183,39.485592,32.267574,36.869999,25.221533,20.719999,40.009998,26.536175,32.064999,35.869057,32.32531,22.115362,43.653412,23.228037,46.950001,71.190674,36.959999,29.546093,16.188375,68.599998,45.369999,80.055824,18.364588
2015-08-03,37.880001,29.922592,37.614815,55.238735,81.849998,35.089771,146.322128,30.518536,38.864227,32.277069,36.639999,25.284365,20.43,39.830002,26.199326,32.040001,35.642712,32.161179,21.576654,43.098274,21.842117,46.200001,71.597519,36.369999,29.689939,16.716259,70.510002,38.84,79.9888,18.927631
2015-08-04,38.240002,29.394604,37.643879,57.65155,81.68,35.199974,147.696198,30.715736,38.805977,31.9827,37.240002,25.445927,20.51,40.080002,26.058973,31.02,36.183956,32.383244,21.879086,43.008251,21.819021,46.52,71.542053,38.790001,30.102303,16.716259,71.699997,40.57,79.624908,20.860743
2015-08-05,38.849998,29.476534,37.905422,60.556782,82.349998,35.402004,148.412735,31.035004,38.602093,32.182117,38.32,25.643387,18.950001,40.200001,26.433249,31.105,36.380768,32.866001,21.935795,43.533382,22.322567,45.919998,70.746819,38.59,30.092712,16.853119,72.18,39.419998,79.931351,21.592699
2015-08-06,39.060001,29.585772,37.83762,60.625717,81.75,35.108131,148.393082,30.678173,38.11665,31.71681,36.849998,25.571583,18.59,39.580002,27.546724,30.450001,36.459488,32.634274,21.642815,43.158291,21.948368,47.849998,70.598869,33.25,29.565277,16.814016,66.07,39.779999,79.261017,20.569841
2015-08-07,38.689999,29.858875,38.680389,60.783291,82.059998,34.722439,149.413849,30.715736,38.019562,31.346457,36.740002,25.266407,18.209999,39.639999,27.949066,31.245001,36.046185,32.576344,21.671165,42.715679,22.32719,46.869999,70.635864,33.490002,29.651585,16.706482,84.400002,40.099998,77.192589,20.616758
2015-08-10,39.150002,29.795149,39.368164,60.359814,82.800003,34.860184,149.099777,31.363665,38.485588,31.735792,37.529999,25.795971,18.459999,39.59,28.351412,30.965,36.764545,33.174965,22.436699,42.993248,22.761446,52.169998,70.543388,33.889999,30.035175,16.902,84.400002,41.939999,77.317078,19.950493
2015-08-11,39.169998,30.159283,39.280991,61.059036,82.379997,34.593857,148.118271,30.790855,38.087521,31.612352,37.150002,25.418991,18.360001,39.470001,28.23913,30.879999,35.869057,32.827377,22.398895,42.430607,22.849216,54.360001,70.802299,33.119999,30.246153,17.341894,84.830002,41.669998,76.598869,19.518822
2015-08-12,38.790001,30.53252,39.213184,60.09391,82.639999,33.932655,145.713577,29.889383,37.242867,30.91914,37.009998,24.871483,18.34,38.950001,27.846142,30.745001,35.475422,32.91428,22.436699,42.835709,22.53046,55.32,71.014977,32.150002,30.352108,16.941099,84.279999,41.32,75.938126,19.52821
2015-08-13,38.790001,30.405075,39.561909,60.015121,84.25,33.905106,145.497314,30.124146,36.767132,30.681736,37.240002,24.988169,18.120001,38.82,27.649643,30.9,35.49511,33.271507,22.162617,41.252811,22.424208,55.200001,71.38485,32.529999,30.313578,16.853119,84.040001,40.869999,76.014709,19.715891
2015-08-14,39.349998,30.741901,40.181885,59.483322,84.449997,34.263264,146.588562,31.044397,37.252571,31.137545,38.41,25.239483,18.469999,39.220001,27.584145,31.02,35.987137,33.619095,22.531208,41.260315,22.53046,55.790001,72.041367,31.870001,30.939693,17.058407,86.120003,40.939999,75.938126,20.053717
2015-08-17,40.150002,30.942173,40.269062,60.10376,84.760002,34.309185,145.988861,31.420006,37.223446,31.061575,37.779999,25.230509,18.5,39.57,27.949066,31.375,36.400452,34.188747,22.691874,40.967743,22.636711,56.130001,72.651649,33.169998,31.016758,17.498306,86.959999,41.169998,76.416939,20.166327
2015-08-18,39.75,30.714592,39.939705,59.778767,83.919998,34.125519,145.487518,31.354271,37.174904,30.966614,37.740002,25.176655,18.469999,39.450001,27.443792,31.405001,35.652561,34.246685,22.550108,41.530384,22.401106,55.950001,72.586937,33.02,30.881897,17.410328,86.650002,41.759998,74.540024,19.884804
2015-08-19,39.360001,30.83292,39.426292,59.591652,83.410004,33.776543,143.678604,30.997437,37.359367,30.292398,36.720001,24.611191,18.02,38.990002,27.116302,30.915001,35.249088,33.841164,22.20042,41.117779,21.98995,53.66,72.309517,32.790001,30.59292,17.185486,88.25,42.200001,72.663116,20.354008
2015-08-20,38.43,30.714592,38.486645,58.104568,82.199997,33.299,141.938522,29.635843,37.116646,29.551706,36.02,23.830309,17.74,38.189999,26.433249,30.424999,34.272419,33.638409,21.699516,39.077271,21.398621,51.48,71.763962,31.559999,30.082397,16.550074,85.470001,39.889999,69.215721,19.471905
