,ASGN,AVA,B,BCPC,CACI,CBU,CHE,COLB,FCFS,FFIN,FIVE,GBCI,GDOT,HAE,HI,IART,JBT,KFY,KS,NEOG,NSP,PDCE,PSB,QLYS,SIGI,SKYW,STMP,TREX,VAC,WWE
2014-08-18,30.17,28.088017,33.364059,52.417564,70.300003,31.484482,100.257484,23.538082,57.37886,27.710583,38.049999,23.22402,19.049999,36.990002,29.935196,24.4,28.275148,29.103014,28.726694,33.525883,12.728339,56.950001,74.475266,26.059999,22.765869,9.269689,32.66,36.0,57.455479,12.760516
2014-08-19,30.75,28.297977,33.517147,52.711716,70.239998,31.520016,100.403854,23.538082,57.126434,27.590103,39.290001,23.206745,18.860001,37.099998,30.035559,24.455,28.109678,29.294989,28.679941,33.518379,12.728339,57.630001,74.44825,25.389999,22.916946,9.491547,32.310001,37.139999,56.990837,13.060016
2014-08-20,29.860001,28.262611,33.28751,51.888096,70.400002,31.235729,100.091553,23.418837,56.252647,27.339876,38.939999,23.059921,19.030001,36.580002,29.725355,24.375,27.934479,28.968636,27.997305,32.835709,12.603141,57.060001,74.313057,24.92,22.529804,9.626587,32.68,37.290001,56.507221,13.168927
2014-08-21,29.950001,28.333338,33.45018,51.907703,71.089996,31.573322,100.901596,23.84997,56.136139,27.654976,39.32,23.362207,19.24,36.599998,30.0903,24.834999,28.304344,29.170204,28.558376,32.625656,12.624008,56.709999,74.367134,24.889999,22.803637,9.645878,33.02,37.34,56.583073,13.105393
2014-08-22,29.469999,28.271456,33.297089,51.289986,71.129997,31.697683,100.472176,23.978386,55.437107,27.784729,39.450001,23.457209,19.120001,36.16,30.236282,25.35,27.953947,29.045422,28.100168,32.550636,12.594794,56.799999,73.420876,24.92,22.567577,9.694109,33.279999,36.639999,56.383942,13.286911
2014-08-25,30.08,28.342176,33.316227,51.113499,70.910004,31.653269,100.394112,24.051771,55.281769,27.627174,39.73,23.37948,18.870001,36.150002,30.582991,25.045,27.963684,28.73827,27.987953,31.732933,12.649046,58.080002,73.258659,24.73,22.652557,9.694109,33.439999,36.619999,56.355488,13.513804
2014-08-26,30.1,28.174212,33.565784,52.290104,71.230003,31.884253,100.433144,24.134331,54.990509,27.914474,39.919998,23.673128,18.85,36.169998,30.728964,25.09,28.237066,29.055023,28.315247,32.033009,12.682432,58.389999,73.420876,25.08,22.765869,9.588005,33.77,36.84,56.611523,13.459351
2014-08-27,30.200001,28.386381,33.26823,51.319405,71.489998,31.679922,101.565231,24.051771,57.058475,27.55303,39.84,23.509027,18.700001,35.91,30.619484,25.004999,28.305414,29.026226,28.595778,31.462865999999998,12.557238,57.709999,73.249657,24.49,22.784752,8.97067,33.439999,37.48,56.355488,13.286911
2014-08-28,29.370001,28.465942,32.941883,50.054554,71.470001,31.244614,101.477394,23.684849,56.194393,27.098915,40.02,23.103104,18.700001,35.5,30.437006,24.83,28.149195,28.536692,28.446163,31.32033,12.485385,58.02,72.790031,23.92,22.567577,8.768103,33.529999,37.369999,56.725315,13.132624
2014-08-29,29.559999,28.695789,32.865101,50.436954,72.120003,31.395639,103.068161,23.85914,56.077888,27.23793,40.560001,23.509027,18.889999,35.689999,30.509993,24.995001,28.364002,29.03582,28.745398,31.582895,12.472705,60.09,73.483963,24.299999,22.633675,8.652354,33.580002,37.599998,56.507221,13.196155
2014-09-02,29.58,28.421745,33.249035,51.780235,72.040001,31.733221,103.360962,24.198544,55.728371,27.580837,40.599998,23.914953,19.299999,36.099998,30.364016,25.09,29.066998,29.438971,29.362572,31.5979,12.468476,58.75,73.556046,25.41,22.869736,8.845271,33.66,36.900002,57.114101,13.259684
2014-09-03,29.309999,28.607388,33.172249,52.23127,72.739998,31.537781,103.292625,24.409521,55.233227,27.590103,40.790001,23.785398,18.23,36.009998,30.300148,24.805,28.637386,29.26619,30.437952,31.087772,12.679806,58.139999,73.817406,25.33,22.652557,8.77775,33.349998,36.869999,56.905487,13.123546
2014-09-04,29.48,28.589714,33.201035,52.809765,72.349998,31.440058,102.209335,24.16185,54.825466,27.404751,41.32,23.655851,18.290001,36.02,29.989937,24.76,28.461639,29.544556,30.522114,30.907726,12.684032,56.310001,73.474937,24.620001,22.50148,8.77775,33.16,38.470001,57.540829,13.259684
2014-09-05,29.68,29.040567,33.124249,53.015675,72.349998,31.475592,102.472839,24.015081,54.835163,27.414015,41.619999,23.543577,18.459999,35.959999,29.825706,24.75,28.686209,29.582945,30.194822,30.952738,12.637541,55.689999,73.835426,24.389999,22.425938,8.739169,33.259998,38.259998,58.043404,13.395819
2014-09-08,29.82,28.907959,33.28743,54.192272,73.029999,31.671045,103.429253,24.042601,54.388554,27.701317,41.68,23.77677,18.16,36.02,29.743597,24.934999,28.861958,29.400572,29.792725,31.072767,12.633314,54.84,74.304047,24.91,22.35984,8.864563,33.490002,38.27,58.081337,13.522881
2014-09-09,29.459999,28.563189,32.845898,53.956951,72.510002,31.466717,103.390228,23.941698,53.165253,27.247196,41.700001,23.457209,18.23,35.799999,29.570242,25.049999,28.295652,29.189407,29.138145,30.750187,12.451571,55.68,72.997314,24.049999,22.001024,8.623414,32.970001,38.77,57.815826,13.26876
2014-09-10,29.629999,28.545507,32.663532,54.427593,72.720001,31.822065,104.727242,24.271925,53.505066,27.673515,42.349998,23.837221,18.23,35.689999,29.524626,24.9,28.500692,28.67108,28.679941,31.230307,12.413534,56.52,72.267342,24.629999,22.133221,8.903146,32.619999,38.5,57.303757,13.377667
2014-09-11,29.75,28.828396,32.644329,54.123634,72.959999,32.046036,103.819626,24.290276,53.670109,27.943544,43.040001,24.053141,18.5,35.759998,30.044682,24.879999,28.725266,28.661478,29.241007,31.365341,12.371264,56.970001,72.81144,24.719999,22.369282,8.883856,32.040001,38.57,58.270988,13.86263
2014-09-12,29.34,28.094648,32.039627,54.113827,72.419998,32.046036,103.146233,24.43704,53.631279,27.785254,43.360001,24.294966,18.469999,35.650002,29.68441,24.84,29.193928,28.296732,28.240435,31.23781,12.257148,54.849998,69.963928,24.91,22.189877,8.903146,31.73,37.98,57.389107,13.899232
2014-09-15,28.780001,27.935524,31.876453,54.084415,72.400002,31.616014,101.545708,24.115984,53.776913,27.487286,42.630001,23.828587,18.49,36.0,29.574266,24.635,28.97912,27.941586,28.296541,30.525131,12.109216,54.299999,69.564911,24.33,22.189877,8.536605,31.41,36.82,57.057205,13.734529
2014-09-16,28.82,28.112328,31.780474,55.329651,72.599998,31.329325,101.584747,23.721544,54.252644,27.450037,42.279999,23.509027,18.459999,36.32,29.693594,24.49,29.272039,28.008772,28.399403,30.300076,12.028912,55.040001,69.782547,24.73,22.114334,8.54625,31.780001,37.130001,58.176159,13.542372
2014-09-17,28.440001,27.988565,32.030033,55.398285,72.690002,31.311407,101.282219,23.739891,54.534195,27.552469,42.439999,23.543577,18.940001,35.77,30.189251,25.129999,29.86763,27.653624,28.08147,30.382595,11.919018,54.41,70.734756,24.889999,22.123779,8.401561,31.41,37.150002,59.266666,13.377668
2014-09-18,27.549999,27.84712,32.058826,57.339676,72.839996,31.732483,101.848236,24.180201,55.485657,27.934233,42.240002,24.312241,19.6,35.689999,30.382,25.245001,29.965273,27.845598,27.931849,30.945236,11.855619,53.790001,70.4627,24.950001,22.350397,8.536605,32.720001,36.98,59.636494,13.707076
2014-09-19,27.4,27.864799,31.818872,56.574886,72.25,31.365164,101.047981,24.372831,54.640991,27.161386,42.009998,23.828587,19.280001,34.540001,29.923061,24.879999,29.467318,27.164095,27.482994,30.637659,11.796449,54.34,69.710007,24.67,21.831059,8.729521,32.41,35.799999,60.328732,13.441719
2014-09-22,26.959999,27.785238,31.530905,56.319954,71.760002,31.051594,100.579536,23.987562,54.000214,26.686506,40.369999,23.319023,18.99,34.119999,29.372334,24.985001,29.047468,26.348209,27.978601,29.902475,11.631609,53.380001,69.537704,24.83,21.679979,8.536605,32.099998,35.18,60.110622,12.526694
2014-09-23,26.77,27.502348,30.974199,56.094444,71.489998,30.558859,100.335556,23.501392,54.213799,26.286114,40.27,22.878551,18.82,34.099998,29.372334,24.805,28.686209,25.570721,27.501698,30.120029,11.614702,53.57,68.458542,25.059999,21.349491,8.401561,31.940001,35.509998,59.598557,12.599895
2014-09-24,27.120001,27.378576,31.070183,56.712158,71.470001,30.764917,101.243164,23.49222,54.456524,26.472343,41.34,22.904463,23.41,34.27,29.913883,25.155001,28.373764,25.647511,28.259136,31.065266,11.733047,53.959999,68.73967,25.9,21.472248,8.488375,32.73,35.849998,59.494259,12.471793
2014-09-25,26.85,27.122208,30.321507,56.388592,71.129997,30.406557,100.062286,23.088602,54.369141,26.127817,40.299999,22.636728,21.99,34.290001,29.418226,25.155001,27.70982,24.601263,27.473644,30.690172,11.614702,53.009998,68.204628,25.73,21.273952,8.063955,31.940001,35.32,59.333057,12.663948
2014-09-26,26.99,27.16641,30.254316,56.574886,71.209999,30.540941,100.052544,23.244547,54.437099,26.220934,41.169998,22.792187,22.27,34.619999,29.170399,25.02,28.168722,25.023603,27.857044,30.675169,11.661196,53.330002,69.682785,26.1,21.443918,8.102724,32.810001,35.700001,60.328732,12.975057
2014-09-29,26.950001,27.113371,29.697607,56.947479,71.290001,30.343843,101.604271,23.088602,54.417686,26.192999,41.040001,22.662634,21.26,34.810001,28.766529,25.065001,27.817221,24.351698,26.987381,30.487621,11.682328,52.509998,69.356339,26.16,21.264513,7.821648,32.369999,35.689999,59.797707,12.627348
2014-09-30,26.85,26.989607,29.131302,55.466923,71.269997,30.092997,100.423386,22.758371,54.349728,25.876411,39.610001,22.334442,21.139999,34.919998,28.353481,24.82,27.465719,23.900564,26.15513,29.632408,11.555531,50.290001,69.047997,26.6,20.905697,7.540573,31.76,34.57,60.129589,12.599895
2014-10-01,26.389999,27.148731,28.469007,54.162857,70.949997,29.815268,99.04731,22.712511,53.961376,25.634314,38.939999,21.988977,20.709999,34.43,27.940434,24.855,27.534073,23.238258,25.584711,29.71493,11.479453,48.639999,69.093346,26.120001,20.981232,7.162576,31.34,33.52,59.27615,12.233888
2014-10-02,26.58,27.210615,28.622581,54.417786,70.879997,30.030287,99.623123,22.804241,53.912823,26.220934,40.049999,22.222162,21.15,35.080002,28.206615,24.815001,28.071083,23.804575,25.248072,30.952738,11.538625,49.040001,69.120552,27.49,21.481689,7.424266,32.110001,33.77,58.631329,12.618197
2014-10-03,26.98,27.299013,28.699366,54.113827,70.830002,30.075075,100.677124,23.262892,53.932247,26.286114,40.75,22.700338,21.24,35.330002,28.261688,24.950001,28.217541,24.140526,25.874599,31.005251,11.707688,48.380001,69.392593,28.379999,21.736633,7.511497,33.439999,35.34,59.380463,12.883554
2014-10-06,26.82,27.378576,28.99692,53.927536,70.720001,29.851101,98.93998,23.006044,53.611858,26.062637,39.900002,22.596014,20.709999,35.34,27.931252,25.184999,28.178486,24.150126,25.659525,30.28507,11.711915,48.360001,69.274719,28.200001,21.510014,8.093034,33.560001,34.990002,58.735641,12.654799
2014-10-07,26.549999,27.696835,28.968124,52.947037,70.470001,29.421072,98.01284,22.574911,52.398262,25.671558,39.259998,22.196083,20.530001,34.619999,27.22448,24.475,27.875807,23.99655,25.248072,29.834959,11.59357,47.790001,68.812202,28.219999,21.226738,7.928263,32.91,34.599998,57.967545,12.728001
2014-10-08,26.780001,28.465942,29.697607,53.93734,71.190002,30.514063,99.408424,23.244547,53.039047,26.379229,40.860001,22.66556,21.41,35.18,27.885355,25.110001,28.735027,25.052393,25.491199,30.817705,11.745729,47.400002,71.07029,28.52,21.434475,7.647189,33.669998,35.209999,58.783062,13.084859
2014-10-09,26.459999,27.944365,29.208088,51.427258,70.470001,29.940691,98.520325,22.675816,51.980785,25.876411,39.599998,21.813534,21.0,35.169998,27.040903,24.68,28.168722,24.380493,24.724407,29.564892,11.479453,43.860001,70.02742,28.34,20.952911,7.337035,32.59,34.240002,57.417549,12.645648
2014-10-10,26.65,28.227255,29.102505,50.995838,69.730003,30.110916,97.524872,22.501528,51.611858,25.829857,40.369999,21.717903,20.940001,35.32,26.875687,24.440001,27.514545,24.380493,24.266203,29.429857,11.534397,42.23,69.909508,28.549999,21.122871,7.0075,31.940001,32.529999,56.896,12.407741
2014-10-13,26.85,28.377539,29.179293,51.878288,69.800003,30.43343,97.095444,22.684986,52.543892,26.32336,40.41,22.048281,21.209999,35.029999,27.187763,24.445,27.182573,24.524471,23.69578,30.015003,11.707688,39.5,70.263168,28.370001,21.528896,6.852424,32.209999,31.639999,56.364975,12.453493
2014-10-14,27.16,30.083725,30.244722,54.005978,70.260002,31.069517,97.437035,23.061079,52.796326,26.677191,41.470001,22.248247,21.809999,35.459999,27.738493,24.334999,26.879894,24.764439,22.872883,31.027758,11.809129,38.32,71.206306,28.59,21.632767,7.269191,33.189999,31.91,56.97187,12.663948
2014-10-15,28.780001,29.641708,30.763035,55.810093,70.629997,30.44239,96.607498,22.418972,53.145844,25.503954,42.48,21.509249,21.860001,35.619999,28.381016,24.5,27.319267,25.16758,23.097311,31.297825,11.779542,39.52,71.133774,30.049999,21.519459,7.773189,33.82,32.990002,56.014118,12.837803
2014-10-16,28.4,29.464905,31.012598,56.467033,70.980003,31.177023,95.885315,22.840929,53.359425,25.895035,40.900002,22.143917,21.25,34.98,28.481979,24.174999,27.338795,25.109991,23.405901,31.2003,11.842939,43.049999,71.759491,28.889999,21.604443,8.131801,33.240002,34.029999,59.475292,12.8012
2014-10-17,28.73,29.535625,31.329348,56.074829,70.730003,30.540941,96.705078,22.804241,52.427383,26.155758,39.16,21.970034,21.15,34.150002,28.537054,24.1,27.250919,25.196379,24.135284,30.622656,11.885205,41.650002,72.249191,27.99,21.698866,7.637496,32.860001,34.509998,59.98735,12.508394
2014-10-20,28.309999,29.756634,31.732479,57.280842,70.650002,30.621571,97.056419,22.850101,53.155544,26.062637,40.400002,22.300413,22.059999,34.18,28.711456,24.565001,27.504782,25.253969,24.687,31.117779,11.889432,43.099998,73.546005,27.77,21.746077,7.986417,33.529999,34.669998,62.14941,13.222113
2014-10-21,28.4,29.995325,31.70368,58.731987,71.25,31.472668,99.388893,23.464699,54.320602,26.900667,40.240002,22.761204,22.34,34.400002,29.152039,24.924999,27.914862,26.185036,26.501125,31.815454,11.995098,44.849998,73.96315,27.799999,22.284302,8.34503,33.93,35.09,63.239902,12.645648
2014-10-22,28.299999,30.145613,31.194971,58.182907,70.989998,31.275568,98.686234,22.923487,54.068172,26.565456,38.349998,22.491684,21.530001,34.630001,28.96846,24.43,27.42667,25.484333,25.855894,32.010502,12.257148,41.939999,73.799927,27.700001,22.293739,8.257803,33.279999,35.029999,62.936455,11.748923
2014-10-23,28.790001,30.393143,31.742079,59.300678,71.739998,31.553305,99.84758,23.501392,54.864285,26.900667,38.400002,22.795977,21.860001,35.439999,29.656878,24.745001,27.787935,25.973866,26.248644,31.957989,12.421986,43.669998,74.806534,28.370001,22.312628,8.39349,33.990002,35.400002,62.898548,12.206436
2014-10-24,28.77,30.508066,33.565784,59.075165,71.989998,31.660809,100.852791,23.593121,54.951672,27.012409,37.950001,22.682953,21.67,36.0,29.739485,24.860001,27.807461,25.95467,26.46372,31.800449,12.451571,43.610001,74.924431,28.33,22.510921,8.626103,34.32,36.779999,63.698078,12.142384
2014-10-27,28.49,30.561102,33.306618,58.359398,72.550003,32.010201,101.038231,23.483042,55.068176,27.338305,38.32,22.952467,21.75,36.380001,29.776201,24.815001,27.407145,25.628315,26.127077,31.987997,12.367038,39.790001,75.396004,28.43,22.718655,8.597029,34.91,39.16,64.174011,12.35284
2014-10-28,29.450001,31.05617,34.103291,60.683186,74.389999,33.076302,101.594505,24.48291,56.806049,28.185638,38.889999,23.691473,22.040001,37.580002,31.198929,24.75,28.442108,26.386604,27.314671,33.030758,12.870005,42.369999,76.039856,30.07,23.275763,9.227026,36.299999,39.599998,66.020622,12.572447
2014-10-29,29.91,30.870522,34.266464,60.389034,74.519997,33.318203,102.06295,24.97201,57.087601,28.567411,38.32,24.265282,21.610001,37.66,30.170895,24.719999,28.715498,26.185036,27.25857,32.850712,12.785473,44.220001,75.785927,29.559999,23.134123,9.120411,35.91,39.900002,66.011101,12.142384
2014-10-30,28.07,31.524706,34.621616,61.899006,82.050003,33.515305,103.536621,25.175039,57.37886,28.865376,38.5,24.352222,22.17,38.439999,30.152529,24.870001,29.106052,26.377005,27.885092,33.038261,13.119375,42.299999,75.813141,30.58,23.851755,10.118712,36.349998,40.540001,66.391846,11.446964
2014-10-31,29.1,31.33906,35.091942,63.438385,82.290001,34.178268,100.872314,25.636457,57.359447,29.591667,39.869999,24.943426,23.9,37.720001,30.556404,25.555,29.262272,26.808947,28.764099,32.933235,13.339157,43.720001,76.375404,32.080002,24.380537,11.165477,36.900002,43.0,66.096764,11.300562
2014-11-03,29.120001,31.507025,34.660007,61.546024,83.690002,33.94532,102.121513,25.54417,55.747787,29.489241,39.09,24.75215,23.33,34.740002,30.519688,25.745001,29.477079,26.511383,28.072115,32.528133,13.254626,42.599998,76.17588,32.68,24.380537,11.388398,36.959999,42.529999,66.353752,11.93193
2014-11-04,29.32,31.259501,34.717594,61.800953,84.169998,33.873661,102.76564,25.894848,56.291481,29.349567,38.459999,24.656513,22.18,35.490002,30.354467,23.645,29.076759,26.348209,28.577074,32.850712,13.871708,39.709999,75.804062,34.799999,24.711023,12.008703,36.77,42.169998,66.439438,12.252186
2014-11-05,29.290001,31.577749,34.861576,62.418671,83.800003,34.106586,103.790359,25.977909,56.310902,29.461306,38.93,24.75215,22.1,36.419998,30.519688,23.385,29.027941,26.223429,28.577074,32.918228,13.905522,42.57,75.940102,34.189999,24.833775,12.154088,37.130001,42.610001,66.639336,12.005131
2014-11-06,29.959999,30.684874,35.034348,62.301014,83.669998,34.366402,104.61013,26.162476,56.874008,29.44268,39.98,25.012974,22.200001,37.09,31.079599,23.465,29.525898,26.578579,28.997879,32.888222,14.235198,40.189999,75.649902,34.82,25.022627,12.16378,41.990002,42.990002,66.753548,12.105783
2014-11-07,30.16,31.011965,34.957554,62.742237,83.43,34.267853,104.356392,26.042503,57.204105,29.489241,40.73,25.073833,22.059999,36.82,31.189745,23.525,29.818815,26.808947,28.913715,32.265568,14.34509,42.77,75.232765,34.48,25.060394,11.543473,42.919998,44.0,67.515022,12.142384
2014-11-10,30.02,31.11805,35.149525,64.448303,83.919998,34.384319,105.664131,26.208616,57.301193,29.684774,41.080002,25.325962,21.77,36.66,31.593603,23.690001,30.277716,26.91453,29.43738,33.225807,14.252104,41.52,76.012657,36.0,25.183151,11.979629,44.16,44.009998,67.810097,12.032581
2014-11-11,30.309999,30.879356,35.168728,66.958389,85.389999,34.420155,106.10331,26.199389,57.349735,29.45199,40.439999,25.299883,21.9,37.099998,31.804729,23.764999,30.297241,26.616972,29.138145,33.150787,14.226744,42.830002,75.296227,35.77,25.438097,11.95055,46.529999,44.0,68.6287,12.169834
2014-11-12,31.01,30.3843,35.850208,67.125076,85.870003,34.930805,107.352501,26.439325,57.437119,29.973429,42.16,25.708504,22.200001,37.049999,31.667053,24.115,31.049057,26.808947,29.51219,33.458366,14.294369,43.27,74.79747,35.990002,25.60895,11.873011,45.419998,44.139999,68.914261,11.703172
2014-11-13,30.389999,29.97764,35.571865,64.654221,86.32,34.339531,105.494522,26.162476,57.291485,29.638222,42.060001,25.117304,21.780001,37.139999,31.29071,24.055,31.107647,26.655365,28.923067,33.045761,14.053452,40.630001,74.688637,35.669998,25.381144,11.747013,45.310001,42.91,68.400261,11.099256
2014-11-14,30.67,29.579824,35.802227,63.575653,86.080002,34.240967,104.506844,26.180933,56.136139,29.610287,42.799999,24.934732,21.870001,37.130001,31.364149,23.82,31.283394,26.146641,28.736044,31.920481,13.939334,42.360001,73.999435,36.630001,25.001474,11.756705,45.779999,42.82,68.609657,10.925402
2014-11-17,30.540001,29.871559,35.47588,63.350143,85.629997,33.578022,105.210915,25.756424,55.602161,29.163342,42.040001,24.613049,21.9,37.0,31.272346,23.76,31.439615,25.58032,28.670589,31.702927,13.778725,39.080002,73.790855,34.889999,24.93503,11.475631,46.369999,41.900002,68.105179,10.660044
2014-11-18,30.6,30.242851,35.255108,63.458004,84.989998,33.61385,104.976227,25.710285,55.553616,29.237833,42.450001,24.543493,22.08,37.599998,31.052061,23.745001,31.547016,25.340357,28.745398,31.890472,13.952016,38.689999,73.455315,34.810001,25.039442,11.766398,46.419998,42.32,68.695335,10.907101
2014-11-19,30.129999,29.845037,34.967155,62.320621,85.07,33.067356,105.807442,25.331919,55.650703,28.623278,42.630001,24.143566,22.49,36.41,30.27186,23.645,30.551105,24.889219,28.623833,31.2003,13.749138,37.950001,72.884003,33.299999,24.792654,11.1364,45.650002,41.610001,68.04805,10.724094
2014-11-20,30.629999,29.862719,35.3223,63.075611,85.620003,33.407803,105.983452,25.682596,56.398277,28.809509,44.82,24.15226,22.48,36.68,31.538542,23.745001,30.765909,25.311562,28.390055,31.747936,13.80831,41.34,73.337418,33.52,25.172325,11.495014,45.740002,41.84,68.305054,10.778997
2014-11-21,30.809999,29.968805,35.658245,62.369648,86.25,33.130062,104.839325,25.627228,56.951679,28.520853,45.259998,23.900129,22.26,37.060001,30.850136,23.75,30.678028,25.916277,28.062763,31.860466,13.952016,42.740002,73.029083,33.299999,25.124866,11.252707,45.950001,42.369999,67.933861,10.833899
2014-11-24,31.02,29.8804,35.947136,63.536442,86.830002,33.631771,106.032341,25.811794,57.582748,28.977114,45.470001,24.352222,22.209999,38.009998,30.519688,24.405001,30.80496,25.916277,27.847689,32.768192,14.087266,41.84,73.292091,34.099998,25.52352,11.843933,46.110001,42.369999,69.199821,10.678344
2014-11-25,31.139999,30.110252,35.918243,63.869812,87.330002,33.730309,106.804893,25.811794,57.621582,28.893307,46.369999,24.378309,22.35,37.380001,30.473801,24.375,30.756145,26.021856,27.828983,33.038261,14.137985,40.360001,73.110703,34.57,25.476063,11.931165,47.689999,42.400002,69.609093,10.641744
2014-11-26,31.139999,30.313581,35.677502,64.575775,88.440002,33.819904,107.166695,25.839476,57.485661,28.958487,46.029999,24.369608,22.450001,37.369999,30.235144,24.684999,30.365589,26.127439,27.670017,33.495872,14.00696,38.529999,73.917816,34.970001,25.637423,11.96024,47.380001,42.48,69.647186,10.687494
2014-11-28,30.73,30.455023,35.369354,63.732536,89.190002,33.13903,107.675209,25.350378,56.097305,28.092529,46.66,23.804499,22.01,36.93,29.51919,24.620001,29.623535,26.060253,27.931849,33.24081,13.799859,29.51,73.80899,35.490002,25.409622,12.115316,47.25,42.139999,69.970818,10.53194
2014-12-01,30.84,30.313581,35.080467,62.369648,88.5,32.915058,107.606758,24.630562,56.806049,27.04965,44.540001,23.004635,21.51,36.759998,28.895031,24.555,29.12558,25.570721,27.052843,33.24081,13.926655,29.34,74.180809,34.349998,25.343178,11.776087,46.599998,40.799999,69.561516,10.175079
2014-12-02,31.23,30.525497,35.7738,63.046196,89.410004,33.327168,107.420952,25.110435,56.281773,27.748007,43.34,23.578447,21.809999,37.130001,29.500834,24.120001,30.092203,25.705105,27.660664,33.458366,13.943562,29.219999,74.389381,35.860001,25.760818,11.843933,47.799999,41.200001,70.865555,10.632593
2014-12-03,31.76,30.579039,36.341949,64.163963,90.389999,33.748222,107.743645,25.322691,55.495358,27.87837,43.07,23.769716,22.200001,37.009998,29.767023,23.895,30.795204,26.137041,27.987953,32.678169,14.452387,31.93,73.763649,36.470001,26.045576,11.989317,47.82,41.790001,70.941719,10.870498
2014-12-04,31.030001,30.587959,35.561947,63.62468,89.870003,33.488422,107.54808,25.285778,55.369148,27.859743,42.849998,23.700165,22.200001,36.689999,29.978132,24.1,31.019768,25.609118,28.661236,32.318081,14.349769,30.870001,73.718315,35.799999,25.779799,11.824549,48.310001,41.389999,70.856041,10.495339
2014-12-05,31.99,30.489807,35.802689,63.860004,89.989998,34.070747,107.929459,25.516487,55.107002,28.381176,37.610001,24.164015,22.450001,37.25,30.225965,24.355,31.752056,26.540182,28.707996,32.820705,14.460941,30.629999,73.428108,36.560001,25.941164,11.96024,49.869999,41.599998,71.588959,10.733246
2014-12-08,31.299999,30.757496,35.003433,62.683407,89.599998,34.016994,106.374611,25.664141,54.815754,27.859743,37.279999,23.8752,22.450001,36.860001,29.454941,24.365,31.254099,26.357809,27.903795,32.760689,14.448113,28.35,73.908745,35.639999,25.893702,11.669473,48.34,41.889999,69.980316,10.284883
2014-12-09,31.93,31.123337,35.966389,62.752041,89.360001,34.581409,108.379265,25.839476,56.699245,28.353247,37.330002,24.216526,22.610001,38.25,30.345287,25.084999,31.761816,26.808947,29.484138,34.058514,14.499423,35.09,74.280556,36.200001,25.836752,11.359322,49.849998,42.830002,70.808434,10.449589
2014-12-10,31.4,30.579039,34.743439,61.457779,88.32,33.667606,105.827011,25.008926,54.718658,27.403481,37.139999,23.280073,22.290001,37.389999,29.72113,24.584999,31.234573,26.69376,28.96047,33.788448,14.31556,35.529999,73.917816,36.860001,25.504539,11.56286,48.639999,40.790001,68.904747,10.53194
2014-12-11,31.809999,30.784269,34.627888,62.310814,87.959999,33.911438,106.48217,25.202723,55.077885,27.515753,37.150002,23.463865,22.34,36.990002,29.913883,25.205,31.84164,26.732155,27.501698,34.103527,14.479272,34.02,71.47245,37.509998,25.57098,11.582243,48.939999,41.490002,69.390175,10.531941
2014-12-12,31.26,30.28458,33.299007,61.585247,85.480003,33.2883,106.091026,25.073524,53.670109,27.094736,37.389999,23.061275,21.879999,36.66,29.289721,25.129999,31.332487,25.503531,26.847116,34.058514,14.260991,33.130001,71.01622,37.349998,25.058426,11.272093,49.560001,40.57,68.771461,10.383993
2014-12-15,30.870001,29.874125,32.769379,62.114712,83.809998,33.107685,105.787872,24.824358,52.330303,26.823418,39.040001,22.553661,21.75,36.5,28.892544,25.23,31.596849,26.079449,26.56658,34.591148,14.192779,31.940001,69.227806,35.790001,24.773668,11.117016,48.34,41.0,68.152779,10.014125
2014-12-16,30.5,29.784895,33.221966,63.967854,83.360001,32.999313,104.633972,24.81513,52.340012,27.25379,38.169998,22.754957,21.43,37.029999,29.27125,25.155001,31.538109,26.722557,26.342155,34.426105,14.42925,34.040001,68.890198,35.279999,24.650272,10.477327,46.84,41.25,66.506065,10.069607
2014-12-17,31.08,30.650415,33.847893,65.252319,84.940002,33.694698,105.328278,25.627228,53.359425,27.787079,39.799999,23.560135,21.65,37.959999,30.416603,25.77,31.871012,27.336868,27.108948,35.791447,14.947661,40.0,71.025337,36.07,24.887568,11.058863,47.470001,41.549999,67.848167,10.189813
2014-12-18,32.029999,31.141186,34.762699,64.8405,85.93,34.155277,104.477516,25.654913,53.990501,28.208092,39.849998,23.840193,21.889999,38.169998,30.582867,26.245001,31.919968,27.989571,27.978601,36.834209,15.24325,40.169998,71.800926,37.09,25.153343,11.310862,48.0,42.380001,69.209328,10.245293
2014-12-19,32.470001,30.927038,35.041958,65.134659,86.040001,34.137222,104.164581,25.331919,53.825451,27.927418,38.830002,23.691414,21.75,37.779999,30.610573,26.459999,31.704563,28.123955,27.997305,36.219055,15.59796,43.580002,71.609306,39.310001,25.210295,11.524093,47.220001,41.52,68.114693,10.541187
2014-12-22,32.939999,31.185801,35.378994,66.223015,87.089996,34.299774,103.988564,25.60877,53.971081,28.020975,38.939999,23.848946,21.799999,38.57,31.137072,26.715,31.733938,28.056765,27.922495,36.871719,15.68891,42.939999,73.187859,39.07,25.314705,11.776087,45.880001,42.009998,68.84761,10.901806
2014-12-23,33.330002,31.391035,35.898987,67.017212,87.529999,34.507488,103.68541,25.60877,54.330315,28.07711,38.869999,23.980225,20.17,37.810001,31.414171,26.68,32.174545,28.114359,27.997305,36.241562,15.698007,44.849998,73.315575,38.939999,25.485556,11.543473,45.919998,42.110001,69.770912,11.049751
