,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM
05MAR2013,46.270584,59.6423,69.269966,77.01358,18.072237,96.897087,52.797226,27.213915000000004,20.010527,143.102463,63.041168000000006,176.629669,18.395342000000003,67.621689,43.418696999999995,32.815182,82.132401,92.492676,36.476597,24.911959,25.007526000000002,23.52833,65.881691,72.22803499999999,49.195164,81.014618,38.0439,38.0439,64.312065,76.01799
06MAR2013,45.682465,60.135296,69.639847,76.526962,18.498070000000002,97.34078199999999,52.685055000000006,27.644942999999998,20.078384,144.19708300000002,63.050137,178.211838,18.600586,67.386597,43.892445,33.103629999999995,82.989632,92.67866500000001,36.839256,24.683493,25.189732,23.570242,66.009964,72.290421,49.296303,81.059105,37.716831,37.716831,64.015457,75.975555
07MAR2013,46.210499,60.051563,71.374672,76.5355,18.5662,97.41471899999999,52.647659,27.467465999999998,20.086868,146.52659599999998,62.844391,179.101303,18.720318,67.700058,44.418842,33.188465,83.22964499999999,92.57240300000001,36.493469,24.727428,25.153294,23.695967,65.75344100000001,72.406334,49.471012,81.628777,37.876385,37.876385,63.96309300000001,75.254486
08MAR2013,46.332844,60.181801,71.53318,77.269699,18.591749,97.422935,53.647892000000006,27.695653999999998,20.16321,143.121185,63.846309999999995,179.922318,18.455208,68.08318299999999,44.041599,33.2733,84.618378,93.608467,36.240452000000005,24.604404000000002,24.911870999999998,23.628914,65.99284399999999,72.80761700000001,49.480209,81.94918100000001,38.259293,38.259293,64.12114,75.47506
11MAR2013,46.992863,60.92591899999999,73.039047,77.84168199999999,18.634331,97.554405,53.900288,27.881588,20.035973000000002,143.420578,63.801575,179.665741,18.549276000000003,68.300865,44.287251,33.349655,84.772697,93.697006,36.822392,24.490170000000003,24.838987,23.679205,66.138214,72.89679699999999,49.848026000000004,82.696854,38.139641,38.139641,64.077232,75.636238
12MAR2013,45.979744000000004,60.730598,74.113419,76.612335,18.481033,97.160011,53.386146999999994,28.092878000000002,19.85784,142.064056,63.63969399999999,180.06768799999998,18.506516,68.40535,44.111774,33.052727000000004,84.661247,93.094841,37.986275,24.525316,24.365259,23.419363,65.984299,72.887863,50.41814,82.90158100000001,38.578384,38.578384,64.621605,75.636238
13MAR2013,45.971165,60.739902,74.63297299999999,76.219627,18.378834,97.25039699999999,53.601154,28.067514000000003,19.925698999999998,142.120163,63.648663,181.35907,18.523621,68.39664499999999,44.006508000000004,32.975821999999994,85.192741,93.059433,37.969242,24.534105,24.984751,23.486418,65.667938,73.226715,50.29121,82.848175,38.24334,38.24334,64.66552,75.72107700000001
14MAR2013,46.416553,60.814312,74.518501,75.72447199999999,18.387354000000002,98.5979,53.98441700000001,28.456287,20.095352,144.094193,63.180916,184.557632,18.515072,68.87554899999999,44.743462,33.343258,85.132729,93.882965,37.696751,24.727428,24.911870999999998,23.561857,66.17242399999999,73.44072,50.521992,83.177498,38.674103,38.674103,64.287971,76.204613
15MAR2013,47.614269,61.474728000000006,76.112434,75.835442,18.67691,98.334969,53.825504,28.574606,19.883287,144.861313,62.110516000000004,183.80500800000002,18.284167999999998,68.953918,43.883671,33.180904,85.441353,94.219444,37.543484,24.639554999999998,24.952862,23.486418,65.27460500000001,73.369392,50.521992,83.026176,38.307159000000006,38.307159000000006,63.655804,75.814362
18MAR2013,48.908553999999995,61.186381999999995,75.01166500000001,76.287918,18.455482,97.883072,53.124413,28.118227,19.722116,142.157547,62.380363,182.34260600000002,18.181542999999998,68.623032,43.436240999999995,33.121086,84.498367,93.34279599999999,37.151779,24.692277999999998,24.670446,23.503183,65.120712,73.592308,50.771221000000004,82.572266,38.8895,38.8895,63.436291000000004,75.305397
19MAR2013,48.776554,60.581776,75.302269,75.357384,18.327734,98.15422099999999,52.638313000000004,28.050617,19.781496,139.247971,61.876647999999996,182.539261,18.078917999999998,68.66658000000001,43.164265,33.608166,84.352646,93.139114,37.211388,24.762575,24.520134,23.461273000000002,65.933006,74.18085500000001,50.928162,82.874863,39.049053,39.049053,63.611889,75.144211
20MAR2013,48.517899,61.391026000000004,75.178978,74.221939,18.455482,98.88549,53.227233999999996,28.261902000000003,19.900249,140.45488,61.957606999999996,183.924744,18.113131,69.180298,43.094082,34.069592,84.66980699999999,93.564201,37.569019,24.885599,24.975645,23.712736,66.33489200000001,74.760452,50.660454,83.177498,38.769844,38.769844,64.086021,75.186615
21MAR2013,48.587666,60.842224,74.263123,74.12802099999999,17.748607999999997,98.877274,52.638313000000004,27.450558,19.756044,136.010986,62.020554000000004,181.53010600000002,17.993401000000002,68.797203,42.418545,34.240501,84.464066,92.92660500000001,37.288021,24.701073,24.415367,23.561857,66.018501,74.680183,50.826614,82.269615,38.929386,38.929386,64.208931,74.79639399999999
22MAR2013,49.572876,61.595661,74.694633,74.68294499999999,17.671951,99.567444,53.077663,27.704102000000002,19.823906,137.152374,62.56926,181.376205,18.241401999999997,69.43283100000001,42.795795,34.214863,85.098442,94.237167,37.381683,24.824087,27.116540999999998,23.788173999999998,66.069817,74.626694,50.272739,83.302109,39.104889,39.104889,65.218651,75.74651300000001
25MAR2013,49.752102,61.484028,74.721039,73.96582,17.757118,98.745804,52.544833999999994,27.289976,19.713631,136.693924,62.488316000000005,180.230179,18.087471,69.380585,42.567703,34.283221999999995,84.215492,93.130257,37.202869,24.745003,27.130207000000002,23.603769,65.56532299999999,74.34135400000001,50.641998,82.59895300000001,39.216576,39.216576,65.719116,75.517448
26MAR2013,49.490238,62.479317,76.279747,74.27314799999999,17.757118,99.40313,52.937447,27.315586,19.611843,137.096176,63.010029,181.615692,18.617695,70.399353,42.672973999999996,34.770302,84.43836999999999,93.927246,37.798927,24.745003,27.089211,23.972578,66.180977,74.33242800000001,51.371254,82.46545400000001,39.471851,39.471851,65.648872,76.459091
27MAR2013,48.517899,62.460712,75.909904,74.187798,17.740089,98.754013,52.787876000000004,27.127796000000004,19.594877,138.312424,62.65021899999999,180.358444,18.669006,70.76505999999999,41.909698,34.368675,84.781273,93.236542,37.551990999999994,24.929531,26.624588,24.006104999999998,65.890251,74.34135400000001,52.266674,82.42984799999999,39.041069,39.041069,65.65765400000001,76.840843
28MAR2013,47.506943,62.749062,75.601685,74.247559,17.799704000000002,97.628357,53.096363000000004,27.179007000000002,19.611843,137.666885,62.767143000000004,182.419556,18.677559,70.991447,41.63773,34.556675,85.458481,94.13975500000001,37.637146,25.140427,26.879675,24.190514,65.890251,75.07254,52.811302000000005,83.15971400000001,39.208595,39.208595,65.701553,76.442146
01APR2013,46.031269,62.563026,75.07330300000001,73.112099,17.740089,98.277458,52.99353000000001,26.777811,19.577909,136.628403,62.668198,181.63273600000002,18.326925,71.339729,41.962348999999996,34.565208,84.909836,93.55532099999999,37.764874,25.140427,26.538038,24.173745999999998,66.437477,74.858521,54.435989,82.70575,39.264439,39.264439,66.22835500000001,77.002037
02APR2013,46.125721,62.916489,74.051773,72.463272,18.072237,97.776237,53.71331800000001,26.419292,19.798455999999998,137.227173,63.882526,183.326096,18.352583,72.00149499999999,42.357132,34.795947999999996,85.947113,94.325722,38.241718,25.307388,26.829576,24.500641,67.514854,75.26870699999999,56.993010999999996,82.768059,39.487808,39.487808,66.74638399999999,76.840843
03APR2013,46.361824,61.806301,74.289551,71.814461,18.055201,96.773827,53.517017,26.461972999999997,19.51005,134.167969,63.288872,181.872223,18.001953,71.461647,41.359562,34.325947,85.08130600000001,93.581886,38.624912,25.096493,26.834121999999997,24.333006,66.79660799999999,74.653442,56.928394,82.95497900000001,39.080959,39.080959,66.72882800000001,76.289459
04APR2013,45.903553,62.254112,74.809113,72.24985500000001,18.063793,97.01211500000001,53.834846,26.829025,19.577909,133.774979,63.585685999999995,180.717682,18.078917999999998,71.757698,41.924561,34.642117,86.26429,93.70585600000001,38.590847,25.131641000000002,27.029993,24.441973,67.155731,75.206284,57.260712,82.919373,39.328262,39.328262,66.904427,76.15370899999999
05APR2013,45.418461,60.920035999999996,75.88346899999999,72.224243,17.694616,96.56019599999999,53.937675,26.376614,19.450668,134.429886,63.019012,179.09274299999998,17.907881,71.435532,42.295341,34.249046,86.941513,93.670433,38.42907,25.219517,26.861456,24.391678,66.890656,75.26870699999999,57.325340000000004,82.45654300000001,39.53566,39.53566,67.071259,75.508987
08APR2013,45.741496999999995,61.199905,76.39424100000001,71.874207,17.660273,96.79849200000001,54.98465,26.18882,19.611843,134.551498,64.062431,179.015778,18.03616,70.625748,42.886818,34.915572999999995,87.010094,93.643875,38.727084999999995,25.122854,27.307859000000004,24.441973,67.36949200000001,75.554062,57.131477000000004,83.40892,39.846016,39.846016,67.861473,75.161171
09APR2013,45.824131,60.845387,76.799339,73.334076,18.003691,97.480453,55.283779,26.837563,19.560945999999998,137.077499,64.044434,178.930252,18.600586,70.982742,42.975101,34.787395000000004,86.632927,93.820984,38.752632,26.019154,27.280523,24.400066,66.916313,76.03556800000001,57.399184999999996,84.067589,39.789597,39.789597,68.590225,75.305397
10APR2013,46.758911,61.013321,77.336487,73.906059,18.432957000000002,98.30210100000001,56.190532999999995,27.170469,20.002039,139.82806399999998,64.485191,181.307785,19.036741,71.418114,43.478294,35.095013,87.001526,95.361809,39.885146999999996,26.607909999999997,27.462729,25.079007999999998,67.75425,75.62539699999999,57.6115,84.717339,40.192661,40.192661,67.931732,75.229034
11APR2013,46.612953000000005,61.33051700000001,77.961731,73.16330699999999,18.62184,99.37847099999999,56.601841,27.196081,20.010527,139.463181,64.674095,182.094604,18.669006,71.679337,43.531265000000005,35.189021999999994,87.430153,95.857674,40.200214,25.430408,27.877240999999998,25.682507,68.12195600000001,76.74002800000001,58.137676,85.286987,40.716618,40.716618,68.30046800000001,75.687141
12APR2013,46.126785,61.274536,78.27877,72.608414,18.493060999999997,98.54860699999999,56.601841,27.102184,19.900249,139.50993300000002,66.221237,180.777557,18.540728,72.045067,43.266426,35.103569,88.80171999999999,95.352913,40.11507,25.298603,27.594831,25.707657,68.472504,76.91836500000001,58.183834,85.17128000000001,40.998756,40.998756,68.97654,75.49200400000001
15APR2013,45.058929,59.800514,76.411858,70.235069,18.072372,95.779648,55.040732999999996,25.762012,19.348879,137.021362,64.97093199999999,178.964447,18.284167999999998,71.148201,42.313004,34.257587,87.567307,93.65271800000001,39.561577,25.210732,27.180311,25.523249,68.10483599999999,75.53621700000001,56.854546,83.239799,40.821419,40.821419,68.89753,73.371208
16APR2013,45.744724,60.257647999999996,76.51750899999999,70.52535999999999,18.166813,96.14119000000001,56.788799,25.83884,19.594877,134.81346100000002,65.17778,181.307785,18.745974,72.654579,42.807369,36.205894,88.33025400000001,93.9981,39.987343,25.456774,27.558391999999998,25.933971,68.489616,77.176964,57.980743000000004,84.120979,40.676315,40.676315,69.081909,73.473015
17APR2013,43.229095,59.828503000000005,76.341385,69.552116,17.711783999999998,94.33354200000001,56.723372999999995,25.864445,19.306467,131.53903200000002,65.48365799999999,179.315109,18.75452,73.05510699999999,41.306591,36.359699,87.901611,93.4048,39.817032,25.333748,27.740593,25.875301,67.600349,75.857254,57.260712,82.64344799999999,39.9347,39.9347,68.932632,73.02340699999999
18APR2013,42.075390000000006,60.67746700000001,75.83944699999999,69.131096,17.668855999999998,94.974434,56.078357999999994,25.762012,19.23012,129.667938,65.195786,177.159897,19.019636,72.428185,41.174175,35.97517,87.361565,92.962006,39.646732,25.298603,27.412623999999997,25.6406,68.292961,74.992271,55.100628,81.486366,41.039066,41.039066,67.747337,73.481491
19APR2013,41.912258,62.729893000000004,77.459785,69.105339,17.56583,95.229134,57.545986,26.077848,18.449722,129.780167,66.56302600000001,162.49281299999998,19.190681,73.568848,41.695023,36.453701,85.655647,93.608467,40.438644000000004,26.159754,27.749699,26.034554,69.626816,75.62539699999999,55.42372099999999,82.972794,42.119259,42.119259,68.739471,74.1856
22APR2013,42.785866,62.188801,76.56156899999999,71.064308,17.677444,95.779648,57.966643999999995,26.453442,18.110418,130.528625,66.43710300000001,160.636993,19.566967,73.864899,41.800968,36.504974,85.141304,93.688164,40.804790000000004,27.091208,27.950125,25.925589000000002,69.601173,75.420303,54.66676700000001,83.337723,42.070881,42.070881,68.458527,74.728554
23APR2013,43.586479,62.925812,77.653511,72.25859799999999,17.952181,96.527336,58.50883100000001,27.025358,18.237652,133.72821000000002,66.005356,163.86972,19.994568,74.404762,42.524868,36.487888,85.518478,95.09612299999999,41.409382,26.889101,28.095892,26.051313,70.575951,76.998611,54.039058999999995,82.67907,42.175686,42.175686,69.441895,75.75500500000001
24APR2013,43.51458,62.897812,79.987183,71.98365,17.505735,97.184669,57.901210999999996,27.460696999999996,18.627852999999998,134.654404,65.915405,163.955231,20.234022,73.481796,43.010406,36.017902,86.59863299999999,95.521187,40.830349,27.908421999999998,28.027565000000003,25.648982999999998,66.426048,76.561676,54.269829,81.886894,41.7565,41.7565,68.511177,75.865288
25APR2013,43.827953,63.560192,80.726906,72.610878,17.720367,97.37365,57.957298,28.997203999999996,18.619373,135.430923,65.996376,165.870972,19.994568,74.204491,43.257599,36.188801,86.530052,92.873482,40.31942,28.066596999999998,28.273539000000003,25.363997,65.96090699999999,76.03556800000001,54.777538,81.984802,42.901176,42.901176,69.05558,74.711555
26APR2013,44.774536,63.205692000000006,81.766052,72.756927,17.746126,98.630775,57.83577,28.527714000000003,18.839920000000003,134.822815,65.978371,166.178848,20.011667000000003,74.117432,43.151665,35.97517,86.487167,91.908249,40.762218,27.934788,28.191546999999996,25.221495,66.408813,75.928574,54.906783999999995,81.130341,43.231685999999996,43.231685999999996,69.39798,74.65218399999999
29APR2013,46.161133,63.093731000000005,80.929451,72.860023,18.012278,99.682487,58.89209399999999,28.911842,18.890818,135.758362,66.266228,170.31814599999998,20.31954,74.51795200000001,43.18697,36.094803000000006,87.593002,91.94367199999999,40.719639,28.655346,28.528627,25.506485,66.90837900000001,76.222862,55.39603,81.548653,43.094646000000004,43.094646000000004,68.827278,74.830345
30APR2013,47.519821,63.82143000000001,80.497955,72.74831400000001,17.960766,100.249413,58.742527,28.945990000000002,18.907784,136.65653999999998,65.978371,173.217331,20.482025,74.213188,43.266426,36.171719,87.558723,92.722946,40.021384999999995,29.085921999999997,28.970467,24.366529,66.124573,76.160423,55.322174,81.254944,43.457390000000004,43.457390000000004,68.239021,75.49200400000001
01MAY2013,47.14526,63.700153,80.29540300000001,71.38221,17.49715,98.81975600000001,59.088398,28.297240999999996,18.789026,133.419479,65.44765500000001,170.728653,20.516237,73.342453,42.383621000000005,36.069171999999995,86.90724200000001,92.581245,38.905903,28.752008,28.861146999999995,24.224037,66.31405600000001,74.992271,55.128330000000005,81.04132800000001,42.240173,42.240173,68.537537,74.236511
02MAY2013,47.813885,64.726349,81.202438,72.396072,17.797638,100.274063,59.71471,28.271628999999997,18.933231,134.411148,65.960358,173.089066,20.618862,74.152237,42.445412,35.855534000000006,87.490143,93.900681,38.939964,29.138648999999997,28.842926000000002,24.534172,66.97728000000001,75.277641,54.906783999999995,81.66436,42.344963,42.344963,68.888725,75.186615
03MAY2013,48.292534,65.519356,82.549805,74.73309300000001,17.88349,101.465462,60.574721999999994,28.988663,19.145298,136.00161699999998,66.527077,174.90211499999998,20.683607000000002,74.66598499999999,41.995178,36.094803000000006,88.22737099999999,95.485771,38.888878000000005,29.428621000000003,29.403204,24.274328,67.347687,76.160423,54.389828,82.874863,42.465881,42.465881,69.582367,76.365791
06MAY2013,49.444084000000004,65.360741,82.94609799999999,75.257187,17.866323,101.268265,60.81776800000001,29.031346999999997,19.153778,138.88308700000002,67.696404,173.422607,20.640442,73.73428299999999,42.533695,35.958079999999995,87.498726,95.494598,38.301323,29.657096999999997,29.134453000000004,24.073164000000002,66.96865799999999,76.07124300000001,55.571426,83.213104,41.958027,41.958027,69.213608,76.840843
07MAY2013,49.224083,65.52865600000001,83.474464,77.147423,17.49715,101.095718,61.761908999999996,29.483757,19.238607000000002,139.697067,67.525497,174.149551,20.847620000000003,74.474419,43.381187,36.487888,87.68731700000001,95.64516400000001,38.548271,29.270456,29.111671,24.333006,67.13233199999999,76.70436099999999,55.848358,83.551315,42.659355,42.659355,69.213608,77.324394
08MAY2013,49.780014,65.593979,83.239914,77.594215,17.789057,101.35863499999999,61.687118999999996,29.458154999999998,19.518534,140.576447,67.840324,175.988297,20.933947,74.413475,43.928535,36.282803,86.538605,95.8134,38.309849,28.989262,29.107126,24.282293,67.562996,77.827904,57.703804000000005,84.00528,42.812511,42.812511,69.116455,77.79095500000001
09MAY2013,51.386501,65.500687,83.744423,77.284897,17.88349,101.58871500000001,62.322781000000006,29.808132,19.323431,138.96726999999998,68.24511700000001,174.63069199999998,21.02891,74.143539,43.292915,35.992256,85.458481,97.33649399999999,38.735607,28.699279999999998,29.034240999999998,24.172415,67.36488299999999,77.096695,57.242256000000005,84.343513,42.490055,42.490055,69.248947,77.756783
10MAY2013,50.959003,65.379425,83.416931,76.142174,18.115303,101.251839,62.818226,29.415471999999998,19.425224,139.491241,68.37104000000001,175.687546,21.149763,74.674675,43.222286,36.017902,85.895668,97.83239,39.127308,28.725640999999996,29.498859000000003,24.273838,67.838631,77.12346600000001,58.073055000000004,84.779625,42.635162,42.635162,69.681747,76.996574
13MAY2013,51.158131,65.10884899999999,83.877197,75.669617,18.261259,100.93959,62.930412,29.321571000000002,19.382813,139.987076,68.964722,173.96907,20.787198999999998,74.753059,43.849072,36.052082,86.04998,97.850105,39.314640000000004,29.024409999999996,29.448755,24.823214,67.692177,77.13237,57.593029,84.512619,42.361084000000005,42.361084000000005,69.337273,76.962395
14MAY2013,49.934139,66.713509,85.072151,75.222809,18.261259,102.70614599999999,63.070620999999996,29.816668,19.518534,144.561996,69.549385,174.604919,20.580021,75.728279,44.343452,36.334068,86.752914,97.92981,39.723366,29.670384999999996,30.022699,24.848570000000002,68.450165,78.38074499999999,56.98378,85.384888,42.860878,42.860878,69.584587,77.82515699999999
15MAY2013,48.245514,67.898308,85.877655,74.750275,18.209738,101.886162,63.257591000000005,30.166653000000004,19.713631,145.58168,70.053093,174.69941699999998,20.890785,76.311676,45.102661,36.675877,87.395836,98.73563399999999,39.791477,29.953546999999997,29.986259000000004,24.983801,69.492378,78.273758,56.873001,85.756332,43.207497,43.207497,70.538536,77.936172
16MAY2013,48.890137,67.385193,85.48819,74.561256,20.510641,101.679092,62.135830000000006,29.961782,19.739079999999998,144.515182,69.03669000000001,175.876572,20.666346,76.146233,44.996727,36.821148,86.684341,98.354843,39.48494,30.157068,29.3531,24.72179,69.078934,77.462296,57.362255000000005,85.183495,42.885056,42.885056,69.337273,77.474899
17MAY2013,48.741631,68.40209200000001,87.559441,75.325935,20.811132,102.225761,62.238663,30.57638,19.900249,147.986099,69.135612,179.098724,20.752668,76.703506,46.170856,36.718596999999995,87.044388,98.63820600000001,39.161362,30.856138,29.753952,24.476685999999997,68.923889,77.13237,58.008446,87.13473499999999,43.00597,43.00597,68.780807,78.380348
20MAY2013,49.829514,69.409645,87.382416,75.89299,20.562159,103.352211,61.808651,30.397127,19.993561,148.659683,69.045654,178.376968,20.787198999999998,76.633827,46.162029,36.214436,87.044388,98.93045,38.497177,31.041965,29.758507,24.256937,68.122864,76.285263,57.749973,87.027328,42.514244,42.514244,68.365669,79.029526
21MAY2013,49.461632,70.07204399999999,87.408974,75.695396,20.613668,104.313019,61.537567,30.542238,20.069906,150.37175,70.799706,179.279129,20.847620000000003,77.13887,46.806488,36.180252,87.558723,99.187241,40.302402,30.838435999999998,29.712954999999997,24.324548999999998,67.873062,74.573174,58.036137,87.313766,41.974152000000004,41.974152000000004,68.356812,79.268715
22MAY2013,49.651764,69.446976,86.683151,75.351715,20.038441,103.476456,61.294506000000005,29.978853000000004,20.239552,149.07132,71.681198,177.852829,20.778563000000002,77.02570300000001,47.345001,36.103352,87.215813,98.66626,39.774456,30.626068,29.357649,24.764051000000002,67.890297,74.698021,57.491501,86.150162,41.49049,41.49049,68.038849,78.747665
23MAY2013,49.740635,69.680199,88.29414399999999,74.707298,20.184393,103.86573800000001,60.976688,29.961782,20.069906,147.265732,70.979607,177.139679,20.761295,76.50810200000001,47.097813,35.829906,86.60719300000001,98.327827,40.302402,30.219015000000002,28.847481,24.603468,67.786934,74.457275,57.565342,85.46991700000001,41.829056,41.829056,67.42055500000001,78.40598299999999
24MAY2013,50.079258,70.221275,88.515411,74.071495,20.201570999999998,103.907158,61.219727,29.944712,19.959633,148.491287,71.051552,176.761597,20.649078,76.165947,47.371479,36.094803000000006,85.97283900000001,98.203156,40.15765,30.325198999999998,28.601505,24.5443,70.525963,74.546432,57.288403,85.067139,41.426003,41.426003,68.286156,78.183891
28MAY2013,49.661892,71.05159,88.61279300000001,74.054321,20.510641,104.718857,62.341483999999994,29.91057,20.019007000000002,150.818802,71.798149,178.531662,20.787198999999998,76.859001,48.201328000000004,36.359699,86.787216,99.37870799999999,40.549328,30.988871000000003,28.824709000000002,24.518946,69.647423,74.207596,58.46999,85.899559,40.966511,40.966511,68.29499799999999,78.909943
29MAY2013,50.056763000000004,70.743729,87.70991500000001,74.312073,20.708105,103.940285,61.939529,29.825209,20.05294,152.855347,71.501312,178.651901,20.951216,75.139526,48.263115,35.377018,84.909836,98.96905500000001,39.910694,30.864991999999997,28.66527,23.901957,67.959213,74.608856,58.479220999999995,85.138756,39.958881,39.958881,67.33223000000001,78.65370899999999
30MAY2013,50.802634999999995,71.03293599999999,88.99339300000001,74.243347,20.922741000000002,103.62552600000001,60.434505,29.705702000000002,20.019007000000002,154.24437,71.456337,179.889221,20.899418,75.43780500000001,49.101791,34.838665,83.864471,99.22731800000001,40.081005,30.997719,28.619421000000003,23.8766,68.122864,75.402458,59.688511,85.89061,39.563885,39.563885,66.802246,78.66220899999999
31MAY2013,50.594505,70.63176,87.647972,73.719238,20.708105,101.670792,58.966877000000004,29.415471999999998,19.781496,152.11393700000002,70.754715,178.73783899999998,20.959848,73.849899,48.19249,34.172138000000004,83.43248,98.203156,39.765941999999995,30.882679,28.275494000000002,23.014509,66.115959,74.653442,57.81459399999999,84.941826,39.080227,39.080227,66.104462,77.278465
03JUN2013,50.705878999999996,71.340775,89.17041800000001,74.00275400000001,20.931328,102.780693,59.639922999999996,29.313042,20.05294,153.50294499999998,71.132515,179.53688,21.788574,74.314865,48.104214,34.872852,84.633377,98.505951,41.256104,31.493256,28.903736,23.454004,66.89115100000001,74.68911700000001,57.971512,85.23719799999999,39.22533,39.22533,66.855263,78.1241
04JUN2013,50.547253000000005,70.95830500000001,88.17021899999999,73.822327,20.914158,101.844765,60.15406,29.552052000000003,20.069906,151.73855600000002,69.270348,177.16546599999998,21.892164,73.77971600000001,47.706951000000004,35.3941,84.987617,97.98053,42.099109999999996,30.962321999999997,28.789092999999998,23.377941,66.641357,74.742615,57.565342,84.386887,39.370422,39.370422,67.076065,77.551796
05JUN2013,50.074745,69.745514,87.178833,72.533516,20.879814,100.693436,59.004265000000004,28.732578000000004,19.781496,148.56634499999998,67.887283,174.20108000000002,21.322411,73.411263,46.815315000000005,34.736126,83.302879,96.707008,41.494534,30.776493,28.316763,23.225803,66.029823,73.33371700000001,57.002235,83.250153,38.93512,38.93512,66.46662099999999,76.578018
06JUN2013,49.326622,71.126221,88.302994,72.172676,21.077284,99.881729,59.022960999999995,28.928905,19.832388,149.861496,69.839836,175.111877,21.279255,74.095543,47.230236,34.855759,83.527519,96.77822900000001,41.38382,30.935778000000003,28.504778,23.758276000000002,66.167641,73.33371700000001,57.159176,83.01741,40.281326,40.281326,66.802246,77.073448
07JUN2013,49.703506,72.80549599999999,90.719437,72.731148,21.025764000000002,100.801117,60.62145600000001,29.321571000000002,20.239552,155.80226100000002,71.177689,177.302933,21.227459,74.490341,47.909988,35.385555,84.909836,98.95124100000001,41.034706,31.564047,28.775339000000002,23.88505,66.96865799999999,74.85889399999999,57.759193,84.583809,40.49897,40.49897,67.42055500000001,78.11554
10JUN2013,49.375008,73.029404,90.498161,72.000847,20.914158,101.621124,59.667965,29.304503999999998,20.171694,157.191284,70.264717,176.160156,21.590025,74.692101,47.989452,35.189021999999994,85.98979200000001,98.684067,41.26461,31.387065999999997,28.908319,23.978023999999998,67.24430799999999,74.733292,58.783855,84.261566,40.73275,40.73275,66.90825699999999,77.833664
11JUN2013,49.229889,71.38745899999999,90.06443,71.760239,20.665176000000002,100.59405500000001,59.639922999999996,29.022809999999996,20.002039,153.268295,70.156227,175.266556,21.331042999999998,74.29734,47.221416,34.855759,84.866653,98.15863,40.498245000000004,30.829586,28.500190999999997,24.020285,67.287376,73.638763,59.014629000000006,83.849838,40.450607,40.450607,66.46662099999999,77.26990500000001
12JUN2013,48.621262,69.70818299999999,89.294342,71.49391899999999,20.596497,99.36820999999999,58.882740000000005,28.843559000000003,19.934181,151.907455,69.062454,172.877869,21.115231,73.463898,46.947739,34.752499,84.87530500000001,97.098846,40.234276,30.971178000000002,28.160846999999997,24.028734,66.83946999999999,73.07354000000001,58.922314,82.95478100000001,40.224895000000004,40.224895000000004,66.104462,76.6549
13JUN2013,49.045383,70.165306,90.42733,73.15216099999999,20.905571,100.76798199999999,60.107330000000005,29.577658000000003,20.086868,155.62399299999998,69.17997,175.086075,21.57276,74.490341,47.821712,34.769714,85.42821500000001,99.03138,41.162357,30.723406,28.321352,24.578106,67.554367,74.284706,59.47863,84.395844,40.821419,40.821419,66.245796,78.013039
14JUN2013,48.380508,68.075554,90.135246,72.060997,20.682354,99.624962,59.639922999999996,29.031346999999997,19.951143,152.902267,69.23419200000001,173.737091,21.512332999999998,74.490341,46.903591,34.709488,85.030807,98.87999,41.205334,30.440239000000002,28.380959999999998,24.586561,67.209839,73.701553,59.154109999999996,84.154175,41.168048999999996,41.168048999999996,66.130981,77.372421
17JUN2013,48.599884,68.88720699999999,91.19742600000001,72.103943,21.20606,100.403564,60.284935,29.142315000000004,20.16321,154.019104,68.827393,174.458878,21.667719,75.121964,47.539211,35.002037,85.30727399999999,99.663696,41.076423999999996,30.971178000000002,28.403893,24.645725,68.01088,74.670509,59.682621,85.01344300000001,40.877842,40.877842,66.20163000000001,78.166809
18JUN2013,48.574009000000004,69.95072900000001,92.126846,72.64523299999999,21.309085999999997,100.652023,61.032764,29.552052000000003,20.638239000000002,154.056671,69.776558,176.031265,21.987118,75.762375,47.768745,35.217133000000004,86.179878,100.607697,41.03347,30.953468,28.500190999999997,24.848570000000002,68.079796,75.442032,60.89720500000001,86.078552,41.554974,41.554974,66.890602,78.525566
19JUN2013,47.587383,69.251053,90.50702700000001,72.387466,21.188892000000003,99.807182,60.13536800000001,29.108172999999997,20.341345,151.625885,68.637573,173.51371799999998,21.581388,74.44648000000001,47.274376000000004,34.769714,85.36776,99.360901,40.887371,30.608364,28.316763,24.595015,66.848083,73.81819200000001,60.507801,84.29735600000001,40.345818,40.345818,65.768822,77.731171
20JUN2013,46.89439,68.02892299999999,88.19676199999999,71.485291,20.982841,97.695084,57.938598999999996,28.331388,19.879623000000002,145.854065,66.775429,169.569824,20.882154,72.481346,46.329765,33.668372999999995,83.622559,96.876213,39.796009000000005,29.634983000000002,27.871956,24.206229999999998,64.815338,71.575287,59.154109999999996,82.659409,39.467148,39.467148,64.50572199999999,76.06551400000001
21JUN2013,46.518631,68.39275400000001,88.49771899999999,71.41658000000001,21.017179000000002,98.506783,58.639697999999996,27.853361,19.973682,144.76538100000002,66.730232,167.945877,20.890785,72.990173,45.870705,34.210434,84.002701,97.597565,40.388965999999996,29.440306,27.775647999999997,24.05409,66.69304699999999,70.938309,59.246838000000004,82.507248,39.918568,39.918568,64.92971800000001,76.432816
