,RDVar,RDSkew,RDKurt,DR
2013-03-05,6.141441190377444e-05,0.9410977262690862,5.314637527187255,
2013-03-06,3.592910217837873e-05,-0.01989321338467698,4.208044544886571,0.002053762394458758
2013-03-07,2.7875689072726772e-05,-0.8836748374425203,5.658685668089836,0.003537793494157615
2013-03-08,4.010012139308703e-05,-0.4196506883033073,5.070402315947777,0.0001858895713167108
2013-03-11,4.955861044676457e-05,-0.20788726557808782,6.979116575039093,0.00740612538317853
2013-03-12,4.7458956828901604e-05,-0.48778464755265405,4.482014659840678,0.011372134128944111
2013-03-13,3.7959021108182626e-05,-0.5551383822097824,4.9296892591021235,-0.0025207206125301695
2013-03-14,4.7399666044251684e-05,0.9059232074948845,4.7570249015545745,0.004578416289873211
2013-03-15,3.521857550698754e-05,0.000707292786977988,3.7824407404493314,0.0
2013-03-18,4.2441700259303386e-05,0.234677753356203,3.364219772273822,0.004920951672034324
2013-03-19,7.67129188325707e-05,1.100245461036055,5.493833692498728,0.003086373190308578
2013-03-20,7.268918017978257e-05,-0.06314216387455789,5.815266815365214,-0.005270445257174128
2013-03-21,0.00012570635160024255,-0.46893462696980615,5.174766280582942,0.0032745087969154874
2013-03-22,5.4637525937408423e-05,1.4213369314232824,11.461634101139023,-0.010957153038783307
2013-03-25,9.361637610585985e-05,-1.020297382976974,4.212741113000953,0.007318270036903662
2013-03-26,3.861392487107033e-05,-0.908615646796228,3.9357937786384154,0.014297523282236213
2013-03-27,5.5092685468035964e-05,0.058402972341787124,3.2769928678345317,0.017280204238177443
2013-03-28,4.445521795747402e-05,0.06030274644446363,6.140821288817526,0.01036626128212692
2013-04-01,4.406094097277341e-05,-0.05927004582860635,2.6466411772578318,0.03030027678945535
2013-04-02,5.398991353862352e-05,0.4555182798426712,4.056935024700687,0.04590314865585432
2013-04-03,0.00015355182577721604,-2.127029970615958,9.324479031905927,-0.001134413799226408
2013-04-04,6.0856522465079685e-05,-0.2623794164299039,4.807900456179331,0.005820501619396623
2013-04-05,5.380002999051269e-05,-0.6215776050989791,6.971729318008973,0.0011280257190975362
2013-04-08,4.530869608330039e-05,0.7332480576595363,3.148664345619614,-0.003387534101838341
2013-04-09,8.6453655398396e-05,-1.3202736721472599,7.148346663821634,0.0046748788992712065
2013-04-10,7.14270899437511e-05,0.8466816705712346,3.527994361784967,0.0036920959332125136
2013-04-11,6.0522255518153654e-05,0.6317980113401254,4.650717806104621,0.009091721299928857
2013-04-12,7.297521228786292e-05,-0.5289186079169562,3.7092090233875106,0.000793627978568523
2013-04-15,0.00017033255996074494,-1.1550128850991388,4.730506206045075,-0.023111368010927613
2013-04-16,6.259887893163349e-05,0.4040838003956834,4.866372780988892,0.019614756355882612
2013-04-17,0.00011754319260810676,-0.640554443537432,3.371106370586669,-0.012496204073195294
2013-04-18,0.0001877407277783665,0.6781001532266206,4.002814364465124,-0.038453620548834166
2013-04-19,0.00021934458591347595,-1.0522729676465337,5.621574655314983,0.005846565453893504
2013-04-22,0.000246133493749578,-2.9385992665101885,21.883995235611458,-0.013751704486718808
2013-04-23,0.00022341306988958313,-0.2976339528206255,13.703939704111749,-0.0115488746072554
2013-04-24,0.0001079728514277231,1.2358720583923897,7.1774647502269575,0.004261337245240693
2013-04-25,5.15274917196658e-05,-0.4524434372807793,3.6384726167621624,0.009311782256700152
2013-04-26,0.00011998876711009816,0.40847101428487204,4.673502081428868,0.0023566915938868505
2013-04-29,0.00010228601835717958,0.2824888159837513,7.605449646956992,0.00887101952684155
2013-04-30,3.3538289128660226e-05,0.18649258332492322,3.447463315560845,-0.0013341258851102822
2013-05-01,8.329617258993924e-05,1.431906071478837,11.479597958442733,-0.0035100645447858625
2013-05-02,3.767626147458723e-05,-0.09366918951251903,5.313117971546163,-0.004026829096945406
2013-05-03,7.719276260251696e-05,0.0017385474142007425,3.795715101428444,-0.009459759924980382
2013-05-06,8.087752403834565e-05,-0.9385918765745365,7.2207185943608065,0.021491997206788405
2013-05-07,5.023834072475338e-05,-0.5778333724837956,5.859837334720078,0.00497097661332635
2013-05-08,6.740436781832387e-05,1.2104352883386658,5.753767788331511,0.03268297364669159
2013-05-09,6.882635155493021e-05,-0.49710695780762765,3.2708826930853845,-0.008030731641174071
2013-05-10,5.8762436038407466e-05,-0.19436625589910772,5.610963392900465,0.014409420010943919
2013-05-13,0.00010046198603686056,1.2309791970582509,9.270795351300727,-0.008300250848168211
2013-05-14,0.00010455374197102126,0.45920809876759344,4.504974538957352,-0.01063487013649489
2013-05-15,7.455144162598132e-05,0.31024858580028924,3.9734402189938867,-0.0019459365350744662
2013-05-16,7.041095775326046e-05,-0.3526997377243337,5.088400150326634,0.00856577922811752
2013-05-17,5.83140882717118e-05,0.9248423988309469,5.342444577336439,0.011202112005605613
2013-05-20,4.2489652243809404e-05,0.02964613755387881,3.2716486494631405,-0.00446573876508527
2013-05-21,5.0402256596434655e-05,0.48604187971817053,4.247063154744425,0.004942986385088943
2013-05-22,0.00019764178009638883,0.443168623662472,3.4320785780164234,-0.009428740071544262
2013-05-23,9.240630427824184e-05,-0.4484686564775415,4.3722736618817315,0.001283557035158367
2013-05-24,4.133149482887412e-05,-0.1442737188593535,3.0303080112302463,-0.004822472906099051
2013-05-28,6.647548060917342e-05,0.1275423963154378,4.423428131822408,0.020415418847757216
2013-05-29,0.00012315935342716925,-0.38146615050648913,5.4998196889296445,0.00015786339967949203
2013-05-30,6.874051322752485e-05,1.4027944727511874,7.118621185974375,0.02046806175802729
2013-05-31,0.00011125960078882593,-0.7360936864237764,5.501791961356723,-0.031898321160158005
2013-06-03,0.00012295823214847338,0.6344988170256535,5.381692726156871,0.0027104823107064746
2013-06-04,0.0001158686515165634,0.11917184682555686,3.0181072867441316,-0.007031032249913416
2013-06-05,0.00012030676298037126,-0.5902006392586204,8.38069205819314,-0.009830207625875609
2013-06-06,0.00011760843690947087,0.3021876301097056,3.2292865456234296,0.0027494596903085977
2013-06-07,6.555245506036703e-05,0.37363475787490796,3.3262948614368866,0.010442585597856713
2013-06-10,8.64547158164636e-05,-0.43390536793432666,5.6715535666532135,0.01758471949175977
2013-06-11,9.028457422241284e-05,0.8006879324465214,4.247216997518371,0.003918119951872079
2013-06-12,9.955766610988571e-05,-0.37401279834570156,3.699170855800448,-0.0015654979093984167
2013-06-13,7.31636865066818e-05,0.9244009480930402,3.1471000614705535,0.009397223959886958
