,BA_RDVar,BA_RDSkew,BA_RDKurt,BA_DR
2013-04-23,0.000208668025620456,-0.7700197461018908,18.06074831366017,0.014161523618909655
2013-04-24,0.00024154277858066104,-2.0078533266283762,13.314802801850812,0.029609645054465616
2013-04-25,0.00016556249310383867,1.137479791404723,5.090403552971783,0.009205518052199935
2013-04-26,7.164534186747272e-05,0.8680773304363896,3.8417271169745533,0.01279021785166723
2013-04-29,9.317144182210233e-05,1.4549724586127768,7.1844744033476164,-0.010284345397936434
2013-04-30,0.0001339832807102615,2.9489032606804577,19.4680039580174,-0.005346019469289587
2013-05-01,8.914806716218065e-05,-0.48725127268759727,3.7009764753767427,-0.0025194088818043525
2013-05-02,5.526978082001746e-05,0.31804720170361966,3.982979654913542,0.011232899854118905
2013-05-03,6.158070205487256e-05,0.12152464520798596,7.791279294697383,0.016456536811179312
2013-05-06,8.241570434353821e-05,1.5801001352333848,8.334785511123647,0.004789166985622373
2013-05-07,5.5213754389572676e-05,0.9652365320716982,6.874716145346254,0.006349789580700538
2013-05-08,3.167312203608208e-05,-0.7698302224170991,5.630702488738975,-0.002813796357181708
2013-05-09,4.610092281994465e-05,1.03132424576212,5.592684955957345,0.006042609075353589
2013-05-10,4.122940352520005e-05,-0.34201031457441644,3.115616641234003,-0.003918279089749177
2013-05-13,4.016602827690777e-05,0.9246577306574938,5.113229044831454,0.005502490336112942
2013-05-14,5.321741864245835e-05,0.7881906672277217,3.6859968509085297,0.014145943038012199
2013-05-15,6.957947846779656e-05,0.689568435126319,3.0475370949306777,0.009423935367665948
2013-05-16,4.053353816364974e-05,-0.628363307065746,5.583395453479245,-0.004545429348056906
2013-05-17,5.550640059885123e-05,2.683557320735905,14.101262364209333,0.02393965069348436
2013-05-20,3.644392100056636e-05,-2.0349142937390976,8.824133159687738,-0.0020238159518566334
2013-05-21,4.8939489017830644e-05,0.5671257882528143,6.108374874962514,0.0003038822473389047
2013-05-22,7.245209526207708e-05,-0.8361120374527437,5.424432169598352,-0.008338426628955453
2013-05-23,0.00012175862542123087,1.079389584776457,2.8825549252790674,0.018414257937775957
2013-05-24,0.0001413787317092572,-0.881436073772831,6.839098777400307,0.002502886402371729
2013-05-28,3.987556876995008e-05,0.06276914268105505,3.835154164579208,0.001099565259653268
2013-05-29,0.0001342393935510317,0.8983540789791569,7.9684283489564205,-0.010241288846819074
2013-05-30,6.504936507395595e-05,1.1380163992766126,4.458522917030487,0.014527182161362617
2013-05-31,8.995689706103329e-05,-0.4149075687223281,4.655279372216432,-0.015233657400498757
2013-06-03,0.00017980013680731396,0.17627942155011758,4.713719698887713,0.017220874190067903
2013-06-04,0.00011527109693749843,-0.36329227714606005,2.9842438801200792,-0.011280094877136548
2013-06-05,0.0001243269488090465,0.10013014018880996,3.939095490601505,-0.011307692310968065
2013-06-06,9.947599649599406e-05,0.6341335931229146,2.905633808288609,0.012812453546925617
2013-06-07,0.00011321157144341095,2.7841962032043845,14.652944244162736,0.02699761988204763
2013-06-10,9.777346532156438e-05,-1.0474511661460384,6.533942304764641,-0.002442103994467537
2013-06-11,9.245963865028648e-05,0.402737248658159,3.2250081661474477,-0.00480422696449434
2013-06-12,9.697507714455292e-05,-0.0373894187662975,2.4600880300491372,-0.008587176680262765
2013-06-13,0.00011659997535144048,-0.0714893705624099,5.3288456111306415,0.012608418303916125
2013-06-14,0.00013132043055516334,-0.23183164959111255,3.617355229434861,-0.0032352690268373507
2013-06-17,8.139207243232471e-05,-0.831731868078709,5.040998087036207,0.011715397308028841
2013-06-18,5.529881089787874e-05,-0.09971403025510436,3.7571936274431925,0.010139715302821983
2013-06-19,0.00016485079095032566,-1.3086489052272814,8.509368976130686,-0.01773889420020769
2013-06-20,0.0001942092043078806,-1.7039831854608587,9.029362252804338,-0.025857243779690897
2013-06-21,0.0002479221520441365,-0.6067820297833566,4.0736747416270465,0.0034065273497265736
2013-06-24,0.0003006835411609385,-1.690477646890044,9.288351333124254,-0.021534535755545647
2013-06-25,6.905800171258781e-05,0.14780679336448393,4.02813035788664,0.008345215927003657
2013-06-26,9.628934853905154e-05,2.542303736322472,14.973883094410963,0.02086146960634494
2013-06-27,7.278486390026045e-05,0.5166634202248408,3.584092299460696,0.023541925067496194
2013-06-28,0.00011312953650552994,-0.5328293232645172,3.87420438914447,-0.006907116066814822
2013-07-01,4.362025658227987e-05,0.6942101206166013,4.805985707971664,0.0077791870558323595
2013-07-02,0.00011318085267145758,-0.7735577375835669,3.2901702801360684,-0.017293310454769895
2013-07-03,6.353575237308927e-05,1.126660015483479,3.149623679333854,0.013897281726950261
2013-07-05,0.00011508608652867712,0.18663326843682929,4.992609542885742,0.012651848266067134
2013-07-08,4.9232687867526894e-05,-0.8022932818850677,5.4388445029618655,0.0016301353301484411
2013-07-09,4.3036928626305415e-05,-1.2317677193810705,7.779970250233911,0.002965726383457934
2013-07-10,5.239842424616273e-05,0.7975074971568326,4.981123078462381,0.007802999476038686
2013-07-11,3.847124609034042e-05,-0.8314678236868112,4.389052922033228,0.01299550452713838
2013-07-12,0.002899296682868522,-1.740095562727768,9.779865333364961,-0.048009078307645225
2013-07-15,0.0001768523683034606,-1.1449382729487694,8.188190388069499,0.03652900531966896
2013-07-16,7.077387403215165e-05,-0.13466091658962015,4.316556198887829,-0.013626389733498279
2013-07-17,8.51914575912859e-05,0.08212758610815343,3.164837363542247,0.005358304484339271
2013-07-18,0.00020125889507335758,3.464656341072016,18.23582651949416,0.026741009172496888
2013-07-19,0.00011781651053530698,-0.5656607883909971,11.865040302622125,-0.006244515151839103
2013-07-22,3.605728468040772e-05,0.3999202880245384,5.7477235655092,-0.000935287889723746
2013-07-23,8.366642400090749e-05,-0.18606880627319317,4.048754946176265,0.008665350434469588
2013-07-24,0.00014554733412183845,-1.2623702301023993,4.68381773956068,-0.007823543528526322
2013-07-25,6.935539228601181e-05,0.16705097863412813,7.614579660250777,-0.0023402185977658974
2013-07-26,5.8521013928556575e-05,-0.07752802031885243,10.669512295765538,-0.01036303717864051
2013-07-29,4.374653562988483e-05,2.7160744434182815,17.549547539238198,-0.007508950810504622
2013-07-30,3.677537170209237e-05,0.7237388624474901,6.827437142321521,0.008739542601193584
2013-07-31,8.634563928727907e-05,-0.19628812288794106,3.8276186820577207,-0.005976653054324821
2013-08-01,2.8221246672214284e-05,1.4489956729295606,8.100211036421976,0.01510909844227637
2013-08-02,8.748103294203736e-05,0.06122645956611127,5.876859310875244,0.011183744964990083
2013-08-05,2.574670096568849e-05,-0.8219726950072068,4.043379234010404,-0.0037141435514600474
2013-08-06,7.630743129885694e-05,-0.8094563854909466,6.775458444984063,-0.0042882733982594345
2013-08-07,4.286383417136775e-05,-0.6011796355477241,5.010296650464342,-0.001267609763217159
2013-08-08,8.264363181071369e-05,-1.1693599508000951,4.7440148979204135,-0.005465145189608833
2013-08-09,9.315923115067101e-05,-0.49615500534127255,3.0005334238240513,-0.004830408203894798
2013-08-12,6.028060957455242e-05,-0.05157876590767837,3.702639660939494,-0.010402169946386763
2013-08-14,9.167742958866585e-05,-0.7742507426230864,3.4956412093684865,-0.000767607066409326
2013-08-15,0.00012039483185690622,-0.09910351643527475,2.9833204307432855,-0.013823882789016473
2013-08-16,0.0001029094454254205,1.8513975420353197,11.809324786124193,0.007177293582714128
2013-08-19,0.00010522156235395015,1.1560942289728895,6.145228327825345,0.012008504806378717
2013-08-20,2.022141313662703e-05,0.06808374264184368,3.7352039477326913,-0.0008597775372995997
2013-08-21,6.850461625659367e-05,-0.7318693511449288,5.82894065547217,-0.006905276363744939
2013-08-22,4.189208158446952e-05,0.33320449435693894,2.6255515828473865,0.011767664441336478
2013-08-23,2.7435533235271318e-05,-0.26178673360487403,5.601120904929551,0.003228574155692776
2013-08-26,6.418462286259827e-05,-0.5097926543274255,5.83961558177487,0.00047380298865640214
2013-08-27,0.0001276148618184408,-0.6101239233446926,4.8831208263025605,-0.022229530376325357
2013-08-28,5.8804581999970666e-05,0.21023414482975294,3.1113125728246898,0.0005811921189993186
2013-08-29,8.342178133916939e-05,2.0779229024366637,10.343483478970514,0.015946706683371836
2013-08-30,7.404951642795554e-05,-0.4969782624338224,3.27658894281818,-0.009672294723528374
2013-09-03,9.88386499851866e-05,-0.6277901080842763,4.465652092665887,0.010434431715902193
2013-09-04,6.384144844963604e-05,0.7061247677414689,4.527286341556795,0.012868008173042789
2013-09-05,6.357154014425745e-05,1.4328888274691158,13.43351898661507,0.002628522201955974
2013-09-06,0.00015514027741919204,-1.110634289816737,6.6871771798351,-0.005452925710248913
2013-09-09,4.457921943520731e-05,0.109102432924604,4.407210529778192,0.010503811395917495
2013-09-10,5.68325547219773e-05,1.1383058065640776,7.9009915564627535,0.00910102470290397
2013-09-11,3.303010956617369e-05,1.4154011616763982,4.928265059430285,0.009751541975193234
2013-09-12,4.0041239739499017e-05,0.5329697864872975,4.476947406633733,0.005205102863414801
2013-09-13,4.7063560020764056e-05,0.9551162470244839,4.172908355936709,0.013837856694159711
2013-09-16,0.00013349138675073204,0.5533817314994293,5.159870233732959,0.03824247779055234
2013-09-17,9.158910265789506e-05,0.4364342085071058,7.3378247341717175,0.012372601062753397
2013-09-18,0.0001351497893752573,0.9924188782100551,5.112165336202634,0.010955008996285542
2013-09-19,0.00015602476622960252,-0.3981491550692587,4.404799826768822,0.0053909132862655085
2013-09-20,6.398472602801279e-05,-1.36156412881194,5.330211827024303,-0.02045316277701037
2013-09-23,0.00012080019736435482,-0.16903134126401853,3.4801310790286544,0.0075170200546343935
2013-09-24,0.0002001580234300183,2.0056253629848135,12.177078457666475,0.012600200125913119
2013-09-25,7.465949296523933e-05,-0.09411350330196626,2.799271500426083,-0.0041261404589452155
2013-09-26,5.2126763486079055e-05,-0.102221064504116,3.223152608165905,0.007314050961946705
2013-09-27,6.853868358857182e-05,-0.5222515750673711,4.0876329332771295,-0.005375377068824072
2013-09-30,5.2599302713976494e-05,0.169526637688737,2.916808054621302,-0.010497943222834039
2013-10-01,0.00010434174257936285,-0.5160950995884243,6.535808016358413,0.002125344363697046
2013-10-02,5.74890747226304e-05,-0.4379089196516874,4.997366888079389,0.0007640920654301553
2013-10-03,0.00012268928485642953,-1.1028406367274852,4.769306334760022,-0.02231076602418014
2013-10-04,6.102976363590033e-05,0.9596050600835534,3.044076121364805,0.016864881826722744
2013-10-07,4.869083522022116e-05,1.171635186932988,4.565280718822779,-0.0043609605796124384
2013-10-08,0.00010266078634707462,-0.2842709197758436,3.5113818605924823,-0.010769952256710624
2013-10-09,0.00021624727447510262,-2.4044007167350685,16.861211159944176,-0.008438089608558741
2013-10-10,9.137295116893832e-05,0.8005800398720957,3.067790686211027,0.03796993718217223
2013-10-11,7.961002147252176e-05,1.178393568543381,5.200946301391129,-0.007767528929006673
2013-10-14,0.0001078333083151541,0.331913690723986,12.16099452150357,0.012466354942577418
2013-10-15,0.0001435179536061171,0.49948258010809676,3.7975518192858018,-0.010772755402737033
2013-10-16,7.967442749294158e-05,1.2163766988741491,4.845766720750788,0.018112283705712606
2013-10-17,8.030070002806259e-05,1.1476172568062835,5.065072878355335,0.01607423047326595
2013-10-18,0.00016902035892598784,1.0631840403424753,15.567353931645112,0.0018788791542494465
2013-10-21,7.014244430823409e-05,-0.2126962980940362,8.424556685662438,-0.008606720997111239
2013-10-22,0.0001215739722639717,0.2982078498956563,5.216769985841011,0.008280257600705276
2013-10-23,0.0005373907989716448,-0.3143564635016414,3.8258700978937825,0.052019581176602436
2013-10-24,6.375992785858292e-05,-0.2954262306730886,3.4634921649942023,-0.00031001370036332077
2013-10-25,0.00010709090103050023,0.6168427582155793,3.34056983060534,0.016989175977982995
2013-10-28,0.00015272209678436193,0.40390628072285806,4.262216362554581,-0.01003547616214906
2013-10-29,5.244344139210299e-05,1.0312028010057563,5.374076125083283,-0.0016954784421345792
2013-10-30,0.00014261795233969215,-0.6663826798750119,4.604512937179897,0.00015437071650303835
2013-10-31,0.00011815731286868005,0.3160971217939917,3.56995169440248,0.00630331360798575
2013-11-01,0.00016758268554002925,0.6533110306880264,3.9203430276641713,0.01920144691453185
2013-11-04,4.79245615825244e-05,-0.8215627548647474,5.311562733394029,-0.0018057850258541563
2013-11-05,0.00010429572603040617,0.5434988238244904,5.831915640466953,0.005856711858001518
2013-11-06,0.00011044100282539624,0.5922957003253795,5.2833804751011915,3.7450409469563795e-05
2013-11-07,0.0001323023712564879,-0.9033922147353631,4.1068154273501625,-0.011942416744660456
2013-11-08,0.00012988740592296302,1.1766152035374986,6.731976604936903,0.014943735689660897
2013-11-11,5.325938093883384e-05,0.19662006448217878,4.974713636324579,-0.007217866147601448
2013-11-12,7.169948465115668e-05,0.38040975381714,5.625889633745097,-0.001509947016860913
2013-11-13,6.133867541350715e-05,-0.11426500514961033,4.840610201318577,0.006327622118911691
2013-11-14,7.380016845257393e-05,0.8045886639657936,8.27955727581517,0.014314797120555944
2013-11-15,8.570173378090714e-05,-0.794156994261409,10.699666762662496,0.007301656300893633
2013-11-18,0.00015439106911810635,-1.5393695512467283,6.7131317742368415,0.01661600642874994
2013-11-19,0.00012574010014225465,-2.0368505536845896,13.362857936541705,-0.010024058917949219
2013-11-20,0.0003009328376921559,-3.4415004214893483,23.45125257829521,-0.033629718670844966
2013-11-21,0.00015813322512803205,-1.8909805259727486,14.914877860572595,0.003617430529968324
2013-11-22,9.529039453738746e-05,1.5794919613603393,7.264172473711612,0.02261153870073951
2013-11-25,0.00055170264852668,-2.205290465190899,20.58328525141788,-0.02208508135046383
2013-11-26,9.726665363072439e-05,0.22440094952602826,2.897148516861511,0.013294776237875006
2013-11-27,7.399929695289226e-05,-0.8829170698210188,6.050763313015827,-0.0004455067989521666
2013-11-29,3.199878350030706e-05,-0.2836095791496588,8.072832269808329,-0.003494583660171635
2013-12-02,7.21014054750053e-05,-0.7569046948040105,3.6304052378203853,-0.0006706482883993559
2013-12-03,0.00010865628115285619,-1.337166407486005,7.746458083528475,-0.016231323994363223
2013-12-04,7.504018107211573e-05,-0.2743319667929115,2.5078679343398176,-0.0037950223909737346
2013-12-05,0.0001269533544246055,1.1264871629212532,8.4054502905583,0.009310190048511302
2013-12-06,6.112205216566445e-05,-0.13312122442110855,3.7807806413308946,0.01829025431231379
2013-12-09,6.914304329663713e-05,-0.6435261166492222,6.22881732361372,-0.003705573179921373
2013-12-10,8.859604614873055e-05,1.6623385080050024,6.7449928191636,-0.007303285446162988
2013-12-11,5.73955238136478e-05,-0.3407810040402211,3.4718636767715405,-0.008563130604347435
2013-12-12,0.00012330152492292918,1.2927458330173172,10.53939849678095,0.003013047707764116
2013-12-13,6.879731646820848e-05,0.15209167590636058,2.928681719258381,0.0065222376660116765
2013-12-16,7.635649550312132e-05,0.1300556093050935,5.754586755997913,0.0066278378297388585
2013-12-17,8.370996259304529e-05,-0.456553219327583,3.323631826206353,0.008573831361332829
2013-12-18,0.000204341438905282,1.2771136726719219,8.733671871317938,-0.002874495124678411
2013-12-19,0.0001119466911088665,-3.024869778824495,18.142038946932924,-0.002364529336193577
2013-12-20,5.630763293037096e-05,-0.46704341683991685,5.610408951715625,0.01103603880087256
2013-12-23,3.875646885407874e-05,0.045021809528053715,5.518424508610196,-0.001977619623112048
2013-12-24,1.5031036550612821e-05,-0.670047907049023,3.269516507846315,0.0031476728159045564
2013-12-26,2.629178953756468e-05,0.949465922268143,6.849464706176871,0.01046917951439763
2013-12-27,3.7449975510404104e-05,-0.3694118792531499,3.9304536163750194,-0.00995785466177157
2013-12-30,2.8266053600147412e-05,-1.6794942338542844,6.851704028019669,-0.007184173254062287
2013-12-31,3.985840289810858e-05,-0.45995980317195245,4.223457768491542,0.004185257363353401
2014-01-02,9.746743802457712e-05,-0.6225798045921658,4.978367564654411,0.0013175378452903175
2014-01-03,7.32833029534242e-05,-0.20588166652155232,5.761995851137337,0.006926935338070095
2014-01-06,0.0001249650369965968,-0.9039405019431556,5.5890399450002395,0.005724237705672763
2014-01-07,7.572657051818508e-05,0.7209596754770763,4.009285747612648,0.015058202046597025
2014-01-08,0.00015459461587727483,-1.4549809487876004,8.125099363111216,0.0022038004480888773
2014-01-09,0.0001265381302609078,-0.6773680520379569,9.121512451329771,0.00925965518154026
2014-01-10,6.668608228966825e-05,-0.17379238014112222,3.4269670619721753,-0.0016196392886458355
2014-01-13,6.392804005562387e-05,0.1256263742861427,3.1868115217353266,-0.0084924288406798
2014-01-14,0.0005147164403580744,-2.4962015859233477,17.523930960086158,-0.004916209748752287
2014-01-15,6.19015756627547e-05,0.4232196774129078,5.681749794872875,0.004347445513019466
2014-01-16,4.52345677914789e-05,-0.5120545241549648,3.3543300112457906,-0.002919952935899417
2014-01-17,0.00010915274417784539,-1.5964292619593576,10.767512268232284,0.0017814530652415783
2014-01-21,7.02186239069003e-05,-0.904777257425916,5.308364970531959,0.008577608090245548
2014-01-22,9.366412568554418e-05,-0.28249452932570496,4.4280263944260465,0.01887906070598433
2014-01-23,8.522298591100794e-05,-0.82667675348123,3.40063350238765,-0.021423297065885194
2014-01-24,0.00015989318800137153,-0.75953534067216,3.3598354262418577,-0.033533067368205494
2014-01-27,0.00021699860942328472,0.256231108874039,5.536439158434393,0.005182183879695934
2014-01-28,7.256215265294195e-05,0.33500101738969157,3.2408282189260764,-0.0019676102218744163
2014-01-29,0.0004216724619992303,0.3251254314500863,3.278010030879494,-0.05479691425411559
2014-01-30,0.00033753376841769373,-0.31797930925702445,4.225105244743429,-0.025361201672605915
2014-01-31,0.0002579089059904468,0.002239462371488252,4.191985810429793,-0.010087911756881063
2014-02-03,0.00029323496997740966,-0.5874027234393123,3.138464226268376,-0.017557070325534774
2014-02-04,0.0004376713834314967,0.9211010822773431,6.932245239286235,-0.008485650333261319
2014-02-05,0.0006046242164159163,-0.13204574719969528,11.437828504512066,-0.005257916336488755
2014-02-06,4.735242198423639e-05,0.5834847280736336,2.8295421480666114,0.01040686313616579
2014-02-07,0.00016198296945136602,0.5844206095831086,4.046168957155326,0.03484665994245795
2014-02-10,8.897498905126984e-05,-0.5255759773670502,4.200493345550968,0.001101649725182341
2014-02-11,8.354067542602939e-05,-0.027738338263502096,4.212094344991203,0.023318573089185612
2014-02-12,5.909158587942645e-05,-0.9998390170331849,3.9657501685546275,-0.010094888979566896
2014-02-13,6.716929891446034e-05,1.4944328153387232,5.098788061635707,0.010635240147464309
2014-02-14,6.945003039337909e-05,-0.9241927194649764,8.476596809910449,0.005083791855204467
2014-02-18,6.369628669751968e-05,0.7164768393295321,6.9352997907933265,0.0036043191797965335
2014-02-19,7.781363133167145e-05,-0.28941345338694985,3.315226029138651,-0.01729629463995863
2014-02-20,9.759135111920825e-05,1.8451258838360207,11.585723192718595,0.009071401882208896
2014-02-21,4.582824149267501e-05,-0.6120325360035307,3.2937675788890193,-0.009928635617506565
2014-02-24,9.921926989638881e-05,0.6699748234235113,5.372896893759686,0.01016016431678235
2014-02-25,0.00014405490744402093,-0.7968964216489017,3.7577386537498128,-0.021922227256398585
2014-02-26,0.00011779682927941014,0.25943062499428193,6.740530623563815,-0.0013417114737661606
2014-02-27,7.13683846373567e-05,1.328907665939734,4.211510605558551,0.015284130428135256
2014-02-28,9.718928138024137e-05,-0.3921883648233502,5.50724962948162,0.002796314219654761
2014-03-03,0.00011069802713294017,0.2171695662917675,3.309541917273691,-0.0054443812725137875
2014-03-04,5.3974112875011436e-05,1.16415271745247,5.356400680590787,0.015554498415907503
2014-03-05,6.198116792588765e-05,0.8228554051721143,9.69159084459021,-0.01111886140650764
2014-03-06,6.873257287362667e-05,-0.4995470891867215,3.434399041849761,0.0005432950972252826
2014-03-07,0.00010331393747114286,-0.45479099500761433,4.1005702640327275,-0.002486471358895237
2014-03-10,9.327045284831152e-05,0.59845022230462,3.951827187564736,-0.01291957266303534
2014-03-11,9.353387367704251e-05,-0.24030115875785923,4.388037744900328,-0.009660983333588113
2014-03-12,5.346195834238031e-05,-0.5800159418469591,4.38464598545056,-0.009916046436025283
2014-03-13,0.00012002321859307599,-0.7441897400175335,2.950532148727659,-0.020624594866732515
2014-03-14,0.00018096308132865333,0.3426008582217386,3.667099967046939,0.00995938127842777
2014-03-17,0.00010824853585728806,1.2409462653053258,5.64834195272806,0.01858986370112259
2014-03-18,7.162583003107043e-05,0.34224563579354694,5.818621695558622,-0.011064123012682892
2014-03-19,0.00015436899329612325,-2.356187068861308,15.483738047551155,-0.014617584381907633
2014-03-20,0.0001187249677763579,0.6395801280117348,3.693734302132343,0.012115321873757523
2014-03-21,9.674289142129404e-05,-1.3737782107623533,7.479912078531543,-0.009337881651005908
2014-03-24,9.627210146358877e-05,0.5666297777270582,4.38224175611778,0.006829396284300238
2014-03-25,7.168441851632954e-05,0.4416359189428478,4.031939388193766,0.0048496145842609195
2014-03-26,7.1312544213878e-05,-0.2967760880806015,2.844170509187463,-0.003958910678925953
2014-03-27,0.00020633836627947458,-0.7307620707234073,6.090874385978053,-0.0025936153064876066
2014-03-28,0.00013688831441965242,0.42275670119458086,8.11739674652728,0.01009399920485965
2014-03-31,7.036305536727796e-05,1.402492686307157,9.280382325405421,0.008241672330656868
2014-04-01,7.002776335789367e-05,0.7319546678463136,4.532273464443882,0.02144356113478274
2014-04-02,3.6372954843548084e-05,-0.03416994694663101,2.400299112400325,0.0007797906063249371
2014-04-03,4.395912279009753e-05,0.08212954120210843,2.64929901794554,0.0036561225928712915
2014-04-04,8.963010382271612e-05,0.049486464664383605,3.611100130017169,-0.010930640806515513
2014-04-07,0.00015866006561214566,-0.4796202480331322,3.984820479335025,-0.014152218569733144
2014-04-08,7.016032828785426e-05,-0.846760915536659,5.852210188703651,-0.011532166841837999
2014-04-09,0.00011905106964042163,2.830454586103076,14.599818529422317,0.021751183069818047
2014-04-10,0.00013349209540850876,-0.4970914935446883,2.588448549734171,-0.025867649987055152
2014-04-11,0.00011067618009457609,0.06477103999192314,2.836202478926704,-0.012779438026445433
2014-04-14,0.00010779066136294672,0.5349020686611273,4.644039979477869,0.009620225358982104
2014-04-15,0.00016723483866807159,0.25121451176687565,3.1608709679724267,0.008241796027602
2014-04-16,6.875772353375241e-05,0.18062649861403424,2.7622699906707235,0.014142720166211653
2014-04-17,8.844638020049374e-05,0.6386872346412745,3.3245650267357956,0.014805743777459135
2014-04-21,3.753407006176303e-05,-0.5425732709761311,3.180349999355013,-0.0007820383270376041
2014-04-22,7.093374487816335e-05,0.028060449708557172,3.059699614253496,-0.0021145416112249293
2014-04-23,9.190010476162509e-05,-2.301422528488675,15.804568415993042,0.023860393174436112
2014-04-24,0.00014658356336977904,-0.5184657327218131,4.21796666164727,-0.005911808551598341
2014-04-25,3.5124731206863366e-05,-0.2626323505639092,3.2037494134295743,-0.009283755899480717
2014-04-28,0.00011936955886834453,-0.7916975937560096,3.493677687868303,-0.012671275666570558
2014-04-29,4.502983683789787e-05,-0.7702554677771092,7.057656896649766,0.010414663693572912
2014-04-30,5.3276918664982555e-05,0.38814995585887113,2.789614618871245,0.005050746999311073
2014-05-01,6.20398065569763e-05,0.009675523896276404,3.927988587263176,-0.0043498172061102736
2014-05-02,6.119044419602788e-05,1.3467349839733103,7.329423719417409,0.01145526594489965
2014-05-05,7.249669272230885e-05,1.5084655426303784,5.065078267386982,0.015425939393807653
2014-05-06,8.346071364667854e-05,-0.1269442233590183,2.7537829538386136,-0.008599980098533244
2014-05-07,0.00014452880065562247,-1.0640377689998082,5.16553551076629,0.0019196345176482055
2014-05-08,4.277379661294629e-05,-0.19672616504103063,4.587432435523704,0.001686397436031939
2014-05-09,7.893241948075179e-05,-0.22986197719004986,6.149121705148355,0.004051010242846154
2014-05-12,4.69564473292972e-05,1.0523271129738083,9.250963346228053,0.011376603476706215
2014-05-13,2.0041490475428887e-05,0.35981224724604294,2.742171842296798,0.006389808903383809
2014-05-14,5.219543395111895e-05,-0.22687967858605915,3.4212697765288667,-0.0034529334732233963
2014-05-15,8.559024969389461e-05,-0.6470981843245087,3.323621774976239,-0.013474913304120761
2014-05-16,4.925070775009329e-05,-0.6782224268358936,4.630558178502543,-0.0030531026389466476
2014-05-19,3.842195004981206e-05,-0.10895244373501821,3.7395522319707992,0.0041195429005824735
2014-05-20,7.495876005579132e-05,-1.0690019357368543,3.1790941969138093,-0.013567075191294187
2014-05-21,2.6386322692007712e-05,0.06510988007152038,4.340582961930807,0.010593662154618322
2014-05-22,2.995149145817669e-05,1.2976729841265882,7.784796978053938,0.006697094582609253
2014-05-23,1.647087203746628e-05,-0.646080223143312,3.823530698233357,0.004314163244750979
2014-05-27,2.6588844639023843e-05,0.8437272619576497,4.530390307571441,0.013204283397129757
2014-05-28,4.008068950651031e-05,-0.7554234594027477,7.013753674170291,0.0011918328065263495
