,CSCO_RDVar,CSCO_RDSkew,CSCO_RDKurt,CSCO_DR
2013-03-05,0.00011706511112179503,1.4318607194366482,7.930142410447399,
2013-03-06,0.00010603330632744391,0.04447553920877109,5.462604212081797,0.023289509028254773
2013-03-07,7.77276703361022e-05,0.1939499741069172,4.068839733635239,0.0036763209815440234
2013-03-08,5.997550217637891e-05,-0.45614432966353574,2.5190281880711662,0.00137515684873879
2013-03-11,9.457980915052209e-05,-2.288766658474189,14.120574968735914,0.0022877519508992528
2013-03-12,9.529756252557916e-05,0.048985960417532635,2.165989344225747,-0.008260669179289692
2013-03-13,0.00011783505473692716,-0.6519866881644982,4.331706677776697,-0.005545286524583748
2013-03-14,8.423885861203011e-05,-0.3292859201281021,3.072139677222725,0.0004634693241793997
2013-03-15,6.871149866593984e-05,1.6600965503796645,5.229906267096165,0.015624855839534657
2013-03-18,0.00010732829206927336,0.35675966809266363,4.523766666948497,-0.011926547834602008
2013-03-19,0.00016490207044292474,-0.606937003046048,4.482094052105257,-0.00694602199130312
2013-03-20,5.678211020736716e-05,-0.2827787968852128,2.6990666982813507,0.00694602199130312
2013-03-21,8.726570662027817e-05,0.2854335442518667,5.6062676997898695,-0.03905436341320856
2013-03-22,0.00011710324007120899,0.07123905200940464,3.4570469983970504,-0.004328396944883739
2013-03-25,0.00014858154212544293,-0.2959525135401879,3.1439988852797796,0.004807756255150952
2013-03-26,7.927030097056072e-05,1.6631567199749075,7.402440283889022,0.0
2013-03-27,5.6852439297995594e-05,1.063210965688657,6.548983849784475,-0.000959455841488488
2013-03-28,5.5130909923615014e-05,-0.05674389343445952,5.031844535667124,0.0033548341665046166
2013-04-01,0.00018832527718018444,-0.5501377211931459,7.220205160551637,-0.0033548341665046166
2013-04-02,9.0981301776882e-05,0.6548008941873176,3.938321887532612,0.018549899509754386
2013-04-03,9.548533634834316e-05,-0.001578294826905755,2.6304667338882233,-0.000943105971849878
2013-04-04,5.1431483303614193e-05,-0.33411733355277745,4.696610308898005,0.00047576076798039324
2013-04-05,0.0002606770630656818,0.494037339790785,4.595230354100918,-0.02064913556920711
2013-04-08,0.0001008547026009245,-1.6984797282081887,10.302286940089244,-0.0019427587964857551
2013-04-09,0.00011435033960676803,0.20414398314970572,3.977025705322841,0.01925913871072682
2013-04-10,0.00010741137433703242,0.7602144329996029,3.9013609032547274,0.023563411307867543
2013-04-11,0.00011957790670813096,1.2532980007476504,5.295766274439177,0.010194881702884295
2013-04-12,0.00018636497043816159,-1.1889224388828357,5.695181254633079,-0.0069395047987605984
2013-04-15,0.0003056200414556769,-1.035391271231687,5.322182723362703,-0.02301121735949785
2013-04-16,5.208682109765376e-05,-0.6473563119142922,4.623022107849512,0.0052121047313216096
2013-04-17,0.00013062216919528232,-0.4960653563869823,3.1383275487457807,-0.025366287244549923
2013-04-18,0.00016314882544428012,-0.9768725699324269,3.6702971719576962,-0.002426639035664646
2013-04-19,0.00022045366080952728,2.0349857296645086,8.409778919468248,-0.005848004072841917
2013-04-22,0.00011790825634928526,-0.7743711955920749,4.0696522339807375,0.006333938961019303
2013-04-23,0.0003534663514236632,-0.25417087695329477,16.98076306954489,0.015422135109044888
2013-04-24,0.00013725007567822137,-0.5173488585868193,3.7655020753872126,-0.02518307020294097
2013-04-25,0.00011834518784162891,1.8293354196666074,10.000718235524284,0.01218611449482676
2013-04-26,6.474488215656479e-05,0.2126794788762327,2.8002071031198597,0.001452582556120241
2013-04-29,0.00010467282298857695,0.6980350824224594,4.160702968858918,0.014886397895695236
2013-04-30,0.00016045595233287656,-0.1513737824625233,3.8476210282700944,-0.002863924176597976
2013-05-01,0.00010782257170622919,-1.3635799420517023,6.141276085748011,-0.026151701774682845
2013-05-02,5.8134724472337796e-05,0.32024515355572597,3.111801252088017,0.01702774133990248
2013-05-03,7.084363766934619e-05,0.1635350803412344,4.047214153364292,0.004812188990998223
2013-05-06,2.5494848059022384e-05,-0.5106674984526135,2.9294696859224407,-0.0009603967058238183
2013-05-07,7.523931608482478e-05,-0.19125349824756102,4.3138480894181646,-0.020879533625076885
2013-05-08,8.159424134878078e-05,0.6486215270358375,6.523387534765446,0.016545482441383985
2013-05-09,9.054472788225526e-05,0.6227667352828431,2.8991936927293676,0.005294447889516718
2013-05-10,9.182036353728063e-05,0.37811363527116926,6.926613731592402,0.012879109822083734
2013-05-13,6.055619302428497e-05,0.4088619762628659,2.6528353171142074,0.008024770634409428
2013-05-14,7.291027378392646e-05,0.5452280797699491,4.025835272015694,0.0
