,UTX_RDVar,UTX_RDSkew,UTX_RDKurt,UTX_DR
2013-03-05,7.062297071941154e-05,0.6985909746445075,3.9789043177093344,
2013-03-06,6.957515846136672e-05,-0.330342211494166,4.126135781206288,0.0005489724095157911
2013-03-07,3.279783378591497e-05,0.15809843227176262,3.9449292138344716,0.007003279178944943
2013-03-08,4.2721445075064904e-05,-0.6621965025721128,4.288148689699111,0.00391745212707395
2013-03-11,5.006251954876926e-05,1.1568790724370304,7.40053167285693,0.009082248952428706
2013-03-12,6.198342240434159e-05,0.4155278873908198,3.3677111028008366,0.0024725729358721082
2013-03-13,2.771807259826714e-05,-0.3533183012340073,3.889270055903186,-0.0006444172605384324
2013-03-14,3.324299885647603e-05,1.160058396637049,8.225785714688788,0.003967138647433366
2013-03-15,2.5305485817935044e-05,-0.20317198096233927,2.8419794733688297,-0.0018209229455692366
2013-03-18,4.567845341754898e-05,0.5860813159640994,3.583732600510951,-0.005482070136658912
2013-03-19,0.0001243097812814844,0.3960016700988545,4.430845262152675,0.0036579339785056675
2013-03-20,5.056067791041106e-05,0.14704631555144443,3.7449770068329546,0.003645059103722481
2013-03-21,5.254052643581878e-05,-0.5477519256599007,2.664215803943369,-0.010975013059627337
2013-03-22,6.15978341944953e-05,0.6656390685806342,2.90655656561837,0.012472025522800578
2013-03-25,0.00010193101625760126,-0.2457483110204643,2.5236550539072446,-0.008476862077746894
2013-03-26,3.3916471310350406e-05,-0.21309230420032424,3.7302451344874172,-0.0016175386509287293
2013-03-27,8.380096002265804e-05,-0.7523945306606161,6.348403991584151,-0.00043186191627686554
2013-03-28,4.24967124345438e-05,-2.776573399861762,18.586946407808952,0.008815419495862287
2013-04-01,5.99217646496005e-05,-1.204038919518972,9.967006412932832,-0.005473895801840989
2013-04-02,5.421925510935471e-05,-0.8814753305382744,5.465086683208748,0.0007530980681655919
2013-04-03,7.897334244314565e-05,0.30427190690597833,5.174142521310886,0.0022558128492047302
2013-04-04,4.574413056436173e-05,-0.6770186228888796,4.828816497700507,-0.0004293129120638284
2013-04-05,4.334886635676698e-05,0.9665001473723612,3.729757917877464,-0.005597322990758435
2013-04-08,6.17815778030714e-05,-0.578854047867108,6.992325101455296,0.011483855038767032
2013-04-09,5.6729894599946495e-05,-0.38310786684638354,4.279104454190297,0.007865848171819678
2013-04-10,2.65039768740449e-05,0.6841549003733789,4.108552436773892,0.007699185197671987
2013-04-11,3.1634627100786984e-05,0.2138848055790376,2.846745600362035,0.006701595722590881
2013-04-12,2.273507775140094e-05,0.16078268783772315,3.75544303350659,-0.001357599367960205
2013-04-15,0.00011789949593850255,-0.7951603656648155,4.568746823103003,-0.02293870098800621
2013-04-16,5.4949520101724226e-05,0.9475831073693921,7.013171323640653,0.010530402084723
2013-04-17,0.0001834937145520601,-1.1314024682880246,12.90113500239971,-0.01772044182527921
2013-04-18,9.301745540160718e-05,-0.6521690258369605,4.568184188677928,-0.014099829168490174
2013-04-19,6.6503561625944e-05,0.33628120289515806,3.8543882972897987,0.018077053022431677
2013-04-22,6.578614966854555e-05,0.5582073557288477,3.688897097458007,0.00438853287537011
2013-04-23,0.0003103208951469006,-0.2790419155686852,5.6788710660730635,-0.007934817242275294
2013-04-24,6.191102349453024e-05,-1.3701024852272508,5.194791846781948,-0.009627532930804428
2013-04-25,5.713412377611458e-05,0.8400622968250897,10.300081291714482,0.001194934989261931
2013-04-26,4.501632039295789e-05,-0.8744945002497707,5.23981194432108,-0.010476879094069247
2013-04-29,8.029798512002523e-05,0.24757655596132194,6.810572891336587,0.00514280192774752
