,PFE_RDVar,PFE_RDSkew,PFE_RDKurt,PFE_DR
2013-03-05,3.954041091609855e-05,-0.08208151373073722,4.542200778112838,
2013-03-06,3.7660782972059884e-05,-1.3045627352345186,6.4189676611590984,0.0017797571893751751
2013-03-07,3.8081901260973854e-05,0.33989901470615386,3.218906108480013,0.005319880700107138
2013-03-08,5.28813793416221e-05,-1.1468877374394253,6.264591336952364,-0.0028337332689702954
2013-03-11,3.581603624748862e-05,1.2373520951616277,5.841339426842337,0.0021261052017012005
2013-03-12,4.66354684505197e-05,0.33630491015530434,4.75409341462663,-0.011034077992658542
2013-03-13,3.559328851005507e-05,0.5899478933492618,5.0757678580391135,0.002859137797081246
2013-03-14,4.5840385099224056e-05,-0.1614050397878119,2.4660849076666334,0.003206879089687309
2013-03-15,5.655731815344714e-05,0.400697441363873,4.319034807479781,-0.003206879089687309
2013-03-18,7.885385637952883e-05,1.3630151445109888,9.343643816779023,0.0007135621650142809
2013-03-19,8.38034472773621e-05,0.07648361851305852,3.9755643628893784,-0.0017847544587690223
2013-03-20,4.517319929570962e-05,0.24989104328276943,3.0296788483698953,0.010661183440510591
2013-03-21,6.992022022686914e-05,-0.10246953328899448,2.7537650587916382,-0.006383112057068541
2013-03-22,3.463164137059419e-05,0.6828361367022244,3.6148238118591887,0.009559390718798966
2013-03-25,7.740825070959801e-05,-0.8747391320424227,4.2104277218121196,-0.0077821637598392
2013-03-26,3.979963732186674e-05,-0.06534767085934289,5.309996519111365,0.0155041910984699
2013-03-27,4.592573704536686e-05,-0.33258063548116595,4.317385931078212,0.001397579231475099
2013-03-28,2.752325486523522e-05,-0.2081473970726172,4.045565557597336,0.007652399845852198
2013-04-01,4.488994007687351e-05,0.17756849665084182,4.404709569297535,-0.0006934046203475042
2013-04-02,5.816633868615584e-05,0.8598121110291193,4.157861966360871,0.013432112248119576
2013-04-03,9.790255720082165e-05,-0.8923204408067148,3.921682281708505,-0.006865580138728067
2013-04-04,9.966920877595078e-05,0.47029062465758625,5.420476633482055,0.004468159024271223
2013-04-05,4.092180200283662e-05,0.5367843279865779,7.764831998631079,-0.002059850809983832
2013-04-08,0.00010178772425179065,1.0047831579671076,7.063577089127383,0.002059850809983832
2013-04-09,6.994761742309476e-05,0.23509580185575846,4.658907690618713,-0.001716022145747953
2013-04-10,5.620654977563481e-05,0.41011108951180064,3.5880469707870244,0.027445324339904875
2013-04-11,0.00010477895941289113,0.798282708103079,3.1670224945198657,0.023778937113944743
2013-04-12,7.37871696728599e-05,0.552765343287894,3.6710901484391862,0.0009787866023489578
2013-04-15,0.0001226495461402677,0.409775216202098,4.957253591687674,-0.007199122984387962
2013-04-16,7.866916065457676e-05,0.025151107420079293,5.125374525156518,0.015963968617544122
2013-04-17,0.00010673952475227773,-0.537958052287816,3.6782681943636466,-0.0022648465347714364
2013-04-18,8.85490006509191e-05,-0.42561726776049325,3.7447866614442296,-0.009111851653404557
2013-04-19,4.3592976574498215e-05,0.7705411794358246,4.066227100989877,0.015247622967938579
2013-04-22,3.749628427497619e-05,-0.47186425195114345,3.5354004306428233,-0.004194182442303074
2013-04-23,0.00034220487358795147,0.6017347709896455,27.512184272872744,0.004837696759856236
2013-04-24,7.306855883420467e-05,-0.7756993831160187,4.003687708762554,-0.015564248292276872
2013-04-25,0.00019944249551446353,-0.6543822243446632,9.353192319546467,-0.011173194148020205
2013-04-26,0.0003551552099222081,3.4074241605497897,23.104484372572582,-0.00563412042950695
2013-04-29,7.94028415198679e-05,1.6375039032521868,8.843180387054318,0.01123612642722005
2013-04-30,0.00043399054012412943,1.5995378184384004,10.597958523060976,-0.045722305280755826
2013-05-01,0.00020894705189081761,-0.22126232357723832,3.145122249940521,-0.0058650236121571275
2013-05-02,8.064399485184524e-05,0.8000045072436797,5.603268363793712,0.012721516600339378
2013-05-03,0.00010066274038346553,-1.0442307576344008,3.536518567086573,-0.01064759027206641
2013-05-06,4.3279028323372493e-05,0.35700585388699757,3.4290441058146164,-0.008321637899100676
2013-05-07,6.51142333100725e-05,0.48621102573929953,3.393952978824957,0.010736007241130885
2013-05-08,5.442225848387192e-05,-0.25352847772558496,3.3564026471893644,-0.0020862987346692563
2013-05-09,0.00010433911380360476,-0.41698374070390837,5.2434950232524935,-0.004535294623549735
2013-05-10,5.9901892287928496e-05,0.5116462527786674,5.172693922180446,0.0041870378777457695
2013-05-13,6.39993618419665e-05,0.2966419578608609,3.8678934986578057,0.022380118883400524
2013-05-14,7.013077779164287e-05,0.5205608525800903,3.405093136966596,0.0010209418772806345
2013-05-15,7.819127094601362e-05,-0.22682030079861154,3.344524156552238,0.005427449236178106
2013-05-16,0.00010313538043334658,-0.34730577029478477,3.5300193737140426,-0.010542613880217377
2013-05-17,8.696355885919684e-05,-0.440617983503633,3.4549258135869056,-0.00996396830817714
2013-05-20,5.2588970142907664e-05,0.020587974947120002,3.555539362501766,-0.009018434331727665
2013-05-21,0.0001151527328450858,-0.270639050066786,5.044315927693706,0.0027834489728242318
2013-05-22,0.0002982701122174968,-0.025947795240923638,3.991626008839435,0.017906957791893774
2013-05-23,0.0001187752996980888,-0.003760530527182589,3.487954728308832,-0.006505636484043453
2013-05-24,8.026258714640639e-05,0.43065726480332933,3.4923390645750083,-0.002407760555254601
2013-05-28,9.491666963099483e-05,-0.7940220349303654,3.8902554792953006,-0.0010335232306832864
2013-05-29,0.00024325965106369328,-0.8839228527307805,3.2740151624293214,-0.02548578639557153
2013-05-30,0.00013107403214214562,1.3100104259991632,8.146426500737851,-0.001061438602288245
2013-05-31,0.00021228642231484293,-1.7833912184055756,6.900481135195127,-0.03677405669917988
2013-06-03,0.00019266559453249503,0.548194372155044,2.993430887962112,0.018916383456491825
2013-06-04,0.0002241500153387431,-0.3109638808663342,3.1732206842471093,-0.00324834114333461
2013-06-05,0.00019307396168226733,0.11445048400701201,3.777912780842909,-0.006529026528292903
2013-06-06,0.00023867297945904715,1.3792823292261966,5.173035555696724,0.022667074025526812
2013-06-07,0.00029578704747010884,0.2623523348998314,2.749456892074632,0.005321807264410783
2013-06-10,0.00012807832150733416,0.6304693500207826,4.8005670494055,0.003885003998698622
2013-06-11,0.00016049158106709268,0.5400098391206006,2.3932038959106827,0.0017609374913853948
2013-06-12,0.0003115125164795916,-0.35271459887077083,2.8971810638304896,0.0003516825218463637
2013-06-13,9.026083303051053e-05,1.011485906139682,3.5781819091087192,0.022605682437470076
2013-06-14,0.0001622240214206696,-0.6566474971663255,4.709238447436281,0.00034394619548017147
2013-06-17,0.00022610243904689793,-1.0499868272738464,4.958108210532245,0.002403464607788841
2013-06-18,7.36940040254921e-05,0.42785239074084136,3.6656350099820783,0.00819674815877569
2013-06-19,0.00033242596727009314,-1.0468031063894294,5.186432435420006,-0.010256425488041288
2013-06-20,0.0002424907196818272,-0.3174425363477285,3.719611674883502,-0.015933742079484503
2013-06-21,0.0004456274718909981,0.032962084116640415,4.454034342693526,-0.006304993584822505
2013-06-24,0.00048660917092718965,-0.3426353235084334,2.9224678410919545,-0.02670606122374508
2013-06-25,0.00020397831339273508,0.24111648455779727,3.0078544096021913,0.0100536035398755
2013-06-26,0.00018826103925121722,-0.04130157535133773,2.8959411211945176,0.00392240683114542
2013-06-27,0.00022843654864993976,-0.18308203199740636,3.004411843957524,0.002842923885222781
2013-06-28,0.0002932979078675495,-1.627698348974977,6.992759502977979,-0.00605099364580397
2013-07-01,0.0001339399748391055,0.11696445826243686,3.820585514360709,-0.00824514391075759
2013-07-02,8.527655484704185e-05,0.7412842633038251,3.5562870188458695,-0.0028838749922752704
2013-07-03,7.030034932521776e-05,0.7957812009070455,2.605584694381607,-0.0018067506470478278
2013-07-05,0.00010165578043986733,0.16758104450817554,2.5384755616911834,0.011506838574407041
2013-07-08,5.786260057556668e-05,1.054678716377817,4.981438905372504,0.00570422856749353
2013-07-09,4.388965510106866e-05,0.2636204359593174,2.6753654981696875,0.007790420490485062
2013-07-10,7.092431111053175e-05,-0.03820147427926992,3.119536883563997,0.003169489179605467
2013-07-11,5.977860699328257e-05,-0.4714295461212371,3.875139302249706,0.011536427909998537
2013-07-12,9.117409164673482e-05,-0.0653471134550759,3.3995970979610464,0.0013894711979869356
2013-07-15,5.4222560894684767e-05,-0.9294635877449494,7.432517300787697,-0.0006943298844501733
2013-07-16,5.591472547371348e-05,-0.680797718599573,3.070416048306454,-0.003828219002751876
2013-07-17,3.845424575237451e-05,-0.8847178341265816,4.8060415089205915,0.0
2013-07-18,5.040568622772207e-05,0.9087654185959292,5.487703937149691,-0.0066467432132339965
2013-07-19,0.00013395784137786585,1.9167894819720903,8.227521208740887,0.020841254729629277
2013-07-22,0.0001068034422980762,0.5016256143662016,6.0302766079406664,0.008898103755261566
2013-07-23,4.8957921951214705e-05,0.14254250136608676,4.548009071122448,0.0023820376717438307
2013-07-24,3.941610509527916e-05,-0.5981538002302067,5.257492883107701,-0.0047698438152474765
2013-07-25,9.321659291732312e-05,1.0760146009047014,4.004307062774864,-0.003078664076090476
2013-07-26,7.523142360513916e-05,1.2056211665798418,4.9510912943591725,0.006147637353616453
2013-07-29,9.270896700649026e-05,-0.17289883721000532,4.009066237401702,0.005771523655716759
2013-07-30,0.00012998135668576736,0.32697393872430214,8.51201889048695,0.004391172075953076
2013-07-31,0.00012136174719544501,-0.010646159446378962,4.396077177176021,-0.0068190479795116055
2013-08-01,8.590882506306925e-05,-0.6833884284289025,7.428569527146409,-0.004113868770954987
2013-08-02,5.056938879789762e-05,0.9443609080331705,3.803691555137367,0.008892096334780053
2013-08-05,3.817083701513266e-05,0.10012477590341169,3.235170132045304,-0.006147570570397054
2013-08-06,5.3324543467890306e-05,-0.9810856058369711,7.245965675264228,0.005125536379300577
2013-08-07,5.84808632633107e-05,0.5291459572630319,4.90725602775303,-0.0027303951952517558
2013-08-08,4.145444528919683e-05,-0.5662679630679653,7.850573288728678,-0.004452677938989957
2013-08-09,4.9228655414390035e-05,0.511709721167942,3.8675909842333844,0.002742482823629988
2013-08-12,4.0181220233237504e-05,-0.4786070222632226,4.465827192298423,-0.000684946068688852
2013-08-14,5.374289359619687e-05,-0.22051855240060048,3.3263241459783783,-0.005496362122947129
2013-08-15,9.016709321094944e-05,-0.21695007975826308,4.613988799355688,-0.007954600820320845
2013-08-16,6.879728078827891e-05,0.4359768055686862,3.0505598487572962,-0.01504292480447944
2013-08-19,4.5951928083467785e-05,0.3319385776642334,4.729173985553095,0.0031671633995489223
2013-08-20,5.680116760685578e-05,-0.1652810586748613,3.7415600821495674,0.002456666108692218
2013-08-21,8.027859155215862e-05,0.7144993156871003,4.763516676445494,-0.010216680088834806
2013-08-22,3.8908896418853766e-05,0.4134804640764205,3.435306887572136,-0.002836816518992258
2013-08-23,2.6633179334350837e-05,0.18993695423076082,3.901764773061693,0.006371754354455916
2013-08-26,3.205571581121631e-05,-1.7761970003046976,7.667756121876621,-0.011355892192906225
2013-08-27,8.23797313634973e-05,1.6382130288512835,9.171191444951829,-0.0007139201892112368
2013-08-28,6.651583110081834e-05,0.6765173129452096,2.8282229032283994,0.00747183958972375
2013-08-29,5.9813027978030745e-05,0.07892869452258715,3.1180981653676203,-0.003906865159033046
2013-08-30,0.00012175494228660457,0.7767636229679431,4.125769292388435,0.003906865159033046
