,IBM_RDVar,IBM_RDSkew,IBM_RDKurt,IBM_DR
2013-04-08,2.6363808861125253e-05,-0.19207051132777975,4.321930569781618,-0.00042984177516913746
2013-04-09,3.147892694700157e-05,-0.19804451443886292,3.0406922973205637,-0.0004778709328201458
2013-04-10,5.28447186367849e-05,0.07721990913630934,3.8522180915402218,0.013199980442801795
2013-04-11,3.977058563166577e-05,0.9874770825389164,4.10603446572459,0.00433029750666325
2013-04-12,8.106721512285075e-05,-0.1470404491790995,9.79538410241761,-0.007259045608293491
2013-04-15,7.95768610711238e-05,-1.3519957940058112,6.078577582534779,-0.01008014261450274
2013-04-16,5.6527900557652975e-05,-1.0419256471129315,10.200426258855607,0.013008890716132981
2013-04-17,4.484300858543171e-05,-0.2835690684009185,3.027674159107297,-0.0110514130644086
2013-04-18,9.508654343532466e-05,-0.33348070001003377,3.65287749561214,-0.012091945993681463
2013-04-19,0.00015570859588557976,-1.5809068793313783,7.442091165355491,-0.08641892456006772
2013-04-22,0.00010408085242359435,-2.183160602116692,11.350142036162822,-0.0114866556457498
2013-04-23,0.00022902791959713642,-0.771161729325259,18.15480468760498,0.019924604431503568
2013-04-24,4.003060984796846e-05,-0.09687813132671573,7.254311713379297,0.0005216869654276479
2013-04-25,6.421337868019335e-05,0.24800622424494723,3.9443097585245814,0.011616800161040608
2013-04-26,3.46207249614311e-05,-0.3149862514435286,3.2405648356746135,0.0018543969590263387
2013-04-29,7.451303693391176e-05,1.583840621697219,6.5239884095400855,0.024603529163115034
2013-04-30,0.00018882989384958506,0.9056384462994441,5.797788163304149,0.016878919498933165
2013-05-01,6.057319887148843e-05,-0.027234575865753882,2.6392260501695772,-0.014471583031014035
2013-05-02,4.072680011306111e-05,0.3077200186732719,4.320979089387869,0.013730822785310792
2013-05-03,3.838985666357281e-05,1.3090616453211465,9.350986927471446,0.010420180188793537
2013-05-06,5.3961478072603966e-05,0.7345805686904607,8.666704265715204,-0.008495043871595165
2013-05-07,4.9835690673404163e-05,-0.2498921602801392,4.9074267239989275,0.004182987867331178
2013-05-08,3.943974245551277e-05,-0.1368469945294005,5.608903958098625,0.010503079937590698
2013-05-09,5.30366118851189e-05,-0.21846999601449424,3.613573409073237,-0.007744085901304487
2013-05-10,5.761582481742113e-05,0.2675771697436166,3.56530418391652,0.00603369788742647
2013-05-13,5.076380085840633e-05,-1.9875077777257182,10.998067769032078,-0.009829585702344268
2013-05-14,4.513659502309531e-05,-0.10283454421141465,4.027247521098349,0.0036482911825297393
2013-05-15,3.8248489672812935e-05,0.4912082504665175,3.009324405702322,0.0005410640096110697
2013-05-16,7.001362653350271e-05,0.129762551700521,3.530971410860222,0.006715573575875489
2013-05-17,4.439872621142174e-05,0.0421141612210127,3.457277999228645,0.01815473096892184
2013-05-20,4.5006488626646444e-05,-0.14028920174767326,3.5928116217444606,-0.004038075857472734
2013-05-21,3.144907452172544e-05,0.5381127147482897,4.019562506804825,0.005044862486323964
2013-05-22,0.0001101096553996813,-0.28382073541655384,2.5689897060377307,-0.007987566227819265
2013-05-23,8.447167380108391e-05,0.03026490221415373,4.511016206957879,-0.004017836677079778
2013-05-24,4.888380332950806e-05,0.10904091142337452,4.128092502617986,-0.0021366531825544044
2013-05-28,5.161652884967154e-05,0.24548034618002468,3.359221337768304,0.009964048570071604
2013-05-29,7.78279735422208e-05,-1.5913322075711154,9.060594259277622,0.0006732616894904453
2013-05-30,6.50124588784467e-05,1.1538857258880089,5.111828662703202,0.006901997210269961
2013-05-31,6.638620930093299e-05,-0.8768796702301718,6.880917936863459,-0.0064210768477757085
2013-06-03,7.933407211012742e-05,0.8638047714988296,6.324589762876963,0.004460500741131135
2013-06-04,6.957947751809244e-05,-0.4886550533500582,3.1466333767624555,-0.013296514389593561
2013-06-05,7.600943293154672e-05,-0.7486285572358137,3.017826510042495,-0.016873867875269788
2013-06-06,5.235013930917773e-05,0.0857600049954228,2.2767753755536093,0.005214802633441984
2013-06-07,2.4765658478266577e-05,0.4291812226258491,3.0612757514253977,0.012434688723522491
2013-06-10,3.9585239534136925e-05,0.3893716322133944,3.0567591546164596,-0.006466196993966555
2013-06-11,7.214059532160806e-05,0.3856415540626385,2.9711515627359426,-0.005085566323879576
2013-06-12,6.924008023888449e-05,-1.0100015525197013,3.2045625345760844,-0.01372260655524915
2013-06-13,5.783421237303716e-05,1.1940505974626057,5.49887810283214,0.012692324490863882
2013-06-14,5.228011709653269e-05,-0.09003543645382565,2.373587039529925,-0.0077345248623865714
2013-06-17,4.282612496850033e-05,-1.0321949084602224,5.906469615546355,0.0041458724288379045
2013-06-18,5.391288524924303e-05,0.8486635617449443,4.151514360921672,0.008972563596379324
2013-06-19,0.00011912811747515753,-0.9204191316126621,6.108102679312143,-0.01440495876336545
2013-06-20,8.306691141474562e-05,-0.6546538718222563,2.885247772271086,-0.022991879544706606
2013-06-21,0.00020435126880346201,-0.013755759481452811,3.9867559414306797,-0.009623016214992397
2013-06-24,0.00018706723248721456,-0.13711383633442373,5.125385382247492,-0.009871670092698182
2013-06-25,7.573355830438154e-05,0.41270981333406864,3.841358469969503,0.00741282868736981
2013-06-26,6.032404255995676e-05,-1.289340730129123,10.230298006911092,-0.0006156128845473674
2013-06-27,5.9700751947857964e-05,-0.8430293410873468,5.22021377357828,0.004046045302990464
2013-06-28,0.00017633522239105328,-0.4385274815620424,4.179960135588387,-0.02347809504068543
2013-07-01,6.45341255989357e-05,-0.2481688377239377,3.355386482766824,0.0008889755631251717
2013-07-02,8.671239239211405e-05,0.6610964613781388,4.300345423189563,0.0011494522817994124
2013-07-03,5.4531900383481663e-05,0.33743550188741867,3.6187211002628836,0.009097081807748708
2013-07-05,9.832471006302204e-05,-0.42173295442230657,7.654281244236714,0.008655550364190745
2013-07-08,2.245018175471172e-05,-0.2414466536897957,3.266310763362579,0.0002566026053782977
2013-07-09,8.172362416718929e-05,-0.481128243430022,3.776500176339812,-0.019054058800283435
2013-07-10,6.0928424741419916e-05,0.7196150886512384,5.96707709021298,0.004953524423251032
2013-07-11,3.403240063580402e-05,-0.5795707082061485,3.6321037448513724,0.002856782302949945
2013-07-12,3.749908824110791e-05,-0.7898558592680572,5.182819005760494,-0.003793228590596165
2013-07-15,3.700168873161975e-05,0.6731371987889233,2.637064061526701,0.009998290024493706
2013-07-16,5.98392348722072e-05,1.4989953432599241,7.023602968113572,-0.00077343426207932
2013-07-17,4.623635756919948e-05,0.6947217479695025,3.551683694427208,0.003604302772002299
2013-07-18,0.0003130577252452184,2.876566969464284,17.992421158798024,0.017527415290000903
2013-07-19,5.522052702985951e-05,-1.3851430361465709,5.728014010508235,-0.022732421847108775
2013-07-22,5.866023612581912e-05,-0.08035896760450013,3.710040671964556,0.0028378636603036966
2013-07-23,3.0271216319218687e-05,0.33396249213745316,2.9938253693025603,0.0045749650270661135
2013-07-24,4.4103033912510245e-05,-0.7125492521462297,6.035433397433406,0.008325121527549939
2013-07-25,5.0693970164189724e-05,-0.06325840950345857,2.9178576401121226,0.0030976458145666186
2013-07-26,5.9072154955003736e-05,-0.37078006332543073,4.2149696488578705,0.0006590902782042107
2013-07-29,2.5860613277851262e-05,-0.37770838174898863,4.465492493725381,-0.0057931708717893216
2013-07-30,4.122845760636232e-05,-0.5577203671005014,3.430425265940487,-0.0010198251232784727
2013-07-31,5.3675324044208245e-05,-0.5369440221061582,3.5371403558096666,-0.004961334485696689
2013-08-01,3.469236970381974e-05,-0.716815742996045,4.306651950584243,0.003940385046119488
2013-08-02,4.308136775281407e-05,-0.2107459855969993,5.1474833913878815,-0.0033249762509841574
2013-08-05,2.9517151539644195e-05,0.007591133995385983,4.0207059457727405,0.0017404921245516292
2013-08-06,4.6757356857742405e-05,-0.12700150137574767,3.2536800017503684,-0.023339447836636218
2013-08-07,5.02030448640484e-05,0.10643707993261525,3.870530725296436,-0.007818268053525479
2013-08-08,8.872930642805414e-05,-1.677380377744477,8.435418988896743,-0.00334669714141711
2013-08-09,6.330856002267481e-05,-1.9753688404111722,11.811556168925017,-0.0005852909446844023
2013-08-12,5.343077957960092e-05,1.076639974159618,6.395993364598222,0.006738923002910013
2013-08-14,5.246812285770905e-05,-0.5510573279319197,3.4793983023063055,-0.008284169333787617
2013-08-15,7.354354508462831e-05,-0.265472029877429,4.730909292613336,-0.009322065766899534
2013-08-16,3.074046427097633e-05,0.7058487919726971,4.345674089509419,-0.0024247893969668866
2013-08-19,5.4739775387452554e-05,0.7077125552559643,6.180251921564657,-0.00600715287418474
2013-08-20,3.754636883611589e-05,0.27196619882529327,2.9070354783794037,0.0017895011273063588
2013-08-21,6.532899533996967e-05,0.5668407732397573,4.402946758489932,0.0016244829409144401
2013-08-22,4.356428221947799e-05,0.16810186046667003,2.6416541320646503,0.0017832138002633613
2013-08-23,5.437925092659361e-05,1.1368390280422462,13.226906843987793,0.001241367712762731
2013-08-26,4.879702173666377e-05,-0.34881988555070526,5.298114608066342,-0.003674016678393066
2013-08-27,5.988568026765876e-05,0.6181513706936703,8.05478464659506,-0.010885100891933952
2013-08-28,5.3516107816428034e-05,-0.8932790962246488,5.255875544253017,-0.0031789116203135848
2013-08-29,3.63645621839666e-05,0.5172816519454577,3.6093310164569057,0.002631554803111058
2013-08-30,8.705235030864003e-05,0.2923407824494037,4.054921212721687,-0.0020278864212874836
2013-09-03,4.666548995127122e-05,0.5680156191053235,4.839311804814089,0.00922934269303699
2013-09-04,4.672893650225673e-05,0.3454205920937384,3.7536918985799104,-0.004522291246888521
2013-09-05,4.766731800018439e-05,0.08756171147691613,9.189589145631798,0.005554449500527525
2013-09-06,9.364169901996522e-05,-1.4376769222723458,8.099886023140838,-0.0061006340554268235
2013-09-09,3.264468966602619e-05,1.1660590558570219,5.073446167332459,0.010597550456974858
2013-09-10,4.487917942349196e-05,0.4276554643090101,4.502082870039407,0.008719917839762559
2013-09-11,8.552090066898688e-05,0.9691412034101627,3.3957527795296136,0.021734008779758618
2013-09-12,5.397969986455333e-05,-0.5255026885702155,3.3110998314751043,0.00015723067592254836
2013-09-13,0.0001171014969863511,1.6545547224876347,13.459780342434849,0.007521599905430776
2013-09-16,3.572841208578314e-05,0.5186664871468507,4.34353039348601,0.005086838649489778
2013-09-17,3.874955972242074e-05,-1.7520933259746472,9.410295474880122,-0.005138887558228333
2013-09-18,7.913247307036972e-05,0.8585854290348256,4.0852937358613275,0.011692457535530387
2013-09-19,6.405365729179034e-05,-1.9074628363095751,13.008649578888575,-0.00531207130380551
2013-09-20,6.59962016196444e-05,-1.107378555306831,4.4483788403522535,-0.01757927848768137
2013-09-23,4.178769270876985e-05,0.5557291391341392,4.931743990929235,0.005091787065353515
2013-09-24,3.3137598764309996e-05,0.30541276772549825,5.924458208002827,-0.005355174612942548
2013-09-25,6.826937605425301e-05,-0.7865768096901616,4.481910465403178,-0.0026351737862020386
2013-09-26,5.522898063555636e-05,0.4656637046792544,3.4547808814151515,0.003950486895112348
2013-09-27,6.897657325980708e-05,-1.2615056626242092,6.641345500349596,-0.01750110930174209
2013-09-30,7.655237515280053e-05,1.199382493495837,4.837790141427103,-0.009351873430950342
2013-10-01,4.520358861593369e-05,1.616456635125844,5.536724501727456,0.006459399244967301
2013-10-02,5.7806601435718104e-05,-0.6563123488915953,7.26951081571219,-0.007648204977003026
2013-10-03,8.88188098135639e-05,-0.5878891917640182,4.916954608673056,-0.005965036973801574
2013-10-04,3.187504883642985e-05,0.734763095926744,4.445203449795745,0.0013048610079220424
2013-10-07,5.9965839032106494e-05,-0.36161864258289567,5.699987219005769,-0.011417670637361432
2013-10-08,6.429349176124356e-05,-0.9941431815393003,4.603907290483736,-0.01824124193362131
2013-10-09,7.282115704470149e-05,0.431918211761098,4.704446259121776,0.014443006620998844
2013-10-10,3.255548955740768e-05,0.4994597059082147,4.072555523807344,0.018848264310838303
2013-10-11,5.920477394303045e-05,0.909762653926353,5.874334750015731,0.007494968905469079
2013-10-14,3.597715221734926e-05,0.5837645951827043,3.5269632580874144,0.00434140466527122
2013-10-15,4.684270338556885e-05,0.057456849079302603,3.4971213813088595,-0.01243158957111934
2013-10-16,4.9513220138043474e-05,-0.01486226799168597,2.7715308233281726,0.01114724199532624
2013-10-17,0.0001526048847727739,0.9283364439788243,5.677727980871042,-0.06584977122347713
2013-10-18,4.1275547938099e-05,0.23096158388054847,3.8262726370863422,-0.006023758079035879
2013-10-21,2.704601367723901e-05,-0.763266718019395,3.091757476334772,-0.005308019759962868
2013-10-22,7.84469507216096e-05,1.789763164090445,10.63788602268113,0.012132446575137124
2013-10-23,4.447179563570248e-05,0.571127914652291,5.792002016852059,0.0045616042136424895
2013-10-24,2.6271287710098983e-05,0.27280119013902304,4.284619619024842,0.011483175776314525
2013-10-25,3.901814885320856e-05,-1.0521168559066931,5.632408108781436,-0.005357539560406188
2013-10-28,3.6768623994198297e-05,1.2469322473427735,7.584595339477436,0.002823549048819096
2013-10-29,0.0002292914572881572,1.899644688625157,10.368572416302854,0.02654032837911391
2013-10-30,6.859053878618179e-05,-1.0379888828113637,7.172593289997832,-0.010875803320769428
2013-10-31,4.9852770399639146e-05,-0.6767789413900677,4.666281876736003,-0.005231563425586394
2013-11-01,3.763419742802492e-05,-0.6865137045827725,4.442702567219619,0.00011151337049941645
2013-11-04,2.6747302771632767e-05,-0.3896708829599113,3.4839349287944015,0.005785936557604288
2013-11-05,5.690102864500078e-05,-1.8374679752764136,6.896112399988058,-0.013515502699252835
2013-11-06,3.793968311667339e-05,0.7911012757041387,4.201579728381946,0.012862466064476052
2013-11-07,6.248317857509513e-05,-0.6392977854561995,4.015153991610434,0.0045099693809680375
2013-11-08,5.4314298165597405e-05,0.0839885941358051,6.409146852003953,-5.555923591238354e-05
2013-11-11,7.39827847699474e-05,1.6946528915757717,8.679160945162412,0.01592872054849881
2013-11-12,5.790495127617942e-05,0.37368786836039164,3.865211887805122,0.001038653648408605
2013-11-13,3.568072368647188e-05,0.3226565997250132,3.5910494830672763,0.0026185040236033075
2013-11-14,8.473125093250744e-05,1.0618936310260814,6.589624019791706,-0.007327258815482907
2013-11-15,5.176439061838023e-05,-0.7078474658521586,7.464275074252707,0.005363882406735243
2013-11-18,3.572997201816008e-05,0.39574082552887724,3.502685144901728,0.006962875793642631
2013-11-19,5.810903752437204e-05,-0.1967732833671902,2.681137159247665,0.004219609347035025
2013-11-20,3.647105477215959e-05,-0.826667396635143,4.016851096036072,-0.0003240572974272382
2013-11-21,4.1961964256315304e-05,0.12185250230077944,3.5656030723764283,-0.0057400167783869804
2013-11-22,0.00017356735561817652,-0.9091837050456779,7.997168344506813,-0.015489090500916625
2013-11-25,7.402847201968196e-05,-0.3247110782042847,5.633494960323768,-0.013102465916909445
2013-11-26,4.215110080753041e-05,-0.35009300313615754,3.322673006344581,-0.009151066428016108
2013-11-27,3.6153623263495316e-05,0.16885880251698693,2.74503029726324,0.009318519689647253
2013-11-29,3.471023709053192e-05,0.9423967326525816,5.543542529955394,0.003959468553832224
2013-12-02,3.324915742409457e-05,-1.9097694078819674,7.623566060171891,-0.012319709317741179
2013-12-03,5.017031108702876e-05,-0.13609515265071076,4.613157812565121,-0.007919527445460872
2013-12-04,6.536680191864012e-05,0.046176810752339335,3.597074760672208,-0.0019327375754647491
2013-12-05,5.727129039694982e-05,-0.4705952158984987,4.013457985408128,0.0019327375754647491
2013-12-06,4.048491620667376e-05,0.4403029396343674,6.462396613121763,0.008989474356941862
2013-12-09,4.4314195789291026e-05,1.0651309138290532,6.710184472366364,-0.0011825489959385038
2013-12-10,4.155123770858774e-05,-0.9782438446465368,5.358672376760877,-0.0019178947623403886
2013-12-11,8.120073807554604e-05,-2.710506384798794,19.779630312683263,-0.01089922663726206
2013-12-12,7.018781320074684e-05,-1.2785357161312205,5.547631092153282,-0.010499934723407378
2013-12-13,4.761051409484172e-05,-1.0422214977655968,5.103171115731336,-0.0032933023056598287
2013-12-16,9.440206358423775e-05,1.5426512999767934,4.92215237900396,0.02880557369851111
2013-12-17,5.883473833379028e-05,-1.1190104438600565,4.657752375459941,-0.0118211741200005
2013-12-18,0.00012359112189785448,1.878195022108586,8.728589146513743,0.016589222960258887
2013-12-19,3.4939018285064007e-05,0.5942470682702546,3.551178165540228,0.008469889474614689
2013-12-20,2.3562580628645647e-05,0.018987563988215602,4.066520603015079,-0.0011104456102009053
2013-12-23,3.8989452632665604e-05,0.8266819892308438,3.6141351379171973,0.012201807345501692
2013-12-24,2.3534481183192414e-05,-0.7365850154067074,4.667574535688629,0.005418066108481057
2013-12-26,3.2980236970373106e-05,-0.5733731211889433,5.046916492462762,0.011558230463564634
2013-12-27,5.348744137435285e-05,-0.006695179494301057,5.030833242023055,-0.0014577654551954922
2013-12-30,3.338809369556921e-05,0.7312441392552111,5.920090418115242,0.007160201024769108
2013-12-31,2.9801075924061063e-05,0.8307493738038072,6.37010656164662,0.006203700085901431
2014-01-02,7.529037977483077e-05,-3.3173994473406676,21.805366464095133,-0.010935595450634494
2014-01-03,3.963514233223513e-05,2.8185837406692813,17.540612450675077,0.0059650586804735894
2014-01-06,4.540686779662952e-05,-1.4311016578624804,6.469611005236001,-0.003435185295318277
2014-01-07,4.0684901454119086e-05,1.0002891375756398,4.2564919420612,0.019750217224686395
2014-01-08,6.590135274801985e-05,-0.7586814637886727,3.887209125360164,-0.00921417759413945
2014-01-09,7.160749265330225e-05,-1.5166969385926357,6.340746051330238,-0.003143855754968783
2014-01-10,6.529530521186501e-05,-0.7279847496341137,3.8452349502111773,-0.0006406580974855913
2014-01-13,7.165745581394293e-05,-0.4373140803997131,4.007941328046627,-0.01669307156238098
2014-01-14,4.992653306622697e-05,0.71485246335701,6.536342171986587,0.009511316710746343
2014-01-15,6.464674029254797e-05,1.0158537111698303,3.2960500805415185,0.009741646033407214
2014-01-16,5.3551391197638434e-05,-0.06867711974909779,3.0057014099505674,0.005418334908047662
2014-01-17,7.676848517175163e-05,1.027001975820966,6.410772572476439,0.007021286848168273
2014-01-21,7.072377038648564e-05,-0.8515894308471639,4.138262619069633,-0.008770909989366693
2014-01-22,0.00021637685812999407,1.147440174770265,6.500130363032083,-0.03334727889841815
2014-01-23,9.85227755197302e-05,0.38590136875158043,3.1566920717495166,0.002630169445571262
2014-01-24,6.618561001232869e-05,-0.47635376156544806,3.057132495600115,-0.01705459749576832
2014-01-27,7.651093061921735e-05,-0.21481381480247155,2.237142951996972,-0.009733318420372505
2014-01-28,6.184259933071015e-05,-0.2035346149500128,3.2436738720532556,-0.005919679481602991
2014-01-29,7.449488132522476e-05,0.5228241861694868,4.209018406645384,-0.002547942052395946
2014-01-30,4.411316589394937e-05,0.6452752438874538,3.4374459706026017,0.00542758543927313
2014-01-31,6.481478786791511e-05,0.009501861099813864,3.0104989190480267,-0.0038415331978294276
2014-02-03,7.340518775691923e-05,-0.5815864322826663,2.9067604724405447,-0.02162674596950609
2014-02-04,4.9975653266478816e-05,0.39092791624848333,5.360884556597492,-0.00034700838481871443
2014-02-05,0.00010101648112040131,1.2175014335481362,6.412888772011037,0.008067591460124923
2014-02-06,5.168825764336637e-05,0.7751153460273745,5.6653283533740755,0.007931672072036378
2014-02-07,5.09429997475e-05,2.873335942838152,17.855306612682263,0.014662699853007055
2014-02-10,2.183393970028616e-05,0.4575789289953857,4.8687188223658335,-0.0006206954517233854
2014-02-11,3.3402889069944506e-05,1.4838548093491302,5.043903320519454,0.014348441679538304
2014-02-12,3.913668911500015e-05,-0.1937737170145,3.7292238239760294,0.003000565546734002
2014-02-13,4.016558817600925e-05,1.5916065743372076,4.312021454652664,0.008837790616425423
2014-02-14,4.5091947897176305e-05,1.1720200918325951,4.249037549524206,0.010122380216333049
2014-02-18,7.178829316262877e-05,-1.2581568048907268,8.481623885657557,-0.002725776091092591
2014-02-19,8.722602374612e-05,1.0801621367237781,7.536217209440067,-0.0013109852588444326
2014-02-20,6.899427195449919e-05,0.22092730500684943,2.999106926184602,0.007134862759723859
2014-02-21,5.828855215938257e-05,-1.0841789765980794,4.268390083919274,-0.00800976903849726
2014-02-24,5.181779716953079e-05,-0.16940461971233203,2.8860078883677294,0.0036043532038236847
2014-02-25,7.032807554953773e-05,-1.0189672639069947,7.634344864682364,-0.001200164464417064
2014-02-26,6.009061633501561e-05,-0.16179096971475598,4.327407813838227,0.004519718493837921
2014-02-27,4.9499641160591255e-05,-0.23545260713293234,5.725238515424363,0.006552450981414992
2014-02-28,7.37864407294657e-05,-0.3941688987166405,3.86165488348609,-0.0005398205444295812
2014-03-03,7.60425885742779e-05,-0.5077630205022192,3.1565567955811606,-0.004926768631732692
2014-03-04,3.579088683534865e-05,0.3046591290393516,2.8422049175915154,0.011761892644976513
2014-03-05,1.3472737293728873e-05,0.3806391674984529,3.259476691592978,0.0037472758268686235
2014-03-06,3.574772580369493e-05,-0.3699411336455502,4.604704225346977,0.0026683256407791234
2014-03-07,5.802021518393982e-05,-0.6220138462522863,6.0520251046015545,0.00021312069789658494
2014-03-10,4.727673172077717e-05,-1.0182675874379659,4.8709954765156365,-0.006897092712809361
2014-03-11,6.228426082451296e-05,0.208649195703948,2.76746226566418,0.0019832118344904615
2014-03-12,3.1949784411415544e-05,0.24252655580764684,3.586637794081161,-0.002895660838023062
2014-03-13,8.83933765396374e-05,-0.23598719812812716,3.2554493260846074,-0.012536568778086732
2014-03-14,7.220728486499332e-05,-0.454296717559619,2.8643832400524945,-0.009232295037661764
2014-03-17,8.141955582372955e-05,1.2576865659734473,5.166871009499107,0.019564675773284357
2014-03-18,5.193094766543052e-05,0.9569018760048041,5.159364547451521,0.005367687790726272
2014-03-19,8.131696354130251e-05,-2.497215065120361,13.649793328059248,-0.011305129656454582
2014-03-20,6.454858944968502e-05,2.202489512430514,10.48491198894132,0.017122902260481965
2014-03-21,8.11222918380594e-05,-0.6219049007418025,3.3312959212577056,-0.006567467914402769
2014-03-24,7.979206910956804e-05,-0.06044966468932764,2.565990646304485,0.008428348268370911
2014-03-25,0.00013368283255464145,0.8087870528776887,2.7891142909368587,0.03543372465745964
2014-03-26,7.271142318048917e-05,-0.12120626142558537,3.43987188554229,-0.01248528316456543
2014-03-27,0.00012633677688317618,-0.47712820612199597,2.746014594530935,-0.01459025937067171
2014-03-28,0.00014143402639219468,2.7809824249699377,18.643480085302535,0.0032607569598956943
2014-03-31,4.7354237543872e-05,0.36156501392900586,2.4286310939332023,0.010654557352979488
2014-04-01,7.720725667137829e-05,0.5745160444887044,6.102284641327294,0.010387755085244699
2014-04-02,3.7302290684185154e-05,0.17996305506112165,4.896121288137235,-0.004896222819943397
2014-04-03,1.5391213915462606e-05,0.058197904600460475,4.2159466369607905,-0.004453111536397714
2014-04-04,9.450283111845403e-05,-0.4791532572894789,2.6683524547112762,-0.004786085897915626
2014-04-07,9.662634938097796e-05,0.6999321788947199,3.2427742850474552,0.014238227892909627
2014-04-08,6.732443016246182e-05,-0.6952619706806089,7.649797982278399,-0.00634324517925311
2014-04-09,4.501404200455195e-05,0.08766738052452512,5.505551997576399,0.017182986736561823
2014-04-10,0.00015598720459694465,-0.16165797595623438,4.011540047769811,-0.00489408513467815
2014-04-11,0.00013775694713606947,1.1646721871048582,4.914060780398222,-0.0025072304779412136
2014-04-14,5.609834122006278e-05,0.5284687191075689,3.400832269928613,0.013131308211089099
2014-04-15,9.209981280950141e-05,0.01253590232166848,2.9275534540382484,-0.0037994902200946257
2014-04-16,8.283256708918314e-05,0.031675185705174594,7.375159908232564,-0.0031519374747821516
2014-04-17,0.00010446478156561207,0.8613677415084284,4.513420048775956,-0.03307654678281491
2014-04-21,5.413887520727907e-05,1.0161813002136977,6.387126721875658,0.011823998746906206
2014-04-22,4.900543939764328e-05,-1.6031216066066345,9.955688952015015,-0.0006243223752564475
2014-04-23,7.90873817209404e-05,0.39113349748379256,6.916522474194406,-0.002188328411795837
2014-04-24,6.183084905729231e-05,-1.8449030218238853,10.638264951331998,-0.007907002951872855
2014-04-25,4.2290733918050495e-05,-1.6363850387506573,8.019429531281544,-0.0031062368850029998
2014-04-28,0.00014718166044391334,-0.9380835039511843,6.068813725996924,0.01834065594910328
2014-04-29,7.49360924120358e-05,-1.2687454693255367,7.7569068141475,0.010148196415521227
2014-04-30,4.17475308913881e-05,0.1669668621746895,3.8452958758213667,0.006946067650238419
2014-05-01,4.553217464863489e-05,-0.8306074967229137,3.3246915249143707,-0.015077141165052765
2014-05-02,4.9331293307006415e-05,-0.9072855469158336,4.810014539119761,-0.010858194709366664
2014-05-05,4.610444074352924e-05,1.6838689327701652,8.882629577686995,-0.0009408303879112623
2014-05-06,3.504833656356349e-05,-0.27637996166102385,2.5149018949412314,-0.006451624988664584
2014-05-07,0.00012458356491339386,-0.8753891994743426,6.235296529124751,0.0019566439402121105
2014-05-08,5.564442168063624e-05,0.07546236027152044,3.919117406244263,-0.002062435496268833
2014-05-09,6.817048777682779e-05,0.09486360569979872,4.647314748352946,0.006174217767838108
2014-05-12,3.6188013327446067e-05,0.6846897784773444,5.083648828397769,0.013014736146677919
2014-05-13,2.277210707448115e-05,-0.11322289790900668,2.77397113117489,-0.0019751975299451274
2014-05-14,6.0553476561706284e-05,-0.6535696658540364,4.571668207118707,-0.01821986584201163
2014-05-15,8.013429805801587e-05,-0.3996636528475608,3.7249379219299534,-0.012047876740934882
2014-05-16,3.372068480965011e-05,0.983548855404528,4.229780984861332,0.0032127121663583225
2014-05-19,2.2726979289142615e-05,-0.5600748270390018,3.8517953640497162,-0.0003206670623328023
2014-05-20,3.4102573722238235e-05,-0.41310789352523714,2.9136244750392533,-0.011347673278177872
2014-05-21,5.4086895073711726e-05,2.2378727378717196,12.193492167145099,0.008080041783375513
