,RDVar,RDSkew,RDKurt,DR
05MAR2013,0.00010040521277685199,0.3077503082191611,5.439860087061148,
06MAR2013,9.125076825671826e-05,0.0008997112423090547,2.356919700099022,0.0157143945606828
07MAR2013,6.168852664605279e-05,-0.7818608012729984,3.1007723652309926,-0.006440568166489857
08MAR2013,4.762883772239541e-05,-0.4625005936663888,3.529804066567134,0.008273255811467095
11MAR2013,7.447425681158573e-05,0.8827748571122476,4.790766152342115,0.006691037086291374
12MAR2013,9.726638481082775e-05,2.260552421583225,11.594478575154815,0.007549549594660476
13MAR2013,5.9748051132127494e-05,0.46681864691603137,5.225302649267411,-0.0009032701098146134
14MAR2013,3.805501314747448e-05,0.3330403302371247,3.4320473674133867,0.01375629819349422
15MAR2013,6.520293377460475e-05,-0.16470061528131383,5.674736555258645,0.004149300967640546
18MAR2013,7.159506787148337e-05,0.2699683909732461,4.57970954872047,-0.016100407563800267
19MAR2013,0.00018148797559404138,0.26713240115872056,4.364260385135964,-0.002407385583824251
20MAR2013,7.85912008247353e-05,-0.6482974096297094,3.334296012278756,0.007504050439211873
21MAR2013,0.00010217109367486673,-0.8061226183569244,3.7302084937395255,-0.029128182983153117
22MAR2013,4.1481587824114306e-05,-0.07868262642126443,4.537301352298813,0.009193993254363875
25MAR2013,0.00013666935359660438,-0.4692882796884965,3.4379986258015136,-0.01506103359530675
26MAR2013,6.809821086739024e-05,-0.7861472204896287,5.573834762271505,0.0009379997545941876
27MAR2013,0.00010121123588111164,0.5271048608818656,3.5925955005529926,-0.00689857014200479
28MAR2013,7.98840679239105e-05,0.00900474421334968,3.9511843412259067,0.0018859889498412663
01APR2013,8.270818033132967e-05,-0.8007701051109098,3.576672298120656,-0.014871277021704987
02APR2013,0.00011282650018434186,-0.7877328913426508,3.6629051202890577,-0.013479095962850796
03APR2013,0.0001428825297603344,0.4997897066745901,5.124713760743322,0.001614220433942215
04APR2013,0.0001275840221576089,0.43973359206486795,3.4647978095883936,0.013775602570561762
05APR2013,0.00011603284486769232,0.23833002740934633,3.9239100434515075,-0.017006539622488326
08APR2013,7.196225946517528e-05,-0.8641477377412095,5.781065250432801,-0.0071451820967771695
09APR2013,0.00010598881656170771,0.22404801276688963,2.8261586718396146,0.024469908523764072
10APR2013,0.00013563840747059683,-0.34543613454803374,5.175155184321402,0.012328174311239781
11APR2013,0.0001259337298270235,0.4430811825676888,3.7635247264611857,0.0009421970639933441
12APR2013,0.00013117993938967554,0.16409511606261643,3.1251178857228585,-0.0034585669946243236
15APR2013,0.00029657352593978836,-1.4163882996616979,4.848504665343965,-0.05071331126819478
16APR2013,0.0003332809163540746,2.3186211660787213,16.054021441085666,0.002977782489741898
17APR2013,0.00015083631345761908,0.6746349201126575,3.121677922329601,0.000990459391244869
18APR2013,0.00019926254541823165,0.33121757592171824,5.071752966232879,-0.003968241880986767
19APR2013,0.0001476602907126584,0.2051224771409083,3.166675553042696,0.012185214540318956
22APR2013,0.00015924337397323294,-1.2214149364289235,9.078931947367371,0.01430006384652227
23APR2013,0.00034173785729959335,0.5268079947643826,14.702091504905853,0.021389328268082153
24APR2013,0.00010658260252722369,-0.11348110036938802,5.181198720551124,0.015980171961004874
25APR2013,0.0002309817882079904,0.7568172787980221,5.033043387533945,0.054443629153201556
26APR2013,0.00017502194528533965,-0.6039894853232421,5.064211768153261,-0.016323375713092947
29APR2013,0.00018329282615559442,-1.0113084955940521,10.282326418692827,0.013375233143888998
30APR2013,0.00013794911404244132,-0.12897579956859295,3.450988780019947,0.0011804107684181275
01MAY2013,0.0001556851592827125,-0.06163041296327697,3.5496944494443627,-0.0226673710139349
02MAY2013,0.00018448973223118473,-1.1210703218077678,9.056006284715197,-0.000905515763354181
03MAY2013,0.00012073850089801005,0.20888188376406544,6.924959315622118,0.025046029551346383
06MAY2013,7.515196778211604e-05,-0.19553156882772316,5.387300728520358,0.0014713547171223418
07MAY2013,0.00016742459343874468,0.27689327328980956,6.084110332513452,0.015463324299181291
08MAY2013,7.900345044207359e-05,0.3189991915342056,3.981061400652167,-0.000868719752766367
09MAY2013,9.072574044274554e-05,0.5341087780002443,4.067445069716506,0.011810460408741452
10MAY2013,0.00014315951466959878,-0.41475460240617135,3.48199002079064,-0.01326044776821833
13MAY2013,0.00012786049678557788,0.10536788553913179,5.9509857249991835,-0.003197337666302591
14MAY2013,0.00012853406954942937,0.42603900244555787,4.264146159077447,0.01674410924804537
15MAY2013,0.00015533192939202054,0.19191054671849564,3.385307233139597,0.011669542994657611
16MAY2013,0.00010274571437441893,0.0057512302450760805,3.363640587444501,-0.006814472813058359
17MAY2013,9.388574810134542e-05,0.2567543134552747,6.511699215105066,0.020305179282896102
20MAY2013,0.00012693955897364587,-2.531016383271318,13.817561886522029,-0.005879718101631681
21MAY2013,9.824800058123154e-05,-0.2742351174463353,4.343579095484876,0.004762480681394177
22MAY2013,0.00022965870056505813,-0.31560473932115896,3.8026303640358665,-0.01861834494525727
23MAY2013,0.00015480584731339544,0.293412289994755,3.994174588676883,-0.0005695969174013271
24MAY2013,0.00010857672454325888,0.2352685793388247,3.697613283209995,-0.0005698881480857843
28MAY2013,0.00014610096210870767,-0.045625740241350875,5.336573611849432,-0.0011408184060646143
29MAY2013,0.00017440205031913491,0.08298600348628776,4.7819951780188,-0.0028579541283519916
30MAY2013,0.00010717293869873067,-0.31769257228568776,5.960634493909183,-0.00401496158984882
31MAY2013,0.00010023857232549576,-0.29022525717419306,3.583044576514625,-0.00981821949099082
