,RDVar,RDSkew,RDKurt,DR
05MAR2013,0.00031259430972783856,1.0818749439078463,5.067553926108689,
06MAR2013,0.00018293603991917468,-1.554876633369867,7.822649856520564,-0.012791898169708382
07MAR2013,0.00018464508383764816,0.45230558149888145,2.270900119350576,0.011492497113728461
08MAR2013,0.00020158091888691825,2.288735515803317,13.387587267693947,0.002644059903405438
11MAR2013,0.00021853558178702175,2.7147450666114055,11.018396244580625,0.014144655859954725
12MAR2013,0.00022762262597660827,-0.7717529921576014,4.073667967454561,-0.02179478743425589
13MAR2013,0.00019551481017785776,1.837314430534301,10.051973626544665,-0.000186599569665713
14MAR2013,7.059353114920558e-05,0.44596135939980147,3.516766927463075,0.009641789191484396
15MAR2013,0.00011916448598779543,1.010004546934231,5.7142860413073056,0.02547634391996434
18MAR2013,0.00014449843071610534,0.9488049039042922,3.80187152928508,0.026819824384775703
19MAR2013,0.00020303125149681732,-0.15894985294225578,3.494124305197727,-0.002702563022038529
20MAR2013,0.00010479829922782845,-0.30090158318161436,3.444364985189967,-0.005316965178895128
21MAR2013,0.0001131821464256633,0.1987298662659432,3.6997709411934014,0.0014369312820412539
22MAR2013,7.151787125697616e-05,1.1150391707963736,4.614420182806253,0.02007411662343106
25MAR2013,0.0002326241933277489,-1.104921577001448,6.235050765829803,0.003608884655794231
26MAR2013,5.936418748763069e-05,-0.07812910800127161,3.603442409211001,-0.005277275963759376
27MAR2013,5.8886398285624484e-05,-0.4076316905024358,3.0596229619902964,-0.01984265659750717
28MAR2013,9.340126346902087e-05,-0.4703790650984635,3.609133497577085,-0.0210569126269724
01APR2013,0.00020631830030394795,-1.4536616436794871,5.73956057907741,-0.03155494235419809
02APR2013,0.00031269216315762434,1.1335327416132852,8.078011842261384,0.002049807248948987
03APR2013,0.00014737425939442752,-0.23765782986334769,3.746422757321489,0.005105628285044794
04APR2013,0.00013353391944862512,-0.5022038437238736,6.632197198583861,-0.009933840481772815
05APR2013,8.728309613087585e-05,0.7055254166513979,6.822348494636925,-0.01062386912641422
08APR2013,7.90810049758414e-05,-0.1847664754155979,2.6753480984386,0.007087264172614738
09APR2013,6.897630075526554e-05,0.23147535845750247,4.496517602742419,0.0018049135737521205
10APR2013,0.00011580708207182519,1.4925206091595025,5.409882463718557,0.020194017098596806
11APR2013,9.81708385307634e-05,0.8196335199118627,4.917331067684415,-0.0031263833157719745
12APR2013,5.0039583539250266e-05,-0.6410046275150627,5.013450053127588,-0.010484663081996803
15APR2013,8.465240914927056e-05,-0.6159648942190872,3.883113433220573,-0.02342263438618275
16APR2013,0.00010188344205230105,0.27277027934084186,5.345385123628905,0.015105296254312783
17APR2013,0.000503026615208299,-1.2794908841801185,6.1078388368352625,-0.056562698742810724
18APR2013,0.00034233085276098684,-1.270812648554061,7.372062706883482,-0.027050754728086268
19APR2013,0.0004366258294607922,0.4328263831408093,4.568840252882144,-0.003884671354234648
22APR2013,0.0002507441402840665,0.8977815182226329,5.635032765473324,0.020629476561866422
23APR2013,0.00033385187194156504,-0.46807755419304925,10.982892043204632,0.018539173176835178
24APR2013,0.0010386532876956456,0.9050923976501056,7.104039967662139,-0.001650933229882856
25APR2013,0.00017052624844160496,-0.6571171846556702,4.484622160226216,0.007175755818041196
26APR2013,0.0001222913228791099,1.1913277273124545,4.1585729914144824,0.021367774798592976
29APR2013,0.00017406513736345532,0.7562141246328538,3.6859265952749296,0.030498581991937446
30APR2013,0.00024700791360061485,0.05631753866706882,5.006966489841792,0.02900874125300046
01MAY2013,0.0002199079871086314,-0.6673255311197948,3.4982818927818706,-0.007913434409006381
02MAY2013,0.00010160541132158316,0.5037763458532273,3.6328415258349125,0.014082604684199751
03MAY2013,3.924953606675501e-05,-1.1407695781552936,7.737067527712135,0.009960894653663122
06MAY2013,6.82506784445291e-05,0.5810043640989125,4.111724428625422,0.023565441774674678
07MAY2013,0.00022660814027238816,-1.537020178918876,8.040057247607391,-0.004459419309693402
08MAY2013,0.00010478474469962841,2.1318312968892865,11.296248464177465,0.011230582570735503
09MAY2013,0.00013260455895877345,-0.3075301992706211,3.6245138860574877,0.03176193333275634
10MAY2013,0.00013843602515247036,-1.4910942591026954,8.366342650788038,-0.008354064801291639
13MAY2013,7.831190405152963e-05,-0.18619393393199093,4.116992835726212,0.0038999968877755364
14MAY2013,0.00018643995988120254,-2.1823725809764447,10.394557699682547,-0.02421652646478556
15MAY2013,0.0003800789319622608,-0.5357119630293448,3.4216648175747038,-0.03440206776193433
16MAY2013,0.00029595942002472034,1.170512227113524,4.2262345650412625,0.01327282942629715
17MAY2013,0.00014300182462437654,-0.7045806621951695,5.426161392333552,-0.003042167883973601
20MAY2013,0.0002503413731813963,1.5229587051541011,6.1967202316842425,0.022073948173308988
21MAY2013,0.0002813533017541444,-0.44153505190737485,4.210797656078947,-0.00741020117540625
22MAY2013,0.00020558354686567312,-0.5916315174328306,3.170038465844321,0.0038366606513604573
23MAY2013,0.00018148017251495754,1.3026840065264704,5.798945430630403,0.0017882861180136267
24MAY2013,4.658447944006567e-05,-0.0069449390430751205,4.237910131378692,0.006784705709179217
28MAY2013,0.00017290543918919285,-1.0536280866355074,4.513316337259948,-0.008369031960180795
29MAY2013,8.468990164506592e-05,0.023654158432476875,3.5895624601613307,0.007919743079840558
30MAY2013,0.0001047934269588414,0.2992808084925165,3.8293706673087327,0.01479060181015912
31MAY2013,7.617844598201803e-05,-0.6546064808893258,3.139437893604434,-0.004105249759558394
03JUN2013,0.00017606472051348362,-0.30093421332965475,3.5603693347342142,0.0021988869237730135
