,GS_RDVar,GS_RDSkew,GS_RDKurt,GS_DR
2013-03-05,0.0001014783587315301,0.9549936516458277,5.952905283988983,
2013-03-06,0.0001233087184445895,-0.1668595956083953,2.550133399541594,0.007620097643094681
2013-03-07,0.00011500114378526319,0.06619241031484983,3.104940417044046,0.01602595884494118
2013-03-08,0.0001893887152976519,-0.8372280865546315,4.728981437875559,-0.023515235710944715
2013-03-11,7.814831742255517e-05,0.1993119335219363,3.9000256943598894,0.0020896996362118614
2013-03-12,0.00010694210922968814,-0.21911128504842997,3.9654807600695774,-0.009503364089201938
2013-03-13,0.00014154561563751083,-2.666514262293787,19.567418480335157,0.0003948635918380461
2013-03-14,0.00011640016951846445,0.4016888087287523,8.53212563365552,0.013794285719321842
2013-03-15,0.0001527729280542188,1.2928787345590012,5.92866203966117,0.0053096188603030114
2013-03-18,0.00010879116905187018,-0.9179870343238233,4.8215333092591575,-0.018840894157770016
2013-03-19,0.00024917362404748984,-0.7379779939451828,3.7276222174335167,-0.02067962070650342
2013-03-20,0.0001214857016626151,0.12484508253202657,5.099611686462675,0.008629990622043948
2013-03-21,0.00013049317044955781,-1.4623970917101554,4.897921538280214,-0.03215063652232608
2013-03-22,9.439077195236273e-05,0.5039149834407874,3.9646595273175835,0.008356864863598545
2013-03-25,0.00018255273054442803,-0.1362040087166721,4.165301964279728,-0.0033482317025423924
2013-03-26,0.0001394637989206452,-0.5377359256510553,4.149589266306264,0.002938399083287635
2013-03-27,8.433845764341278e-05,0.44971768125821543,3.417036461176494,0.00883237420109495
2013-03-28,9.137478667596291e-05,-1.3861597562243086,8.689587364154638,-0.004678178082691886
2013-04-01,0.00018149342083762776,-1.0492025699971137,5.336036866577773,-0.007572036467790255
2013-04-02,9.559978690839133e-05,0.9154327403595148,3.7381227492390825,0.004372895837261304
2013-04-03,0.00020848493873365268,-0.9813534712214687,4.34682163328827,-0.02254523464185798
2013-04-04,0.00015558793948987877,0.9143759424950572,8.960497410579377,-0.0029333877583432866
2013-04-05,0.0001648169213474903,-0.06751599893237133,6.5236361440536585,0.004883642223455276
2013-04-08,8.796305547954317e-05,-0.6522502687861926,6.125226064046439,0.0009042410777864163
2013-04-09,0.00012608103996619577,1.811415393497362,10.048788152065143,0.01859944150083237
2013-04-10,7.148282199442746e-05,0.371353543951729,2.8328991661108995,0.019867101553805
2013-04-11,0.00010063403201880673,0.3519852058725214,3.520202035112358,-0.002612922632781789
2013-04-12,0.00015154971300757774,0.35761284074893734,4.197613244572452,0.0003351720871398456
2013-04-15,0.00042710118228971624,-0.15916755899483198,5.833280810257864,-0.017998962347517633
2013-04-16,0.00041563917989960735,-1.128026006979079,8.12031688897187,-0.01624478813700314
2013-04-17,0.0002295540918450526,-0.018545158535865434,5.849743585100981,-0.024588423675198534
2013-04-18,0.0003189497893355137,0.1776103280103887,3.303873267142547,-0.014326769338349088
2013-04-19,0.00015031932673737768,-0.5087505162912699,6.490059725442614,0.000865136455708182
2013-04-22,0.0001012209079707515,-0.5709509177258949,4.633149369582314,0.005750555383123412
2013-04-23,0.00045391834241284264,0.44205629792465573,19.085327518741305,0.024216905247677722
2013-04-24,4.9468987133243644e-05,0.6138118667618938,3.7816113944017147,0.006902069124910426
2013-04-25,8.499061901504014e-05,1.049291590137664,5.7767636055732625,0.005750191232067436
2013-04-26,0.00012097659343522003,-1.9950142039708723,11.023529044292948,-0.004500282074253015
2013-04-29,4.645016221650557e-05,0.856638071913186,5.664157164369877,0.006915120544881859
2013-04-30,0.00013338854268298982,0.7994026759445159,8.235802401984252,0.006594215280271598
2013-05-01,9.71465945499077e-05,-1.1625781275402913,4.377332971345574,-0.023972628411938146
2013-05-02,0.00014071828642096834,-0.1312338359423213,6.255861049440586,0.00740522876578531
2013-05-03,7.313748864448382e-05,-0.5650678055742074,4.599518174623048,0.011763404293496649
2013-05-06,0.00019829565018810474,4.654446912959009,31.328122034441495,0.0209657031163335
2013-05-07,9.982186158005665e-05,-1.6893635355103467,8.99267745289316,0.005843792565669581
2013-05-08,0.00011396476649989603,0.7381378741810329,7.974312754929762,0.006275176509699776
2013-05-09,7.204502044185915e-05,-0.8400159088544557,4.131376100330159,-0.011513009785016237
2013-05-10,0.00014779082562874028,-0.9190051714855177,10.16289249973554,0.0037633729817327932
2013-05-13,0.00011980590516247353,0.9390887217715185,4.7109765803044255,0.0035482933026926844
2013-05-14,0.00016049569490503862,1.4645980170498898,5.201618585476921,0.032158349541893116
2013-05-15,0.0002591331767716673,0.5535346716194601,11.36137859566888,0.007028850065978531
2013-05-16,0.00022410369822896888,-1.0634524960536484,7.126559277091754,-0.007352735892823148
2013-05-17,0.0001371655207858909,0.19705553752685112,6.034751316293131,0.0237337758997338
2013-05-20,0.00020884564383293405,-0.05801510639270836,6.336993564937876,0.004541343235109352
2013-05-21,0.0001748458317280107,0.7472211467454823,3.7147355024479833,0.01145087451395188
2013-05-22,0.00046914790381356506,0.15198539869949282,4.99771580802272,-0.008685712282691327
2013-05-23,0.0002617375853358031,0.2611335388497572,3.8485394272467586,-0.012186193608991758
2013-05-24,0.00012248797261379992,0.9483513552075655,3.685658885227984,0.008287627586204493
2013-05-28,0.0001520748574481085,0.5941671326240721,4.524891694709985,0.015552846378621865
2013-05-29,0.0002535161145070898,0.8411854894141372,4.792128924163439,0.013412900234141212
2013-05-30,9.509434225984505e-05,2.0776493147094808,7.226076571225692,0.009046133196266126
2013-05-31,0.00014819758322645257,-0.5759411662986091,4.737157500527586,-0.01390833735608421
2013-06-03,0.0003182702521877619,-0.31898287222585114,3.647034631513371,0.009089926937287274
2013-06-04,0.0003257445956058649,0.2935127178651653,4.981784289452832,-0.011560738924156766
2013-06-05,0.00028893063333797485,-0.8981384038253867,5.693014951129234,-0.021127387438245826
2013-06-06,0.00032519550687320093,0.5383475289457409,3.7872188928901473,0.00867988138825293
2013-06-07,0.0001876780408375104,0.5100298157580365,4.337777458493681,0.03887613798965717
2013-06-10,0.00017369016731143754,-0.592774432278148,6.850445591226709,0.008875787638869426
2013-06-11,0.00015768977174312622,0.9533600460623434,7.544000430189146,-0.02527348537637497
2013-06-12,0.00016006323223396833,-0.6741591736958417,2.732260826658515,-0.008918461050525295
2013-06-13,0.00016309016292886112,0.7870474200481646,3.26896603811684,0.0241713097768681
2013-06-14,0.00014561501132669,-0.3738630210816028,2.5653698759253922,-0.01764385700609683
2013-06-17,0.00013100575273841341,-0.8822790288819079,5.60035927531928,0.007277707158665159
2013-06-18,7.0457628947853e-05,-0.24012914338921834,4.82145992890323,0.0002438815592444854
2013-06-19,0.0003648137575296355,-0.5179098384527238,5.246840873888051,-0.015904324211596155
2013-06-20,0.0003824262512472138,0.04293304509116096,3.0076448509273153,-0.03880963698973883
2013-06-21,0.0004962244427168165,-0.11035133972084621,3.1524686505341033,-0.007492197150416935
2013-06-24,0.00032520632495564435,0.16425770959077152,2.8052473805975677,-0.022752972715531783
2013-06-25,0.00020888413417049996,-0.32301528758190357,3.180377863782337,0.015008148045959402
2013-06-26,0.0001656473426553623,-1.4155823230560698,5.924966238416287,-0.009188527948410297
2013-06-27,0.00015763567995507273,1.3504180329695417,7.176940286778731,0.012124258500707974
2013-06-28,0.00017206317804537675,-0.28355998538692895,4.2248193742365165,-0.014831491818229736
2013-07-01,0.00010347912153996596,-0.33658062170069053,2.9146971928314147,0.003300321213916213
2013-07-02,0.00018136378271617828,0.0702021785102718,4.741810509135195,-0.005484623631988761
2013-07-03,0.00012250692852686074,0.33564684952249657,4.618918411475758,-0.0032521308478408173
2013-07-05,0.0001237642480611955,-0.7480650385824991,4.193335491566284,0.018507714477085102
2013-07-08,0.00011999243023863051,-0.7853831524393668,5.350814457503634,0.003712584842669564
2013-07-09,0.0001904571359854523,-1.5949975050928358,8.324125099177945,0.02014573498245653
2013-07-10,0.00015307498950000416,-0.2562924185543757,6.2654967615031305,-0.007097796370866938
2013-07-11,9.481009512962145e-05,-0.5601631602074953,3.574267257190617,0.011992046380313148
2013-07-12,8.324149066615807e-05,-0.15716103358650127,3.698869592373994,0.015103166351815744
2013-07-15,0.00010752342238976053,1.018682250785133,4.264491910847629,0.017889207155654674
2013-07-16,0.0002454447908981398,-0.7908142903142373,4.065079965228982,-0.017077677809846037
2013-07-17,0.00014714882975624675,1.4372339551929103,10.440870456944372,0.007832561724040232
2013-07-18,9.392297863273182e-05,1.9160993085369238,9.079870645383966,0.015726765065380732
2013-07-19,0.0001094218622064322,1.874839503259837,12.387509317533105,0.0018273421317749339
2013-07-22,5.835229890186181e-05,0.880776552793852,4.948855545504678,0.011433543343818187
2013-07-23,9.496777836690523e-05,-0.06346995054801965,3.3483211721886295,5.994915705631598e-05
2013-07-24,9.478731384802852e-05,-0.19098032168017176,2.399540350823374,-0.007364895816373007
2013-07-25,0.0001121150845697137,0.9322689309074533,4.627973143879988,0.005257559444654447
2013-07-26,3.738302851056129e-05,-0.6223739533757263,5.221579030252599,-0.003925472452229073
2013-07-29,9.936069000369982e-05,-1.2691948228522425,6.661083802129835,-0.01272737765603793
2013-07-30,7.941680677641233e-05,-0.5663598641401006,2.952619518825022,-0.004545400566243529
2013-07-31,0.00012908334962267816,0.7833364457444525,5.021143397109602,0.009801994859185648
2013-08-01,0.00012918340562650312,0.5378610476165973,5.064646698928072,0.02087453324708033
2013-08-02,3.6055702318203065e-05,0.3775326849763823,3.1359404333253944,0.0007758806392228479
