,MCD_RDVar,MCD_RDSkew,MCD_RDKurt,MCD_DR
2013-03-05,2.3340558887488908e-05,0.5847072102102506,2.6872524659955843,
2013-03-06,1.5619327185663986e-05,1.3958349112431254,5.62487156482571,0.010383092865548171
2013-03-07,1.886447325052229e-05,0.8450772466941733,5.2647134113807885,0.0028879101286127806
2013-03-08,4.100582501899038e-05,-0.6090953725572801,7.050808343596807,0.0165478826028842
2013-03-11,1.70731506823258e-05,0.37757605744788775,3.787140824544036,0.0018220445521457407
2013-03-12,1.2444923838568758e-05,-0.2541629802599275,3.005147882794506,-0.001315557124419442
2013-03-13,1.3893293996240276e-05,0.5812548849154765,4.03866339886894,0.006258266184508088
2013-03-14,1.6845278104323054e-05,-1.111196865174136,6.957450041892933,-0.0007046744386887127
2013-03-15,2.534860251210582e-05,1.1722498705108002,6.094405801862348,0.0036186545242804513
2013-03-18,3.9713704928566756e-05,-1.1458883603791459,4.758034693561466,-0.01109800202805733
2013-03-19,2.8251859972467994e-05,-0.2242132774493871,5.793173854118363,-0.001726030938025147
2013-03-20,1.3937395775666054e-05,0.02688958547577627,3.3079824327120018,0.0037528904191939105
2013-03-21,1.9341836708670922e-05,-0.08426685720109647,2.633858102858379,-0.0024328787348233405
2013-03-22,1.2500766422474546e-05,0.7022558222800525,4.393517784008867,0.007482538059699451
2013-03-25,1.998542406687386e-05,-1.341171431778347,4.643870765350384,-0.010429832715729503
2013-03-26,1.7393521441927842e-05,0.7395049739223425,6.729391072921553,0.0026430243233246387
2013-03-27,1.6697267208748285e-05,0.8327318805140207,3.715469498714183,0.0040527619993255826
2013-03-28,2.175861909616795e-05,1.2571864065587475,5.745870066501412,0.007955974514966435
2013-04-01,1.920085518402444e-05,-0.6326676517614563,4.482811572308113,-0.006440715107963513
2013-04-02,3.3266831714708514e-05,0.3230209989818763,2.748226841410192,0.0121422014160526
2013-04-03,4.526514788836178e-05,0.009414561504623614,5.609484692841512,-0.01012480149582018
2013-04-04,5.7219658679345213e-05,0.3935784851108506,7.281919582396588,0.01380838287447883
2013-04-05,3.306899615725835e-05,1.0087257657057698,5.5229901319116195,0.007819904868470395
2013-04-08,2.749972205447875e-05,0.5197504905061809,3.051342807383007,0.0007885066971908827
2013-04-09,3.5657602876352716e-05,-0.2670736299878279,5.48197841655917,-0.004344172210093866
2013-04-10,2.6549717469499315e-05,0.09853381338372544,3.064851266732791,0.004245696027791901
2013-04-11,2.2850285625900654e-05,0.6395585079177362,4.112787666256312,0.004914564432032975
2013-04-12,9.792139773422273e-05,0.9195671744669041,5.220374976394942,0.015565796017235733
2013-04-15,6.498687378494233e-05,-0.7465702886663801,3.8304158838563125,-0.013998298659470443
2013-04-16,3.558816305955161e-05,-0.8097730340748466,4.494272056214736,0.008674955812677965
2013-04-17,6.589662122187962e-05,0.525104824600979,5.124491624915041,-0.004864544164884244
2013-04-18,0.00012667215713372943,-2.1557730033200833,14.612447708048002,-0.006162705954809056
2013-04-19,0.00015676679072109008,-0.06354890656093637,5.117510633269396,-0.019720272501652758
2013-04-22,9.12570193734289e-05,-1.6196540676446534,8.921866775331145,-0.006022877478852884
2013-04-23,0.0001275683707150992,0.45790800304811796,20.30851446722174,0.004420193318954269
2013-04-24,3.458337725904705e-05,-0.0949265165659329,2.7664030477413344,0.012551560672529938
2013-04-25,4.3557225274813604e-05,-1.6227382530639582,8.883813176907232,-0.0007922546582879164
2013-04-26,3.0890343546766804e-05,0.02478057930568394,3.362536779643731,-0.0004957310159774408
2013-04-29,5.825986585275703e-05,0.5408164893800222,4.052663615853696,0.012705064356415718
2013-04-30,4.617026300494232e-05,-0.6396676858426303,12.563778034324551,-0.0003914206433037748
2013-05-01,3.6763843312707704e-05,-0.13877544100948147,3.423205210690088,-0.0074683222950922
2013-05-02,4.10959448964385e-05,0.7155942623933085,3.8571862282545313,0.0066847696211915775
2013-05-03,3.6295162148696126e-05,1.3613318828121892,10.796054004824851,0.008391108079560894
2013-05-06,2.6349397633655157e-05,0.33264709566391565,3.9233176514724883,-0.008293010411338564
2013-05-07,2.9620469488079057e-05,-0.46925142060619623,7.100151199546565,0.0021530376464093948
2013-05-08,3.4082494511626136e-05,-1.4572608795084827,6.550250381914422,-0.013186655950592652
2013-05-09,7.915775516462011e-05,-1.8843495002937716,7.980900466859574,-0.012559959292853584
2013-05-10,3.2662775209603134e-05,-0.3177956866624343,4.8803842549560725,0.005102741324592763
2013-05-13,1.9500556385341126e-05,0.7487635631960242,3.2690313426008966,0.0017948932493849767
2013-05-14,2.5276899388094083e-05,0.7643529311088683,5.513591851165564,0.008135718806396852
2013-05-15,2.732096190287568e-05,-0.1462127014287453,3.7686057798685573,0.007383629465021357
2013-05-16,4.3104018283855244e-05,0.05411919526417014,8.566780271283237,-0.008174382334964037
2013-05-17,4.808021891891633e-05,-0.10430518497224926,5.015134968350547,0.0041449392688850395
2013-05-20,4.039543019878165e-05,0.19251423253434768,3.4735929157981515,0.0
2013-05-21,5.91418633572842e-05,1.0758799316556773,3.9611608520759845,0.005891492823398181
2013-05-22,8.56383700446487e-05,-0.20850623024439088,3.5872731671005678,-0.0039240320456226385
2013-05-23,6.615437656633793e-05,0.012089373627211953,6.097755177258757,-0.007002784052342115
2013-05-24,3.212553840332025e-05,0.27133223726653877,3.7350100804058175,-0.007351451376574225
2013-05-28,4.15971186184824e-05,0.29826587198451815,2.8403698221767684,0.009427908924676487
2013-05-29,9.350452771827872e-05,-1.2745965235840733,8.14829752223646,-0.021869389160816155
2013-05-30,0.00013511705439042576,0.9050665445301,8.55096683498678,-0.012387885182259417
2013-05-31,6.072126130033202e-05,0.008033483782002212,5.264261455869275,-0.005164373379723308
2013-06-03,7.126884509189682e-05,0.7443611100244392,4.695645366674317,0.014291034002964054
2013-06-04,7.058978848447812e-05,-0.41448891446849495,3.7592696798661485,0.004176847531118355
2013-06-05,7.642933618172228e-05,-0.4005621896469277,2.9604578981928915,-0.02002245312438955
2013-06-06,0.00013861815171105512,-2.8952224614197273,17.67277100244876,0.00269303602291604
2013-06-07,8.22991134531466e-05,1.2157513337995687,5.250595161736046,0.016413794129373827
2013-06-10,8.090878186635632e-05,0.31136618537261024,4.219585459442524,0.012638650981392274
2013-06-11,0.00010239751013732214,-1.597850023830591,10.504166489287377,-0.013147355115699533
2013-06-12,9.530111575525906e-05,0.06316532399784969,3.3020663561608137,0.00010194297402232877
2013-06-13,3.671944566535024e-05,0.7163658855605388,2.719098486846715,0.006493253253526454
2013-06-14,6.310492313661854e-05,-0.20423055687732553,3.8197759256222046,-0.004662806525184138
2013-06-17,4.7050613245811714e-05,-1.6045950360726615,8.85667748324366,0.0032461002394983396
2013-06-18,5.3332295438843444e-05,0.7065719856179717,3.609189732434863,0.010176990184883827
2013-06-19,0.00011165576412004662,-1.5326633520010096,7.508676069494767,-0.009468204592583795
2013-06-20,8.693675384715073e-05,-1.1369454769361753,3.658186576298482,-0.020655183765640572
2013-06-21,0.00010553197796861445,0.0997381741645369,2.2657185862670155,0.004535624901479629
2013-06-24,0.00012133138740655705,0.13601171420071187,2.7765933625914454,0.000616861289372217
2013-06-25,5.314616666499018e-05,0.17618419961381945,2.8435280434713053,0.0023610567919281067
2013-06-26,3.392594572927706e-05,0.5431624313074047,3.0442594563631213,0.013444999703709826
2013-06-27,4.846246993580599e-05,0.48573895608978535,3.130122189360247,0.008161753716533937
2013-06-28,7.002721851419007e-05,-0.11130823276528488,4.7671034000288675,-0.006544148666906224
2013-07-01,5.413924494837907e-05,-0.05120740420708103,2.481229655135043,0.008248585311599221
2013-07-02,4.186092495799497e-05,0.038556520874617306,3.424468481337887,0.0011015107415275338
2013-07-03,3.513784002641877e-05,0.41018812672792493,2.517924930282806,0.004193861774376195
2013-07-05,7.556452769178264e-05,0.10393529877867808,3.076180708756721,-0.004894700669621166
2013-07-08,2.5069337262480083e-05,-0.5814249513974299,2.6640314910503946,0.00020037424003938042
2013-07-09,3.897093365946189e-05,-0.1503136178445992,5.0586295234147665,0.001100490396536813
2013-07-10,4.402466896047953e-05,-0.010660166932438393,4.010676604325611,-9.997350293833307e-05
2013-07-11,6.673044506031788e-05,0.849685835099551,7.912780432496287,0.008069054331588887
2013-07-12,3.8291442249635055e-05,0.8669800053709664,4.301410817005445,0.007807597712653269
2013-07-15,3.732598866636384e-05,-0.32236559057339004,5.384791732427619,-0.008204479873307413
2013-07-16,7.003722097342781e-05,-0.3944698957057397,7.771468999198117,0.0012893804458524727
2013-07-17,3.212082320909516e-05,-0.45266120792421194,5.7983799101820335,-0.007761847505602937
2013-07-18,3.27269202095359e-05,-0.5561980917525372,3.2142878442208325,0.0007985847567457682
2013-07-19,4.267661001677078e-05,0.1726604649508786,5.148938513183468,0.0008982767761942512
2013-07-22,0.00011566395293125694,-0.14572016887238634,3.225819499500939,-0.027194102278684795
2013-07-23,3.006548663217569e-05,-0.7442724542956924,4.5861985386334405,-0.00843901189076135
2013-07-24,4.292853564886845e-05,-0.06916809825112644,7.623368402122669,-0.0010339253919964264
2013-07-25,4.406355185862054e-05,0.49147830419471916,2.840032249040649,0.008550242244965034
2013-07-26,5.918064234194036e-05,0.27141119043912315,4.600982130420074,0.00552365530695198
2013-07-29,2.9254527992050304e-05,0.06681567199928502,4.170498560245723,-0.001633340597310351
2013-07-30,3.788373009234555e-05,-0.4264038884444143,3.5015156143604935,0.005095855272958971
2013-07-31,5.1560175417397284e-05,-0.6895678598555477,4.000886740959526,-0.002952418877645968
2013-08-01,5.902724366934036e-05,1.287524508127106,7.038156932872721,0.009336331275878962
2013-08-02,2.6070493978683664e-05,0.40957986703641125,3.4996733779563307,0.0020180623030876532
2013-08-05,2.217603173220184e-05,0.41523307442823015,3.0179632271941106,0.0011080416886288802
2013-08-06,3.389592196982329e-05,-0.7433183982772074,6.0416356020354085,-0.006262445109253889
2013-08-07,2.4821462775022186e-05,-0.42094949756877076,3.4195521800071096,-0.0036543132320643323
2013-08-08,7.784643220687733e-05,-4.042978729932061,28.11083651164965,-0.0029535273218836977
2013-08-09,3.879918143346756e-05,0.4200632942667862,4.493777627961804,-0.004293432947607201
2013-08-12,3.0274010867914643e-05,-0.1746788707712671,3.807837050833391,-0.005958971511026867
2013-08-14,4.264843255539616e-05,-1.718866956876026,12.90999435353152,-0.009629901331940971
2013-08-15,4.1800761801321094e-05,-0.2235638396734324,4.694950618759774,-0.007519869803078727
2013-08-16,1.9923064896778752e-05,-0.10436961235344756,2.770119232143385,-0.0037807785000776306
2013-08-19,4.077002190555348e-05,1.0757360787056862,4.105536891623529,0.004724237852114399
2013-08-20,2.015234803119306e-05,0.41493466586379363,3.4537417049793406,0.000209274208176069
