,WMT_RDVar,WMT_RDSkew,WMT_RDKurt,WMT_DR
2013-03-05,6.631083755695351e-05,1.12754851969339,6.297080421839752,
2013-03-06,6.0377350549085746e-05,-0.7192304791267076,5.04037455358601,-0.004622679898528936
2013-03-07,2.8884041522658884e-05,-0.18909277322076523,3.974630895030138,-0.0008183246789732479
2013-03-08,4.003651984446222e-05,-1.5980661123704223,9.182627603539403,0.002467861601877175
2013-03-11,2.2847616390498386e-05,-0.6027281898851874,3.3293559245684348,-0.0006850009252357125
2013-03-12,7.984976975757614e-05,1.0674662308425522,4.862649684669931,0.008459691777376932
2013-03-13,6.020157819127834e-05,-0.6882725791430139,5.83326356142659,0.0006793406797296342
2013-03-14,2.859072744661593e-05,-0.8412786353906869,4.330204184313967,-0.005855600741893063
2013-03-15,4.658802303543167e-05,-0.9617410640926158,4.178722629956237,-0.009882030516749296
2013-03-18,4.431225418116721e-05,0.05990106076346622,3.368010057478289,-0.003454396094181078
2013-03-19,5.006708189181554e-05,0.4838212851304678,3.7047456083339387,0.002764275911945724
2013-03-20,4.3635671946788424e-05,-0.0412653646253501,3.21727913185594,0.00742587218186852
2013-03-21,5.4187521053366986e-05,-0.18267324378831215,2.5195040220787437,0.0019160541500173878
2013-03-22,3.66362638892381e-05,2.353923859802413,13.368660633691125,0.01560317313769577
2013-03-25,9.1390071659798e-05,0.5113283955774456,3.7263526183261106,0.007644355766394995
2013-03-26,2.237758432959539e-05,-0.0461000511357923,4.201529697588452,-0.001069423499044042
2013-03-27,3.44276513109288e-05,0.13916752164379786,4.449298908562192,0.0001337633441478303
2013-03-28,3.749896443769756e-05,-0.48550876107373825,7.846645397649448,0.0006683810390883949
2013-04-01,4.414076142245647e-05,0.608234174922506,3.492307633435863,0.007986131543044728
2013-04-02,2.059743655622805e-05,0.3310224316626142,2.6571611388937573,0.0077914290267653286
2013-04-03,6.754510481708552e-05,-1.4393031517945876,9.340359727572475,-0.0002630600819166773
2013-04-04,3.837092762062038e-05,-0.012353426396649785,4.189629037923511,0.0026280748915175067
2013-04-05,3.31537409149433e-05,0.37610499833228683,4.246534254793965,0.002490483030351598
2013-04-08,8.417284199767134e-05,0.6063866281863922,3.4661649317858974,0.011712844206670958
2013-04-09,8.146575830659443e-05,1.0266180979022383,4.168389873277436,0.010681566292451095
2013-04-10,8.340947448515187e-05,0.6663328445221756,6.400782235554662,-0.009646772154269456
2013-04-11,8.323290130700211e-05,-0.07033561290804759,3.798134605645863,0.005413358963106241
2013-04-12,6.809841236102393e-05,1.0646664656109697,5.55192624834789,0.009849828107899583
2013-04-15,0.00015456569918328132,-0.3463207750848863,4.046119270773092,-0.0011461184637386879
2013-04-16,6.234616062933298e-05,1.0797708424227552,4.592810697272341,0.0026725592027521117
2013-04-17,7.666242449847187e-05,-0.04016577483166919,2.7122894642547415,-0.0021632076899980035
2013-04-18,0.00031030301760709645,-2.395559599030347,10.660755225692682,-0.01734452711893475
2013-04-19,9.557934063905424e-05,0.09486691486395002,2.723346618763745,0.014538423013016555
2013-04-22,5.3406867016974515e-05,-1.3539550910802534,5.104280267916274,-0.004095459070537544
2013-04-23,0.0002762285071044075,-0.5840643791978659,25.07060777011915,0.014262243069565805
2013-04-24,5.7583830938624244e-05,-1.1376938420083185,3.536670022770556,-0.013493459885320469
2013-04-25,5.4680956441964316e-05,-0.3820038112294979,4.73233465407456,0.007914787755825436
2013-04-26,3.6705113916934705e-05,0.6056742457481579,4.87782025557972,0.004946072864125739
2013-04-29,5.510210872879805e-05,-1.8378937368052657,8.323470976112182,-0.008257611541913512
2013-04-30,8.158607657435427e-05,-0.23675996800560578,4.212111836061703,-0.008583592262869644
2013-05-01,8.149178048772257e-05,0.826035177016275,4.0085246276656745,0.004365023924339795
2013-05-02,4.2484169367651145e-05,0.9345249519125364,4.296195954474868,0.0051109410873619865
2013-05-03,2.253413483785495e-05,-0.30095037686923465,5.713984657494045,0.01001866587344491
2013-05-06,1.801505748954101e-05,-0.16283465693717059,4.292218459238836,-0.005313696851372285
2013-05-07,2.7567304829907043e-05,-0.14243948678848112,2.441263497558359,0.0
2013-05-08,4.555383896564576e-05,-0.9062005572266997,4.950890333931269,-0.0014046551250972428
2013-05-09,5.1610555596786354e-05,-0.12063218651967451,3.97378975774253,0.001915103610860669
2013-05-10,3.8948606207543934e-05,0.27427826624140966,3.9427351927174383,0.0062304648108924
2013-05-13,4.185875247276098e-05,-0.28778846107200073,5.179531275874054,-0.004955792452280505
2013-05-14,5.348412887585575e-05,0.8471360465726402,4.297502954432735,0.003560480132744459
2013-05-15,7.704217852017827e-05,1.2150513040835982,4.86208922876943,0.013616078743488913
2013-05-16,0.0001834395897094177,0.3276272116020573,10.559089506703657,-0.017176558876233372
2013-05-17,7.107631919354892e-05,-1.7901417339963814,9.551058626998694,-0.008057873537052451
2013-05-20,5.537731379336949e-05,-0.21747452264486594,3.3266250118750205,-0.006053954574998244
2013-05-21,7.23448956005104e-05,-0.17228618676212568,3.915511772534652,-0.00012956172163658408
2013-05-22,9.846790834132303e-05,-1.0522155348388569,5.820097662989577,-0.004662370835709417
2013-05-23,5.816755300183838e-05,0.21457108678224077,5.41455714302332,-0.009128909114207495
2013-05-24,0.00011565341163250725,0.9212836841178842,4.804338418118021,0.012757110283795114
2013-05-28,0.00010870561827734559,-0.6632061236072387,4.283516523026153,0.00012947613566538507
2013-05-29,6.072378920818055e-05,-1.2482470958938854,4.721436877808248,-0.014197505709907077
2013-05-30,6.083030490052239e-05,-0.27877437647373843,5.683782763791423,-0.007902319728367857
2013-05-31,8.270254981813228e-05,-0.8522103209750727,4.572558751412062,-0.010500454370347967
2013-06-03,9.061619546260247e-05,0.7346481744400272,5.268739594625887,0.011293780584150426
2013-06-04,6.058678021897002e-05,-0.198602085640734,4.815213865100113,0.003297244988765158
2013-06-05,7.286993475040528e-05,-0.25351462970946226,2.7599764762210715,-0.009127392136218049
2013-06-06,9.261933499619154e-05,0.3808694954400919,2.8127513405486466,0.005036820933650432
2013-06-07,9.10277114547292e-05,-0.3500838229523313,3.625280758484335,0.009213239018814434
2013-06-10,3.412657088139705e-05,-0.3030615797730856,2.569335841295619,-0.007627559213053026
2013-06-11,7.677428639220755e-05,0.038460073498710216,3.94045956298764,-0.006622500739411841
2013-06-12,6.745611781741496e-05,-0.9541137381286566,4.2881553231162135,-0.005463633436697535
2013-06-13,5.5712449092320404e-05,0.08948062220136047,4.124075784088314,0.0021357578875917937
2013-06-14,5.159186051300707e-05,-0.25051151741835004,2.3131693955661627,-0.0017346702555034454
2013-06-17,5.605245428528581e-05,-0.13799265980095204,4.5839321787802865,0.0010677490027335423
2013-06-18,3.862214612889868e-05,0.6811225587547632,2.380672814043394,0.010353393943986156
2013-06-19,0.0001173327539796566,-1.8488236082443545,8.845851407613985,-0.016912582689088573
2013-06-20,0.00012370243783996142,-0.7891049190180283,4.386895872661325,-0.019391963205990237
2013-06-21,0.0001277426175443333,0.26935921540152746,3.302570745690622,0.0065514903269585645
2013-06-24,0.00011170114367384162,-0.1421738104540615,5.187105313321556,0.009342662602660923
2013-06-25,8.109498208252843e-05,0.47718725852667526,3.714448972650018,0.0022884366791542377
2013-06-26,5.240828388466452e-05,-0.16009330796194476,4.391785344108526,0.008568615256792533
2013-06-27,7.55741818898458e-05,-0.5901497318831941,4.281287020916834,0.0033274332692316833
2013-06-28,7.931975586767683e-05,-2.0024204410441513,10.3183627344517,-0.010283875196952508
2013-07-01,5.4547500601927104e-05,0.46071916246822053,3.3379419340403618,0.0013416419125871215
2013-07-02,9.604967853892748e-05,0.21290341472203309,3.5701991324161466,0.001607649421132784
2013-07-03,6.118635194555536e-05,0.4141746596145365,1.9416855980312204,0.0006689417012841758
2013-07-05,6.545421627838397e-05,-0.06802086483927117,4.424195550726081,0.006001251407742103
2013-07-08,6.659895268066102e-05,0.3811928637810145,3.334476251289297,0.019747596197676742
2013-07-09,3.179478713065139e-05,-0.21560651009493528,3.5942022627915278,0.0041630742413723
2013-07-10,7.305854449536946e-05,-1.6714102295339295,11.795440352879126,-0.0033810308977306747
2013-07-11,3.4857213427445756e-05,-0.20316750419561466,2.1928702105894007,0.011139713308041088
2013-07-12,3.137141670552051e-05,0.2630521376452664,3.563177056057272,0.0
2013-07-15,2.645245360765257e-05,0.15083988228297898,5.0743763915267985,-0.0077586824103104135
2013-07-16,1.914731262139968e-05,0.39382019507930044,3.9026478538473497,0.004404060364269213
2013-07-17,4.558919295129848e-05,-0.049319231446557914,2.261810077241935,-0.0021997230366093135
2013-07-18,2.8992577086739617e-05,0.067152411302328,5.793381712930027,0.0018118174489361039
2013-07-19,4.187823186896502e-05,0.3457846231821375,4.80531422906056,0.00952298834955645
2013-07-22,2.60959582417693e-05,-0.06072022160760186,3.7687649445006706,-0.002693255993808208
2013-07-23,3.7613039457631255e-05,0.07223596452711749,3.156579125320205,0.008694427980623587
2013-07-24,3.979096705883338e-05,-0.20007275138266728,2.7998270622713703,-0.004081787019020844
2013-07-25,6.335635217993695e-05,-0.15048343013751495,3.047896500305856,-0.00281639897504693
2013-07-26,4.5740932886316365e-05,0.13854026846152978,3.1108612775209052,-0.00012822922962563155
2013-07-29,2.469402128983633e-05,0.611804040172178,4.564972055385505,-0.00012824567447022872
2013-07-30,2.2633320632357736e-05,-0.6768682677595589,4.064469768990648,-0.0012829987597564596
2013-07-31,5.198147935335118e-05,0.5265983001471941,3.2372621960512773,0.0006416397741180191
2013-08-01,2.3815117156040496e-05,-0.03558184581599061,3.814337500370462,0.0035859156043613893
2013-08-02,1.3178444692573946e-05,0.7476225858641082,5.3344931045417825,0.00675316910131496
2013-08-05,3.531503976028985e-05,-2.4801177612388017,14.777960567741555,0.0002534538490817084
2013-08-06,5.041825999470233e-05,-0.010601556001394143,3.9437033261057093,-0.01149094665157957
2013-08-07,5.482260613570589e-05,-0.4233903724167265,5.349008720794984,-0.0003877414480326635
2013-08-08,4.139319889009512e-05,-0.914600713226507,4.668368549959996,-0.0015520776638862088
2013-08-09,3.91976647521544e-05,0.3202377640986259,4.111770671970638,-0.004541297762519214
2013-08-12,3.4276343428208474e-05,1.0042743440561441,3.901290544024592,0.00233799139964308
2013-08-14,5.772728170537198e-05,-0.34498959958999253,3.1850984771977138,-0.00886106327101821
2013-08-15,0.0001487760669963747,0.6193462346145279,4.360595461745007,-0.026392351119099544
2013-08-16,7.575874404507848e-05,0.4057124190168283,4.319543861161986,-0.004040013518568308
2013-08-19,7.95098447383974e-05,-2.5234366194327955,18.07624716332281,-0.007176957590471211
2013-08-20,3.8531869559762724e-05,-1.359577371449562,8.306910954749497,-0.004768240609937635
2013-08-21,8.663210671145028e-05,0.15284230635222656,3.5154025542684013,0.004360349670020192
2013-08-22,3.6743375417064755e-05,-0.4327885133604427,3.6722022721555336,-0.001224304371376661
2013-08-23,2.332422987700983e-05,-0.5740609801671552,3.158945444197007,-0.0002722355619066974
2013-08-26,3.0128581018779228e-05,-2.068577713594245,8.365004748031229,-0.005598649336333139
2013-08-27,4.9690005655726525e-05,0.8569078455208493,6.991038778526966,-0.0023304169123896656
2013-08-28,2.3982679750655552e-05,-0.35009255275644935,3.9340916857420876,-0.006610074562410695
2013-08-29,4.3731502206300544e-05,0.1937696775192129,3.8857817666159926,0.0006908237018610208
2013-08-30,4.131804291150592e-05,0.47415718550210517,3.5756289408742155,0.007564752930999674
2013-09-03,6.0085595861118e-05,-0.2530195795671155,4.348268733589779,-0.004119199348329161
2013-09-04,3.79559089251346e-05,1.336820081939174,6.311276432480968,0.00315984772956579
2013-09-05,2.655154049324392e-05,0.6389494625598379,9.333398250599199,-0.003297719050782355
2013-09-06,5.724950641637081e-05,-0.2191362077861478,4.3559176247541584,-0.0011011130257907453
2013-09-09,2.7251508203135323e-05,0.7519858857319568,3.1276675425583953,0.012594179388427662
2013-09-10,3.0927422408632036e-05,1.1856686624662147,6.259339938081621,0.0061029347390917366
2013-09-11,3.577077527420214e-05,-0.3236015039864648,10.248599436510249,0.0012162760339782253
2013-09-12,3.00154525200781e-05,-1.1336670798615711,4.681399543053536,-0.001892453841318087
2013-09-13,2.1489150620149633e-05,0.6871881922397793,4.039102346866516,0.006070126406092058
2013-09-16,2.3909320174438327e-05,-0.7812324404032085,4.626258123068727,0.00563219862136588
2013-09-17,4.3105746621038006e-05,-0.5268123926548569,6.220065709833935,0.004935420526567036
2013-09-18,0.00011750950156131946,2.843136432011427,15.400533018580758,0.016758390944593415
2013-09-19,5.6535219515341797e-05,-2.5308448404971657,13.995837599646345,-0.0027514215056383406
2013-09-20,3.553933235218924e-05,-0.17967985297660305,3.5381423190649075,-0.004998938830417465
2013-09-23,3.7105966862737304e-05,1.447423117843783,7.33555527269974,0.007750360336055806
2013-09-24,2.0350787142661114e-05,-0.6323027311765562,2.511501488797118,-0.008806127632600358
2013-09-25,0.00018822165871320684,-1.2840198496204753,19.03022009526413,-0.01462763986862825
2013-09-26,5.437541511271364e-05,-0.03542487072800068,2.921507197880646,-0.00040192265124527893
2013-09-27,1.482157961827738e-05,0.3304402728593037,3.026511017572714,-0.0034903199400524443
2013-09-30,5.2083313346152806e-05,0.14490392421132983,5.754557118771614,-0.005393948598752196
2013-10-01,3.87989380802156e-05,-0.27922311108908876,4.812792892352365,-0.005015243170195305
2013-10-02,6.597945197182639e-05,1.5424409787886917,9.18444951384813,0.001765225551539018
2013-10-03,4.2311955034438335e-05,-0.7071102444140144,4.560700206807012,-0.007625479385677814
2013-10-04,3.398261949783244e-05,-0.23485508684813627,2.7101289880489787,-0.004932826688428982
2013-10-07,6.533537144523148e-05,1.6099912508392205,10.918031339055007,-0.01285694555887762
2013-10-08,6.195632984945286e-05,2.0341919340071666,7.786976590164845,0.014229797856664561
2013-10-09,4.07115558331733e-05,0.5250565811552088,3.0044659487945666,0.0013704922849333556
2013-10-10,4.421649974614058e-05,1.0277756586358395,2.930102467371438,0.024224881982858548
2013-10-11,3.67455082508615e-05,0.20288455338859934,3.1345972972416205,0.00040088892302758694
2013-10-14,4.777140039005267e-05,-0.43745608270881353,5.464071675948231,-0.0018728394314662111
2013-10-15,0.00013272941588010262,0.571174598740877,10.505703292415822,-0.004159386780855812
2013-10-16,4.5385764878149336e-05,1.8703403954138969,7.838019196070696,0.01640315016446703
2013-10-17,3.753658113576332e-05,-1.0092926135449216,9.040905250212436,0.0023783851395036137
2013-10-18,3.6448255737019324e-05,-0.1250331585396694,4.33065496464474,-0.000924229903105811
2013-10-21,5.898453409773499e-05,-0.5257511788927167,7.239892173966069,-0.0074243032377010465
2013-10-22,4.893616443562899e-05,1.5125962029436277,5.688265261020654,0.015449153989923303
2013-10-23,8.813125800176447e-05,2.3827099097596136,16.901692236410316,-0.005518251589514911
2013-10-24,2.1712671153426622e-05,0.895213080635265,3.4801968751029824,0.006827488544185023
2013-10-25,3.4902570478436096e-05,-1.384945307946806,9.97262060777046,-0.0044591594495342335
2013-10-28,5.580996747782866e-05,0.44022962197935583,4.6243148839804915,0.013836928674432869
2013-10-29,5.8805321224287164e-05,0.27860067344670697,4.401078281881149,-0.0010378286567647166
2013-10-30,5.0437731088095985e-05,-1.1887879076664856,5.519601937836493,-0.0019482842582858595
2013-10-31,2.7154459107520496e-05,-0.5758931335710415,4.637330425236439,-0.0020826154008872777
2013-11-01,5.48066895147328e-05,0.33806183296360537,3.24945368390232,0.00416068350952159
2013-11-04,2.0556246191038067e-05,-0.06719716956328928,3.777774550482137,0.003367797490690272
2013-11-05,3.092032751666696e-05,0.7418768556196881,3.420684979208463,0.0011631860184539988
2013-11-06,3.528713955689984e-05,0.5355548286358646,2.7848404547076706,0.009513177907053638
2013-11-07,5.6280078953898605e-05,-0.6016658036866105,5.453212247383592,-0.008351125543874183
2013-11-08,6.52271924400248e-05,-0.47196772229843653,5.425270319537015,0.005788793121049629
2013-11-11,3.714019760735317e-05,2.3876152954927163,13.192210834928556,0.013378682897366545
2013-11-12,4.464973365500382e-05,-0.12851626562256477,3.577143769400337,-0.003804239341659965
2013-11-13,2.6534357600256343e-05,0.3895488845957744,3.616572914802901,0.0024110903533465233
2013-11-14,0.00011382046503906808,0.2000539655912642,10.102911312883377,0.002278694051883967
2013-11-15,2.146573226663641e-05,1.252212391906992,7.458210643419081,0.0017687268185371252
2013-11-18,2.0172379456290492e-05,0.5158021383603193,3.6362725880288256,0.0
2013-11-19,3.301212442988189e-05,-1.6505557042421175,10.69555488953553,0.000378588979397243
2013-11-20,5.247379680412725e-05,0.02664353629277453,3.3932342225688297,-0.004426009849818335
2013-11-21,3.945892871131819e-05,0.022885346472709903,3.5856515067573556,-0.0005071045749120984
2013-11-22,3.740724647893889e-05,1.0657687337473427,6.643183492983535,0.0119745561376714
2013-11-25,2.4529766497430975e-05,0.3533194954590242,3.2960732967654662,0.007738538626008484
2013-11-26,3.3278447215835676e-05,0.24827982615975416,3.721185470924505,0.003103468970504508
2013-11-27,2.720170494193106e-05,0.705973724464016,6.227425726536208,0.003093867241837245
2013-11-29,3.082123483402925e-05,-0.6834677571824853,3.2101881406676678,0.0009879054147967636
2013-12-02,6.551142388212726e-05,-0.31237473947887284,4.106136126767287,0.0012335976206738763
2013-12-03,5.668804797231477e-05,0.7472186685435632,4.149111567319852,0.0012322855849395964
2013-12-04,7.613771292928189e-05,0.5006867534244569,4.061046560064018,-0.006461364130799119
2013-12-05,6.816800958746189e-05,-0.035634342311322384,6.075898343198484,-0.0097707181398059
2013-12-06,4.740746473926082e-05,0.5098710104703068,2.977935535543726,0.006274222829492082
2013-12-09,3.142001190907595e-05,0.3356507230470549,10.1306786918462,0.00012502810139736198
2013-12-10,3.3546170132923016e-05,-1.5266320862996527,8.151878808068371,-0.010941329298187696
2013-12-11,5.1293045662067035e-05,-0.5113124797184602,4.482173798364128,0.0001263876971879796
2013-12-12,4.071260444359267e-05,-0.973004549077701,3.587307632391515,-0.007488174710283069
2013-12-13,5.6588757066225425e-05,-0.9731270782784582,6.066770449258795,-0.005364172165374548
2013-12-16,3.246145244711179e-05,-0.33182048202601827,3.0249085682408183,-0.004364078397918192
2013-12-17,3.807410315136988e-05,-0.4147548151665649,3.700050796580126,-0.006323186870366371
2013-12-18,6.517120537366553e-05,1.0425009797445661,5.021770823051426,0.008892464312485693
2013-12-19,3.183814142119766e-05,-0.41767739987595953,6.854291804414136,-0.009021862614762455
2013-12-20,5.096505346432523e-05,2.2195031784606107,14.904225240573128,0.002456922827318131
2013-12-23,5.409697758539833e-05,-1.7895110696163619,12.819205879268274,0.0056664950977900475
2013-12-24,2.1716040767428818e-05,2.344063468205877,11.891587299367039,0.0017961976351221765
2013-12-26,3.455263703786363e-05,-1.176557756439079,9.856026440537835,0.004858956082769872
2013-12-27,2.6692828846078917e-05,-0.09787339108525936,2.9965941291688054,0.001020202268485093
2013-12-30,2.010362973349479e-05,0.16793907119414012,2.5690599122088695,0.0020371877973932584
2013-12-31,4.0439626009491285e-05,0.4922059971418915,8.962007394031659,0.0007626368116175897
2014-01-02,5.799281185637311e-05,0.2914936436181534,4.393451382383044,0.0027921067200384897
2014-01-03,6.0451672264721004e-05,-0.2497063256156898,6.098849707179612,-0.003300210580639451
2014-01-06,4.591245624728707e-05,-0.055528605408354643,4.5033691595245795,-0.005610368181620196
2014-01-07,4.172644407158238e-05,0.5537596287124484,3.038155667054788,0.0030638584310045403
2014-01-08,3.8922735099662034e-05,-0.5302500860102521,3.105408157840313,-0.00793446829583555
2014-01-09,2.1691687744838682e-05,0.022776636226204808,3.3810658441772707,0.00333493832704157
2014-01-10,7.476023298221135e-05,-0.37071525953446843,7.980053859984512,-0.000640195436965918
2014-01-13,4.281305974240636e-05,-0.0923592633929148,4.718794276322214,-0.0070728707293739035
2014-01-14,2.4340201220673174e-05,0.8142884021277239,5.117129955919266,0.006047259897226098
2014-01-15,3.995850789831794e-05,0.5172038664292041,7.294345753118322,-0.00385574955665291
2014-01-16,7.738435932086305e-05,-0.5497496807061639,5.615770251146774,-0.011656706307814346
2014-01-17,3.0471339826738374e-05,-0.6594301136018936,4.054712706748029,-0.007453365528911959
